entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,eligible_entries,executable_outcomes,unavailable_outcomes,atr_unavailable,path_unavailable,entry_unavailable,invalid_risk,ambiguous_outcomes,eligible_sessions,contributing_sessions,calendar_sessions,zero_outcome_sessions,wins,losses,zero_r_outcomes,win_rate,average_win_r,average_loss_r,mean_r,median_r,profit_factor,profit_factor_status,sum_positive_r,sum_negative_r,event_order_max_drawdown_r,longest_losing_streak,positive_months,negative_months,zero_months,empty_months,worst_month,worst_month_mean_r,lomo_minimum_mean_r,numeric_status,average_win_status,average_loss_status,bootstrap_draws,bootstrap_seed,bootstrap_valid_draws,bootstrap_null_draws,mean_r_ci_low,mean_r_ci_high,bootstrap_probability_mean_above_zero,bootstrap_status,bootstrap_unit
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,NATURAL,0,stop_first,3311,3311,0,0,0,0,0,13,167,167,170,3,1118,2193,0,0.33766233766233766233766233766233766233766233766233766233766233766233766233766234,1.9381923076923076923076923076923076923076923076923076923076923076923076923076923,-0.99290355677154582763337893296853625170998632010943912448700410396716826265389877,-0.0031828752642706131078224101479915433403805496828752642706131078224101479915433404,-1.00000000000,0.99516013662849105887080570624874422342776773156519991963029937713482017279485634,AVAILABLE,2166.8990000000,-2177.4375000000,196.1885000000,29,7,2,0,0,2026-07,-0.22487260677466863033873343151693667157584683357879234167893961708394698085419735,-0.020402151983860121049092131809011432414256893073301950235373234700739744451916611,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.069817055856672297099251861722667295592869725667503528822124143285344176359943866,0.065853466447496727126867928662517666912961112896413766104971394812257434021072361,0.4595,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R_BE1R,NATURAL,0,stop_first,3311,3311,0,0,0,0,0,23,167,167,170,3,880,1687,744,0.26578073089700996677740863787375415282392026578073089700996677740863787375415282,1.9576704545454545454545454545454545454545454545454545454545454545454545454545455,-0.97846799051570835803200948429164196799051570835803200948429164196799051570835803,0.021768196919359710057384475989127151917849592268196919359710057384475989127151918,-0.30000000000,1.0436636395221229127105842426327888188805128567062393547368940776064102241779199,AVAILABLE,1722.7500000000,-1650.6755000000,127.8755000000,17,7,2,0,0,2026-07,-0.15688586156111929307805596465390279823269513991163475699558173784977908689248895,0.0062688026981450252951096121416526138279932546374367622259696458684654300168634064,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.032833503459613621919243212514331886571301734517570334032761335364548900876041557,0.080153191339501542052179711594565307993665082937401016920896890889389013920146703,0.7766,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1R,NATURAL,0,stop_first,3311,2293,1018,1018,0,0,0,14,167,164,170,6,1165,1128,0,0.50806803314435237679895333624073266463148713475795900566942869603139991277802006,0.99943326627577808713587079476774039475460899148999369513250907864329521203852996,-0.99784744289866893923220866701903892778666766170657285188595943925298306251818927,0.016907038648749632821351111865216593696362125024347351897955006167498485610279041,1.0,1.0344427922237843354181862634763879144967522687893509860233465895482440864068289,AVAILABLE,1164.3397552112814715132894759044175598891194750858426548293730766194389220248874,-1125.5719155896985634539313763974759105433611224050141769273622474773648945205175,43.003799346295795609719621108338217903539745561976384161132378413005833452935791,16,6,3,0,0,2026-08,-0.076952302663813812382458623910293983873382658169049108931787526253891026561044546,0.0022459867078814994243280345607662094005873958140793822618629943188877667984651960,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.032692896887322515152566982739469674458882979771496901302259554725413049880513008,0.067326142597814281919073120842963222639977325592545499328431876426572907658315723,0.7472,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0,stop_first,3311,2293,1018,1018,0,0,0,1,167,164,170,6,930,1363,0,0.40558220671609245529873528129088530309638028783253379851722634103794156127344091,1.4944395667822929317078260386162851419811811559228588889965801889248331360154185,-0.99711888005535523384797459331482844144599389777733217427321965525219837915879156,0.013412892975178038706275117847812479874229739353578287497785078757674847667207338,-1.0,1.0226299564730004102447134426588510810973921456067643935430632580659747638130147,AVAILABLE,1389.8287971075324264882782159131451820424984750082587667668195757000948164943392,-1359.0730335154491837347893706881111656908896826705037535343983901087463907934329,67.160891503461656522914543493203607798153007051611570215959719788757914031150622,21,5,4,0,0,2026-08,-0.13464461035612150469015093160260167618107496586135680123947983394619871886873685,-0.011064161347028836959740303263088475163587524526062593872432914510684367600888173,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.048859250078411300606674012285313512087069308628853129750479597209652481576199644,0.077649416110334980550364790161445077831722871337146150561495772901678700689128252,0.6597,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,NATURAL,0,stop_first,3311,2293,1018,1018,0,0,0,1,167,164,170,6,754,1539,0,0.32882686436982119494112516354121238552115133013519406890536415176624509376362843,1.9804966153498170299413907559931366673818533324407822084845219044890055770837117,-0.99649049538933572634200609165140341124651037794674859672133708783135892879193262,-0.017577158495606472858499234641380201789124317051764633736069891926625026729029984,-1.0,0.97371905707830801740302751496109098716294100622650421902461358700607405918135918,AVAILABLE,1493.2944479737620405758086300188250472059174126603497851973295159847102051211186,-1533.5988724041876828403473750515098499083794716600460903541377781724613914107843,125.39258811739630401967797528685748687438278692832560046253018835152284814889718,21,5,4,0,0,2026-07,-0.18999748185259980958411300245014401033439301739365741434802039488257175612465985,-0.032040826383273959775785541779130166706325799550284137440517896556474166490064667,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.088788738479621105627548703798573766863648178609129288380669589763237011509121748,0.054158773495805721621488503201529823502610321180908167697207375190167627210230504,0.3115,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R_BE1R,NATURAL,0,stop_first,3311,2293,1018,1018,0,0,0,8,167,164,170,6,569,1149,575,0.24814653292629742695159180113388573920627998255560401221107719145224596598342782,1.9787954374211682145910851456344706837282713465074690054835832642945164985146970,-0.98564721230276276317491016801989997611609139159292641151871133361478751018619304,-0.0028670052521716968101370846876804420043622384550905288769474247447932671387148875,-0.040775139777223539325229175839057615094047974117625833071827402330658796815999093,0.99419514980215251265885568282757606605578647236113346823741920791522269413564299,AVAILABLE,1125.9346038926447141023274478660138190413863961627498641201588773835798876548626,-1132.5086469358744148879717830548650725573890089402724468349993223233908492039358,89.730650190214228487040419936763050256842678094637988509226488585809497157542324,16,7,2,0,0,2026-07,-0.12833025123475765670960665037094559740811420484960832504801270306196187880375578,-0.020023460538323618523260410191874882657253717356805278567295735842732207784661864,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.062062359078507557476140960342043803356605952042526840733819091642035723596723995,0.059336256889892956777083986471363305854151612219761584067734400449401061629860375,0.4609,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1R,NATURAL,0,stop_first,6024,6024,0,0,0,0,0,452,170,170,170,0,2717,3307,0,0.45102921646746347941567065073041168658698539176626826029216467463479415670650730,1.0000000000,-1.0000239491986694889628061687329906259449652252797097066827940731781070456607197,-0.097954714475431606905710491367861885790172642762284196547144754316069057104913679,-1.00000000000,0.82157088950273703756474897849437654834513790900441694894999793170964880429836697,AVAILABLE,2717.0000000000,-3307.0792000000,609.0792000000,28,1,8,0,0,2026-06,-0.19252873563218390804597701149425287356321839080459770114942528735632183908045977,-0.10821622992392223161453930684699915469146238377007607776838546069315300084530854,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.13716119647974032594217204902123395695736317444604249624930082293694188426422838,-0.056369513124673218775854447133206254383334809189109599811780919480588526403750296,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1.5R,NATURAL,0,stop_first,6024,6024,0,0,0,0,0,229,170,170,170,0,2269,3755,0,0.37666002656042496679946879150066401062416998671978751660026560424966799468791501,1.4990568532393124724548259144997796386073159982371088585279858968708682238871750,-1.0000317443408788282290279627163781624500665778961384820239680426098535286284953,-0.058724966799468791500664010624169986719787516600265604249667994687915006640106242,-1.00000000000,0.90579281744238638283439843933582720889392805426789114976696345618003284689338224,AVAILABLE,3401.3600000000,-3755.1192000000,397.8592000000,49,3,6,0,0,2026-07,-0.16710635451505016722408026755852842809364548494983277591973244147157190635451505,-0.076449535080304311073541842772612003381234150464919695688926458157227387996618766,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.10769783153467151908732610080144388265253484052868556325161225777513116634461664,-0.010254550584982107712298797570428421561842061695483035236217769856159089936304910,0.0097,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R,NATURAL,0,stop_first,6024,6024,0,0,0,0,0,135,170,170,170,0,1894,4130,0,0.31440903054448871181938911022576361221779548472775564409030544488711819389110226,1.9918690601900739176346356916578669482576557550158394931362196409714889123548046,-1.0000288619854721549636803874092009685230024213075060532687651331719128329297821,-0.059349136786188579017264276228419654714475431606905710491367861885790172642762284,-1.00000000000,0.91343610615403061490331804467047827578438898325258990103723882836117659751805711,AVAILABLE,3772.6000000000,-4130.1192000000,377.1992000000,49,3,6,0,0,2026-07,-0.19561806020066889632107023411371237458193979933110367892976588628762541806020067,-0.075764835164835164835164835164835164835164835164835164835164835164835164835164835,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.11199919435359671775292493408263568923693013293828655586213152503906508420695929,-0.0062824066530531905673352714041671492943645554978652330666528425893900746905175200,0.0144,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0,stop_first,6024,6024,0,0,0,0,0,196,170,170,170,0,1454,3513,1057,0.24136786188579017264276228419654714475431606905710491367861885790172642762284197,1.9969876203576341127922971114167812929848693259972489683631361760660247592847318,-0.95852115001423284941645317392541986905778536863079988613720466837460859664104754,-0.076969588313413014608233731739707835325365205843293492695883134130146082337317397,-1.00000000000,0.86230306388102366630823742618978947073321508177746058189078630949184933807796715,AVAILABLE,2903.6200000000,-3367.2848000000,480.8844000000,29,1,8,0,0,2026-07,-0.18819665551839464882943143812709030100334448160535117056856187290969899665551839,-0.088657058326289095519864750633981403212172442941673710904480135249366018596787828,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.12259030946516279642875092133092923129465320407101060119651550985565106541944088,-0.031214547887378831172586145992173288865478873788311725861459921732888654788737883,0.0001,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,6024,6024,0,0,0,0,0,268,170,170,170,0,2790,3234,0,0.46314741035856573705179282868525896414342629482071713147410358565737051792828685,0.99971923536439665471923536439665471923536439665471923536439665471923536439665473,-1.0000000000,-0.073835214696768481629039397963700752545374059318282425852146967684816290393979636,-1.00000000000,0.86246650175221603793032364460935889507318078746650175221603793032364460935889508,AVAILABLE,2789.2166666666666666666666666666666666666666666666666666666666666666666666666667,-3234.0000000000,482.78333333333333333333333333333333333333333333333333333333333333333333333333333,29,1,7,1,0,2026-06,-0.17528735632183908045977011494252873563218390804597701149425287356321839080459770,-0.084967132554725891888442146914289361158976322675346225030314633990682238815495564,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.11378571615331385351177496028904431911633844190041088017472903197724654516821945,-0.032467422371521081721454943860758648026330439894713870245088651455700994517460840,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1.5R,NATURAL,0,stop_first,6024,6024,0,0,0,0,0,136,170,170,170,0,2302,3722,0,0.38213811420982735723771580345285524568393094289508632138114209827357237715803453,1.4985085432956849116710107153200115841297422531132348682305241818708369533738778,-1.0000000000,-0.045224656927844178840194776449756529437804338202744577246569278441788401947764497,-1.00000000000,0.92680458534837900770195235536449937309690130754074870141500985133440802435966327,AVAILABLE,3449.5666666666666666666666666666666666666666666666666666666666666666666666666667,-3722.0000000000,313.43333333333333333333333333333333333333333333333333333333333333333333333333333,33,3,6,0,0,2026-07,-0.15097547380156075808249721293199554069119286510590858416945373467112597547380156,-0.057712681090050418022847660986661561044099814921181951624226179079711532324972876,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.093050393060110110867888586368733061778065863886414513993037324206108118857844720,0.0033408017637988662464485314788177822128157049544891817790669455820333811774154407,0.0342,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_2R,NATURAL,0,stop_first,6024,6024,0,0,0,0,0,77,170,170,170,0,1928,4096,0,0.32005312084993359893758300132802124833997343957503320053120849933598937583001328,1.9844311894882434301521438450899031811894882434301521438450899031811894882434301,-1.0000000000,-0.044823483842408145196989818503762726870296591412129260734838424081451969898185038,-1.00000000000,0.93407796223958333333333333333333333333333333333333333333333333333333333333333333,AVAILABLE,3825.9833333333333333333333333333333333333333333333333333333333333333333333333333,-4096.0000000000,366.58333333333333333333333333333333333333333333333333333333333333333333333333333,34,4,5,0,0,2026-07,-0.21620680044593088071348940914158305462653288740245261984392419175027870680044593,-0.060887740123811347246154828004339779181823983662007786074414448911864190439721744,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.10093620219767404340477485609570612157720056089219925136844822500156831643728299,0.011248626898422868926625002630305325842223765334680049660164551901184689518759337,0.0582,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_2R_BE1R,NATURAL,0,stop_first,6024,6024,0,0,0,0,0,105,170,170,170,0,1467,3394,1163,0.24352589641434262948207171314741035856573705179282868525896414342629482071713147,1.9937627811860940695296523517382413087934560327198364008179959100204498977505113,-0.96495492044784914555097230406599882144961697112551561579257513258691809074837935,-0.058135292164674634794156706507304116865869853917662682602921646746347941567065065,-1.00000000000,0.89306842598464698477003606349446742453642791560574365575927380805891317311423909,AVAILABLE,2924.8500000000000000000000000000000000000000000000000000000000000000000000000001,-3275.0569999999999999999999999999999999999999999999999999999999999999999999999995,432.42366666666666666666666666666666666666666666666666666666666666666666666666662,29,2,7,0,0,2026-07,-0.19492976588628762541806020066889632107023411371237458193979933110367892976588626,-0.069823964497041420118343195266272189349112426035502958579881656804733727810650877,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.10940948498736433143658975040142475600248440589445733503501513741328265442545637,-0.0062621194017950299197709829600213644632171510363228563798405993874629884694150052,0.0152,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD040_TARGET_1R,NATURAL,0,stop_first,6024,6024,0,0,0,0,0,129,170,170,170,0,2932,3091,1,0.48671978751660026560424966799468791500664010624169986719787516600265604249667995,0.99876790586630286493860845839017735334242837653478854024556616643929058663028649,-0.99834276933031381429957942413458427693303138142995794241345842769330313814299579,-0.026143758300132802124833997343957503320053120849933598937583001328021248339973440,-1.00000000000,0.94896427353321705090367326635616611482471355392428895832708848617613628538397911,AVAILABLE,2928.3875000000,-3085.8775000000,236.1650000000,29,5,4,0,0,2026-06,-0.10919540229885057471264367816091954022988505747126436781609195402298850574712644,-0.037719780219780219780219780219780219780219780219780219780219780219780219780219780,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.069532342753205602017404530268788918949834677912325836915713520924257530866893220,0.017047839379064531266043413216269928218270706778624967733247437931882686244335526,0.1222,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD040_TARGET_1.5R,NATURAL,0,stop_first,6024,6024,0,0,0,0,0,60,170,170,170,0,2350,3673,1,0.39010624169986719787516600265604249667994687915006640106241699867197875166002656,1.4857393617021276595744680851063829787234042553191489361702127659574468085106383,-0.99816294582085488701334059352028314729104274435066702967601415736455213721753335,-0.029011454183266932270916334661354581673306772908366533864541832669322709163346614,-1.00000000000,0.95233143380059065762655463583045630381431720810282434174951125161182979077409426,AVAILABLE,3491.4875000000,-3666.2525000000,308.1900000000,34,6,3,0,0,2026-07,-0.16863712374581939799331103678929765886287625418060200668896321070234113712374582,-0.042488064634594197576202717590892398090341535071612192434814542783694454645611458,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.079277575369000390712250212394958124959089930623270389747278679055191648070158154,0.021306130165959096497477938174570141717831572500727056345807455416939465932902579,0.1316,AVAILABLE,WHOLE_SESSION
