model,cost_per_share_roundtrip,ambiguity_sensitivity,comparison,natural_primary_mean_r,natural_control_mean_r,common_primary_mean_r,common_control_mean_r,paired_mean_r_difference,population_warning,common_primary_eligible_entries,common_primary_executable_outcomes,common_primary_unavailable_outcomes,common_primary_atr_unavailable,common_primary_path_unavailable,common_primary_entry_unavailable,common_primary_invalid_risk,common_primary_ambiguous_outcomes,common_primary_eligible_sessions,common_primary_contributing_sessions,common_primary_calendar_sessions,common_primary_zero_outcome_sessions,common_primary_wins,common_primary_losses,common_primary_zero_r_outcomes,common_primary_win_rate,common_primary_average_win_r,common_primary_average_loss_r,common_primary_median_r,common_primary_profit_factor,common_primary_profit_factor_status,common_primary_sum_positive_r,common_primary_sum_negative_r,common_primary_event_order_max_drawdown_r,common_primary_longest_losing_streak,common_primary_positive_months,common_primary_negative_months,common_primary_zero_months,common_primary_empty_months,common_primary_worst_month,common_primary_worst_month_mean_r,common_primary_lomo_minimum_mean_r,common_primary_numeric_status,common_primary_average_win_status,common_primary_average_loss_status,common_control_eligible_entries,common_control_executable_outcomes,common_control_unavailable_outcomes,common_control_atr_unavailable,common_control_path_unavailable,common_control_entry_unavailable,common_control_invalid_risk,common_control_ambiguous_outcomes,common_control_eligible_sessions,common_control_contributing_sessions,common_control_calendar_sessions,common_control_zero_outcome_sessions,common_control_wins,common_control_losses,common_control_zero_r_outcomes,common_control_win_rate,common_control_average_win_r,common_control_average_loss_r,common_control_median_r,common_control_profit_factor,common_control_profit_factor_status,common_control_sum_positive_r,common_control_sum_negative_r,common_control_event_order_max_drawdown_r,common_control_longest_losing_streak,common_control_positive_months,common_control_negative_months,common_control_zero_months,common_control_empty_months,common_control_worst_month,common_control_worst_month_mean_r,common_control_lomo_minimum_mean_r,common_control_numeric_status,common_control_average_win_status,common_control_average_loss_status,left_eligible_entries,right_eligible_entries,left_missing_partner,right_missing_partner,common_eligible_identities,common_usable_identities,common_unavailable_attrition,left_common_atr_unavailable,right_common_atr_unavailable,common_contributing_sessions,bootstrap_draws,bootstrap_seed,bootstrap_valid_draws,bootstrap_null_draws,mean_r_ci_low,mean_r_ci_high,bootstrap_probability_mean_above_zero,bootstrap_status,bootstrap_unit
USD030_TARGET_1R,0,target_first,IMMEDIATE_MINUS_MOMENTUM,0.051404409543944427665357897916037450921171851404409543944427665357897916037450921,0.015142208942009738822487826471890216910137228862328463922089420097388224878264719,0.067912772585669781931464174454828660436137071651090342679127725856697819314641745,0.0022481827622014537902388369678089304257528556593977154724818276220145379023883698,0.065664589823468328141225337487019730010384215991692627206645898234683281412253374,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,112,167,167,170,3,1714,1496,0,0.53395638629283489096573208722741433021806853582554517133956386292834890965732087,1.0000000000,-1.0000000000,1.00000000000,1.1457219251336898395721925133689839572192513368983957219251336898395721925133690,AVAILABLE,1714.0000000000,-1496.0000000000,59.0000000000,17,9,0,0,0,2026-08,0.019417475728155339805825242718446601941747572815533980582524271844660194174757282,0.060500695410292072322670375521557719054242002781641168289290681502086230876216968,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,117,167,167,170,3,1609,1601,0,0.50124610591900311526479750778816199376947040498442367601246105919003115264797508,0.99951315516884193080588357157654858089910917754298736275119121607623782887922107,-1.0000000000,1.00000000000,1.0045075994170310222777430772433895481990422652508848636268998542577555694357693,AVAILABLE,1608.2166666666666666666666666666666666666666666666666666666666666666666666666667,-1601.0000000000,88.783333333333333333333333333333333333333333333333333333333333333333333333333333,15,5,4,0,0,2026-04,-0.070336391437308868501529051987767584097859327217125382262996941896024464831804281,-0.016119894598155467720685111989459815546772068511198945981554677206851119894598155,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.013935907543157669813239039554448109127127727402750924499495100928118225650251415,0.11862194722303007420333039105138108673949239683730201248684051641300114459870165,0.9944,AVAILABLE,WHOLE_SESSION
USD030_TARGET_1R,0.01,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.051998389207691533272928621765831068156649551998389207691533272928621765831066282,-0.10716854803010181496237273129703408587870739265161575918548030101814962372731020,-0.035202492211838006230529595015576323987538940809968847352024922118380062305294928,-0.10398234683281412253374870197300103842159916926272066458982346832814122533748464,0.068779854620976116303219106957424714434060228452751817237798546209761163032191069,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,112,167,167,170,3,1602,1608,0,0.49906542056074766355140186915887850467289719626168224299065420560747663551401869,0.96666666666666666666666666666666666666666666666666666666666666666666666666668040,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333182,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.93199325950890707751564756860857005296100144439094848338950409244102070293695513,AVAILABLE,1548.6000000000000000000000000000000000000000000000000000000000000000000000000220,-1661.5999999999999999999999999999999999999999999999999999999999999999999999999757,152.69999999999999999999999999999999999999999999999999999999999999999999999999862,17,2,7,0,0,2026-02,-0.092156862745098039215686274509803921568627450980392156862745098039215686274509653,-0.045432977461447212336892052194543297746144721233689205219454329774614472123367705,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,117,167,167,170,3,1492,1718,0,0.46479750778816199376947040498442367601246105919003115264797507788161993769470405,0.96614164432529043789097408400357462019660411081322609472743521000893655049152259,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333171,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.81198129858425025348304480078110330842314769612077058845619437455405760636901934,AVAILABLE,1441.4833333333333333333333333333333333333333333333333333333333333333333333333517,-1775.2666666666666666666666666666666666666666666666666666666666666666666666666387,355.94999999999999999999999999999999999999999999999999999999999999999999999999371,23,1,8,0,0,2026-07,-0.21045112781954887218045112781954887218045112781954887218045112781954887218044985,-0.11585638998682476943346508563899868247694334650856389986824769433465085638998436,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.017380785612715025373556013378364341709588591768539798582478177962171309870794493,0.12247693316864148152354836572408300577503201214771425828496017242614895553184786,0.9966,AVAILABLE,WHOLE_SESSION
USD030_TARGET_1R,0.01,target_first,IMMEDIATE_MINUS_MOMENTUM,0.018071076210611094332024564582704117587838518071076210611094332024564582704117851,-0.018191124391323594510845506861443116423196104471004869411243913235945108455067937,0.034579439252336448598130841121495327102803738317757009345794392523364485981308751,-0.031085150571131879543094496365524402907580477673935617860851505711318795430944111,0.065664589823468328141225337487019730010384215991692627206645898234683281412253374,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,112,167,167,170,3,1714,1496,0,0.53395638629283489096573208722741433021806853582554517133956386292834890965732087,0.96666666666666666666666666666666666666666666666666666666666666666666666666668168,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333196,0.96666666666666666666666666666666666666666666666666666666666666666666666666666667,1.0718043815766775918578575125064688632051060893565637398654476453337933413835051,AVAILABLE,1656.8666666666666666666666666666666666666666666666666666666666666666666666666924,-1545.8666666666666666666666666666666666666666666666666666666666666666666666666461,70.633333333333333333333333333333333333333333333333333333333333333333333333333234,17,7,2,0,0,2026-08,-0.013915857605177993527508090614886731391585760517799352750809061488673139158576016,0.027167362076958738989337042188224385720908669448307834955957348168752897542883932,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,117,167,167,170,3,1609,1601,0,0.50124610591900311526479750778816199376947040498442367601246105919003115264797508,0.96617982183550859747255023824321524756577584420965402941785788274290449554590155,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333183,0.96666666666666666666666666666666666666666666666666666666666666666666666666666667,0.93968487437287179383852833914287441316918861195623702927605730289536781447082159,AVAILABLE,1554.5833333333333333333333333333333333333333333333333333333333333333333333333556,-1654.3666666666666666666666666666666666666666666666666666666666666666666666666426,134.74999999999999999999999999999999999999999999999999999999999999999999999999902,15,3,6,0,0,2026-04,-0.10366972477064220183486238532110091743119266055045871559633027522935779816513741,-0.049453227931488801054018445322793148880105401844532279314888010540184453227929664,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.013935907543157669813239039554448109127127727402750924499495100928118225650251415,0.11862194722303007420333039105138108673949239683730201248684051641300114459870165,0.9944,AVAILABLE,WHOLE_SESSION
USD030_TARGET_1R,0.02,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.085331722541024866606261955099164401489982885331722541024866606261955099164403833,-0.14050188136343514829570606463036741921204072598494909251881363435148295706064916,-0.068535825545171339563862928348909657320872274143302180685358255451713395638631174,-0.13731568016614745586708203530633437175493250259605399792315680166147455867082290,0.068779854620976116303219106957424714434060228452751817237798546209761163032191069,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,112,167,167,170,3,1602,1608,0,0.49906542056074766355140186915887850467289719626168224299065420560747663551401869,0.93333333333333333333333333333333333333333333333333333333333333333333333333332029,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666823,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.87173507462686567164179104477611940298507462686567164179104477611940298507460187,AVAILABLE,1495.1999999999999999999999999999999999999999999999999999999999999999999999999791,-1715.2000000000000000000000000000000000000000000000000000000000000000000000000252,247.86666666666666666666666666666666666666666666666666666666666666666666666667353,17,2,7,0,0,2026-02,-0.12549019607843137254901960784313725490196078431372549019607843137254901960784335,-0.078766310794780545670225385527876631079478054567022538552787663107947805456704246,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,117,167,167,170,3,1492,1718,0,0.46479750778816199376947040498442367601246105919003115264797507788161993769470405,0.93280831099195710455764075067024128686327077747989276139410187667560321715816542,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666835,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.75946776775320139697322467986030267753201396973224679860302677532013969732244664,AVAILABLE,1391.7499999999999999999999999999999999999999999999999999999999999999999999999828,-1832.5333333333333333333333333333333333333333333333333333333333333333333333333622,460.11666666666666666666666666666666666666666666666666666666666666666666666667434,23,1,8,0,0,2026-07,-0.24378446115288220551378446115288220551378446115288220551378446115288220551378605,-0.14918972332015810276679841897233201581027667984189723320158102766798418972332278,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.017380785612715025373556013378364341709588591768539798582478177962171309870794493,0.12247693316864148152354836572408300577503201214771425828496017242614895553184786,0.9966,AVAILABLE,WHOLE_SESSION
USD030_TARGET_1R,0.02,target_first,IMMEDIATE_MINUS_MOMENTUM,-0.015262257122722239001308768750629215745494815262257122722239001308768750629216003,-0.051524457724656927844178840194776449756529437804338202744577246569278441788403876,0.0012461059190031152647975077881619937694704049844236760124610591900311526479749646,-0.064418483904465212876427829698857736240913811007268951194184839044652128764280237,0.065664589823468328141225337487019730010384215991692627206645898234683281412253374,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,112,167,167,170,3,1714,1496,0,0.53395638629283489096573208722741433021806853582554517133956386292834890965732087,0.93333333333333333333333333333333333333333333333333333333333333333333333333331896,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666810,0.93333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0025066844919786096256684491978609625668449197860962566844919786096256684491689,AVAILABLE,1599.7333333333333333333333333333333333333333333333333333333333333333333333333087,-1595.7333333333333333333333333333333333333333333333333333333333333333333333333548,82.266666666666666666666666666666666666666666666666666666666666666666666666666727,17,5,4,0,0,2026-08,-0.047249190938511326860841423948220064724919093851132686084142394822006472491909476,-0.0061659712563745943439962911451089476124246638850254983773759851645804357904498773,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,117,167,167,170,3,1609,1601,0,0.50124610591900311526479750778816199376947040498442367601246105919003115264797508,0.93284648850217526413921690490988191423244251087632069608452454940957116221254127,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666823,0.93333333333333333333333333333333333333333333333333333333333333333333333333333333,0.87891356964397251717676452217364147407870081199250468457214241099312929419110534,AVAILABLE,1500.9499999999999999999999999999999999999999999999999999999999999999999999999789,-1707.7333333333333333333333333333333333333333333333333333333333333333333333333583,226.11666666666666666666666666666666666666666666666666666666666666666666666667125,15,2,7,0,0,2026-04,-0.13700305810397553516819571865443425076452599388379204892966360856269113149847117,-0.082786561264822134387351778656126482213438735177865612648221343873517786561267130,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.013935907543157669813239039554448109127127727402750924499495100928118225650251415,0.11862194722303007420333039105138108673949239683730201248684051641300114459870165,0.9944,AVAILABLE,WHOLE_SESSION
USD030_TARGET_1.5R,0,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.013208496929427161985301520185241115473673613208496929427161985301520185241115474,-0.045224656927844178840194776449756529437804338202744577246569278441788401947764497,0.0036812045690550363447559709241952232606438213914849428868120456905503634475597090,-0.053359293873312564901349948078920041536863966770508826583592938733125649013499480,0.057040498442367601246105919003115264797507788161993769470404984423676012461059190,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,62,167,167,170,3,1288,1922,0,0.40124610591900311526479750778816199376947040498442367601246105919003115264797508,1.4990553830227743271221532091097308488612836438923395445134575569358178053830227,-0.99842178286507110648629899410336455081512313562261533125216788067984738120013876,-1.00000000000,1.0061578279977070993069186541367750004342614949017700498532196147232017231496117,AVAILABLE,1930.7833333333333333333333333333333333333333333333333333333333333333333333333333,-1918.9666666666666666666666666666666666666666666666666666666666666666666666666667,81.716666666666666666666666666666666666666666666666666666666666666666666666666667,18,5,4,0,0,2026-07,-0.069498746867167919799498746867167919799498746867167919799498746867167919799498747,-0.0040623551228558182661103384330088085303662494204914232730644413537320352341214652,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,56,167,167,170,3,1216,1994,0,0.37881619937694704049844236760124610591900311526479750778816199376947040498442368,1.4989446271929824561403508771929824561403508771929824561403508771929824561403509,-1.0000000000,-1.00000000000,0.91410063523905048478769642260113674356402540956201939150785690404546974256101640,AVAILABLE,1822.7166666666666666666666666666666666666666666666666666666666666666666666666667,-1994.0000000000,198.28333333333333333333333333333333333333333333333333333333333333333333333333333,23,3,6,0,0,2026-07,-0.16734335839598997493734335839598997493734335839598997493734335839598997493734335,-0.066293001186239620403321470937129300118623962040332147093712930011862396204033214,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,-0.00045618248267551578352122952446495089475018510140464266526728727950801543346358175,0.11566438539054518435961734930807095755549363796786477198848332868951425652456581,0.9739,AVAILABLE,WHOLE_SESSION
USD030_TARGET_1.5R,0,target_first,IMMEDIATE_MINUS_MOMENTUM,0.034360213429980871841336957616027383469243934360213429980871841336957616027383470,0.011216246126604692341744134572819831783975210270030987162461266046923417441345728,0.051967808930425752855659397715472481827622014537902388369678089304257528556593978,-0.0097455867082035306334371754932502596053997923156801661474558670820353063343717548,0.061713395638629283489096573208722741433021806853582554517133956386292834890965732,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,62,167,167,170,3,1350,1860,0,0.42056074766355140186915887850467289719626168224299065420560747663551401869158879,1.4990987654320987654320987654320987654320987654320987654320987654320987654320987,-0.99836917562724014336917562724014336917562724014336917562724014336917562724014339,-1.00000000000,1.0898328815810730761636360372650738659821572815882532445385844298048789244107774,AVAILABLE,2023.7833333333333333333333333333333333333333333333333333333333333333333333333333,-1856.9666666666666666666666666666666666666666666666666666666666666666666666666667,47.000000000000000000000000000000000000000000000000000000000000000000000000000000,18,7,2,0,0,2026-08,-0.053398058252427184466019417475728155339805825242718446601941747572815533980582524,0.035923736671302735280482151135836810384793694946685210941121928604543347241539176,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,56,167,167,170,3,1272,1938,0,0.39626168224299065420560747663551401869158878504672897196261682242990654205607477,1.4989910901467505241090146750524109014675052410901467505241090146750524109014675,-1.0000000000,-1.00000000000,0.98385792913656690746474028207774337805297557619539043687650498796009631922944618,AVAILABLE,1906.7166666666666666666666666666666666666666666666666666666666666666666666666667,-1938.0000000000,126.28333333333333333333333333333333333333333333333333333333333333333333333333333,23,6,3,0,0,2026-07,-0.11847117794486215538847117794486215538847117794486215538847117794486215538847118,-0.022246376811594202898550724637681159420289855072463768115942028985507246376811593,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,-0.0010963481217423836611143704988563800389425979304304942648946934333256808577574846,0.12641350303935777129928581154303130006919924720172046861506379946766940292800480,0.972,AVAILABLE,WHOLE_SESSION
USD030_TARGET_1.5R,0.01,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.046541830262760495318634853518574448807006946541830262760495318634853518574448046,-0.078557990261177512173528109783089862771137671536077910579902611775121735281095214,-0.029652128764278296988577362409138110072689511941848390446521287642782969885773246,-0.086692627206645898234683281412253374870197300103842159916926272066458982346830704,0.057040498442367601246105919003115264797507788161993769470404984423676012461059190,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,62,167,167,170,3,1288,1922,0,0.40124610591900311526479750778816199376947040498442367601246105919003115264797508,1.4657220496894409937888198757763975155279503105590062111801242236024844720497067,-1.0317551161984044398196323274366978841484564689559486645855012140131807145334541,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.95200114303003815703215612445580003698038358743339328637945235413760064547581403,AVAILABLE,1887.8500000000000000000000000000000000000000000000000000000000000000000000000222,-1983.0333333333333333333333333333333333333333333333333333333333333333333333332988,121.41666666666666666666666666666666666666666666666666666666666666666666666666572,18,4,5,0,0,2026-07,-0.10283208020050125313283208020050125313283208020050125313283208020050125313283182,-0.037395688456189151599443671766342141863699582753824756606397774687065368567454301,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,56,167,167,170,3,1216,1994,0,0.37881619937694704049844236760124610591900311526479750778816199376947040498442368,1.4656112938596491228070175438596491228070175438596491228070175438596491228070339,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333147,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.86494159899051994693758695441162196266218008865305594201960720872294302261626105,AVAILABLE,1782.1833333333333333333333333333333333333333333333333333333333333333333333333532,-2060.4666666666666666666666666666666666666666666666666666666666666666666666666295,297.28333333333333333333333333333333333333333333333333333333333333333333333332754,23,2,7,0,0,2026-07,-0.20067669172932330827067669172932330827067669172932330827067669172932330827067538,-0.099626334519572953736654804270462633451957295373665480427046263345195729537364587,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,-0.00045618248267551578352122952446495089475018510140464266526728727950801543346358175,0.11566438539054518435961734930807095755549363796786477198848332868951425652456581,0.9739,AVAILABLE,WHOLE_SESSION
USD030_TARGET_1.5R,0.01,target_first,IMMEDIATE_MINUS_MOMENTUM,0.0010268800966475385080036242826940501359106010268800966475385080036242826940503533,-0.022117087206728640991589198760513501549358123063302346170872067286409915891986843,0.018634475597092419522326064382139148494288681204569055036344755970924195223260941,-0.043078920041536863966770508826583592938733125649013499480789200415368639667703542,0.061713395638629283489096573208722741433021806853582554517133956386292834890965732,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,62,167,167,170,3,1350,1860,0,0.42056074766355140186915887850467289719626168224299065420560747663551401869158879,1.4657654320987654320987654320987654320987654320987654320987654320987654320987834,-1.0317025089605734767025089605734767025089605734767025089605734767025089605734592,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0311712901040490541784641039448314196876791328666469801455644530910733207108293,AVAILABLE,1978.7833333333333333333333333333333333333333333333333333333333333333333333333576,-1918.9666666666666666666666666666666666666666666666666666666666666666666666666342,64.683333333333333333333333333333333333333333333333333333333333333333333333332944,18,7,2,0,0,2026-08,-0.086731391585760517799352750809061488673139158576051779935275080906148867313915709,0.0025904033379694019471488178025034770514603616133518776077885952712100139082060871,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,56,167,167,170,3,1272,1938,0,0.39626168224299065420560747663551401869158878504672897196261682242990654205607477,1.4656577568134171907756813417190775681341719077568134171907756813417190775681513,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333151,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.93094810080229035587070142148540231032990445753853324012117580478711009021607973,AVAILABLE,1864.3166666666666666666666666666666666666666666666666666666666666666666666666884,-2002.5999999999999999999999999999999999999999999999999999999999999999999999999647,170.71666666666666666666666666666666666666666666666666666666666666666666666666483,23,4,5,0,0,2026-07,-0.15180451127819548872180451127819548872180451127819548872180451127819548872180405,-0.055579710144927536231884057971014492753623188405797101449275362318840579710143024,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,-0.0010963481217423836611143704988563800389425979304304942648946934333256808577574846,0.12641350303935777129928581154303130006919924720172046861506379946766940292800480,0.972,AVAILABLE,WHOLE_SESSION
USD030_TARGET_1.5R,0.02,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.079875163596093828651968186851907782140340279875163596093828651968186851907784319,-0.11189132359451084550686144311642319610447100486941124391323594510845506861443402,-0.062985462097611630321910695742471443406022845275181723779854620976116303219108738,-0.12002596053997923156801661474558670820353063343717549325025960539979231568016858,0.057040498442367601246105919003115264797507788161993769470404984423676012461059190,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,62,167,167,170,3,1288,1922,0,0.40124610591900311526479750778816199376947040498442367601246105919003115264797508,1.4323887163561076604554865424430641821946169772256728778467908902691511387163392,-1.0650884495317377731529656607700312174817898022892819979188345473465140478668238,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.90123426636054255613632292837021477537329229967596437236415742595215996613092326,AVAILABLE,1844.9166666666666666666666666666666666666666666666666666666666666666666666666449,-2047.1000000000000000000000000000000000000000000000000000000000000000000000000354,220.18333333333333333333333333333333333333333333333333333333333333333333333333694,18,2,7,0,0,2026-07,-0.13616541353383458646616541353383458646616541353383458646616541353383458646616569,-0.070729021789522484932777005099675475197032916087158089939731108020398701900789788,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,56,167,167,170,3,1216,1994,0,0.37881619937694704049844236760124610591900311526479750778816199376947040498442368,1.4322779605263157894736842105263157894736842105263157894736842105263157894736683,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666858,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.81885500250752256770310932798395185556670010030090270812437311935807422266798028,AVAILABLE,1741.6499999999999999999999999999999999999999999999999999999999999999999999999807,-2126.9333333333333333333333333333333333333333333333333333333333333333333333333714,403.28333333333333333333333333333333333333333333333333333333333333333333333334191,23,1,8,0,0,2026-07,-0.23401002506265664160401002506265664160401002506265664160401002506265664160401150,-0.13295966785290628706998813760379596678529062870699881376037959667852906287070221,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,-0.00045618248267551578352122952446495089475018510140464266526728727950801543346358175,0.11566438539054518435961734930807095755549363796786477198848332868951425652456581,0.9739,AVAILABLE,WHOLE_SESSION
USD030_TARGET_1.5R,0.02,target_first,IMMEDIATE_MINUS_MOMENTUM,-0.032306453236685794825329709050639283197422732306453236685794825329709050639283609,-0.055450420540061974324922532093846834882691456396635679504205400619743249225323071,-0.014698857736240913811007268951194184839044652128764278296988577362409138110072931,-0.076412253374870197300103842159916926272066458982346832814122533748701973001040523,0.061713395638629283489096573208722741433021806853582554517133956386292834890965732,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,62,167,167,170,3,1350,1860,0,0.42056074766355140186915887850467289719626168224299065420560747663551401869158879,1.4324320987654320987654320987654320987654320987654320987654320987654320987654144,-1.0650358422939068100358422939068100358422939068100358422939068100358422939068280,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.97618166215147486917161655084218142657625065203856702956469063925019771492029664,AVAILABLE,1933.7833333333333333333333333333333333333333333333333333333333333333333333333095,-1980.9666666666666666666666666666666666666666666666666666666666666666666666667000,94.150000000000000000000000000000000000000000000000000000000000000000000000000207,18,3,6,0,0,2026-08,-0.12006472491909385113268608414239482200647249190938511326860841423948220064724936,-0.030742929995363931386184515530829856281872971719981455725544738062123319425127731,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,56,167,167,170,3,1272,1938,0,0.39626168224299065420560747663551401869158878504672897196261682242990654205607477,1.4323244234800838574423480083857442348008385744234800838574423480083857442347842,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666853,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.88134513673890608875128998968008255933952528379772961816305469556243550051597020,AVAILABLE,1821.9166666666666666666666666666666666666666666666666666666666666666666666666455,-2067.2000000000000000000000000000000000000000000000000000000000000000000000000362,267.41666666666666666666666666666666666666666666666666666666666666666666666667128,23,2,7,0,0,2026-07,-0.18513784461152882205513784461152882205513784461152882205513784461152882205513914,-0.088913043478260869565217391304347826086956521739130434782608695652173913043480688,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,-0.0010963481217423836611143704988563800389425979304304942648946934333256808577574846,0.12641350303935777129928581154303130006919924720172046861506379946766940292800480,0.972,AVAILABLE,WHOLE_SESSION
