model,cost_per_share_roundtrip,ambiguity_sensitivity,comparison,natural_primary_mean_r,natural_control_mean_r,common_primary_mean_r,common_control_mean_r,paired_mean_r_difference,population_warning,common_primary_eligible_entries,common_primary_executable_outcomes,common_primary_unavailable_outcomes,common_primary_atr_unavailable,common_primary_path_unavailable,common_primary_entry_unavailable,common_primary_invalid_risk,common_primary_ambiguous_outcomes,common_primary_eligible_sessions,common_primary_contributing_sessions,common_primary_calendar_sessions,common_primary_zero_outcome_sessions,common_primary_wins,common_primary_losses,common_primary_zero_r_outcomes,common_primary_win_rate,common_primary_average_win_r,common_primary_average_loss_r,common_primary_median_r,common_primary_profit_factor,common_primary_profit_factor_status,common_primary_sum_positive_r,common_primary_sum_negative_r,common_primary_event_order_max_drawdown_r,common_primary_longest_losing_streak,common_primary_positive_months,common_primary_negative_months,common_primary_zero_months,common_primary_empty_months,common_primary_worst_month,common_primary_worst_month_mean_r,common_primary_lomo_minimum_mean_r,common_primary_numeric_status,common_primary_average_win_status,common_primary_average_loss_status,common_control_eligible_entries,common_control_executable_outcomes,common_control_unavailable_outcomes,common_control_atr_unavailable,common_control_path_unavailable,common_control_entry_unavailable,common_control_invalid_risk,common_control_ambiguous_outcomes,common_control_eligible_sessions,common_control_contributing_sessions,common_control_calendar_sessions,common_control_zero_outcome_sessions,common_control_wins,common_control_losses,common_control_zero_r_outcomes,common_control_win_rate,common_control_average_win_r,common_control_average_loss_r,common_control_median_r,common_control_profit_factor,common_control_profit_factor_status,common_control_sum_positive_r,common_control_sum_negative_r,common_control_event_order_max_drawdown_r,common_control_longest_losing_streak,common_control_positive_months,common_control_negative_months,common_control_zero_months,common_control_empty_months,common_control_worst_month,common_control_worst_month_mean_r,common_control_lomo_minimum_mean_r,common_control_numeric_status,common_control_average_win_status,common_control_average_loss_status,left_eligible_entries,right_eligible_entries,left_missing_partner,right_missing_partner,common_eligible_identities,common_usable_identities,common_unavailable_attrition,left_common_atr_unavailable,right_common_atr_unavailable,common_contributing_sessions,bootstrap_draws,bootstrap_seed,bootstrap_valid_draws,bootstrap_null_draws,mean_r_ci_low,mean_r_ci_high,bootstrap_probability_mean_above_zero,bootstrap_status,bootstrap_unit
USD040_TARGET_1R,0.01,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.020579130172153427967381455753548776804590758079130172153427967381455753548776805,-0.051143758300132802124833997343957503320053120849933598937583001328021248339973440,-0.0035669781931464174454828660436137071651090342679127725856697819314641744548286604,-0.060456386292834890965732087227414330218068535825545171339563862928348909657320872,0.056889408099688473520249221183800623052959501557632398753894080996884735202492212,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,68,167,167,170,3,1639,1570,1,0.51059190031152647975077881619937694704049844236760124610591900311526479750778816,0.97304758999389871873093349603416717510677242220866381940207443563148261134838316,-1.0231050955414012738853503184713375796178343949044585987261146496815286624203822,0.97500000000,0.99287170627694510591274843971300057586652347823380180853216292353426405814695491,AVAILABLE,1594.8250000000,-1606.2750000000,99.2125000000,17,4,5,0,0,2026-07,-0.10069548872180451127819548872180451127819548872180451127819548872180451127819549,-0.021467971530249110320284697508896797153024911032028469750889679715302491103202847,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,53,167,167,170,3,1547,1663,0,0.48193146417445482866043613707165109034267912772585669781931464174454828660436137,0.97340820943762120232708468002585649644473173884938590820943762120232708468002586,-1.0222053517739025856885147324113048707155742633794347564642212868310282621767889,-1.02500000000,0.88583924902679673103705893339568893379276469143537003783984905238605764069350016,AVAILABLE,1505.8625000000,-1699.9275000000,211.8900000000,18,2,6,1,0,2026-07,-0.18423308270676691729323308270676691729323308270676691729323308270676691729323308,-0.076705533596837944664031620553359683794466403162055335968379446640316205533596838,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.011422730614492469473137149338021022123933118375555708848045868485092732361993583,0.10297763213415419874730200514517398327588349264350571353622561449852962156739120,0.9928,AVAILABLE,WHOLE_SESSION
USD040_TARGET_1R,0.01,target_first,IMMEDIATE_MINUS_MOMENTUM,0.020496073693748112352763515554213228631833282996073693748112352763515554213228632,-0.0083150730411686586985391766268260292164674634794156706507304116865869853917662683,0.038800623052959501557632398753894080996884735202492211838006230529595015576323988,-0.027434579439252336448598130841121495327102803738317757009345794392523364485981308,0.066235202492211838006230529595015576323987538940809968847352024922118380062305296,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,68,167,167,170,3,1707,1502,1,0.53177570093457943925233644859813084112149532710280373831775700934579439252336449,0.97312536613942589338019917984768599882835383714118336262448740480374926772114821,-1.0230193075898801597869507323568575233022636484687083888149134487350199733688415,0.97500000000,1.0810568960187429835836194133055659502464897580658282218570522102728470787302930,AVAILABLE,1661.1250000000,-1536.5750000000,51.1375000000,17,6,3,0,0,2026-07,-0.046560150375939849624060150375939849624060150375939849624060150375939849624060150,0.024083629893238434163701067615658362989323843416370106761565836298932384341637011,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,53,167,167,170,3,1600,1610,0,0.49844236760124610591900311526479750778816199376947040498442367601246105919003115,0.9734609375,-1.0221133540372670807453416149068322981366459627329192546583850931677018633540373,-0.52500000000,0.94648464620101148363593273588245034873245513421376061351389536659065600593095842,AVAILABLE,1557.5375000000,-1645.6025000000,122.9650000000,14,4,5,0,0,2026-07,-0.12408270676691729323308270676691729323308270676691729323308270676691729323308271,-0.041922924901185770750988142292490118577075098814229249011857707509881422924901186,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.014459406068893217191121659017570297203872695039247058440723189141892898415221117,0.11851956354532482312393479539973838644897380682903280676022175082127269541949382,0.9935,AVAILABLE,WHOLE_SESSION
USD040_TARGET_1R,0.02,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.045579130172153427967381455753548776804590758079130172153427967381455753548776805,-0.076143758300132802124833997343957503320053120849933598937583001328021248339973440,-0.028566978193146417445482866043613707165109034267912772585669781931464174454828660,-0.085456386292834890965732087227414330218068535825545171339563862928348909657320872,0.056889408099688473520249221183800623052959501557632398753894080996884735202492212,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,68,167,167,170,3,1638,1572,0,0.51028037383177570093457943925233644859813084112149532710280373831775700934579439,0.94863400488400488400488400488400488400488400488400488400488400488400488400488400,-1.0467954834605597964376590330788804071246819338422391857506361323155216284987277,0.95000000000,0.94427437426411941205514831554559611075240229404838770936989631205135022218846139,AVAILABLE,1553.8625000000,-1645.5625000000,166.3375000000,17,3,6,0,0,2026-07,-0.12569548872180451127819548872180451127819548872180451127819548872180451127819549,-0.046467971530249110320284697508896797153024911032028469750889679715302491103202847,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,53,167,167,170,3,1547,1663,0,0.48193146417445482866043613707165109034267912772585669781931464174454828660436137,0.94840820943762120232708468002585649644473173884938590820943762120232708468002586,-1.0472053517739025856885147324113048707155742633794347564642212868310282621767889,-1.05000000000,0.84248371736474682063333242415672673452952263921527531542446823935079048120803731,AVAILABLE,1467.1875000000,-1741.5025000000,290.5400000000,18,1,8,0,0,2026-07,-0.20923308270676691729323308270676691729323308270676691729323308270676691729323308,-0.10170553359683794466403162055335968379446640316205533596837944664031620553359684,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.011422730614492469473137149338021022123933118375555708848045868485092732361993583,0.10297763213415419874730200514517398327588349264350571353622561449852962156739120,0.9928,AVAILABLE,WHOLE_SESSION
USD040_TARGET_1R,0.02,target_first,IMMEDIATE_MINUS_MOMENTUM,-0.0045039263062518876472364844457867713681667170039263062518876472364844457867713682,-0.033315073041168658698539176626826029216467463479415670650730411686586985391766268,0.013800623052959501557632398753894080996884735202492211838006230529595015576323988,-0.052434579439252336448598130841121495327102803738317757009345794392523364485981308,0.066235202492211838006230529595015576323987538940809968847352024922118380062305296,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,68,167,167,170,3,1706,1504,0,0.53146417445482866043613707165109034267912772585669781931464174454828660436137072,0.94868845252051582649472450175849941383352872215709261430246189917936694021101993,-1.0466505984042553191489361702127659574468085106382978723404255319148936170212766,0.95000000000,1.0281419484964227009600343039552778064526375135985007901026736439217679242136692,AVAILABLE,1618.4625000000,-1574.1625000000,70.6375000000,17,6,3,0,0,2026-07,-0.071560150375939849624060150375939849624060150375939849624060150375939849624060150,-0.00091637010676156583629893238434163701067615658362989323843416370106761565836298932,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,53,167,167,170,3,1600,1610,0,0.49844236760124610591900311526479750778816199376947040498442367601246105919003115,0.9484609375,-1.0471133540372670807453416149068322981366459627329192546583850931677018633540373,-0.55000000000,0.90016030465298713855452953327767405511454887067522217987635335831574826386056906,AVAILABLE,1517.5375000000,-1685.8525000000,190.6400000000,14,3,6,0,0,2026-07,-0.14908270676691729323308270676691729323308270676691729323308270676691729323308271,-0.066922924901185770750988142292490118577075098814229249011857707509881422924901186,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.014459406068893217191121659017570297203872695039247058440723189141892898415221117,0.11851956354532482312393479539973838644897380682903280676022175082127269541949382,0.9935,AVAILABLE,WHOLE_SESSION
USD040_TARGET_1.5R,0,stop_first,IMMEDIATE_MINUS_MOMENTUM,0.014395197825430383569918453639383871942011476895197825430383569918453639383871942,-0.029011454183266932270916334661354581673306772908366533864541832669322709163346614,0.030404984423676012461059190031152647975077881619937694704049844236760124610591900,-0.033489875389408099688473520249221183800623052959501557632398753894080996884735202,0.063894859813084112149532710280373831775700934579439252336448598130841121495327103,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,36,167,167,170,3,1331,1879,0,0.41464174454828660436137071651090342679127725856697819314641744548286604361370717,1.4812546957175056348610067618332081141998497370398196844477836213373403456048084,-0.99731240021287919105907397551889302820649281532730175625332623736029803086748270,-1.00000000000,1.0520824995330718535713332799701165986285653299180874623122281811147575975879826,AVAILABLE,1971.5500000000,-1873.9500000000,109.1375000000,23,7,2,0,0,2026-07,-0.11558270676691729323308270676691729323308270676691729323308270676691729323308271,0.014412811387900355871886120996441281138790035587188612099644128113879003558718861,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,26,167,167,170,3,1247,1962,1,0.38847352024922118380062305295950155763239875389408099688473520249221183800623053,1.4836206896551724137931034482758620689655172413793103448275862068965517241379310,-0.99774592252803261977573904179408766564729867482161060142711518858307849133537207,-1.00000000000,0.94508391110952184523984363326611590090302938197849127301473377171529607384637390,AVAILABLE,1850.0750000000,-1957.5775000000,184.0025000000,30,3,6,0,0,2026-07,-0.20075563909774436090225563909774436090225563909774436090225563909774436090225564,-0.052637010058966354491848768643773846687478321193201526187998612556364897676031911,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.010056105154004883002172975072704069994042893771891061863961592958882931782660780,0.11880873530280220923872266889978556249909239206726463911088306621423419673067521,0.9898,AVAILABLE,WHOLE_SESSION
USD040_TARGET_1.5R,0,target_first,IMMEDIATE_MINUS_MOMENTUM,0.041577318030806402899426155240108728480821504077318030806402899426155240108728481,-0.0041110557768924302788844621513944223107569721115537848605577689243027888446215139,0.058442367601246105919003115264797507788161993769470404984423676012461059190031153,-0.013240654205607476635514018691588785046728971962616822429906542056074766355140187,0.071683021806853582554517133956386292834890965732087227414330218068535825545171340,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,36,167,167,170,3,1367,1843,0,0.42585669781931464174454828660436137071651090342679127725856697819314641744548287,1.4817483540599853694220921726408193123628383321141185076810534016093635698610095,-0.99725990233315246880086814975583288117200217037438958220293000542593597395550733,-1.00000000000,1.1020702413014499850376778476019478223020212737016785005032781087624799368862047,AVAILABLE,2025.5500000000,-1837.9500000000,78.6375000000,17,7,2,0,0,2026-07,-0.085507518796992481203007518796992481203007518796992481203007518796992481203007519,0.044661921708185053380782918149466192170818505338078291814946619217081850533807829,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,26,167,167,170,3,1273,1936,1,0.39657320872274143302180685358255451713395638629283489096573208722741433021806854,1.4839552238805970149253731343283582089552238805970149253731343283582089552238806,-0.99771565082644628099173553719008264462809917355371900826446280991735537190082645,-1.00000000000,0.97799596443839297154786696366053135325918840947360382899469475079306939535172676,AVAILABLE,1889.0750000000,-1931.5775000000,165.0025000000,30,6,3,0,0,2026-07,-0.18195864661654135338345864661654135338345864661654135338345864661654135338345865,-0.030091050988553590010405827263267429760665972944849115504682622268470343392299688,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.013950341663231843343131618814154364575763163508437010763651614909302586241182447,0.13171695246488236506385326712005477885695671539591684782247395677522719265006016,0.9919,AVAILABLE,WHOLE_SESSION
USD040_TARGET_1.5R,0.01,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.010604802174569616430081546360616128057988523104802174569616430081546360616128058,-0.054011454183266932270916334661354581673306772908366533864541832669322709163346614,0.0054049844236760124610591900311526479750778816199376947040498442367601246105919003,-0.058489875389408099688473520249221183800623052959501557632398753894080996884735202,0.063894859813084112149532710280373831775700934579439252336448598130841121495327103,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,36,167,167,170,3,1330,1879,1,0.41433021806853582554517133956386292834890965732087227414330218068535825545171340,1.4573496240601503759398496240601503759398496240601503759398496240601503759398496,-1.0223124002128791910590739755188930282064928153273017562533262373602980308674827,-1.02500000000,1.0090321069276520426357093587724663898902872314119499720186889128935278576727358,AVAILABLE,1938.2750000000,-1920.9250000000,132.4375000000,23,7,2,0,0,2026-07,-0.14058270676691729323308270676691729323308270676691729323308270676691729323308271,-0.010587188612099644128113879003558718861209964412811387900355871886120996441281139,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,26,167,167,170,3,1246,1963,1,0.38816199376947040498442367601246105919003115264797507788161993769470404984423676,1.4597913322632423756019261637239165329052969502407704654895666131621187800963082,-1.0222376464595007641365257259296994396332144676515537442689760570555272542027509,-1.02500000000,0.90643497067877970899296215961657536618821644504965358974710369633008206453284762,AVAILABLE,1818.9000000000,-2006.6525000000,211.7025000000,30,3,6,0,0,2026-07,-0.22575563909774436090225563909774436090225563909774436090225563909774436090225564,-0.077637010058966354491848768643773846687478321193201526187998612556364897676031911,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.010056105154004883002172975072704069994042893771891061863961592958882931782660780,0.11880873530280220923872266889978556249909239206726463911088306621423419673067521,0.9898,AVAILABLE,WHOLE_SESSION
USD040_TARGET_1.5R,0.01,target_first,IMMEDIATE_MINUS_MOMENTUM,0.016577318030806402899426155240108728480821504077318030806402899426155240108728481,-0.029111055776892430278884462151394422310756972111553784860557768924302788844621514,0.033442367601246105919003115264797507788161993769470404984423676012461059190031153,-0.038240654205607476635514018691588785046728971962616822429906542056074766355140187,0.071683021806853582554517133956386292834890965732087227414330218068535825545171340,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,36,167,167,170,3,1366,1843,1,0.42554517133956386292834890965732087227414330218068535825545171339563862928348910,1.4578147877013177159590043923865300146412884333821376281112737920937042459736457,-1.0222599023331524688008681497558328811720021703743895822029300054259359739555073,-1.02500000000,1.0569790740568729183529942543225275673093509905654118177837342922731917039317419,AVAILABLE,1991.3750000000,-1884.0250000000,100.8625000000,17,7,2,0,0,2026-07,-0.11050751879699248120300751879699248120300751879699248120300751879699248120300752,0.019661921708185053380782918149466192170818505338078291814946619217081850533807829,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,26,167,167,170,3,1272,1937,1,0.39626168224299065420560747663551401869158878504672897196261682242990654205607477,1.4601022012578616352201257861635220125786163522012578616352201257861635220125786,-1.0222005678884873515745998967475477542591636551368094992256066081569437274135261,-1.02500000000,0.93800386615673465058756238944142747294510991779050784026787844964842216108312995,AVAILABLE,1857.2500000000,-1980.0025000000,182.6025000000,30,4,5,0,0,2026-07,-0.20695864661654135338345864661654135338345864661654135338345864661654135338345865,-0.055091050988553590010405827263267429760665972944849115504682622268470343392299688,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.013950341663231843343131618814154364575763163508437010763651614909302586241182447,0.13171695246488236506385326712005477885695671539591684782247395677522719265006016,0.9919,AVAILABLE,WHOLE_SESSION
USD040_TARGET_1.5R,0.02,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.035604802174569616430081546360616128057988523104802174569616430081546360616128058,-0.079011454183266932270916334661354581673306772908366533864541832669322709163346614,-0.019595015576323987538940809968847352024922118380062305295950155763239875389408100,-0.083489875389408099688473520249221183800623052959501557632398753894080996884735202,0.063894859813084112149532710280373831775700934579439252336448598130841121495327103,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,36,167,167,170,3,1329,1881,0,0.41401869158878504672897196261682242990654205607476635514018691588785046728971963,1.4334367945823927765237020316027088036117381489841986455981941309255079006772009,-1.0462187666135034556087187666135034556087187666135034556087187666135034556087188,-1.05000000000,0.96803760282021151586368977673325499412455934195064629847238542890716803760282021,AVAILABLE,1905.0375000000,-1967.9375000000,158.5875000000,23,5,4,0,0,2026-07,-0.16558270676691729323308270676691729323308270676691729323308270676691729323308271,-0.035587188612099644128113879003558718861209964412811387900355871886120996441281139,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,26,167,167,170,3,1245,1965,0,0.38785046728971962616822429906542056074766355140186915887850467289719626168224299,1.4359538152610441767068273092369477911646586345381526104417670682730923694779116,-1.0461908396946564885496183206106870229007633587786259541984732824427480916030534,-1.05000000000,0.86963368867550522554864004397389779473821180922916773074743465327992255924193670,AVAILABLE,1787.7625000000,-2055.7650000000,289.4275000000,30,2,7,0,0,2026-07,-0.25075563909774436090225563909774436090225563909774436090225563909774436090225564,-0.10263701005896635449184876864377384668747832119320152618799861255636489767603191,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.010056105154004883002172975072704069994042893771891061863961592958882931782660780,0.11880873530280220923872266889978556249909239206726463911088306621423419673067521,0.9898,AVAILABLE,WHOLE_SESSION
USD040_TARGET_1.5R,0.02,target_first,IMMEDIATE_MINUS_MOMENTUM,-0.0084226819691935971005738447598912715191784959226819691935971005738447598912715192,-0.054111055776892430278884462151394422310756972111553784860557768924302788844621514,0.0084423676012461059190031152647975077881619937694704049844236760124610591900311526,-0.063240654205607476635514018691588785046728971962616822429906542056074766355140187,0.071683021806853582554517133956386292834890965732087227414330218068535825545171340,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,36,167,167,170,3,1365,1845,0,0.42523364485981308411214953271028037383177570093457943925233644859813084112149533,1.4338736263736263736263736263736263736263736263736263736263736263736263736263736,-1.0461449864498644986449864498644986449864498644986449864498644986449864498644986,-1.05000000000,1.0140404504860405022958208935891872988323370744312257546418325119324400463697535,AVAILABLE,1957.2375000000,-1930.1375000000,123.3875000000,17,7,2,0,0,2026-07,-0.13550751879699248120300751879699248120300751879699248120300751879699248120300752,-0.0053380782918149466192170818505338078291814946619217081850533807829181494661921708,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,26,167,167,170,3,1271,1939,0,0.39595015576323987538940809968847352024922118380062305295950155763239875389408100,1.4362411487018095987411487018095987411487018095987411487018095987411487018095987,-1.0461397627643115007735946364105208870551830840639504899432697266632284682826199,-1.05000000000,0.89992309455672146179500262513772729625603596808424103940664492608943215682794625,AVAILABLE,1825.4625000000,-2028.4650000000,224.4275000000,30,3,6,0,0,2026-07,-0.23195864661654135338345864661654135338345864661654135338345864661654135338345865,-0.080091050988553590010405827263267429760665972944849115504682622268470343392299688,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,0.013950341663231843343131618814154364575763163508437010763651614909302586241182447,0.13171695246488236506385326712005477885695671539591684782247395677522719265006016,0.9919,AVAILABLE,WHOLE_SESSION
USD040_TARGET_2R,0,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.0031828752642706131078224101479915433403805496828752642706131078224101479915433404,-0.039321298140770252324037184594953519256308100929614873837981407702523240371845950,0.012079127725856697819314641744548286604361370716510903426791277258566978193146417,-0.043319548286604361370716510903426791277258566978193146417445482866043613707165109,0.055398676012461059190031152647975077881619937694704049844236760124610591900311526,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,13,167,167,170,3,1097,2113,0,0.34174454828660436137071651090342679127725856697819314641744548286604361370716511,1.9539530537830446672743846855059252506836827711941659070191431175934366453965360,-0.99607785139611926171320397539044013251301467108376715570279223852342640795078088,-1.00000000000,1.0184224686269502366712793315001455068091247616954809742423252582003480285312127,AVAILABLE,2143.4865000000,-2104.7125000000,177.1385000000,28,7,2,0,0,2026-07,-0.21900526315789473684210526315789473684210526315789473684210526315789473684210526,-0.0057278876170655567117585848074921956295525494276795005202913631633714880332986472,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,3,167,167,170,3,1036,2173,1,0.32274143302180685358255451713395638629283489096573208722741433021806853582554517,1.9563706563706563706563706563706563706563706563706563706563706563706563706563707,-0.99671226415094339622641509433962264150943396226415094339622641509433962264150943,-1.00000000000,0.93579639364255906701081085386226668142603679861874457705689771814212465442354598,AVAILABLE,2026.8000000000,-2165.8557500000,246.6150000000,30,4,5,0,0,2026-07,-0.29866917293233082706766917293233082706766917293233082706766917293233082706766917,-0.074211758893280632411067193675889328063241106719367588932806324110671936758893281,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,-0.0083683450584027077766092384155900133148793068661189492202931214274132864947175147,0.11883030991666183915675402925633427952527621026575848121304586278791133768224301,0.9573,AVAILABLE,WHOLE_SESSION
USD040_TARGET_2R,0,target_first,IMMEDIATE_MINUS_MOMENTUM,0.0085960434913923286016309272123225611597704620960434913923286016309272123225611598,-0.032847194555112881806108897742363877822045152722443559096945551128818061088977424,0.024228660436137071651090342679127725856697819314641744548286604361370716510903427,-0.040515809968847352024922118380062305295950155763239875389408099688473520249221184,0.064744470404984423676012461059190031152647975077881619937694704049844236760124611,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,13,167,167,170,3,1110,2100,0,0.34579439252336448598130841121495327102803738317757009345794392523364485981308411,1.9544923423423423423423423423423423423423423423423423423423423423423423423423423,-0.99605357142857142857142857142857142857142857142857142857142857142857142857142857,-1.00000000000,1.0371819741001691198001637414319606542486120822053700018525490477300298200637038,AVAILABLE,2169.4865000000,-2091.7125000000,167.1385000000,28,7,2,0,0,2026-07,-0.21449398496240601503759398496240601503759398496240601503759398496240601503759398,0.0055020862308762169680111265646731571627260083449235048678720445062586926286509040,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,3,167,167,170,3,1039,2170,1,0.32367601246105919003115264797507788161993769470404984423676012461059190031152648,1.9564966313763233878729547641963426371511068334937439846005774783445620789220404,-0.99670771889400921658986175115207373271889400921658986175115207373271889400921659,-1.00000000000,0.93986850486908338662899733373342165791685367829084302085333245178278764083087834,AVAILABLE,2032.8000000000,-2162.8557500000,246.6150000000,30,4,5,0,0,2026-07,-0.29866917293233082706766917293233082706766917293233082706766917293233082706766917,-0.071840217391304347826086956521739130434782608695652173913043478260869565217391304,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,-0.0016093283550011833846645642378080642285868850241902267795339001284817635812601049,0.12966751678201004211595804832688554842856675750188010549325753896384056705417176,0.9731,AVAILABLE,WHOLE_SESSION
USD040_TARGET_2R,0.01,stop_first,IMMEDIATE_MINUS_MOMENTUM,-0.028182875264270613107822410147991543340380549682875264270613107822410147991543340,-0.064321298140770252324037184594953519256308100929614873837981407702523240371845950,-0.012920872274143302180685358255451713395638629283489096573208722741433021806853583,-0.068319548286604361370716510903426791277258566978193146417445482866043613707165109,0.055398676012461059190031152647975077881619937694704049844236760124610591900311526,COMMON_CONTROL_AVAILABILITY_IS_LATER_INFORMATION_NOT_A_PRIMARY_ENTRY_FILTER,3210,3210,0,0,0,0,0,13,167,167,170,3,1096,2113,1,0.34143302180685358255451713395638629283489096573208722741433021806853582554517134,1.9307130474452554744525547445255474452554744525547445255474452554744525547445255,-1.0210778513961192617132039753904401325130146710837671557027922385234264079507809,-1.02500000000,0.98077623216282451637572927469395085832807077513137083364715561143201450727971124,AVAILABLE,2116.0615000000,-2157.5375000000,200.4385000000,28,6,3,0,0,2026-07,-0.24400526315789473684210526315789473684210526315789473684210526315789473684210526,-0.030727887617065556711758584807492195629552549427679500520291363163371488033298647,AVAILABLE,AVAILABLE,AVAILABLE,3210,3210,0,0,0,0,0,3,167,167,170,3,1035,2174,1,0.32242990654205607476635514018691588785046728971962616822429906542056074766355140,1.9332367149758454106280193236714975845410628019323671497584541062801932367149758,-1.0212537948482060717571297148114075436982520699172033118675252989880404783808648,-1.02500000000,0.90122278081659774099765303283265526179274150605186028366965539117264244541299832,AVAILABLE,2000.9000000000,-2220.2057500000,270.3400000000,30,3,5,1,0,2026-07,-0.32366917293233082706766917293233082706766917293233082706766917293233082706766917,-0.099211758893280632411067193675889328063241106719367588932806324110671936758893281,AVAILABLE,AVAILABLE,AVAILABLE,3311,6024,101,2814,3210,3210,0,0,0,167,10000,20260908,10000,0,-0.0083683450584027077766092384155900133148793068661189492202931214274132864947175147,0.11883030991666183915675402925633427952527621026575848121304586278791133768224301,0.9573,AVAILABLE,WHOLE_SESSION
