entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,direction,eligible_entries,executable_outcomes,unavailable_outcomes,atr_unavailable,path_unavailable,entry_unavailable,invalid_risk,ambiguous_outcomes,eligible_sessions,contributing_sessions,calendar_sessions,zero_outcome_sessions,wins,losses,zero_r_outcomes,win_rate,average_win_r,average_loss_r,mean_r,median_r,profit_factor,profit_factor_status,sum_positive_r,sum_negative_r,event_order_max_drawdown_r,longest_losing_streak,positive_months,negative_months,zero_months,empty_months,worst_month,worst_month_mean_r,lomo_minimum_mean_r,numeric_status,average_win_status,average_loss_status
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1R,NATURAL,0.02,target_first,LONG,1667,1667,0,0,0,0,0,105,163,163,170,7,917,750,0,0.55008998200359928014397120575884823035392921415716856628674265146970605878824235,0.9200000000,-1.0800000000,0.020179964007198560287942411517696460707858428314337132573485302939412117576484703,0.92000000000,1.0415308641975308641975308641975308641975308641975308641975308641975308641975309,AVAILABLE,843.6400000000,-810.0000000000,50.3600000000,11,5,4,0,0,2026-02,-0.057011494252873563218390804597701149425287356321839080459770114942528735632183908,0.0071033085752869682646860229574611748818365968939905469277515192437542201215395003,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1R,NATURAL,0.02,target_first,SHORT,1644,1644,0,0,0,0,0,101,163,163,170,7,869,775,0,0.52858880778588807785888077858880778588807785888077858880778588807785888077858881,0.9200000000,-1.0787870967741935483870967741935483870967741935483870967741935483870967741935484,-0.022250608272506082725060827250608272506082725060827250608272506082725060827250608,0.92000000000,0.95624715929478745544578140324857067674568810850895868717556156256727986029710786,AVAILABLE,799.4800000000,-836.0600000000,97.2400000000,20,4,5,0,0,2026-09,-0.43714285714285714285714285714285714285714285714285714285714285714285714285714286,-0.047514124293785310734463276836158192090395480225988700564971751412429378531073446,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0,stop_first,LONG,1667,1667,0,0,0,0,0,59,163,163,170,7,676,991,0,0.40551889622075584883023395320935812837432513497300539892021595680863827234553089,1.4975147928994082840236686390532544378698224852071005917159763313609467455621302,-1.0000000000,0.012789442111577684463107378524295140971805638872225554889022195560887822435512897,-1.00000000000,1.0215136226034308779011099899091826437941473259334006054490413723511604439959637,AVAILABLE,1012.3200000000,-991.0000000000,100.5000000000,23,7,2,0,0,2026-02,-0.17385057471264367816091954022988505747126436781609195402298850574712643678160920,-0.0060594059405940594059405940594059405940594059405940594059405940594059405940594059,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0,stop_first,SHORT,1644,1644,0,0,0,0,0,57,163,163,170,7,628,1016,0,0.38199513381995133819951338199513381995133819951338199513381995133819951338199513,1.4954140127388535031847133757961783439490445859872611464968152866242038216560510,-0.99848425196850393700787401574803149606299212598425196850393700787401574803149606,-0.045827250608272506082725060827250608272506082725060827250608272506082725060827251,-1.00000000000,0.92573388797981191964197701240068607929341718746919543402401277526960156142184019,AVAILABLE,939.1200000000,-1014.4600000000,135.3800000000,20,3,6,0,0,2026-09,-0.46428571428571428571428571428571428571428571428571428571428571428571428571428571,-0.072937853107344632768361581920903954802259887005649717514124293785310734463276836,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0,target_first,LONG,1667,1667,0,0,0,0,0,59,163,163,170,7,735,932,0,0.44091181763647270545890821835632873425314937012597480503899220155968806238752250,1.4977142857142857142857142857142857142857142857142857142857142857142857142857143,-1.0000000000,0.10127174565086982603479304139172165566886622675464907018596280743851229754049190,-1.00000000000,1.1811373390557939914163090128755364806866952789699570815450643776824034334763948,AVAILABLE,1100.8200000000,-932.0000000000,48.0000000000,21,7,2,0,0,2026-03,-0.060846560846560846560846560846560846560846560846560846560846560846560846560846561,0.084322621298046628859483301827347195967233774417139256458727158160050409577819786,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0,target_first,SHORT,1644,1644,0,0,0,0,0,57,163,163,170,7,685,959,0,0.41666666666666666666666666666666666666666666666666666666666666666666666666666667,1.4957956204379562043795620437956204379562043795620437956204379562043795620437956,-0.99839416058394160583941605839416058394160583941605839416058394160583941605839416,0.040851581508515815085158150851581508515815085158150851581508515815085158150851582,-1.00000000000,1.0701439224615127524909656800284084974829235686086102813694566874856390867503603,AVAILABLE,1024.6200000000,-957.4600000000,83.1600000000,20,4,5,0,0,2026-09,-0.46428571428571428571428571428571428571428571428571428571428571428571428571428571,0.012015444015444015444015444015444015444015444015444015444015444015444015444015444,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.01,stop_first,LONG,1667,1667,0,0,0,0,0,59,163,163,170,7,676,991,0,0.40551889622075584883023395320935812837432513497300539892021595680863827234553089,1.4575147928994082840236686390532544378698224852071005917159763313609467455621302,-1.0400000000,-0.027210557888422315536892621475704859028194361127774445110977804439112177564487103,-1.04000000000,0.95598851199254831949080183187145851121633159978265931848172009625087324380967166,AVAILABLE,985.2800000000,-1030.6400000000,123.4200000000,23,5,4,0,0,2026-02,-0.21385057471264367816091954022988505747126436781609195402298850574712643678160920,-0.046059405940594059405940594059405940594059405940594059405940594059405940594059406,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.01,stop_first,SHORT,1644,1644,0,0,0,0,0,57,163,163,170,7,628,1016,0,0.38199513381995133819951338199513381995133819951338199513381995133819951338199513,1.4554140127388535031847133757961783439490445859872611464968152866242038216560510,-1.0384842519685039370078740157480314960629921259842519685039370078740157480314961,-0.085827250608272506082725060827250608272506082725060827250608272506082725060827251,-1.04000000000,0.86626860013268884465927400246422140081508861719268315799450289072125864846933940,AVAILABLE,914.0000000000,-1055.1000000000,168.3800000000,20,3,6,0,0,2026-09,-0.50428571428571428571428571428571428571428571428571428571428571428571428571428571,-0.11293785310734463276836158192090395480225988700564971751412429378531073446327684,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.01,target_first,LONG,1667,1667,0,0,0,0,0,59,163,163,170,7,735,932,0,0.44091181763647270545890821835632873425314937012597480503899220155968806238752250,1.4577142857142857142857142857142857142857142857142857142857142857142857142857143,-1.0400000000,0.061271745650869826034793041391721655668866226754649070185962807438512297540491902,-1.04000000000,1.1053771871904919115219544404093760316936282601518653020798943545724661604489931,AVAILABLE,1071.4200000000,-969.2800000000,64.5200000000,21,7,2,0,0,2026-03,-0.10084656084656084656084656084656084656084656084656084656084656084656084656084656,0.044322621298046628859483301827347195967233774417139256458727158160050409577819786,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.01,target_first,SHORT,1644,1644,0,0,0,0,0,57,163,163,170,7,685,959,0,0.41666666666666666666666666666666666666666666666666666666666666666666666666666667,1.4557956204379562043795620437956204379562043795620437956204379562043795620437956,-1.0383941605839416058394160583941605839416058394160583941605839416058394160583942,0.00085158150851581508515815085158150851581508515815085158150851581508515815085158151,-1.04000000000,1.0014058765640376774919162097567833544214817938984957120764796850836496555602418,AVAILABLE,997.2200000000,-995.8200000000,103.3800000000,20,4,5,0,0,2026-09,-0.50428571428571428571428571428571428571428571428571428571428571428571428571428571,-0.027984555984555984555984555984555984555984555984555984555984555984555984555984556,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,LONG,1667,1667,0,0,0,0,0,59,163,163,170,7,676,991,0,0.40551889622075584883023395320935812837432513497300539892021595680863827234553089,1.4175147928994082840236686390532544378698224852071005917159763313609467455621302,-1.0800000000,-0.067210557888422315536892621475704859028194361127774445110977804439112177564487103,-1.08000000000,0.89531711327876817281459057442912135142205777927271368240086706282468139178532720,AVAILABLE,958.2400000000,-1070.2800000000,146.3400000000,23,4,5,0,0,2026-02,-0.25385057471264367816091954022988505747126436781609195402298850574712643678160920,-0.086059405940594059405940594059405940594059405940594059405940594059405940594059406,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,SHORT,1644,1644,0,0,0,0,0,57,163,163,170,7,628,1016,0,0.38199513381995133819951338199513381995133819951338199513381995133819951338199513,1.4154140127388535031847133757961783439490445859872611464968152866242038216560510,-1.0784842519685039370078740157480314960629921259842519685039370078740157480314961,-0.12582725060827250608272506082725060827250608272506082725060827250608272506082725,-1.08000000000,0.81121433916805081497435523025535254713709456622921495975322613028638180590286017,AVAILABLE,888.8800000000,-1095.7400000000,222.5000000000,20,2,7,0,0,2026-09,-0.54428571428571428571428571428571428571428571428571428571428571428571428571428571,-0.15293785310734463276836158192090395480225988700564971751412429378531073446327684,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,LONG,1667,1667,0,0,0,0,0,59,163,163,170,7,735,932,0,0.44091181763647270545890821835632873425314937012597480503899220155968806238752250,1.4177142857142857142857142857142857142857142857142857142857142857142857142857143,-1.0800000000,0.021271745650869826034793041391721655668866226754649070185962807438512297540491902,-1.08000000000,1.0352288984263233190271816881258941344778254649499284692417739628040057224606581,AVAILABLE,1042.0200000000,-1006.5600000000,81.0400000000,21,6,3,0,0,2026-03,-0.14084656084656084656084656084656084656084656084656084656084656084656084656084656,0.0043226212980466288594833018273471959672337744171392564587271581600504095778197858,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,SHORT,1644,1644,0,0,0,0,0,57,163,163,170,7,685,959,0,0.41666666666666666666666666666666666666666666666666666666666666666666666666666667,1.4157956204379562043795620437956204379562043795620437956204379562043795620437956,-1.0783941605839416058394160583941605839416058394160583941605839416058394160583942,-0.039148418491484184914841849148418491484184914841849148418491484184914841849148418,-1.08000000000,0.93776711984374093484693186872691407685315902454118238604498249821114312788876211,AVAILABLE,969.8200000000,-1034.1800000000,136.3800000000,20,4,5,0,0,2026-09,-0.54428571428571428571428571428571428571428571428571428571428571428571428571428571,-0.067984555984555984555984555984555984555984555984555984555984555984555984555984556,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0,stop_first,LONG,1667,1667,0,0,0,0,0,40,163,163,170,7,562,1105,0,0.33713257348530293941211757648470305938812237552489502099580083983203359328134373,1.9787188612099644128113879003558718861209964412811387900355871886120996441281139,-0.99761085972850678733031674208144796380090497737556561085972850678733031674208145,0.0058068386322735452909418116376724655068986202759448110377924415116976604679064187,-1.00000000000,1.0087811604194636960702492833557095685619942668456765484959541347654123879676331,AVAILABLE,1112.0400000000,-1102.3600000000,86.0000000000,23,5,4,0,0,2026-08,-0.17948717948717948717948717948717948717948717948717948717948717948717948717948718,-0.027933993399339933993399339933993399339933993399339933993399339933993399339933993,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0,stop_first,SHORT,1644,1644,0,0,0,0,0,38,163,163,170,7,537,1107,0,0.32664233576642335766423357664233576642335766423357664233576642335766423357664234,1.9879702048417132216014897579143389199255121042830540037243947858472998137802607,-0.99860885275519421860885275519421860885275519421860885275519421860885275519421861,-0.023065693430656934306569343065693430656934306569343065693430656934306569343065693,-1.00000000000,0.96569753767662330613500262334231903461002659526351021294302824163696560707759666,AVAILABLE,1067.5400000000,-1105.4600000000,147.4600000000,24,4,5,0,0,2026-09,-0.67857142857142857142857142857142857142857142857142857142857142857142857142857143,-0.067697740112994350282485875706214689265536723163841807909604519774011299435028249,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0,target_first,LONG,1667,1667,0,0,0,0,0,40,163,163,170,7,602,1065,0,0.36112777444511097780443911217756448710257948410317936412717456508698260347930414,1.9801328903654485049833887043189368770764119601328903654485049833887043189368771,-0.99752112676056338028169014084507042253521126760563380281690140845070422535211268,0.077792441511697660467906418716256748650269946010797840431913617276544691061787642,-1.00000000000,1.1220678489400956361308784216273203057344026507022101735758123423321661207123762,AVAILABLE,1192.0400000000,-1062.3600000000,47.0000000000,23,6,3,0,0,2026-08,-0.17948717948717948717948717948717948717948717948717948717948717948717948717948718,0.051273927392739273927392739273927392739273927392739273927392739273927392739273927,AVAILABLE,AVAILABLE,AVAILABLE
