entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,direction,eligible_entries,executable_outcomes,unavailable_outcomes,atr_unavailable,path_unavailable,entry_unavailable,invalid_risk,ambiguous_outcomes,eligible_sessions,contributing_sessions,calendar_sessions,zero_outcome_sessions,wins,losses,zero_r_outcomes,win_rate,average_win_r,average_loss_r,mean_r,median_r,profit_factor,profit_factor_status,sum_positive_r,sum_negative_r,event_order_max_drawdown_r,longest_losing_streak,positive_months,negative_months,zero_months,empty_months,worst_month,worst_month_mean_r,lomo_minimum_mean_r,numeric_status,average_win_status,average_loss_status
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.02,stop_first,LONG,1667,1667,0,0,0,0,0,20,163,163,170,7,558,1109,0,0.33473305338932213557288542291541691661667666466706658668266346730653869226154769,1.8962066905615292712066905615292712066905615292712066905615292712066905615292667,-1.0634054703937481214307183648932972648031259392846408175533513675984370303576872,-0.072725454909018196360727854429114177164567086582683463307338532293541291741652969,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.89720035613844175299255218417445130654757698667307338995746124167950366737799282,AVAILABLE,1058.0833333333333333333333333333333333333333333333333333333333333333333333333308,-1179.3166666666666666666666666666666666666666666666666666666666666666666666666751,150.76666666666666666666666666666666666666666666666666666666666666666666666666871,27,3,6,0,0,2026-03,-0.22539682539682539682539682539682539682539682539682539682539682539682539682539707,-0.10567656765676567656765676567656765676567656765676567656765676567656765676567853,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.02,stop_first,SHORT,1644,1644,0,0,0,0,0,19,163,163,170,7,533,1111,0,0.32420924574209245742092457420924574209245742092457420924574209245742092457420925,1.9145403377110694183864915572232645403377110694183864915572232645403377110694148,-1.0647014701470147014701470147014701470147014701470147014701470147014701470147092,-0.098803730738037307380373073803730738037307380373073803730738037307380373073804227,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.86268017415073337748157750130331252729911374748143660265171262311019683541627721,AVAILABLE,1020.4499999999999999999999999999999999999999999999999999999999999999999999999981,-1182.8833333333333333333333333333333333333333333333333333333333333333333333333419,218.15000000000000000000000000000000000000000000000000000000000000000000000000068,24,2,7,0,0,2026-09,-0.53095238095238095238095238095238095238095238095238095238095238095238095238095261,-0.14134887005649717514124293785310734463276836158192090395480225988700564971751496,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.02,target_first,LONG,1667,1667,0,0,0,0,0,20,163,163,170,7,578,1089,0,0.34673065386922615476904619076184763047390521895620875824835032993401319736052789,1.8974913494809688581314878892733564013840830449826989619377162629757785467127974,-1.0633455769819406183042546678910315273951637588001224364860728497092133455769891,-0.036732653469306138772245550889822035592881423715256948610277944411117776444711514,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.94712071273334388808129074972293786611781977288101440723096187337181018725081496,AVAILABLE,1096.7499999999999999999999999999999999999999999999999999999999999999999999999969,-1157.9833333333333333333333333333333333333333333333333333333333333333333333333411,116.71666666666666666666666666666666666666666666666666666666666666666666666666701,22,4,5,0,0,2026-03,-0.20952380952380952380952380952380952380952380952380952380952380952380952380952405,-0.066072607260726072607260726072607260726072607260726072607260726072607260726073657,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.02,target_first,SHORT,1644,1644,0,0,0,0,0,19,163,163,170,7,552,1092,0,0.33576642335766423357664233576642335766423357664233576642335766423357664233576642,1.9151871980676328502415458937198067632850241545893719806763285024154589371980630,-1.0646672771672771672771672771672771672771672771672771672771672771672771672771745,-0.064132197891321978913219789132197891321978913219789132197891321978913219789132518,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.90931376062617371733302750978396433332855484037444270825866938085066731654170069,AVAILABLE,1057.1833333333333333333333333333333333333333333333333333333333333333333333333308,-1162.6166666666666666666666666666666666666666666666666666666666666666666666666746,200.15000000000000000000000000000000000000000000000000000000000000000000000000029,24,4,5,0,0,2026-09,-0.53095238095238095238095238095238095238095238095238095238095238095238095238095261,-0.10956920903954802259887005649717514124293785310734463276836158192090395480226042,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0,stop_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,433,892,342,0.25974805038992201559688062387522495500899820035992801439712057588482303539292142,1.9889530408006158583525789068514241724403387220939183987682832948421862971516551,-0.97105829596412556053811659192825112107623318385650224215246636771300448430493276,-0.0029798040391921615676864627074585082983403319336132773445310937812437512497500516,-1.00000000000,0.99426526773372247313118998580748047374076023877913545697757828205862341796508205,AVAILABLE,861.21666666666666666666666666666666666666666666666666666666666666666666666666665,-866.18400000000000000000000000000000000000000000000000000000000000000000000000002,90.850000000000000000000000000000000000000000000000000000000000000000000000000002,23,6,3,0,0,2026-03,-0.14550264550264550264550264550264550264550264550264550264550264550264550264550266,-0.024642904290429042904290429042904290429042904290429042904290429042904290429042907,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0,stop_first,SHORT,1644,1644,0,0,0,0,0,26,163,163,170,7,437,859,348,0.26581508515815085158150851581508515815085158150851581508515815085158150851581509,1.9795957284515636918382913806254767353165522501906941266209000762776506483600305,-0.97561078773767947225455956538610787737679472254559565386107877376794722545595655,0.016443836171938361719383617193836171938361719383617193836171938361719383617193838,-1.00000000000,1.0322578335651546507386793702362111394352522463863518033338517327334219252717321,AVAILABLE,865.08333333333333333333333333333333333333333333333333333333333333333333333333333,-838.04966666666666666666666666666666666666666666666666666666666666666666666666668,94.249666666666666666666666666666666666666666666666666666666666666666666666666661,17,4,5,0,0,2026-09,-0.42857142857142857142857142857142857142857142857142857142857142857142857142857143,-0.014583097928436911487758945386064030131826741996233521657250470809792843691148775,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0,target_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,467,874,326,0.28014397120575884823035392921415716856628674265146970605878824235152969406118776,1.9897573162027123483226266952177016416845110635260528194147037830121341898643825,-0.97046224256292906178489702517162471395881006864988558352402745995423340961098400,0.048609878024395120975804839032193561287742451509698060387922415516896620675864825,-1.00000000000,1.0955366602844036985685495914408508845564956031552902043267341363037579896186047,AVAILABLE,929.21666666666666666666666666666666666666666666666666666666666666666666666666665,-848.18400000000000000000000000000000000000000000000000000000000000000000000000002,66.650000000000000000000000000000000000000000000000000000000000000000000000000001,23,6,3,0,0,2026-03,-0.097883597883597883597883597883597883597883597883597883597883597883597883597883608,0.028162376237623762376237623762376237623762376237623762376237623762376237623762374,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0,target_first,SHORT,1644,1644,0,0,0,0,0,26,163,163,170,7,463,841,340,0.28163017031630170316301703163017031630170316301703163017031630170316301703163017,1.9807415406767458603311735061195104391648668106551475881929445644348452123830094,-0.97508878319460959175584621482362267142290923503765358699960364645263575108997227,0.059022911597729115977291159772911597729115977291159772911597729115977291159772908,-0.30000000000,1.1183265729026981699075950277808376647105520844469176460450159726097890818808129,AVAILABLE,917.08333333333333333333333333333333333333333333333333333333333333333333333333333,-820.04966666666666666666666666666666666666666666666666666666666666666666666666668,72.24966666666666666666666666666666666666666666666666666666666666666666666666667,17,4,5,0,0,2026-09,-0.35714285714285714285714285714285714285714285714285714285714285714285714285714286,0.026332303732303732303732303732303732303732303732303732303732303732303732303732300,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.01,stop_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,433,1234,0,0.25974805038992201559688062387522495500899820035992801439712057588482303539292142,1.9556197074672825250192455735180908391070053887605850654349499615088529638183247,-0.73526526202052944354403025391680172879524581307401404646137223122636412749864647,-0.036313137372525494901019796040791841631673665266946610677864427114577084583083098,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.93328243848532229811547007441718296281492105665346045778911604613159967552697984,AVAILABLE,846.78333333333333333333333333333333333333333333333333333333333333333333333333460,-907.31733333333333333333333333333333333333333333333333333333333333333333333332975,109.38333333333333333333333333333333333333333333333333333333333333333333333333318,39,5,4,0,0,2026-03,-0.17883597883597883597883597883597883597883597883597883597883597883597883597883575,-0.057976237623762376237623762376237623762376237623762376237623762376237623762375656,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.01,stop_first,SHORT,1644,1644,0,0,0,0,0,26,163,163,170,7,437,1207,0,0.26581508515815085158150851581508515815085158150851581508515815085158150851581509,1.9462623951182303585049580472921434019832189168573607932875667429443173150267001,-0.72765782932891466445733222866611433305716652858326429163214581607290803645401530,-0.016889497161394971613949716139497161394971613949716139497161394971613949716139222,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.96838566460544797823328775197364251234131443585571696898000606486367909508287348,AVAILABLE,850.51666666666666666666666666666666666666666666666666666666666666666666666666795,-878.28299999999999999999999999999999999999999999999999999999999999999999999999647,122.28299999999999999999999999999999999999999999999999999999999999999999999999975,33,4,5,0,0,2026-09,-0.46190476190476190476190476190476190476190476190476190476190476190476190476190461,-0.047916431261770244821092278719397363465160075329566854990583804143126177024481860,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.01,target_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,467,1200,0,0.28014397120575884823035392921415716856628674265146970605878824235152969406118776,1.9564239828693790149892933618843683083511777301927194860813704496788008565310522,-0.74015333333333333333333333333333333333333333333333333333333333333333333333333044,0.015276544691061787642471505698860227954409118176364727054589082183563287342531690,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0286719868856002810228511209389045513091881862316817236068202084252812480296931,AVAILABLE,913.65000000000000000000000000000000000000000000000000000000000000000000000000138,-888.18399999999999999999999999999999999999999999999999999999999999999999999999653,84.483333333333333333333333333333333333333333333333333333333333333333333333333191,39,6,3,0,0,2026-03,-0.13121693121693121693121693121693121693121693121693121693121693121693121693121670,-0.0051709570957095709570957095709570957095709570957095709570957095709570957095706987,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.01,target_first,SHORT,1644,1644,0,0,0,0,0,26,163,163,170,7,463,1181,0,0.28163017031630170316301703163017031630170316301703163017031630170316301703163017,1.9474082073434125269978401727861771058315334773218142548596112311015118790496790,-0.72770222974880045159469376234829240756421112051933389782670053626869884278859432,0.025689578264395782643957826439578264395782643957826439578264395782643957826440714,-0.33333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0491422667089175638194759311455177525522166400529972085706229305237779593825170,AVAILABLE,901.65000000000000000000000000000000000000000000000000000000000000000000000000137,-859.41633333333333333333333333333333333333333333333333333333333333333333333332989,100.28299999999999999999999999999999999999999999999999999999999999999999999999851,33,4,5,0,0,2026-09,-0.39047619047619047619047619047619047619047619047619047619047619047619047619047604,-0.0070010296010296010296010296010296010296010296010296010296010296010296010296007809,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.02,stop_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,433,1234,0,0.25974805038992201559688062387522495500899820035992801439712057588482303539292142,1.9222863741339491916859122401847575057736720554272517321016166281755196304849856,-0.76859859535386277687736358725013506212857914640734737979470556455969746083198561,-0.069646470705858828234353129374125174965006998600279944011197760447910417916417906,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.87758913484166458139449881772097090272135046911594769293922157961475416749842791,AVAILABLE,832.34999999999999999999999999999999999999999999999999999999999999999999999999875,-948.45066666666666666666666666666666666666666666666666666666666666666666666667024,146.95066666666666666666666666666666666666666666666666666666666666666666666666849,39,4,5,0,0,2026-03,-0.21216931216931216931216931216931216931216931216931216931216931216931216931216954,-0.091309570957095709570957095709570957095709570957095709570957095709570957095711182,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.02,stop_first,SHORT,1644,1644,0,0,0,0,0,26,163,163,170,7,437,1207,0,0.26581508515815085158150851581508515815085158150851581508515815085158150851581509,1.9129290617848970251716247139588100686498855835240274599542334096109839816933609,-0.76099116266224799779066556199944766639049986191659762496547914940624136978735449,-0.050222830494728304947283049472830494728304947283049472830494728304947283049473066,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.91010902001742665436179868331138368434021677712862300761118746209920418762286082,AVAILABLE,835.94999999999999999999999999999999999999999999999999999999999999999999999999872,-918.51633333333333333333333333333333333333333333333333333333333333333333333333687,150.31633333333333333333333333333333333333333333333333333333333333333333333333358,33,3,6,0,0,2026-09,-0.49523809523809523809523809523809523809523809523809523809523809523809523809523825,-0.081249764595103578154425612052730696798493408662900188323917137476459510357815749,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.02,target_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,467,1200,0,0.28014397120575884823035392921415716856628674265146970605878824235152969406118776,1.9230906495360456816559600285510349750178443968593861527480371163454675231977130,-0.77348666666666666666666666666666666666666666666666666666666666666666666666666956,-0.018056788642271545690861827634473105378924215156968606278744251149770045990802122,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.96757036679508947938483461612496372845613944361606463086342075852776317339377603,AVAILABLE,898.08333333333333333333333333333333333333333333333333333333333333333333333333197,-928.18400000000000000000000000000000000000000000000000000000000000000000000000347,102.31666666666666666666666666666666666666666666666666666666666666666666666666682,39,4,5,0,0,2026-03,-0.16455026455026455026455026455026455026455026455026455026455026455026455026455049,-0.038504290429042904290429042904290429042904290429042904290429042904290429042904570,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.02,target_first,SHORT,1644,1644,0,0,0,0,0,26,163,163,170,7,463,1181,0,0.28163017031630170316301703163017031630170316301703163017031630170316301703163017,1.9140748740100791936645068394528437724982001439884809215262778977681785457163397,-0.76103556308213378492802709568162574089754445385266723116003386960203217612193349,-0.0076437550689375506893755068937550689375506893755068937550689375506893755068941363,-0.36666666666666666666666666666666666666666666666666666666666666666666666666666667,0.98601850131418447686111849764255294844992246923525107469396580338821124416757092,AVAILABLE,886.21666666666666666666666666666666666666666666666666666666666666666666666666530,-898.78300000000000000000000000000000000000000000000000000000000000000000000000345,128.31633333333333333333333333333333333333333333333333333333333333333333333333371,33,4,5,0,0,2026-09,-0.42380952380952380952380952380952380952380952380952380952380952380952380952380968,-0.040334362934362934362934362934362934362934362934362934362934362934362934362934586,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0,stop_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,834,833,0,0.50029994001199760047990401919616076784643071385722855428914217156568686262747451,0.99619304556354916067146282973621103117505995203836930455635491606714628297362110,-0.99644357743097238895558223289315726290516206482593037214885954381752701080432173,0.00047240551889622075584883023395320935812837432513497300539892021595680863827234553,0.02500000000,1.0009487523154074364110055268587262623676641115612246434649036941102058641928829,AVAILABLE,830.8250000000,-830.0375000000,62.0000000000,23,6,3,0,0,2026-03,-0.14285714285714285714285714285714285714285714285714285714285714285714285714285714,-0.012681518151815181518151815181518151815181518151815181518151815181518151815181518,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0,stop_first,SHORT,1644,1644,0,0,0,0,0,34,163,163,170,7,827,817,0,0.50304136253041362530413625304136253041362530413625304136253041362530413625304136,0.99584340991535671100362756952841596130592503022974607013301088270858524788391778,-0.99108017135862913096695226438188494492044063647490820073439412484700122399020808,0.0084245742092457420924574209245742092457420924574209245742092457420924574209245742,0.72500000000,1.0171048365932352532534695956898281797551600104975531438627908053784522284144063,AVAILABLE,823.5625000000,-809.7125000000,82.8875000000,14,4,5,0,0,2026-09,-0.35714285714285714285714285714285714285714285714285714285714285714285714285714286,-0.018845089903181189488243430152143845089903181189488243430152143845089903181189488,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0,target_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,868,799,0,0.52069586082783443311337732453509298140371925614877024595080983803239352129574085,0.99634216589861751152073732718894009216589861751152073732718894009216589861751152,-0.99629224030037546933667083854818523153942428035043804755944931163954943679599499,0.041264247150569886022795440911817636472705458908218356328734253149370125974805039,1.00000000000,1.0864123863511455176420708823390857842752382896534396934817769263382692398285257,AVAILABLE,864.8250000000,-796.0375000000,49.0000000000,19,7,2,0,0,2026-03,-0.12169312169312169312169312169312169312169312169312169312169312169312169312169312,0.030432457212713936430317848410757946210268948655256723716381418092909535452322738,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0,target_first,SHORT,1644,1644,0,0,0,0,0,34,163,163,170,7,861,783,0,0.52372262773722627737226277372262773722627737226277372262773722627737226277372263,0.99600754936120789779326364692218350754936120789779326364692218350754936120789779,-0.99069284802043422733077905491698595146871008939974457215836526181353767560664112,0.049787104622871046228710462287104622871046228710462287104622871046228710462287105,1.00000000000,1.1055158966756369144496188987543709815169924424319577162930853892389255039721546,AVAILABLE,857.5625000000,-775.7125000000,58.3375000000,14,4,5,0,0,2026-09,-0.28571428571428571428571428571428571428571428571428571428571428571428571428571429,0.026798063623789764868603042876901798063623789764868603042876901798063623789764869,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.01,stop_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,833,833,1,0.49970005998800239952009598080383923215356928614277144571085782843431313737252549,0.97235894357743097238895558223289315726290516206482593037214885954381752701080432,-1.0214435774309723889555822328931572629051620648259303721488595438175270108043217,-0.024527594481103779244151169766046790641871625674865026994601079784043191361727654,0E-11,0.95194581968296875229546489591443975965564353817449940501549897897721429725719491,AVAILABLE,809.9750000000,-850.8625000000,79.0250000000,23,6,3,0,0,2026-03,-0.16785714285714285714285714285714285714285714285714285714285714285714285714285714,-0.037681518151815181518151815181518151815181518151815181518151815181518151815181518,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.01,stop_first,SHORT,1644,1644,0,0,0,0,0,34,163,163,170,7,827,817,0,0.50304136253041362530413625304136253041362530413625304136253041362530413625304136,0.97084340991535671100362756952841596130592503022974607013301088270858524788391778,-1.0160801713586291309669522643818849449204406364749082007343941248470012239902081,-0.016575425790754257907542579075425790754257907542579075425790754257907542579075426,0.70000000000,0.96717411272228998208128171537847645721341344054448811190917167336736384032765656,AVAILABLE,802.8875000000,-830.1375000000,104.2125000000,14,4,5,0,0,2026-09,-0.38214285714285714285714285714285714285714285714285714285714285714285714285714286,-0.043845089903181189488243430152143845089903181189488243430152143845089903181189488,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.01,target_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,867,799,1,0.52009598080383923215356928614277144571085782843431313737252549490101979604079184,0.97246251441753171856978085351787773933102652825836216839677047289504036908881200,-1.0212922403003754693366708385481852315394242803504380475594493116395494367959950,0.016264247150569886022795440911817636472705458908218356328734253149370125974805039,0.97500000000,1.0332255939706805961918475513549118426494692176896799987745285764617576323892097,AVAILABLE,843.1250000000,-816.0125000000,60.9750000000,19,6,3,0,0,2026-03,-0.14669312169312169312169312169312169312169312169312169312169312169312169312169312,0.0054324572127139364303178484107579462102689486552567237163814180929095354523227384,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.01,target_first,SHORT,1644,1644,0,0,0,0,0,34,163,163,170,7,861,783,0,0.52372262773722627737226277372262773722627737226277372262773722627737226277372263,0.97100754936120789779326364692218350754936120789779326364692218350754936120789779,-1.0156928480204342273307790549169859514687100893997445721583652618135376756066411,0.024787104622871046228710462287104622871046228710462287104622871046228710462287105,0.97500000000,1.0512393316882259560221932320072929600930481115319931471323263599641639029910567,AVAILABLE,836.0375000000,-795.2875000000,70.2125000000,14,4,5,0,0,2026-09,-0.31071428571428571428571428571428571428571428571428571428571428571428571428571429,0.0017980636237897648686030428769017980636237897648686030428769017980636237897648686,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.02,stop_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,832,835,0,0.49910017996400719856028794241151769646070785842831433713257348530293941211757648,0.94851262019230769230769230769230769230769230769230769230769230769230769230769231,-1.0439820359281437125748502994011976047904191616766467065868263473053892215568862,-0.049527594481103779244151169766046790641871625674865026994601079784043191361727654,-0.02500000000,0.90528836502337319682239238291892511973386102268490636381886489431873583985775331,AVAILABLE,789.1625000000,-871.7250000000,116.8250000000,23,3,6,0,0,2026-03,-0.19285714285714285714285714285714285714285714285714285714285714285714285714285714,-0.062681518151815181518151815181518151815181518151815181518151815181518151815181518,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.02,stop_first,SHORT,1644,1644,0,0,0,0,0,34,163,163,170,7,827,817,0,0.50304136253041362530413625304136253041362530413625304136253041362530413625304136,0.94584340991535671100362756952841596130592503022974607013301088270858524788391778,-1.0410801713586291309669522643818849449204406364749082007343941248470012239902081,-0.041575425790754257907542579075425790754257907542579075425790754257907542579075426,0.67500000000,0.91964141377029906679403336027628775075317804394150929531927400984642515982070689,AVAILABLE,782.2125000000,-850.5625000000,125.5375000000,14,4,5,0,0,2026-09,-0.40714285714285714285714285714285714285714285714285714285714285714285714285714286,-0.068845089903181189488243430152143845089903181189488243430152143845089903181189488,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.02,target_first,LONG,1667,1667,0,0,0,0,0,34,163,163,170,7,866,801,0,0.51949610077984403119376124775044991001799640071985602879424115176964607078584283,0.94857101616628175519630484988452655889145496535796766743648960739030023094688222,-1.0437265917602996254681647940074906367041198501872659176029962546816479400749064,-0.0087357528494301139772045590881823635272945410917816436712657468506298740251949610,0.95000000000,0.98258126252205376633473879369636075476211835770461409646840704524386232469124727,AVAILABLE,821.4625000000,-836.0250000000,72.9500000000,19,5,4,0,0,2026-03,-0.17169312169312169312169312169312169312169312169312169312169312169312169312169312,-0.019567542787286063569682151589242053789731051344743276283618581907090464547677262,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.02,target_first,SHORT,1644,1644,0,0,0,0,0,34,163,163,170,7,861,783,0,0.52372262773722627737226277372262773722627737226277372262773722627737226277372263,0.94600754936120789779326364692218350754936120789779326364692218350754936120789779,-1.0406928480204342273307790549169859514687100893997445721583652618135376756066411,-0.00021289537712895377128953771289537712895377128953771289537712895377128953771289538,0.95000000000,0.99957047968215496479467394805872156345395695592814738682906625350902759668042154,AVAILABLE,814.5125000000,-814.8625000000,91.5375000000,14,4,5,0,0,2026-09,-0.33571428571428571428571428571428571428571428571428571428571428571428571428571429,-0.023201936376210235131396957123098201936376210235131396957123098201936376210235131,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1.5R,NATURAL,0,stop_first,LONG,1667,1667,0,0,0,0,0,18,163,163,170,7,684,983,0,0.41031793641271745650869826034793041391721655668866226754649070185962807438512298,1.4698099415204678362573099415204678362573099415204678362573099415204678362573099,-0.99487538148524923702950152594099694811800610376398779247202441505595116988809766,0.016429214157168566286742651469706058788242351529694061187762447510497900419916017,-1.00000000000,1.0280046525301328016156038702915500338714419008908828303743752955762618709817605,AVAILABLE,1005.3500000000,-977.9625000000,52.9375000000,23,3,6,0,0,2026-03,-0.17989417989417989417989417989417989417989417989417989417989417989417989417989418,-0.015486798679867986798679867986798679867986798679867986798679867986798679867986799,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1.5R,NATURAL,0,stop_first,SHORT,1644,1644,0,0,0,0,0,18,163,163,170,7,668,976,0,0.40632603406326034063260340632603406326034063260340632603406326034063260340632603,1.4805202095808383233532934131736526946107784431137724550898203592814371257485030,-0.99253329918032786885245901639344262295081967213114754098360655737704918032786885,0.012332725060827250608272506082725060827250608272506082725060827250608272506082725,-1.00000000000,1.0209298424455140198975444210743641689355716995496599868382001883943894602371705,AVAILABLE,988.9875000000,-968.7125000000,109.7125000000,20,4,5,0,0,2026-09,-0.51071428571428571428571428571428571428571428571428571428571428571428571428571429,-0.024126059322033898305084745762711864406779661016949152542372881355932203389830508,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1.5R,NATURAL,0,target_first,LONG,1667,1667,0,0,0,0,0,18,163,163,170,7,702,965,0,0.42111577684463107378524295140971805638872225554889022195560887822435512897420516,1.4705840455840455840455840455840455840455840455840455840455840455840455840455840,-0.99477979274611398963730569948186528497409326424870466321243523316062176165803109,0.043423815236952609478104379124175164967006598680263947210557888422315536892621476,-1.00000000000,1.0754065914033100251311900204435069078219201270882977199630193887782074820631014,AVAILABLE,1032.3500000000,-959.9625000000,49.5000000000,19,5,4,0,0,2026-03,-0.16666666666666666666666666666666666666666666666666666666666666666666666666666667,0.014216171617161716171617161716171617161716171617161716171617161716171617161716172,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1.5R,NATURAL,0,target_first,SHORT,1644,1644,0,0,0,0,0,18,163,163,170,7,686,958,0,0.41727493917274939172749391727493917274939172749391727493917274939172749391727494,1.4810313411078717201166180758017492711370262390670553935860058309037900874635569,-0.99239300626304801670146137787056367432150313152400835073068893528183716075156576,0.039704987834549878345498783454987834549878345498783454987834549878345498783454988,-1.00000000000,1.0686590320417581550679095941201993241910672258963671982854964040127798887676348,AVAILABLE,1015.9875000000,-950.7125000000,96.6625000000,20,4,5,0,0,2026-09,-0.51071428571428571428571428571428571428571428571428571428571428571428571428571429,0.0023569915254237288135593220338983050847457627118644067796610169491525423728813559,AVAILABLE,AVAILABLE,AVAILABLE
