entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,month,partial_month,eligible_entries,executable_outcomes,unavailable_outcomes,atr_unavailable,path_unavailable,entry_unavailable,invalid_risk,ambiguous_outcomes,eligible_sessions,contributing_sessions,calendar_sessions,zero_outcome_sessions,wins,losses,zero_r_outcomes,win_rate,average_win_r,average_loss_r,mean_r,median_r,profit_factor,profit_factor_status,sum_positive_r,sum_negative_r,event_order_max_drawdown_r,longest_losing_streak,positive_months,negative_months,zero_months,empty_months,worst_month,worst_month_mean_r,lomo_minimum_mean_r,numeric_status,average_win_status,average_loss_status
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-02,False,697,697,0,0,0,0,0,16,19,19,19,0,288,409,0,0.41319942611190817790530846484935437589670014347202295552367288378766140602582496,1.4333333333333333333333333333333333333333333333333333333333333333333333333333307,-1.0650366748166259168704156479217603911980440097799511002444987775061124694376554,-0.032711621233859397417503586800573888091822094691535150645624103299856527977044722,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.94765840220385674931129476584022038567493112947658402203856749311294765840219981,AVAILABLE,412.79999999999999999999999999999999999999999999999999999999999999999999999999925,-435.60000000000000000000000000000000000000000000000000000000000000000000000000107,45.600000000000000000000000000000000000000000000000000000000000000000000000000022,17,0,1,0,0,2026-02,-0.032711621233859397417503586800573888091822094691535150645624103299856527977044722,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-03,False,417,417,0,0,0,0,0,5,22,22,22,0,174,243,0,0.41726618705035971223021582733812949640287769784172661870503597122302158273381295,1.4333333333333333333333333333333333333333333333333333333333333333333333333333312,-1.0604252400548696844993141289437585733882030178326474622770919067215363511659829,-0.019864108713029576338928856914468425259792166266986410871302957633892885691447104,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.96785460190155876075286203997154129745812043205484768126253153094883901429402680,AVAILABLE,249.39999999999999999999999999999999999999999999999999999999999999999999999999963,-257.68333333333333333333333333333333333333333333333333333333333333333333333333384,52.133333333333333333333333333333333333333333333333333333333333333333333333333365,15,0,1,0,0,2026-03,-0.019864108713029576338928856914468425259792166266986410871302957633892885691447104,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-04,False,337,337,0,0,0,0,0,1,21,21,21,0,141,196,0,0.41839762611275964391691394658753709198813056379821958456973293768545994065281899,1.4269503546099290780141843971631205673758865248226950354609929078014184397163102,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666685,-0.023343224530168150346191889218595450049455984174085064292779426310583580613254304,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.96237244897959183673469387755102040816326530612244897959183673469387755102040525,AVAILABLE,201.19999999999999999999999999999999999999999999999999999999999999999999999999974,-209.06666666666666666666666666666666666666666666666666666666666666666666666666703,34.200000000000000000000000000000000000000000000000000000000000000000000000000021,13,0,1,0,0,2026-04,-0.023343224530168150346191889218595450049455984174085064292779426310583580613254304,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-05,False,143,143,0,0,0,0,0,5,18,18,20,2,60,83,0,0.41958041958041958041958041958041958041958041958041958041958041958041958041958042,1.4333333333333333333333333333333333333333333333333333333333333333333333333333330,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666670,-0.017715617715617715617715617715617715617715617715617715617715617715617715617715655,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.97138554216867469879518072289156626506024096385542168674698795180722891566265013,AVAILABLE,85.999999999999999999999999999999999999999999999999999999999999999999999999999982,-88.533333333333333333333333333333333333333333333333333333333333333333333333333358,14.566666666666666666666666666666666666666666666666666666666666666666666666666668,10,0,1,0,0,2026-05,-0.017715617715617715617715617715617715617715617715617715617715617715617715617715655,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-06,False,346,346,0,0,0,0,0,16,21,21,21,0,166,180,0,0.47976878612716763005780346820809248554913294797687861271676300578034682080924855,1.4141566265060240963855421686746987951807228915662650602409638554216867469879498,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666684,0.12355491329479768786127167630057803468208092485549132947976878612716763005780323,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,1.2226562499999999999999999999999999999999999999999999999999999999999999999999963,AVAILABLE,234.74999999999999999999999999999999999999999999999999999999999999999999999999967,-192.00000000000000000000000000000000000000000000000000000000000000000000000000031,20.733333333333333333333333333333333333333333333333333333333333333333333333333357,11,1,0,0,0,2026-06,0.12355491329479768786127167630057803468208092485549132947976878612716763005780323,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-07,False,679,679,0,0,0,0,0,17,22,22,22,0,269,410,0,0.39617083946980854197349042709867452135493372606774668630338733431516936671575847,1.4258364312267657992565055762081784386617100371747211895910780669144981412639380,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666693,-0.079209621993127147766323024054982817869415807560137457044673539518900343642611973,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.87701981707317073170731707317073170731707317073170731707317073170731707317072799,AVAILABLE,383.54999999999999999999999999999999999999999999999999999999999999999999999999932,-437.33333333333333333333333333333333333333333333333333333333333333333333333333441,67.950000000000000000000000000000000000000000000000000000000000000000000000000186,18,0,1,0,0,2026-07,-0.079209621993127147766323024054982817869415807560137457044673539518900343642611973,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-08,False,220,220,0,0,0,0,0,0,20,20,21,1,78,142,0,0.35454545454545454545454545454545454545454545454545454545454545454545454545454545,1.4333333333333333333333333333333333333333333333333333333333333333333333333333327,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666680,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.73811619718309859154929577464788732394366197183098591549295774647887323943661849,AVAILABLE,111.79999999999999999999999999999999999999999999999999999999999999999999999999995,-151.46666666666666666666666666666666666666666666666666666666666666666666666666685,45.866666666666666666666666666666666666666666666666666666666666666666666666666724,8,0,1,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-09,True,59,59,0,0,0,0,0,0,4,4,4,0,26,33,0,0.44067796610169491525423728813559322033898305084745762711864406779661016949152542,1.4333333333333333333333333333333333333333333333333333333333333333333333333333331,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666669,0.035028248587570621468926553672316384180790960451977401129943502824858757062146844,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,1.0587121212121212121212121212121212121212121212121212121212121212121212121212117,AVAILABLE,37.266666666666666666666666666666666666666666666666666666666666666666666666666660,-35.200000000000000000000000000000000000000000000000000000000000000000000000000008,13.066666666666666666666666666666666666666666666666666666666666666666666666666668,9,1,0,0,0,2026-09,0.035028248587570621468926553672316384180790960451977401129943502824858757062146844,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,stop_first,2026-01,False,413,413,0,0,0,0,0,2,20,20,20,0,139,274,0,0.33656174334140435835351089588377723970944309927360774818401937046004842615012107,2.0000000000,-0.98680048661800486618004866180048661800486618004866180048661800486618004866180047,0.018442292171105730427764326069410815173527037933817594834543987086359967715899923,-1.00000000000,1.0281698822659187573198545275226530234851753683042593848240152869382974788879985,AVAILABLE,278.0000000000,-270.38333333333333333333333333333333333333333333333333333333333333333333333333333,40.383333333333333333333333333333333333333333333333333333333333333333333333333332,21,1,0,0,0,2026-01,0.018442292171105730427764326069410815173527037933817594834543987086359967715899923,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,stop_first,2026-02,False,697,697,0,0,0,0,0,11,19,19,19,0,228,469,0,0.32711621233859397417503586800573888091822094691535150645624103299856527977044476,2.0000000000,-0.99857853589196872778962331201137171286425017768301350390902629708599857853589196,-0.017694882831181252989000478240076518412242945958871353419416547106647537063605930,-1.00000000000,0.97366548042704626334519572953736654804270462633451957295373665480427046263345196,AVAILABLE,456.0000000000,-468.33333333333333333333333333333333333333333333333333333333333333333333333333333,54.0000000000,18,0,1,0,0,2026-02,-0.017694882831181252989000478240076518412242945958871353419416547106647537063605930,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,stop_first,2026-03,False,417,417,0,0,0,0,0,5,22,22,22,0,147,270,0,0.35251798561151079136690647482014388489208633093525179856115107913669064748201439,1.9823129251700680272108843537414965986394557823129251700680272108843537414965986,-0.99438271604938271604938271604938271604938271604938271604938271604938271604938274,0.054956035171862509992006394884092725819344524380495603517186250999200639488409273,-1.00000000000,1.0853560121671115525482649450617667142591098143894717238810602768638649202309268,AVAILABLE,291.4000000000,-268.48333333333333333333333333333333333333333333333333333333333333333333333333334,38.0000000000,15,1,0,0,0,2026-03,0.054956035171862509992006394884092725819344524380495603517186250999200639488409273,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,stop_first,2026-04,False,337,337,0,0,0,0,0,0,21,21,21,0,127,210,0,0.37685459940652818991097922848664688427299703264094955489614243323442136498516320,1.9889763779527559055118110236220472440944881889763779527559055118110236220472441,-1.0000000000,0.12640949554896142433234421364985163204747774480712166172106824925816023738872404,-1.00000000000,1.2028571428571428571428571428571428571428571428571428571428571428571428571428571,AVAILABLE,252.6000000000,-210.0000000000,30.0000000000,13,1,0,0,0,2026-04,0.12640949554896142433234421364985163204747774480712166172106824925816023738872404,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,stop_first,2026-05,False,143,143,0,0,0,0,0,1,18,18,20,2,51,92,0,0.35664335664335664335664335664335664335664335664335664335664335664335664335664336,1.9849673202614379084967320261437908496732026143790849673202614379084967320261437,-1.0000000000,0.064568764568764568764568764568764568764568764568764568764568764568764568764568762,-1.00000000000,1.1003623188405797101449275362318840579710144927536231884057971014492753623188405,AVAILABLE,101.23333333333333333333333333333333333333333333333333333333333333333333333333333,-92.0000000000,19.0000000000,16,1,0,0,0,2026-05,0.064568764568764568764568764568764568764568764568764568764568764568764568764568762,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,stop_first,2026-06,False,346,346,0,0,0,0,0,12,21,21,21,0,120,226,0,0.34682080924855491329479768786127167630057803468208092485549132947976878612716763,1.9568055555555555555555555555555555555555555555555555555555555555555555555555556,-1.0000000000,0.025481695568400770712909441233140655105973025048169556840077071290944123314065512,-1.00000000000,1.0390117994100294985250737463126843657817109144542772861356932153392330383480826,AVAILABLE,234.81666666666666666666666666666666666666666666666666666666666666666666666666667,-226.0000000000,28.000000000000000000000000000000000000000000000000000000000000000000000000000000,18,1,0,0,0,2026-06,0.025481695568400770712909441233140655105973025048169556840077071290944123314065512,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,stop_first,2026-07,False,679,679,0,0,0,0,0,8,22,22,22,0,192,487,0,0.28276877761413843888070692194403534609720176730486008836524300441826215022091311,1.8936631944444444444444444444444444444444444444444444444444444444444444444444444,-1.0000000000,-0.18176239567992145311732940598919980363279332351497299950908198330878743249877271,-1.00000000000,0.74657768651608487337440109514031485284052019164955509924709103353867214236824090,AVAILABLE,363.58333333333333333333333333333333333333333333333333333333333333333333333333332,-487.0000000000,131.41666666666666666666666666666666666666666666666666666666666666666666666666667,37,0,1,0,0,2026-07,-0.18176239567992145311732940598919980363279332351497299950908198330878743249877271,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,stop_first,2026-08,False,220,220,0,0,0,0,0,0,20,20,21,1,63,157,0,0.28636363636363636363636363636363636363636363636363636363636363636363636363636364,1.9941798941798941798941798941798941798941798941798941798941798941798941798941798,-1.0000000000,-0.14257575757575757575757575757575757575757575757575757575757575757575757575757576,-1.00000000000,0.80021231422505307855626326963906581740976645435244161358811040339702760084925688,AVAILABLE,125.63333333333333333333333333333333333333333333333333333333333333333333333333333,-157.0000000000,46.366666666666666666666666666666666666666666666666666666666666666666666666666667,10,0,1,0,0,2026-08,-0.14257575757575757575757575757575757575757575757575757575757575757575757575757576,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,stop_first,2026-09,True,59,59,0,0,0,0,0,0,4,4,4,0,24,35,0,0.40677966101694915254237288135593220338983050847457627118644067796610169491525424,2.0000000000,-1.0000000000,0.22033898305084745762711864406779661016949152542372881355932203389830508474576271,-1.00000000000,1.3714285714285714285714285714285714285714285714285714285714285714285714285714286,AVAILABLE,48.0000000000,-35.0000000000,13.0000000000,9,1,0,0,0,2026-09,0.22033898305084745762711864406779661016949152542372881355932203389830508474576271,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,target_first,2026-01,False,413,413,0,0,0,0,0,2,20,20,20,0,141,272,0,0.34140435835351089588377723970944309927360774818401937046004842615012106537530266,2.0000000000,-0.98670343137254901960784313725490196078431372549019607843137254901960784313725489,0.032970137207425343018563357546408393866020984665052461662631154156577885391444717,-1.00000000000,1.0507358877227845743029249208222070421660560144072533068372352977706017512264796,AVAILABLE,282.0000000000,-268.38333333333333333333333333333333333333333333333333333333333333333333333333333,40.383333333333333333333333333333333333333333333333333333333333333333333333333332,21,1,0,0,0,2026-01,0.032970137207425343018563357546408393866020984665052461662631154156577885391444717,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,target_first,2026-02,False,697,697,0,0,0,0,0,11,19,19,19,0,239,458,0,0.34289813486370157819225251076040172166427546628407460545193687230989956958393113,2.0000000000,-0.99854439592430858806404657933042212518195050946142649199417758369723435225618631,0.029650884744141559062649450023912003825920612147297943567670970827355332376853181,-1.00000000000,1.0451895043731778425655976676384839650145772594752186588921282798833819241982507,AVAILABLE,478.0000000000,-457.33333333333333333333333333333333333333333333333333333333333333333333333333333,49.333333333333333333333333333333333333333333333333333333333333333333333333333333,18,1,0,0,0,2026-02,0.029650884744141559062649450023912003825920612147297943567670970827355332376853181,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,target_first,2026-03,False,417,417,0,0,0,0,0,5,22,22,22,0,152,265,0,0.36450839328537170263788968824940047961630695443645083932853717026378896882494005,1.9828947368421052631578947368421052631578947368421052631578947368421052631578947,-0.99427672955974842767295597484276729559748427672955974842767295597484276729559751,0.090927258193445243804956035171862509992006394884092725819344524380495603517186249,-1.00000000000,1.1439053703586564615092668733000189765323549876652539692580175849199822885698020,AVAILABLE,301.4000000000,-263.48333333333333333333333333333333333333333333333333333333333333333333333333334,38.0000000000,15,1,0,0,0,2026-03,0.090927258193445243804956035171862509992006394884092725819344524380495603517186249,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,target_first,2026-04,False,337,337,0,0,0,0,0,0,21,21,21,0,127,210,0,0.37685459940652818991097922848664688427299703264094955489614243323442136498516320,1.9889763779527559055118110236220472440944881889763779527559055118110236220472441,-1.0000000000,0.12640949554896142433234421364985163204747774480712166172106824925816023738872404,-1.00000000000,1.2028571428571428571428571428571428571428571428571428571428571428571428571428571,AVAILABLE,252.6000000000,-210.0000000000,30.0000000000,13,1,0,0,0,2026-04,0.12640949554896142433234421364985163204747774480712166172106824925816023738872404,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,target_first,2026-05,False,143,143,0,0,0,0,0,1,18,18,20,2,52,91,0,0.36363636363636363636363636363636363636363636363636363636363636363636363636363636,1.9852564102564102564102564102564102564102564102564102564102564102564102564102563,-1.0000000000,0.085547785547785547785547785547785547785547785547785547785547785547785547785547783,-1.00000000000,1.1344322344322344322344322344322344322344322344322344322344322344322344322344322,AVAILABLE,103.23333333333333333333333333333333333333333333333333333333333333333333333333333,-91.0000000000,19.0000000000,16,1,0,0,0,2026-05,0.085547785547785547785547785547785547785547785547785547785547785547785547785547783,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,target_first,2026-06,False,346,346,0,0,0,0,0,12,21,21,21,0,132,214,0,0.38150289017341040462427745664739884393063583815028901734104046242774566473988439,1.9607323232323232323232323232323232323232323232323232323232323232323232323232323,-1.0000000000,0.12952793834296724470134874759152215799614643545279383429672447013487475915221580,-1.00000000000,1.2094236760124610591900311526479750778816199376947040498442367601246105919003115,AVAILABLE,258.81666666666666666666666666666666666666666666666666666666666666666666666666667,-214.0000000000,28.000000000000000000000000000000000000000000000000000000000000000000000000000000,13,1,0,0,0,2026-06,0.12952793834296724470134874759152215799614643545279383429672447013487475915221580,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,target_first,2026-07,False,679,679,0,0,0,0,0,8,22,22,22,0,200,479,0,0.29455081001472754050073637702503681885125184094256259204712812960235640648011782,1.8979166666666666666666666666666666666666666666666666666666666666666666666666666,-1.0000000000,-0.14641629847815414825724104074619538537064310260186548846342660775650466372115857,-1.00000000000,0.79244954766875434933890048712595685455810716771050800278357689631176061238691716,AVAILABLE,379.58333333333333333333333333333333333333333333333333333333333333333333333333332,-479.0000000000,107.41666666666666666666666666666666666666666666666666666666666666666666666666667,37,0,1,0,0,2026-07,-0.14641629847815414825724104074619538537064310260186548846342660775650466372115857,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,target_first,2026-08,False,220,220,0,0,0,0,0,0,20,20,21,1,63,157,0,0.28636363636363636363636363636363636363636363636363636363636363636363636363636364,1.9941798941798941798941798941798941798941798941798941798941798941798941798941798,-1.0000000000,-0.14257575757575757575757575757575757575757575757575757575757575757575757575757576,-1.00000000000,0.80021231422505307855626326963906581740976645435244161358811040339702760084925688,AVAILABLE,125.63333333333333333333333333333333333333333333333333333333333333333333333333333,-157.0000000000,46.366666666666666666666666666666666666666666666666666666666666666666666666666667,10,0,1,0,0,2026-08,-0.14257575757575757575757575757575757575757575757575757575757575757575757575757576,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,target_first,2026-09,True,59,59,0,0,0,0,0,0,4,4,4,0,24,35,0,0.40677966101694915254237288135593220338983050847457627118644067796610169491525424,2.0000000000,-1.0000000000,0.22033898305084745762711864406779661016949152542372881355932203389830508474576271,-1.00000000000,1.3714285714285714285714285714285714285714285714285714285714285714285714285714286,AVAILABLE,48.0000000000,-35.0000000000,13.0000000000,9,1,0,0,0,2026-09,0.22033898305084745762711864406779661016949152542372881355932203389830508474576271,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,stop_first,2026-01,False,413,413,0,0,0,0,0,2,20,20,20,0,139,274,0,0.33656174334140435835351089588377723970944309927360774818401937046004842615012107,1.9666666666666666666666666666666666666666666666666666666666666666666666666666688,-1.0201338199513381995133819951338199513381995133819951338199513381995133819951316,-0.014891041162227602905569007263922518159806295399515738498789346246973365617433133,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.97799773418400810923618150378629777592272374932919921292707650110309462763103293,AVAILABLE,273.36666666666666666666666666666666666666666666666666666666666666666666666666697,-279.51666666666666666666666666666666666666666666666666666666666666666666666666607,42.949999999999999999999999999999999999999999999999999999999999999999999999999985,21,0,1,0,0,2026-01,-0.014891041162227602905569007263922518159806295399515738498789346246973365617433133,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,stop_first,2026-02,False,697,697,0,0,0,0,0,11,19,19,19,0,228,469,0,0.32711621233859397417503586800573888091822094691535150645624103299856527977044476,1.9666666666666666666666666666666666666666666666666666666666666666666666666666693,-1.0319118692253020611229566453447050461975835110163468372423596304193319118692226,-0.051028216164514586322333811573409851745576279292204686752749880439980870396938984,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.92651009022659962807355878504029203113162063502996074109787175425304773055995958,AVAILABLE,448.40000000000000000000000000000000000000000000000000000000000000000000000000060,-483.96666666666666666666666666666666666666666666666666666666666666666666666666540,67.033333333333333333333333333333333333333333333333333333333333333333333333333164,18,0,1,0,0,2026-02,-0.051028216164514586322333811573409851745576279292204686752749880439980870396938984,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,stop_first,2026-03,False,417,417,0,0,0,0,0,5,22,22,22,0,147,270,0,0.35251798561151079136690647482014388489208633093525179856115107913669064748201439,1.9489795918367346938775510204081632653061224489795918367346938775510204081632676,-1.0277160493827160493827160493827160493827160493827160493827160493827160493827138,0.021622701838529176658673061550759392486011191047162270183852917665867306155076037,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0324944441107574028470178389092437984263319118265361282959937533785812961739478,AVAILABLE,286.50000000000000000000000000000000000000000000000000000000000000000000000000033,-277.48333333333333333333333333333333333333333333333333333333333333333333333333273,43.066666666666666666666666666666666666666666666666666666666666666666666666666649,15,1,0,0,0,2026-03,0.021622701838529176658673061550759392486011191047162270183852917665867306155076037,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,stop_first,2026-04,False,337,337,0,0,0,0,0,0,21,21,21,0,127,210,0,0.37685459940652818991097922848664688427299703264094955489614243323442136498516320,1.9556430446194225721784776902887139107611548556430446194225721784776902887139128,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333314,0.093076162215628090999010880316518298714144411473788328387734915924826904055390944,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.1445468509984639016897081413210445468509984639016897081413210445468509984639051,AVAILABLE,248.36666666666666666666666666666666666666666666666666666666666666666666666666693,-216.99999999999999999999999999999999999999999999999999999999999999999999999999959,32.499999999999999999999999999999999999999999999999999999999999999999999999999980,13,1,0,0,0,2026-04,0.093076162215628090999010880316518298714144411473788328387734915924826904055390944,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,stop_first,2026-05,False,143,143,0,0,0,0,0,1,18,18,20,2,51,92,0,0.35664335664335664335664335664335664335664335664335664335664335664335664335664336,1.9516339869281045751633986928104575163398692810457516339869281045751633986928107,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333330,0.031235431235431235431235431235431235431235431235431235431235431235431235431235472,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0469845722300140252454417952314165497896213183730715287517531556802244039270692,AVAILABLE,99.533333333333333333333333333333333333333333333333333333333333333333333333333348,-95.066666666666666666666666666666666666666666666666666666666666666666666666666639,20.133333333333333333333333333333333333333333333333333333333333333333333333333331,16,1,0,0,0,2026-05,0.031235431235431235431235431235431235431235431235431235431235431235431235431235472,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,stop_first,2026-06,False,346,346,0,0,0,0,0,12,21,21,21,0,120,226,0,0.34682080924855491329479768786127167630057803468208092485549132947976878612716763,1.9234722222222222222222222222222222222222222222222222222222222222222222222222242,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333313,-0.0078516377649325626204238921001926782273603082851637764932562620423892100192677286,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.98836711390236939765914930059948615472452183842420782186697116757065372537825018,AVAILABLE,230.81666666666666666666666666666666666666666666666666666666666666666666666666690,-233.53333333333333333333333333333333333333333333333333333333333333333333333333287,31.699999999999999999999999999999999999999999999999999999999999999999999999999991,18,0,1,0,0,2026-06,-0.0078516377649325626204238921001926782273603082851637764932562620423892100192677286,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,stop_first,2026-07,False,679,679,0,0,0,0,0,8,22,22,22,0,192,487,0,0.28276877761413843888070692194403534609720176730486008836524300441826215022091311,1.8603298611111111111111111111111111111111111111111111111111111111111111111111135,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333306,-0.21509572901325478645066273932253313696612665684830633284241531664212076583210502,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.70977677684308140690203351659270053653043651056501291647347155063919984102802160,AVAILABLE,357.18333333333333333333333333333333333333333333333333333333333333333333333333379,-503.23333333333333333333333333333333333333333333333333333333333333333333333333200,151.91666666666666666666666666666666666666666666666666666666666666666666666666613,37,0,1,0,0,2026-07,-0.21509572901325478645066273932253313696612665684830633284241531664212076583210502,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,stop_first,2026-08,False,220,220,0,0,0,0,0,0,20,20,21,1,63,157,0,0.28636363636363636363636363636363636363636363636363636363636363636363636363636364,1.9608465608465608465608465608465608465608465608465608465608465608465608465608473,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333318,-0.17590909090909090909090909090909090909090909090909090909090909090909090909090889,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.76145469488391206081775220875282514896239983562769673310047257037189233614136156,AVAILABLE,123.53333333333333333333333333333333333333333333333333333333333333333333333333338,-162.23333333333333333333333333333333333333333333333333333333333333333333333333310,52.799999999999999999999999999999999999999999999999999999999999999999999999999963,10,0,1,0,0,2026-08,-0.17590909090909090909090909090909090909090909090909090909090909090909090909090889,,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,stop_first,2026-09,True,59,59,0,0,0,0,0,0,4,4,4,0,24,35,0,0.40677966101694915254237288135593220338983050847457627118644067796610169491525424,1.9666666666666666666666666666666666666666666666666666666666666666666666666666669,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333331,0.18700564971751412429378531073446327683615819209039548022598870056497175141242946,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.3050691244239631336405529953917050691244239631336405529953917050691244239631341,AVAILABLE,47.200000000000000000000000000000000000000000000000000000000000000000000000000006,-36.166666666666666666666666666666666666666666666666666666666666666666666666666658,14.033333333333333333333333333333333333333333333333333333333333333333333333333331,9,1,0,0,0,2026-09,0.18700564971751412429378531073446327683615819209039548022598870056497175141242946,,AVAILABLE,AVAILABLE,AVAILABLE
