entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,omitted_month,eligible_entries,executable_outcomes,unavailable_outcomes,atr_unavailable,path_unavailable,entry_unavailable,invalid_risk,ambiguous_outcomes,eligible_sessions,contributing_sessions,calendar_sessions,zero_outcome_sessions,wins,losses,zero_r_outcomes,win_rate,average_win_r,average_loss_r,mean_r,median_r,profit_factor,profit_factor_status,sum_positive_r,sum_negative_r,event_order_max_drawdown_r,longest_losing_streak,positive_months,negative_months,zero_months,empty_months,worst_month,worst_month_mean_r,lomo_minimum_mean_r,numeric_status,average_win_status,average_loss_status
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,stop_first,2026-09,3252,2252,1000,1000,0,0,0,1,163,160,166,6,908,1344,0,0.40319715808170515097690941385435168738898756660746003552397868561278863232682060,1.4676820332593104530761445933099969741644342310096296090228767723514923092966895,-1.0246928956537848344472938404246199486117310251479204237046876158508374142606858,-0.019774407441932915676742287213682041915124429858819433599612809239951362311263818,-1.0165739029141068374057962322958220053246453355485433158715954897400167542542078,0.96766455287589614156754237546129340616509776036257571066019749147595228620793950,AVAILABLE,1332.6552861994538913931392907254772525413062817567436849927721092951550168413941,-1377.1872517586868174971629215306892109341664977988050494591001557035254847663617,81.316961084029066329916674904082135495965326154915055684608778942867697815474420,21,4,4,0,0,2026-08,-0.17512665511980289264267675518100704901848718675151891412222068314637592100346338,-0.045947780469178443788367228390982721337035476568149118560081084402091973820388682,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,target_first,2026-01,2898,2002,896,896,0,0,0,1,147,144,150,6,818,1184,0,0.40859140859140859140859140859140859140859140859140859140859140859140859140859141,1.4675468834881843539106023095501689319853649904017050857032839631022319944005312,-1.0238222890590202794408367589322576004450130641352011301638146290225780523554499,-0.0058702495267458588207182983834939123690643885052364525517833361364169043802281384,-1.0160409539885701690462423991913535230763094798640830347846148909066935856880322,0.99030507725165545421346548733118979205782948366404693308983948677172642984900332,AVAILABLE,1200.4533506933348014988726892120381863640285621485947601052862818176257714196345,-1212.2055902458800108579507225757929989268954679360781381139565207627324139888527,85.450583863310561542106296293154077522156355134917395785594021085476862419013065,21,5,3,0,0,2026-08,-0.17512665511980289264267675518100704901848718675151891412222068314637592100346338,-0.033958602040466109442728832927181220494842660626403225081681570684332496398850283,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,target_first,2026-02,2614,1819,795,795,0,0,0,0,148,145,151,6,734,1085,0,0.40351841671247938427707531610775151181968114348543155579989004947773501924134140,1.4650125853199180568506046687536003363355574485066260295562783252515166950448866,-1.0259249004253185749762905085595621876504728292737720050619198064642796015619692,-0.020785750047636503639874312766345424260837741923133105991135073820302426350626563,-1.0167757299098159006975821583273509490561227382121574259358916114842089147394609,0.96603332071676723195060709856773723063279530481979953883459325029572760902133989,AVAILABLE,1075.3192376248198537283438268651426468702991672038635056943082907346132541629468,-1113.1285169614706538492752017871249736007630197620426254921829900137433676947366,85.450583863310561542106296293154077522156355134917395785594021085476862419013079,21,4,4,0,0,2026-08,-0.17512665511980289264267675518100704901848718675151891412222068314637592100346338,-0.054216897054597238626578624505273924523815136248077758653026321324166970851808577,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,target_first,2026-03,2894,1985,909,909,0,0,0,1,145,142,148,6,803,1182,0,0.40453400503778337531486146095717884130982367758186397984886649874055415617128463,1.4683731549082250219905073043347814807494830767909068502179596016019706743353899,-1.0267325418111111815051949727020843462347389825784899359127814325596465533784123,-0.017377441324649231174187955845357263580668295589257885906239845440362606852374790,-1.0170225292359521623746908832863624493801032922655394209768018596781186673180839,0.97157689376299843810122718450071960812839876260769979985367226061610036630212725,AVAILABLE,1179.1036433913046926583773653808295290418349106630982007250215600863824514913181,-1213.5978644207334165391404577338636972494614774077751042489076532855022260932833,85.450583863310561542106296293154077522156355134917395785594021085476862419013077,21,4,4,0,0,2026-08,-0.17512665511980289264267675518100704901848718675151891412222068314637592100346338,-0.047215724105032020973264051317767597068561811386973083149677273331090190811316264,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,target_first,2026-04,2974,2051,923,923,0,0,0,1,146,144,149,5,836,1215,0,0.40760604583130180399804973183812774256460263286201852754753778644563627498781082,1.4681571924736202171814774878279141441510757001936942043348492168544247412160805,-1.0239758691061680025888791807922073499725548233483564933462682671739694847501329,-0.0081673661901743644962325815886863509050974280869452874655202337035952414991549122,-1.0161383285302593659942363112391930835734870317002883704706458819523457548854322,0.98653576484178641264870482572403295698353602360531855623289207098966332135588955,AVAILABLE,1227.3794129079465015637151798241362245102992853619283548239339452902990836566433,-1244.1306809639941231454882046625319302166541103682531394157159446163729239714115,85.450583863310561542106296293154077522156355134917395785594021085476862419013061,20,5,3,0,0,2026-08,-0.17512665511980289264267675518100704901848718675151891412222068314637592100346338,-0.03578603053554532744820898561825465246154985451579919689215245474868038978077156,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,target_first,2026-05,3168,2193,975,975,0,0,0,1,149,147,150,3,888,1305,0,0.40492476060191518467852257181942544459644322845417236662106703146374829001367989,1.4673983436963681430686081416236233326141026051220650229340753497573472786270506,-1.0253548334599469400742805338117604873037150831347352548799761080330310647928874,-0.015977349960262583562249004497295903588702722363171804492890976013944895637891189,-1.0164133451341274251450790106184709730562884422810342618337112961617744279054230,0.97381463180831862588483334147756400773069584952895185220781385606403979346753434,AVAILABLE,1303.0497292023749110449240297617775193613231133483937403654589105845243834208209,-1338.0880576652307567969360966243474359313481834908295076183688209831055395547181,85.450583863310561542106296293154077522156355134917395785594021085476862419013079,21,4,4,0,0,2026-08,-0.17512665511980289264267675518100704901848718675151891412222068314637592100346338,-0.042499525233440999879624016663695450740212877288990603451604545495093557279632296,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,target_first,2026-06,2965,2067,898,898,0,0,0,1,146,143,149,6,819,1248,0,0.39622641509433962264150943396226415094339622641509433962264150943396226415094340,1.4675269964548153502804833129801385118713769586864470226907249663658265999895216,-1.0257130094148461944610268670018626573884645578570892595648823867901579966426132,-0.037825459919319922016277550405220684662866975830405072256056831766088628165728687,-1.0172054893846086180229054740849313303145909356382932919379053118399206169750147,0.93892207916216876428999883043973095486926191239055585196465535237245502297019247,AVAILABLE,1201.9046100964937718797158333307334412226577291642001115837037474536119853914182,-1280.0898357497280506873615300183245964208037682056473959369732187141171798099813,111.33279237768787951011605741211419337043002348988338692624074213647362215360313,21,4,4,0,0,2026-08,-0.17512665511980289264267675518100704901848718675151891412222068314637592100346338,-0.054216897054597238626578624505273924523815136248077758653026321324166970851808577,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,target_first,2026-07,2632,1812,820,820,0,0,0,1,145,142,148,6,755,1057,0,0.41666666666666666666666666666666666666666666666666666666666666666666666666666667,1.4680792738812543731374275050289696926297557919498333674602908119480470291906764,-1.0241179802926279723094986604035646471851770470882524045333968568633665571979094,0.014297542279823004960053908526657994404378302510950000463973005141389103797334834,-1.0160706022088242826568633360114115006805553657989408109754910899088467193396594,1.0239328602283627083388659592166964747894343603432763600068943361757224988774094,AVAILABLE,1108.3998517803470517187577662968721179354656229221241924325195630207755070389607,-1082.4927051693077667311400840465678320747321387722827915918004777045784509581902,54.195778208326547072364059277330953504254584178960768034051412127055819436041743,21,5,3,0,0,2026-08,-0.17512665511980289264267675518100704901848718675151891412222068314637592100346338,-0.014281898524768799510460713533805012090315369063787735747589625015177058609313139,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,target_first,2026-08,3091,2163,928,928,0,0,0,1,147,145,149,4,886,1277,0,0.40961627369394359685621821544151641239019879796578825705039297272306981044845123,1.4678280154408533062326342397009802132144000002423769154090467391719759759181782,-1.0237714522293918019381388261348548729034670677317831032368049825901168115242576,-0.0031717627444925112126164330093116984696112090978923142769230475548813932746045309,-1.0161383285302593659942363112391930835734870317002883704706458819523457548854322,0.99475236885892542305618121254179801761347728021027719345317846479769955152501860,AVAILABLE,1300.4956216805960293221139363750684689079584002147459470524154109063707146635059,-1307.3561444969333310750032809742096726977274454934870228333999627675791683164769,63.080256661731669204407140661742303412587025844053791211221462758045977448286884,21,5,3,0,0,2026-07,-0.11545558127432632595437630981907776719938849003384601966235410807990515481120698,-0.028610614603851266269539348742416230679268303956504814412690130331170017908162600,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,target_first,2026-09,3252,2252,1000,1000,0,0,0,1,163,160,166,6,909,1343,0,0.40364120781527531083481349911190053285968028419182948490230905861456483126110124,1.4676649505157144484214013856229338008517984489773331040210571500853973996944414,-1.0246756556798342216821127999526871060068093865692160506488972418734152674960647,-0.018664283108007516031982074069809928238392635897895810153786876735510864975562219,-1.0165487217219830388279801209175747010177443234061893660225001110250855208167468,0.96945660781977366951486656292600343756399354070406509845901495949517082721632122,AVAILABLE,1334.1074400187844336150538595312468249742847901203957915551409494276262363222472,-1376.1394055780173597190774903364587833671450061624571560214689958359967042472149,81.316961084029066329916674904082135495965326154915055684608778942867697815474418,21,4,4,0,0,2026-08,-0.17512665511980289264267675518100704901848718675151891412222068314637592100346338,-0.044713821930185353956185589694042938513738339351959582528491745803868874116538733,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,stop_first,2026-01,2898,2002,896,896,0,0,0,1,147,144,150,6,817,1185,0,0.40809190809190809190809190809190809190809190809190809190809190809190809190809191,1.4414609506003379339848690635243476693018379835515624728506919310528938646061506,-1.0509990205381010578373695669636588078455225624256103878217527182715409267700972,-0.033846275073513317418404051924347473265405896060300584040839991749031823596073890,-1.0320919644690786487695906018345139884419019225672111825051071975542205028621181,0.94559306118323385945076622214314518781077276114555305522235908908663615952932663,AVAILABLE,1177.6735966404760920656380248993920458196016325616265403190153076702142873832250,-1245.4338393376497535372829368519356872969442364743483095687769711517759982225652,103.74027622315946656129804909310454724615970321822322135522832238219581080687553,21,3,5,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.062641516296974670464408562901207104186118084093250492092237671608763760910856008,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,stop_first,2026-02,2614,1819,795,795,0,0,0,0,148,145,151,6,734,1085,0,0.40351841671247938427707531610775151181968114348543155579989004947773501924134140,1.4370704061881570585400673539743053292889643861028177719643010977781085719775944,-1.0548197043136894954849666725933229082080058568127587752549509197639977394016391,-0.049296152302499077313237714099293701873329574074972526954274184812977380659276135,-1.0335514598196318013951643166547018981122454764243148518717832229684178294789218,0.92165022571008228121907482254548861814348112749745310515536126248897232965048201,AVAILABLE,1054.8096781421072809684094378171401116980998593994682446217970057691316918315543,-1144.4793791803531026011888397637553554056863546418432711516217479439375472507784,104.74690175145130867233126078983880422134422617362536643070483793629047370939315,21,3,5,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.083591206079409400443141304272828260680972761255032097448761571544512607631866667,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,stop_first,2026-03,2894,1985,909,909,0,0,0,1,145,142,148,6,802,1183,0,0.40403022670025188916876574307304785894206549118387909319899244332493702770780856,1.4405292121380901360066786330128645041415418982004790363322150521292190223082788,-1.0554286845442685629584587815914075327197991231682703081506982658725010777735107,-0.046986249713411295164987644809228100194461340227344880304201298095483687211497942,-1.0340717005564805462365593459245689207066237081395279944763668230062733620882821,0.92530050675079709871305365938400802092265241522766102758145035382358167546961651,AVAILABLE,1155.3044281347482890773562636763173323215166023567841871384364718076336558912396,-1248.5721338158697099798567386226351112075223627080637745422760485271687750060632,108.34490639432690794205233378954133939976349128252992730471967248101973740499328,21,3,5,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.077748036343021474801390091362318336806827102778948659528079600918213671207028835,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,stop_first,2026-04,2974,2051,923,923,0,0,0,1,146,144,149,5,835,1216,0,0.40711847879083373963920039005363237445148707947342759629449049244271087274500244,1.4416670076399320883127208628224150112113689695948246928568934633586720413404295,-1.0512204118206233372634522212380045640431426984693242698785327457722508373253966,-0.036319877813034950936731341086639207954640873587040318691755132596082819926096405,-1.0323116148900244520112594230350242554111965639706500096940307040243408530492765,0.94172494673802078510027408556870679769876937151160742503185123508618352597227796,AVAILABLE,1203.7919513793432937411219204567165343614930896116786185355060419044911545192586,-1278.2840207738779781123579010254135498764615213386983121722958188590570181876823,103.74027622315946656129804909310454724615970321822322135522832238219581080687553,20,3,5,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.064648306652486595969523658262299830724477558993923725119365599041188269702336471,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,stop_first,2026-05,3168,2193,975,975,0,0,0,1,149,147,150,3,887,1306,0,0.40446876424988600091199270405836753305973552211582307341541267669858641130870953,1.4406610526026564951045554746323232376710154847364425037647807950439814108067617,-1.0531047899569680608032220602916854853797766095241678467456782010958153284467609,-0.044454401288300946763003786932088705924212274089073737806883340368045283887766565,-1.0328266902682548502901580212369419461125768845620685236674225923235488558108460,0.92911756437085137101158888723231533236246909632933119527279734005102348326649647,AVAILABLE,1277.8663536585563111577407059988707118141907349612245008393605652040115113855976,-1375.3548556838002874090080107409412439059882520385632078498557306311348189514697,112.56570273844946329081916358529409260555524800858904691137526118860792585604194,21,2,6,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.071672390580324010942761566091545860523131993143990753287517847850902916168892918,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,stop_first,2026-06,2965,2067,898,898,0,0,0,1,146,143,149,6,818,1249,0,0.39574262215771649733913884857281083696178035800677310111272375423318819545234640,1.4399949519047377803674985196102690897628110533969191908376813148675130040974081,-1.0539765416014695404004179147890941134180433199088895798858634297750611996459296,-0.067005723174726633584667724494619464070225769176353743189269525025363232223554141,-1.0344161490503631470838615146240055595758539328728562476739619774121288277783130,0.89478952238015640527778380427613074231469062366503773535347891217619810948138691,AVAILABLE,1177.9158706580755043406137890412001154259794416786798981052233155616256373516798,-1316.4167004602354559601219755715785476591361065662030852774434237890514383577661,153.57803051536543865906004537360199274691439581877352707310020398891041929625630,21,2,6,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.083591206079409400443141304272828260680972761255032097448761571544512607631866667,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,stop_first,2026-07,2632,1812,820,820,0,0,0,1,145,142,148,6,754,1058,0,0.41611479028697571743929359823399558498896247240618101545253863134657836644591611,1.4415904035845826674295611648611624903450961149092385444983850852365164483616237,-1.0520394393477749195967273359306307677173511873055512855931878172051415842932367,-0.014403180202632744862830244541551233181432166406019535102544346763082998961136776,-1.0322233542203367651069320446898385246551226478824086734796269089500853804103792,0.97655237289309263324625465285717454792589757661484746802122949811780576722554406,AVAILABLE,1086.9591643027753312418891183053165177202024706415658625517823542683334020646643,-1113.0577268299458649333375214146073522449575561692732601575927106030397961822444,61.394430329831185021674590177754472815013915715286820890323303893199767176029932,21,3,5,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.043877460765084418010462231317333549862520932512357189351741990939665272796923246,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,stop_first,2026-08,3091,2163,928,928,0,0,0,1,147,145,149,4,885,1278,0,0.40915395284327323162274618585298196948682385575589459084604715672676837725381415,1.44153461990395316125663335505700859989543650699878973357432041338723635465646,-1.0506562967027012438036836265705064575447166957364182027924853157859744447032454,-0.030966531932988276407298731175059936123294788930750600534222222712330636366057065,-1.0323116148900244520112594230350242554111965639706500096940307040243408530492765,0.95011642531994893450733871458461333789530773956856622379264250508155540940678074,AVAILABLE,1275.7581386149985477121205192254526109074613086939289142132735658477041738709671,-1342.7387471860521895811076747571072527421479371511424631687962335744753403307476,82.057809284259128908539014374878202348444359388463888856402763488255784749951295,21,3,5,0,0,2026-07,-0.14326648030922258764015610740350815416049577114953156935625220498361055790055360,-0.057032369033199274724900284611076312540985927668613657027142544668236393907135658,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,stop_first,2026-09,3252,2252,1000,1000,0,0,0,1,163,160,166,6,908,1344,0,0.40319715808170515097690941385435168738898756660746003552397868561278863232682060,1.4410592238891799078171810193147679769164252076048773163201813247689594902956513,-1.0523076413704795024252503514682048037034548459279065069819954771564766210857804,-0.046989207242694980000682107831020396597393083668684610197636446895243943850283606,-1.0331478058282136748115924645916440106492906710970866317431909794800335085084156,0.92517882717720352418126435230141355993230457507317828558534893138761705628790277,AVAILABLE,1308.4817752913753562980003655378093230401140885052286032187246428902152171884514,-1414.3014700019244512595364723732672561774433129271063453838019212983045787392889,105.81969471054909496153610683545793313732922442187774216507727840808936155083868,21,2,6,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.073697327224482945821658836424214268852187728459412066570152872509226105670868213,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,target_first,2026-01,2898,2002,896,896,0,0,0,1,147,144,150,6,818,1184,0,0.40859140859140859140859140859140859140859140859140859140859140859140859140859141,1.4414155309035906803294219590598180815226878353165412633786711343950571226710652,-1.0509612727840463158624257385671240136510990314203146306533062934262824638380671,-0.032597523824762068667155300675596224514157144811549335289591240500280574844825141,-1.0320819079771403380924847983827070461526189597281660695692297818133871713760644,0.94755425375670327556742190688344522391935748986846088598417845460905178264521013,AVAILABLE,1179.0779042791371765094671625109311906855586492889307534437529879351567263449313,-1244.3381469763108379811120744634748321629012532016525226935146514167184371842715,103.74027622315946656129804909310454724615970321822322135522832238219581080687553,21,3,5,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.061233858639317012806750905243549446528460426435592834434580013951106103253198356,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,target_first,2026-02,2614,1819,795,795,0,0,0,0,148,145,151,6,734,1085,0,0.40351841671247938427707531610775151181968114348543155579989004947773501924134140,1.4370704061881570585400673539743053292889643861028177719643010977781085719775944,-1.0548197043136894954849666725933229082080058568127587752549509197639977394016391,-0.049296152302499077313237714099293701873329574074972526954274184812977380659276135,-1.0335514598196318013951643166547018981122454764243148518717832229684178294789218,0.92165022571008228121907482254548861814348112749745310515536126248897232965048201,AVAILABLE,1054.8096781421072809684094378171401116980998593994682446217970057691316918315543,-1144.4793791803531026011888397637553554056863546418432711516217479439375472507784,104.74690175145130867233126078983880422134422617362536643070483793629047370939315,21,3,5,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.083591206079409400443141304272828260680972761255032097448761571544512607631866667,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,target_first,2026-03,2894,1985,909,909,0,0,0,1,145,142,148,6,803,1182,0,0.40453400503778337531486146095717884130982367758186397984886649874055415617128463,1.4404841043255409383825471996112783028486595505405833129055717958562591467658106,-1.0553946205199076094955041254096228900790857694038646257758153373875729390590266,-0.045726803869582579799748350098900644275065874232382663679516159556440866052807757,-1.0340450584719043247493817665727248987602065845310788419536037193562373346361677,0.92723894202339547074678057809004147447138622939952538706036602378319233378238412,AVAILABLE,1156.7087357734093735211854012878564771874736190840884002631741520725760948529459,-1247.4764414545307944236858762341742560734793794353679876670137287921112139677695,105.84490639432690794205233378954133939976349128252992730471967248101973740499327,21,3,5,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.076326774262293788616057516035428058239459280152456334343315530423614467113794048,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,target_first,2026-04,2974,2051,923,923,0,0,0,1,146,144,149,5,836,1215,0,0.40760604583130180399804973183812774256460263286201852754753778644563627498781082,1.4416223193995267681638170551055689942912082611710320952873728734084133893312977,-1.0511838093930362654783432416765042755081634058156399385160769540115221869542293,-0.035100960211864790039607986625400787671851990115562990559136897588769314319075440,-1.0322766570605187319884726224783861671469740634005767409412917639046915097708643,0.94363237762749047117884423384709844172475726440772099333985288908189428994192436,AVAILABLE,1205.1962590180043781849510580682556792274501063389828316602437221694335934809649,-1277.1883284125390625561870386369526947424185380660025252970334991239994571493886,103.74027622315946656129804909310454724615970321822322135522832238219581080687553,20,3,5,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.063278443638787965832537356892436817025847422007622355256351900411051283400966619,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,target_first,2026-05,3168,2193,975,975,0,0,0,1,149,147,150,3,888,1305,0,0.40492476060191518467852257181942544459644322845417236662106703146374829001367989,1.4406201140734430130648309049666777665316979185681629661757863124650382323730900,-1.0530721558026523922243962822624370795187320067171397861874279010697910022323187,-0.043314410408227987346679117529443927082443008243200504792747453455140587125340663,-1.0328266902682548502901580212369419461125768845620685236674225923235488558108460,0.93088021200048166272203683937049295166753885024205142164534504574291110531581949,AVAILABLE,1279.2706612972173956015698436104098566801477516885287139640982454689539503473039,-1374.2591633224613718528371483524803887719452687658674209745934108960772579131759,110.06570273844946329081916358529409260555524800858904691137526118860792585604194,21,2,6,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.070401419558463309366757498984275906278088780129247489433933709569255737724561449,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,target_first,2026-06,2965,2067,898,898,0,0,0,1,146,143,149,6,819,1248,0,0.39622641509433962264150943396226415094339622641509433962264150943396226415094340,1.4399513776516930265988314122744069112233656390793456791574615333657729869516314,-1.0539431154638594073749608278710878946515169257159513608991835769663412478521413,-0.065796240833168820328741261020986179116186098155550646914475137023428060477061640,-1.0344109787692172360458109481698626606291818712765865838758106236798412339500293,0.89660255636095314144256872474213729143390761632691377391970772743663697812956707,AVAILABLE,1179.3201782967365887844429266527392602919364584059841112299609958265680763133861,-1315.3210080988965404039511131831176925250931232935072984021811040539938773194724,151.07803051536543865906004537360199274691439581877352707310020398891041929625630,21,2,6,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.083591206079409400443141304272828260680972761255032097448761571544512607631866667,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,target_first,2026-07,2632,1812,820,820,0,0,0,1,145,142,148,6,755,1057,0,0.41666666666666666666666666666666666666666666666666666666666666666666666666666667,1.4415410224389886300473089482342459107101450163826093717569801781897693258627424,-1.0519981404622582302527593746699588430566836072815302490845131417861705157464055,-0.013023489253405371794397573459873528987171680754805407067224258462862248409260395,-1.0321412044176485653137266720228230013611107315978816219509821798176934386793188,0.97877754653876469984164941600634275477842334316268739403249091736954508828836085,AVAILABLE,1088.3634719414364156857182559168556625861594873688700756765200345332758410263705,-1111.9620344686069493771666590261464971109145728965774732823303908679822351439506,58.894430329831185021674590177754472815013915715286820890323303893199767176029932,21,3,5,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.042301168205185300734295774823008203078157754706556432731313239363372712897805970,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,target_first,2026-08,3091,2163,928,928,0,0,0,1,147,145,149,4,886,1277,0,0.40961627369394359685621821544151641239019879796578825705039297272306981044845123,1.4414926029951011649615684614412999500828649271120012723905318804883144614364258,-1.0506210296199790712802950762479611570932693452454555021875755002657930926330883,-0.029810729806312363323618657203723828864857433406016435023357682721577053379464370,-1.0322766570605187319884726224783861671469740634005767409412917639046915097708643,0.95193907325858882460743891170545759717554510076771124244531712834263429119247640,AVAILABLE,1277.1624462536596321559496568369917557734183254212331273380112461126466128326733,-1341.6430548247132740249368123686463976081049538784466762935339138394177792924538,79.557809284259128908539014374878202348444359388463888856402763488255784749951295,21,3,5,0,0,2026-07,-0.14326648030922258764015610740350815416049577114953156935625220498361055790055360,-0.055741713380127514270589494729816632623587889465206326103033097068855908620610103,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,target_first,2026-09,3252,2252,1000,1000,0,0,0,1,163,160,166,6,909,1343,0,0.40364120781527531083481349911190053285968028419182948490230905861456483126110124,1.4410187931023503198479972531896022749241706328190680047782863841090843301981932,-1.0522753370369214711119624795121417729288163288565975863801486236509657615048363,-0.045879082908769580355921894687148282920661289707760986751810514390803446514582003,-1.0330974434439660776559602418351494020354886468123787320450002220501710416334936,0.92688984410816218551008187046757580300840439277652088341127723102449657404787368,AVAILABLE,1309.8860829300364407418295031493484679060711052325328163434623231551576561501576,-1413.2057776405855357033656099848064010434003296544105585085396015632470177009951,103.31969471054909496153610683545793313732922442187774216507727840808936155083867,21,2,6,0,0,2026-08,-0.21560869988348428059520257875941242185589940764168102700496153234655312313818989,-0.072463368685489855989477197727274486028890591243222530538563533911003005967018263,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,NATURAL,0,stop_first,2026-01,2898,2002,896,896,0,0,0,1,147,144,150,6,659,1343,0,0.32917082917082917082917082917082917082917082917082917082917082917082917082917083,1.9800527463198032020375971726548638107506882081439099097273778791365127678151117,-0.99718904397728177756664325494810608861536604285279564420785703919500621835180603,-0.017167895223146412152460217090784828034831701490743216613791199444521197430727715,-1.0,0.97433580678311779774758361817312773629342270495299698495007125682638170019222245,AVAILABLE,1304.8547598247503101427765367795552512847035291668366305103420223509619139901586,-1339.2248860614894272720018913953064770104365955513045501711520036388933512464755,125.39258811739630401967797528685748687438278692832560046253018835152284814889718,21,5,3,0,0,2026-07,-0.18999748185259980958411300245014401033439301739365741434802039488257175612465985,-0.034259139396262308702120752669701699124396359140535641693916081764664109824658875,AVAILABLE,AVAILABLE,AVAILABLE
