entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,omitted_month,eligible_entries,executable_outcomes,unavailable_outcomes,atr_unavailable,path_unavailable,entry_unavailable,invalid_risk,ambiguous_outcomes,eligible_sessions,contributing_sessions,calendar_sessions,zero_outcome_sessions,wins,losses,zero_r_outcomes,win_rate,average_win_r,average_loss_r,mean_r,median_r,profit_factor,profit_factor_status,sum_positive_r,sum_negative_r,event_order_max_drawdown_r,longest_losing_streak,positive_months,negative_months,zero_months,empty_months,worst_month,worst_month_mean_r,lomo_minimum_mean_r,numeric_status,average_win_status,average_loss_status
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,stop_first,2026-02,2614,2614,0,0,0,0,0,47,148,148,151,3,1035,1579,0,0.39594491201224177505738332058148431522570772762050497322111706197398622800306044,1.4607729468599033816425120772946859903381642512077294685990338164251207729468731,-1.0300401097741186404897614523960312434029976778551826050242769685454929280134960,-0.043815353226217801581229278245345575108390716653914817648559041060953838306553936,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.92958006271391388108950054311069210747443280798475191113479392535814563564447884,AVAILABLE,1511.9000000000000000000000000000000000000000000000000000000000000000000000000137,-1626.4333333333333333333333333333333333333333333333333333333333333333333333333102,133.53333333333333333333333333333333333333333333333333333333333333333333333333208,18,3,5,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.056797472075249853027630805408583186360964138741916519694297472075249853027630106,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,stop_first,2026-03,2894,2894,0,0,0,0,0,58,145,145,148,3,1138,1756,0,0.39322736696613683483068417415342087076710435383552176917760884588804422944022115,1.4613063854715875805506736965436438195664909197422378441710603397773872290568399,-1.0308561123766135155656795747911921032649962034927866362946089597570235383447063,-0.050869615296014743146740382400368578668509560009214466712739000230361667818474302,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.91867306258113819042270119969432193792525618952039848634116249735293846847927584,AVAILABLE,1662.9666666666666666666666666666666666666666666666666666666666666666666666666838,-1810.1833333333333333333333333333333333333333333333333333333333333333333333333043,166.21666666666666666666666666666666666666666666666666666666666666666666666666472,18,3,5,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.063383045525902668759811616954474097331240188383045525902668759811616954474096350,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,stop_first,2026-04,2974,2974,0,0,0,0,0,62,146,146,149,3,1167,1807,0,0.39240080699394754539340954942837928715534633490248823133826496301277740416946873,1.4622107969151670951156812339331619537275064267352185089974293059125964010282931,-1.0300866998708725327430363401586423169156982106622394392178564840435344032466165,-0.052107150863035193902712396323694238959874467608159605469625644474333109168347078,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.91674576028366254185992371196790888415322075177736788381296896545548969395249703,AVAILABLE,1706.4000000000000000000000000000000000000000000000000000000000000000000000000181,-1861.3666666666666666666666666666666666666666666666666666666666666666666666666360,173.96666666666666666666666666666666666666666666666666666666666666666666666666430,18,2,6,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.064402587519025875190258751902587519025875190258751902587519025875190258751901602,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,stop_first,2026-05,3168,3168,0,0,0,0,0,58,149,149,150,1,1252,1916,0,0.39520202020202020202020202020202020202020202020202020202020202020202020202020202,1.4617944621938232161874334398296059637912673056443024494142705005324813631523063,-1.0302713987473903966597077244258872651356993736951983298538622129436325678496689,-0.045401936026936026936026936026936026936026936026936026936026936026936026936026285,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.92713610266801756163458291117865585950692333671057075312394461330631543397503511,AVAILABLE,1830.1666666666666666666666666666666666666666666666666666666666666666666666666875,-1973.9999999999999999999999999999999999999999999999999999999999999999999999999657,162.83333333333333333333333333333333333333333333333333333333333333333333333333136,18,3,5,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.056030002362390739428301441058351051263879045594141270966217812426175289392864678,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,stop_first,2026-06,2965,2965,0,0,0,0,0,47,146,146,149,3,1157,1808,0,0.39021922428330522765598650927487352445193929173693086003372681281618887015177066,1.4641457793143186401613367905502736963411120714491501008354940939210602131950601,-1.0300884955752212389380530973451327433628318584070796460176991150442477876106025,-0.056790331646992692523889825744800449690837549184935356942102304665542439572792799,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.90958798682703321878579610538373424971363115693012600229095074455899198167241861,AVAILABLE,1694.0166666666666666666666666666666666666666666666666666666666666666666666666845,-1862.3999999999999999999999999999999999999999999999999999999999999999999999999693,187.38333333333333333333333333333333333333333333333333333333333333333333333333074,18,2,6,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.064402587519025875190258751902587519025875190258751902587519025875190258751901602,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,stop_first,2026-07,2632,2632,0,0,0,0,0,46,145,145,148,3,1055,1577,0,0.40083586626139817629179331306990881458966565349544072948328267477203647416413374,1.4627962085308056872037914691943127962085308056872037914691943127962085308057008,-1.0296131896005072923272035510462904248573240329740012682308180088776157260621287,-0.030566109422492401215805471124620060790273556231003039513677811550151975683890268,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.95045266982817022849048469544866662560817885077292603313419966742624869126072314,AVAILABLE,1543.2500000000000000000000000000000000000000000000000000000000000000000000000143,-1623.6999999999999999999999999999999999999999999999999999999999999999999999999770,99.449999999999999999999999999999999999999999999999999999999999999999999999999194,17,3,5,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.041440653251676873724117818606007582385535141440653251676873724117818606007582031,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,stop_first,2026-08,3091,3091,0,0,0,0,0,63,147,147,149,2,1229,1862,0,0.39760595276609511484956324813976059527660951148495632481397605952766095114849563,1.4617032818009221589368049905071874152427447789530783835096284241931109302956496,-1.0301825993555316863587540279269602577873254564983888292158968850698174006444509,-0.039393939393939393939393939393939393939393939393939393939393939393939393939393361,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.93652034893824071177840336426510965140930733673930420880686754943870990164392860,AVAILABLE,1796.4333333333333333333333333333333333333333333333333333333333333333333333333534,-1918.1999999999999999999999999999999999999999999999999999999999999999999999999675,140.76666666666666666666666666666666666666666666666666666666666666666666666666497,18,3,5,0,0,2026-07,-0.10846833578792341678939617083946980854197349042709867452135493372606774668630308,-0.049562841530054644808743169398907103825136612021857923497267759562841530054644098,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,stop_first,2026-09,3252,3252,0,0,0,0,0,63,163,163,166,3,1281,1971,0,0.39391143911439114391143911439114391143911439114391143911439114391143911439114391,1.4619047619047619047619047619047619047619047619047619047619047619047619047619218,-1.0303568408591239641467951970235075257906308134618636901741924572974801285303385,-0.048626486264862648626486264862648626486264862648626486264862648626486264862647912,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.92213377102995486253590480098481739844070578580221583914649158801805498563810675,AVAILABLE,1872.7000000000000000000000000000000000000000000000000000000000000000000000000218,-2030.8333333333333333333333333333333333333333333333333333333333333333333333332972,163.93333333333333333333333333333333333333333333333333333333333333333333333333107,18,2,6,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.059331268639596237669190181234228033952741454462032576278963064923147510896993868,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,target_first,2026-01,2898,2898,0,0,0,0,0,60,147,147,150,3,1202,1696,0,0.41476880607315389924085576259489302967563837129054520358868184955141476880607315,1.4615917914586799778147531891292290626733222407099278979478646699944536882972983,-1.0320459905660377358490566037735849056603773584905660377358490566037735849056444,0.0022371750632620197837589141936968023924545663676098458707154359328272371750634831,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0037040211005417964026242370573504346749697679511716704278191980651488749869339,AVAILABLE,1756.8333333333333333333333333333333333333333333333333333333333333333333333333526,-1750.3499999999999999999999999999999999999999999999999999999999999999999999999729,86.316666666666666666666666666666666666666666666666666666666666666666666666666389,18,6,2,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.018730407523510971786833855799373040752351097178683385579937304075235109717868161,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,target_first,2026-02,2614,2614,0,0,0,0,0,47,148,148,151,3,1082,1532,0,0.41392501912777352716143840856924254016832440703902065799540933435348125478194338,1.4610289587184226740603820086260012322858903265557609365372766481823783117683444,-1.0299390774586597040905134899912967798085291557876414273281114012184508268059041,0.0011349145626115786789084417240499872481509818923743942871716398877837286406531267,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0018801757647456481324995774885921919891837079601149231029237789420314348487643,AVAILABLE,1580.8333333333333333333333333333333333333333333333333333333333333333333333333486,-1577.8666666666666666666666666666666666666666666666666666666666666666666666666451,86.316666666666666666666666666666666666666666666666666666666666666666666666666399,18,5,3,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.022626396237507348618459729570840681951793062904174015285126396237507348618459539,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,target_first,2026-03,2894,2894,0,0,0,0,0,58,145,145,148,3,1196,1698,0,0.41326883206634416033172080165860400829302004146510020732550103662750518313752592,1.4615663322185061315496098104793756967670011148272017837235228539576365663322344,-1.0307714958775029446407538280329799764428739693757361601884570082449941107184764,-0.00076595254549642939414881363741073485372034093526837134300852338170928357521287920,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.99873351425986763795648240727515116888063609960481835928200733228586392420133093,AVAILABLE,1748.0333333333333333333333333333333333333333333333333333333333333333333333333524,-1750.2499999999999999999999999999999999999999999999999999999999999999999999999729,86.316666666666666666666666666666666666666666666666666666666666666666666666666403,18,5,3,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.022174254317111459968602825745682888540031397174254317111459968602825745682888367,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,target_first,2026-04,2974,2974,0,0,0,0,0,62,146,146,149,3,1229,1745,0,0.41324815063887020847343644922663080026899798251513113651647612642905178211163416,1.4624355844860320043395714673176023867643070246813127203688635747219962028749824,-1.0299713467048710601719197707736389684813753581661891117478510028653295128939664,0.000011208249271463797354853171934543824254651423447657475902264066352835687065908473,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0000185463380255568537992173445353215007696730280606094326675197982158422819685,AVAILABLE,1797.3333333333333333333333333333333333333333333333333333333333333333333333333534,-1797.2999999999999999999999999999999999999999999999999999999999999999999999999714,86.316666666666666666666666666666666666666666666666666666666666666666666666666400,18,5,3,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.020643074581430745814307458143074581430745814307458143074581430745814307458142879,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,target_first,2026-05,3168,3168,0,0,0,0,0,58,149,149,150,1,1310,1858,0,0.41351010101010101010101010101010101010101010101010101010101010101010101010101010,1.4620101781170483460559796437659033078880407124681933842239185750636132315521802,-1.0301758162899174739863652673125224255471833512737710800143523501973448152134738,0.00036826599326599326599326599326599326599326599326599326599326599326599326599348911,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0006095224826721465640346905367280833130159172442617811988436487757305562328316,AVAILABLE,1915.2333333333333333333333333333333333333333333333333333333333333333333333333561,-1914.0666666666666666666666666666666666666666666666666666666666666666666666666343,86.316666666666666666666666666666666666666666666666666666666666666666666666666401,18,5,3,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.018822348216394991731632412000944956295771320576423340420505551618237656508386297,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,target_first,2026-06,2965,2965,0,0,0,0,0,47,146,146,149,3,1204,1761,0,0.40607082630691399662731871838111298482293423271500843170320404721753794266441821,1.4642441860465116279069767441860465116279069767441860465116279069767441860465277,-1.0300018928639030853681620291501041075146696952489116032557259133068332386901216,-0.017161326587970770095559302979201798763350196739741427768409218662169758291174633,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.97194707341725627124873656160985022512174951759625103372231921345217311403108392,AVAILABLE,1762.9500000000000000000000000000000000000000000000000000000000000000000000000194,-1813.8333333333333333333333333333333333333333333333333333333333333333333333333042,90.133333333333333333333333333333333333333333333333333333333333333333333333332964,18,5,3,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.022626396237507348618459729570840681951793062904174015285126396237507348618459539,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,target_first,2026-07,2632,2632,0,0,0,0,0,46,145,145,148,3,1101,1531,0,0.41831306990881458966565349544072948328267477203647416413373860182370820668693009,1.4629579170451105056009688162276718135028761731759006963366636391159551922494846,-1.0295014151970389723492270846940997169605922055301545830611800566078815588939551,0.013126899696048632218844984802431610942249240121580547112462006079027355623100508,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0219202706989531563920905149624616686052659405731204398857988791371470868140242,AVAILABLE,1610.7166666666666666666666666666666666666666666666666666666666666666666666666825,-1576.1666666666666666666666666666666666666666666666666666666666666666666666666452,63.899999999999999999999999999999999999999999999999999999999999999999999999999935,17,6,2,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.0086322543015456401283172936716243802857976086322543015456401283172936716243801124,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,target_first,2026-08,3091,3091,0,0,0,0,0,63,147,147,149,2,1292,1799,0,0.41798770624393400194111937884179877062439340019411193788417987706243934001941119,1.4619453044375644994840041279669762641898864809081527347781217750257997936016683,-1.0300722623679822123401889938854919399666481378543635352973874374652584769316118,0.011560444300657823789496387361156044430065782378949638736115604443006578237895187,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,1.0192830032558055870343388556113179716870829061212742611479862572626050042271796,AVAILABLE,1888.8333333333333333333333333333333333333333333333333333333333333333333333333555,-1853.0999999999999999999999999999999999999999999999999999999999999999999999999696,63.899999999999999999999999999999999999999999999999999999999999999999999999999935,18,6,2,0,0,2026-07,-0.045876288659793814432989690721649484536082474226804123711340206185567010309278152,-0.0067577413479052823315118397085610200364298724954462659380692167577413479052821596,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,target_first,2026-09,3252,3252,0,0,0,0,0,63,163,163,166,3,1344,1908,0,0.41328413284132841328413284132841328413284132841328413284132841328413284132841328,1.4621279761904761904761904761904761904761904761904761904761904761904761904762083,-1.0302585604472396925227113906359189378057302585604472396925227113906359189377879,-0.00019475194751947519475194751947519475194751947519475194751947519475194751947497432,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.99967781319948450111917520179068032286508851658414162653462660245540256392867357,AVAILABLE,1965.1000000000000000000000000000000000000000000000000000000000000000000000000239,-1965.7333333333333333333333333333333333333333333333333333333333333333333333332993,77.149999999999999999999999999999999999999999999999999999999999999999999999999734,18,5,3,0,0,2026-08,-0.14696969696969696969696969696969696969696969696969696969696969696969696969696940,-0.018897682954806148199128240422115164028446891488873594861206698784124799265886490,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,2026-01,2898,2898,0,0,0,0,0,60,147,147,150,3,1142,1756,0,0.39406487232574189095928226363008971704623878536922015182884748102139406487232574,1.4279918272037361354349095154699357851722124927028604786923525977816695855224605,-1.0654233105542900531511009870918754745634016704631738800303720577069096431283391,-0.082855992638601334253508166551644812514377731769036116862203818725557855992640280,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.87165599137662245107035001291724942763222363767560777885668979893633132299357186,AVAILABLE,1630.7666666666666666666666666666666666666666666666666666666666666666666666666499,-1870.8833333333333333333333333333333333333333333333333333333333333333333333333634,259.91666666666666666666666666666666666666666666666666666666666666666666666667144,18,2,6,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.095167189132706374085684430512016718913270637408568443051201671891327063740858487,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,2026-02,2614,2614,0,0,0,0,0,47,148,148,151,3,1035,1579,0,0.39594491201224177505738332058148431522570772762050497322111706197398622800306044,1.4274396135265700483091787439613526570048309178743961352657004830917874396135138,-1.0633734431074519738230947857293645767363310111885159383576103018788262613468592,-0.077148686559551134914562611578678908441724049987248150981892374394287171639888898,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.87989359167791630270785356944334153895021043436829984912252838878742158341933951,AVAILABLE,1477.3999999999999999999999999999999999999999999999999999999999999999999999999868,-1679.0666666666666666666666666666666666666666666666666666666666666666666666666907,219.66666666666666666666666666666666666666666666666666666666666666666666666666949,18,2,6,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.090130805408583186360964138741916519694297472075249853027630805408583186360965498,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,2026-03,2894,2894,0,0,0,0,0,58,145,145,148,3,1138,1756,0,0.39322736696613683483068417415342087076710435383552176917760884588804422944022115,1.4279730521382542472173403632103104862331575864089045108377270064440538957234769,-1.0641894457099468488990129081245254365983295368261199696279422930903568716780732,-0.084202948629348076480073715733701912001842893342547800046072333563695001151810045,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.86959856586070654549022056134780553499282038475602686335542217029512232102242573,AVAILABLE,1625.0333333333333333333333333333333333333333333333333333333333333333333333333167,-1868.7166666666666666666666666666666666666666666666666666666666666666666666666966,261.68333333333333333333333333333333333333333333333333333333333333333333333333818,18,2,6,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.096716378859236002093144950287807430664573521716378859236002093144950287807432304,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,2026-04,2974,2974,0,0,0,0,0,62,146,146,149,3,1167,1807,0,0.39240080699394754539340954942837928715534633490248823133826496301277740416946873,1.4288774635818337617823479005998286203941730934018851756640959725792630676949292,-1.0634200332042058660763696734919756502490315439955727725511898173768677365799843,-0.085440484196368527236045729657027572293207800941492938802958977807666442501683302,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.86776644462947543713572023313905079100749375520399666944213155703580349708573844,AVAILABLE,1667.4999999999999999999999999999999999999999999999999999999999999999999999999824,-1921.6000000000000000000000000000000000000000000000000000000000000000000000000316,272.10000000000000000000000000000000000000000000000000000000000000000000000000605,18,2,6,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.097735920852359208523592085235920852359208523592085235920852359208523592085237831,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,2026-05,3168,3168,0,0,0,0,0,58,149,149,150,1,1252,1916,0,0.39520202020202020202020202020202020202020202020202020202020202020202020202020202,1.4284611288604898828541001064962726304579339723109691160809371671991480298189402,-1.0636047320807237299930410577592205984690327070285316631871955462769659011830386,-0.078735269360269360269360269360269360269360269360269360269360269360269360269362348,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.87760075896362208845851871237895838785658204658466370060193666579429468725462028,AVAILABLE,1788.4333333333333333333333333333333333333333333333333333333333333333333333333131,-2037.8666666666666666666666666666666666666666666666666666666666666666666666667019,267.43333333333333333333333333333333333333333333333333333333333333333333333333983,18,2,6,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.089363335695724072761634774391684384597212378927474604299551145759508622726200900,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,2026-06,2965,2965,0,0,0,0,0,47,146,146,149,3,1157,1808,0,0.39021922428330522765598650927487352445193929173693086003372681281618887015177066,1.4308124459809853068280034572169403630077787381158167675021607605877268798616964,-1.0634218289085545722713864306784660766961651917404129793510324483775811209439703,-0.090123664980326025857223159078133783024170882518268690275435637998875772906129089,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.86101768377253814147018030513176144244105409153952843273231622746185852981967170,AVAILABLE,1655.4499999999999999999999999999999999999999999999999999999999999999999999999827,-1922.6666666666666666666666666666666666666666666666666666666666666666666666666983,285.21666666666666666666666666666666666666666666666666666666666666666666666667266,18,1,7,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.097735920852359208523592085235920852359208523592085235920852359208523592085237831,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,2026-07,2632,2632,0,0,0,0,0,46,145,145,148,3,1055,1577,0,0.40083586626139817629179331306990881458966565349544072948328267477203647416413374,1.4294628751974723538704581358609794628751974723538704581358609794628751974723409,-1.0629465229338406256605368843796237581906573663073346015641513422109490593954918,-0.063899442755825734549138804457953394123606889564336372847011144883485309017225794,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.89966791282214444797963728921412663060769965001590836780146356983773464842505055,AVAILABLE,1508.0833333333333333333333333333333333333333333333333333333333333333333333333196,-1676.2666666666666666666666666666666666666666666666666666666666666666666666666906,186.18333333333333333333333333333333333333333333333333333333333333333333333333820,17,2,6,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.074773986585010207057451151939340915718868474773986585010207057451151939340917393,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,2026-08,3091,3091,0,0,0,0,0,63,147,147,149,2,1229,1862,0,0.39760595276609511484956324813976059527660951148495632481397605952766095114849563,1.4283699484675888256034716571738540819094114456197450501762950908597775969622841,-1.0635159326888650196920873612602935911206587898317221625492302184031507339778196,-0.072727272727272727272727272727272727272727272727272727272727272727272727272729369,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.88647993536224077565311069216267169404793967142472394290331268516024777807700187,AVAILABLE,1755.4666666666666666666666666666666666666666666666666666666666666666666666666472,-1980.2666666666666666666666666666666666666666666666666666666666666666666666667001,242.80000000000000000000000000000000000000000000000000000000000000000000000000639,18,2,6,0,0,2026-07,-0.14180166912125675012272950417280314187530682376043200785468826705940108001963703,-0.082896174863387978142076502732240437158469945355191256830601092896174863387980091,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,2026-09,3252,3252,0,0,0,0,0,63,163,163,166,3,1281,1971,0,0.39391143911439114391143911439114391143911439114391143911439114391143911439114391,1.4285714285714285714285714285714285714285714285714285714285714285714285714285549,-1.0636901741924572974801285303568408591239641467951970235075257906308134618637090,-0.081959819598195981959819598195981959819598195981959819598195981959819598195984117,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.87286949885525311625540574917323836174001526329178326125667769015517679979646390,AVAILABLE,1829.9999999999999999999999999999999999999999999999999999999999999999999999999788,-2096.5333333333333333333333333333333333333333333333333333333333333333333333333704,271.63333333333333333333333333333333333333333333333333333333333333333333333334029,18,1,7,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.092664601972929571002523514567561367286074787795365909612296398256480844230330083,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-01,2898,2898,0,0,0,0,0,60,147,147,150,3,1202,1696,0,0.41476880607315389924085576259489302967563837129054520358868184955141476880607315,1.4282584581253466444814198557958957293399889073765945646145313366611203549639334,-1.0653793238993710691823899371069182389937106918238993710691823899371069182390103,-0.031096158270071313549574419139636530940878766965723487462617897400506096158270364,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.95012590740962799664246907658675620082462435316797801001724885391973287336387033,AVAILABLE,1716.7666666666666666666666666666666666666666666666666666666666666666666666666479,-1806.8833333333333333333333333333333333333333333333333333333333333333333333333614,116.61666666666666666666666666666666666666666666666666666666666666666666666666696,18,2,6,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.052063740856844305120167189132706374085684430512016718913270637408568443051202284,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-02,2614,2614,0,0,0,0,0,47,148,148,151,3,1082,1532,0,0.41392501912777352716143840856924254016832440703902065799540933435348125478194338,1.4276956253850893407270486752926678989525569932224276032039433148490449784349833,-1.0632724107919930374238468233246301131418624891209747606614447345517841601392662,-0.032198418770721754654424891609283346085182351440958939046161693445549604692680704,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.94833019562904149954980764508471801587951215519358271261357125317180977326673729,AVAILABLE,1544.7666666666666666666666666666666666666666666666666666666666666666666666666519,-1628.9333333333333333333333333333333333333333333333333333333333333333333333333558,116.61666666666666666666666666666666666666666666666666666666666666666666666666689,18,2,6,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.055959729570840681951793062904174015285126396237507348618459729570840681951793717,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,2026-03,2894,2894,0,0,0,0,0,58,145,145,148,3,1196,1698,0,0.41326883206634416033172080165860400829302004146510020732550103662750518313752592,1.4282329988851727982162764771460423634336677814938684503901895206243032329988696,-1.0641048292108362779740871613663133097762073027090694935217903415783274440518422,-0.034099285878829762727482146970744068187053674268601704676341856715042616908546795,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.94538377101954598703083635424449548477553015837876230271835883812528248978422206,AVAILABLE,1708.1666666666666666666666666666666666666666666666666666666666666666666666666481,-1806.8500000000000000000000000000000000000000000000000000000000000000000000000280,116.68333333333333333333333333333333333333333333333333333333333333333333333333435,18,2,6,0,0,2026-08,-0.18030303030303030303030303030303030303030303030303030303030303030303030303030332,-0.055507587650444793301936159079016221873364730507587650444793301936159079016222637,AVAILABLE,AVAILABLE,AVAILABLE
