entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,bootstrap_draws,bootstrap_seed,bootstrap_valid_draws,bootstrap_null_draws,mean_r_ci_low,mean_r_ci_high,bootstrap_probability_mean_above_zero,bootstrap_status,bootstrap_unit
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,target_first,10000,20260908,10000,0,-0.049222424448049428834453890781217330383510270811697770637016180239991876141502603,0.081484438250405199321287052879363226337811194618986618504197242338925393570523165,0.6845,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.11374455963066236410139517891612971899547888676120702537191385284653609900668443,0.0095757652600646293052365364968568640056008970766806532314621262475764324094223731,0.0516,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.082555757781382762167787224114550663716843604145031103970349513573325209474835928,0.048151104917071865987953719546029893004477861285653285170863909005592060237189839,0.3102,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.14707789296399569743472851224946305232881222009454035870524718617986943234001776,-0.023757568073268704028096796836476469327732436256652680101871207085756900923910954,0.0048,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.11588909111471609550112055744788399705017693747836443730368284690665854280816925,0.014817771583738532654620386212696559671144527952319951837530575672258726903856515,0.0632,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.047686946496096227691319715859593160206657139172476595789479225062047147936718488,0.063434910412211071954715867374006793405453297231267845174098198852578276084289400,0.5911,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0,target_first,10000,20260908,10000,0,-0.0043683862662103181501023445856561934235590187465002276745755806764831991260017980,0.11377389978231191897109086651039783015399304757000155427065173244057470134403826,0.9645,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.081020279829429561024653049192926493539990472505809929122812558395380481270051813,0.030101577078877738621382534040673460072119963897934511840764865519244942750956073,0.1805,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.037701719599543651483435677918989526756892352079833561007908914009816532459335124,0.080440566448978585637757533177064496820659714236668220937318399107241368010704934,0.7497,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.11435361316276289435798638252625982687332380583914326245614589172871381460338514,-0.0032317562544555947119507992926598732612133694353988214925684678140883905823772541,0.0198,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R_BE1R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.071035052932876984816769011252322860090225685413166894341242247343149865792668451,0.047107233115645252304424199843731163487326380903334887603985065773908034677371607,0.3405,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.036949741828787839995347195025544594701807987715583388095457098577828436034836612,0.046893854902039963134341121362129086814826075802635704580653130255494218362518647,0.5792,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0,target_first,10000,20260908,10000,0,0.0027641723568991253438133797391943464325494346179977622137414220298186281814576930,0.089327198403799607679739327063075547399122663283411594515006952214643189872706588,0.9821,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.061949741828787839995347195025544594701807987715583388095457098577828436034836612,0.021893854902039963134341121362129086814826075802635704580653130255494218362518647,0.1675,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.022235827643100874656186620260805653567450565382002237786258577970181371818542307,0.064327198403799607679739327063075547399122663283411594515006952214643189872706588,0.8232,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.086949741828787839995347195025544594701807987715583388095457098577828436034836612,-0.0031061450979600368656588786378709131851739241973642954193468697445057816374813533,0.0191,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.047235827643100874656186620260805653567450565382002237786258577970181371818542307,0.039327198403799607679739327063075547399122663283411594515006952214643189872706588,0.4183,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1.5R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.039421952252743588766528217048355752010059825477270129177304424036886026749990473,0.069798477118176379051654490532596972394424493597082503644880518229709059600927040,0.6985,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1.5R,NATURAL,0,target_first,10000,20260908,10000,0,-0.014593158568113202223413560565446798905222764594678479726870009311249682571033548,0.097722446958313359637154762343744238356871566060695453372174490209815996165050333,0.93,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1.5R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.064421952252743588766528217048355752010059825477270129177304424036886026749990473,0.044798477118176379051654490532596972394424493597082503644880518229709059600927040,0.3557,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1.5R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.039593158568113202223413560565446798905222764594678479726870009311249682571033548,0.072722446958313359637154762343744238356871566060695453372174490209815996165050333,0.7173,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1.5R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.089421952252743588766528217048355752010059825477270129177304424036886026749990473,0.019798477118176379051654490532596972394424493597082503644880518229709059600927040,0.1048,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_1.5R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.064593158568113202223413560565446798905222764594678479726870009311249682571033548,0.047722446958313359637154762343744238356871566060695453372174490209815996165050333,0.3883,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.069817055856672297099251861722667295592869725667503528822124143285344176359943866,0.065853466447496727126867928662517666912961112896413766104971394812257434021072361,0.4595,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,NATURAL,0,target_first,10000,20260908,10000,0,-0.059007280314539392792963208171758252151707178662631230492764589047574009268892462,0.078608168146604590623513804410402743360616755525518760481589947685915246176566294,0.5957,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.094817055856672297099251861722667295592869725667503528822124143285344176359943866,0.040853466447496727126867928662517666912961112896413766104971394812257434021072361,0.21,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.084007280314539392792963208171758252151707178662631230492764589047574009268892462,0.053608168146604590623513804410402743360616755525518760481589947685915246176566294,0.3179,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.11981705585667229709925186172266729559286972566750352882212414328534417635994387,0.015853466447496727126867928662517666912961112896413766104971394812257434021072361,0.0654,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.10900728031453939279296320817175825215170717866263123049276458904757400926889246,0.028608168146604590623513804410402743360616755525518760481589947685915246176566294,0.1205,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R_BE1R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.032833503459613621919243212514331886571301734517570334032761335364548900876041557,0.080153191339501542052179711594565307993665082937401016920896890889389013920146703,0.7766,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R_BE1R,NATURAL,0,target_first,10000,20260908,10000,0,-0.017142084739176586549397224960194101144893471832587762529380544393054818409280461,0.099026552421118073828463656136401660912284971177392124355483900406102179567128538,0.9151,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R_BE1R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.057833503459613621919243212514331886571301734517570334032761335364548900876041557,0.055153191339501542052179711594565307993665082937401016920896890889389013920146703,0.4542,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R_BE1R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.042142084739176586549397224960194101144893471832587762529380544393054818409280461,0.074026552421118073828463656136401660912284971177392124355483900406102179567128538,0.6904,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R_BE1R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.082833503459613621919243212514331886571301734517570334032761335364548900876041557,0.030153191339501542052179711594565307993665082937401016920896890889389013920146703,0.1684,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R_BE1R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.067142084739176586549397224960194101144893471832587762529380544393054818409280461,0.049026552421118073828463656136401660912284971177392124355483900406102179567128538,0.3609,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.032692896887322515152566982739469674458882979771496901302259554725413049880513008,0.067326142597814281919073120842963222639977325592545499328431876426572907658315723,0.7472,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1R,NATURAL,0,target_first,10000,20260908,10000,0,-0.021499737131938879221468742329558880877100319036827314088699640631726925847287091,0.079429532950519963521169110704887409704531642502753824962440844767652559047688654,0.8709,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.060403531646477240138156227148021457084110579561042034620934369905464091236328244,0.040025396436064651258267559397284154511738907834068107952161244717441554197846755,0.3403,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.049634202260911684410530696488835193072189870726604188057604558553331374314047337,0.052080043796379312351923533034526510522815533561885375848540392902954826605447944,0.5257,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.088288297967800527654101345967932797919431302671769540776625633712803431367142856,0.012806089646239544913495616731760831367272194561107024757161403411234844826213572,0.0691,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.077544751429981097501390370129267925021678236109068598039667915011509353513733254,0.024773048525292641701885745396808312345309528588018286878850785459491339494512610,0.1591,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.048859250078411300606674012285313512087069308628853129750479597209652481576199644,0.077649416110334980550364790161445077831722871337146150561495772901678700689128252,0.6597,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0,target_first,10000,20260908,10000,0,-0.047999400637586958094406685135843351856077174620598764802764935547756447364359103,0.078586203136098837656517393275782043909698384464210493244125188415828819289631193,0.6723,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.076150014152549053913967536934739037250391241579542062071945424631387576229332613,0.050455505839625242490352206244526750780940615037095388005292292808086642951581982,0.3308,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.075366752663248404999280222075268581533396575155050378438953823064783745296928044,0.051420396290893065761938910692636098815601208173700157684198212134652137173049347,0.343,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.10358089863901515475807233376539134023013436485392444183988069422764083358042916,0.022766326777298074356764136430102312796883576617499908281144887389679028620368435,0.1,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_1.5R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.10261249398982711080049100505298239653511411897482801781087104106487655382890831,0.023870195212337945494788419733746488586404711423062270697331860931233314244314336,0.1058,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.088788738479621105627548703798573766863648178609129288380669589763237011509121748,0.054158773495805721621488503201529823502610321180908167697207375190167627210230504,0.3115,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,NATURAL,0,target_first,10000,20260908,10000,0,-0.087063183424092656410450359565042464101236824032945783706293607312107520980382116,0.055582270914618013658306234642916843147032537558328910644173510139026253777622641,0.324,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.11632032770833399335445157576396211118060034086356257160209868900160660968976420,0.026720882456191840688768874947294962435906864017748049395209875402769633133099523,0.1092,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.11473782196436963644082991790731508009587686224184237149396528012053492633988957,0.028257429545870444900630542954638590610989792578844095345184431277545727617063163,0.1159,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.14397172948414997668258790763141896062504133639180159213997722540828962163271209,-0.00035915386312509028082054710666601009430022546006056162818387785183589137189757435,0.0242,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.14203705347218844951157034983364103328893458525824587471876004300115337925850602,0.00089873270024633308695640221040252446937556140066149863420597966226217778597183040,0.0267,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R_BE1R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.062062359078507557476140960342043803356605952042526840733819091642035723596723995,0.059336256889892956777083986471363305854151612219761584067734400449401061629860375,0.4609,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R_BE1R,NATURAL,0,target_first,10000,20260908,10000,0,-0.055800250737985056516768694078061672707338348876019379179887192274802066621509107,0.068162164160434784045108930147610750008360688016820457546954392249226539501427016,0.5577,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R_BE1R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.089410449580950118567635124365575198087282649475988244146841464783274248199342748,0.031844393107670343505311953539159765403020072643614592730189888506148858072620355,0.1637,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R_BE1R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.083286550869150542922703565426795698532032813860235328210792022308193598398912307,0.040789168543873281658514120646125569985239102155196917723315955202514836236381267,0.2305,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R_BE1R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.11721570148405123821254807907203764003344840900916652471367704690537757740729468,0.0048094458966674370193427434313609855581194499085771528329195571264421879932499737,0.0354,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R_BE1R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.11115359242818683010315504855498713841851482383576533920132919392633088885544947,0.013458185513344570458998617719857696184969119420728396461077538343245360601548770,0.0578,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.13716119647974032594217204902123395695736317444604249624930082293694188426422838,-0.056369513124673218775854447133206254383334809189109599811780919480588526403750296,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1R,NATURAL,0,target_first,10000,20260908,10000,0,0.012873760976817223960468396589050227820117059856641621078632319678969433206599252,0.091134944528791964224121124504737424604614752451193579057553935256696729842325793,0.9944,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.17716119647974032594217204902123395695736317444604249624930082293694188426422838,-0.096369513124673218775854447133206254383334809189109599811780919480588526403750296,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.027126239023182776039531603410949772179882940143358378921367680321030566793400748,0.051134944528791964224121124504737424604614752451193579057553935256696729842325793,0.7297,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.21716119647974032594217204902123395695736317444604249624930082293694188426422838,-0.13636951312467321877585444713320625438333480918910959981178091948058852640375029,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.067126239023182776039531603410949772179882940143358378921367680321030566793400748,0.011134944528791964224121124504737424604614752451193579057553935256696729842325793,0.0833,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1.5R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.10769783153467151908732610080144388265253484052868556325161225777513116634461664,-0.010254550584982107712298797570428421561842061695483035236217769856159089936304910,0.0097,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1.5R,NATURAL,0,target_first,10000,20260908,10000,0,-0.011046514345739484141684199341085121033875359058727761308457108233669462568032662,0.082854227959683418094471940421780855306611368811352898906713915686767285526114724,0.9313,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1.5R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.14769783153467151908732610080144388265253484052868556325161225777513116634461664,-0.050254550584982107712298797570428421561842061695483035236217769856159089936304910,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1.5R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.051046514345739484141684199341085121033875359058727761308457108233669462568032662,0.042854227959683418094471940421780855306611368811352898906713915686767285526114724,0.4366,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.18769783153467151908732610080144388265253484052868556325161225777513116634461664,-0.090254550584982107712298797570428421561842061695483035236217769856159089936304910,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_1.5R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.091046514345739484141684199341085121033875359058727761308457108233669462568032662,0.0028542279596834180944719404217808553066113688113528989067139156867672855261147236,0.0336,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.11199919435359671775292493408263568923693013293828655586213152503906508420695929,-0.0062824066530531905673352714041671492943645554978652330666528425893900746905175200,0.0144,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R,NATURAL,0,target_first,10000,20260908,10000,0,-0.049299271753657632942672389613377826359931428593161051212724439355220868323946336,0.064292941077891868359263286938116029939214432610354858746873741982844516821226313,0.6,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.15199919435359671775292493408263568923693013293828655586213152503906508420695929,-0.046282406653053190567335271404167149294364555497865233066652842589390074690517520,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.089299271753657632942672389613377826359931428593161051212724439355220868323946336,0.024292941077891868359263286938116029939214432610354858746873741982844516821226313,0.1289,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.19199919435359671775292493408263568923693013293828655586213152503906508420695929,-0.086282406653053190567335271404167149294364555497865233066652842589390074690517520,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.12929927175365763294267238961337782635993142859316105121272443935522086832394634,-0.015707058922108131640736713061883970060785567389645141253126258017155483178773687,0.0057,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.12259030946516279642875092133092923129465320407101060119651550985565106541944088,-0.031214547887378831172586145992173288865478873788311725861459921732888654788737883,0.0001,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0,target_first,10000,20260908,10000,0,-0.042825027932023395990090804848169364379863153082050327350932537182597386574671770,0.059046713132210476145946296516950699158837485350921779578317705136113880463521721,0.618,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.16259030946516279642875092133092923129465320407101060119651550985565106541944088,-0.071214547887378831172586145992173288865478873788311725861459921732888654788737883,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.082825027932023395990090804848169364379863153082050327350932537182597386574671770,0.019046713132210476145946296516950699158837485350921779578317705136113880463521721,0.1095,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.20259030946516279642875092133092923129465320407101060119651550985565106541944088,-0.11121454788737883117258614599217328886547887378831172586145992173288865478873789,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.12282502793202339599009080484816936437986315308205032735093253718259738657467177,-0.020953286867789523854053703483049300841162514649078220421682294863886119536478279,0.0023,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.11378571615331385351177496028904431911633844190041088017472903197724654516821945,-0.032467422371521081721454943860758648026330439894713870245088651455700994517460840,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0,target_first,10000,20260908,10000,0,-0.023688211474031104643820744688996319093561128323410656431960903519442937995350789,0.054362344625169766459271272136469585350296242007331980399538725316569429191143110,0.7796,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.14711904948664718684510829362237765244967177523374421350806236531057987850155277,-0.065800755704854415054788277194091981359663773228047203578421984789034327850794160,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.057021544807364437977154078022329652426894461656743989765294236852776271328684110,0.021029011291836433125937938803136252016962908673998647066205391983236095857809790,0.1837,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.18045238281998052017844162695571098578300510856707754684139569864391321183488609,-0.099134089038187748388121610527425314692997106561380536911755318122367661184127478,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.090354878140697771310487411355662985760227794990077323098627570186109604662017430,-0.012304322041496900207395394530197081316370424659334686267127941350097237475523529,0.0046,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1.5R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.093050393060110110867888586368733061778065863886414513993037324206108118857844720,0.0033408017637988662464485314788177822128157049544891817790669455820333811774154407,0.0342,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1.5R,NATURAL,0,target_first,10000,20260908,10000,0,-0.038216296979784821730110483909876007140444830414435277657162155642398803493028417,0.059844681591355194909970812628206206275158667143872126847100264889866177396741767,0.6663,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1.5R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.12638372639344344420122191970206639511139919721974784732637065753944145219117804,-0.029992531569534467086884801854515551120517628378844151554266387751299952155917879,0.0004,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1.5R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.071549630313118155063443817243209340473778163747768610990495488975732136826361735,0.026511348258021861576637479294872872941825333810538793513766931556532844063408448,0.1861,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.15971705972677677753455525303539972844473253055308118065970399087277478552451136,-0.063325864902867800420218135187848884453850961712177484887599721084633285489251199,0,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_1.5R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.10488296364645148839677715057654267380711149708110194432382882230906547015969506,-0.0068219850753114717566958540384604603915079995227945398195664017768004892699248708,0.012,AVAILABLE,WHOLE_SESSION
MOMENTUM_AWAY_025,USD030_TARGET_2R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.10093620219767404340477485609570612157720056089219925136844822500156831643728299,0.011248626898422868926625002630305325842223765334680049660164551901184689518759337,0.0582,AVAILABLE,WHOLE_SESSION
