entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,bootstrap_draws,bootstrap_seed,bootstrap_valid_draws,bootstrap_null_draws,mean_r_ci_low,mean_r_ci_high,bootstrap_probability_mean_above_zero,bootstrap_status,bootstrap_unit
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.14662795905359922675259530122591702481754642862559686068172072366470735040048094,-0.045465856025047630177828390032043355012651553654274213932200718053807832276545841,0.0003,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.061116081101996594954341433214672651292369602228757158334623123355517721714904813,0.042852700663230734481838155274019013983285764152686803145725960452557442352313094,0.3755,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.065779949139795330108480309960464823642679261736914032207561139057886404405933495,0.048938264099029874786778413261722566369344676985799310297480420581230163131017074,0.3851,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0,target_first,10000,20260908,10000,0,0.000017015093975383042263605479104123304840352148359346931894008080603868493764564055,0.12378023020672602332735933142293058337566249125463624078741817693907476447417602,0.975,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.10577994913979533010848030996046482364267926173691403220756113905788640440593350,0.0089382640990298747867784132617225663693446769857993102974804205812301631310170736,0.0477,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.039982984906024616957736394520895876695159647851640653068105991919396131506235436,0.083780230206726023327359331422930583375662491254636240787418176939074764474176019,0.7535,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.14577994913979533010848030996046482364267926173691403220756113905788640440593350,-0.031061735900970125213221586738277433630655323014200689702519579418769836868982926,0.0018,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.079982984906024616957736394520895876695159647851640653068105991919396131506235436,0.043780230206726023327359331422930583375662491254636240787418176939074764474176019,0.2893,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R_BE1R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.057193751687521168551760984987620869449069060760302823586656299045447389887753009,0.054330933025307062001761913357679211428060090193918467536514960063811503041691930,0.479,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R_BE1R,NATURAL,0,target_first,10000,20260908,10000,0,0.021804189506017469772818375889103299120918048680444854620540500228393508031061517,0.14541056946459847646561225188454003529440347378208908413452512683236041814370874,0.9959,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R_BE1R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.097193751687521168551760984987620869449069060760302823586656299045447389887753009,0.014330933025307062001761913357679211428060090193918467536514960063811503041691930,0.0717,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R_BE1R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.018195810493982530227181624110896700879081951319555145379459499771606491968938483,0.10541056946459847646561225188454003529440347378208908413452512683236041814370874,0.9125,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R_BE1R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.13719375168752116855176098498762086944906906076030282358665629904544738988775301,-0.025669066974692937998238086642320788571939909806081532463485039936188496958308070,0.0024,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R_BE1R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.058195810493982530227181624110896700879081951319555145379459499771606491968938483,0.065410569464598476465612251884540035294403473782089084134525126832360418143708740,0.5407,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.061947069025041478935753471235103609178958696949736367677297145038919018228093005,0.025723598176529539732590256899122485395126005230867003984258512380533352887976339,0.2007,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0,target_first,10000,20260908,10000,0,0.0074948198168250615166323746007850464624250878788386831461289084909621762078390179,0.096832724901572372093482781957487168594053341105452174299644820755509230214441322,0.9867,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.095280402358374812269086804568436942512292030283069701010630478372252351561426330,-0.0076097351568037936007430764342108479382073281024663293490748209527999804453569882,0.0098,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.025838513516508271816700958732548286870908245454494650187204424842371157125494308,0.063499391568239038760149448624153835260720007772118840966311487422175896881107995,0.783,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.12861373569170814560242013790177027584562536361640303434396381170558568489475966,-0.040943068490137126934076409767544181271540661435799662682408154286133313778690315,0.0003,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.059171846849841605150034292065881620204241578787827983520537758175704490458827633,0.030166058234905705426816115290820501927386674438785507632978154088842563547774669,0.2553,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.063930817166908042886917408862409772990723637236112195136052356959295586139512566,0.038679325713521117337713669006484234840922335310470375515191208342356331856202454,0.308,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0,target_first,10000,20260908,10000,0,-0.020671419035981939409911585732283233845240764195254527576114159940532697707484306,0.089345148631105020213595515821253026088637883915253703978141894761485768151681607,0.8842,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,stop_first,10000,20260908,10000,0,-0.097264150500241376220250742195743106324056970569445528469385690292628919472845893,0.0053459923801877840043803356731509015075890019771370421818578750090229985228691273,0.038,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.01,target_first,10000,20260908,10000,0,-0.054004752369315272743244919065616567178574097528587860909447493273866031040817630,0.056011815297771686880262182487919692755304550581920370644808561428152434818348282,0.5122,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,stop_first,10000,20260908,10000,0,-0.13059748383357470955358407552907643965739030390277886180271902362596225280617921,-0.027987340953145549328952997660182431825744331356196291151475458324310334810464199,0.0016,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_1.5R,NATURAL,0.02,target_first,10000,20260908,10000,0,-0.087338085702648606076578252398949900511907430861921194242780826607199364374150957,0.022678481964438353546928849154586359421971217248587037311475228094819101485014958,0.1253,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,NATURAL,0,stop_first,10000,20260908,10000,0,-0.080411226297329030768061845582796385662145553427873692038580519513202765673351103,0.042909098593397962638569869830190197338934230410013986564795459580909765742755701,0.2795,AVAILABLE,WHOLE_SESSION
