entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,atr_reference_model,eligible_entries,executable_outcomes,unavailable_outcomes,atr_unavailable,path_unavailable,entry_unavailable,invalid_risk,ambiguous_outcomes,eligible_sessions,contributing_sessions,calendar_sessions,zero_outcome_sessions,wins,losses,zero_r_outcomes,win_rate,average_win_r,average_loss_r,mean_r,median_r,profit_factor,profit_factor_status,sum_positive_r,sum_negative_r,event_order_max_drawdown_r,longest_losing_streak,positive_months,negative_months,zero_months,empty_months,worst_month,worst_month_mean_r,lomo_minimum_mean_r,numeric_status,average_win_status,average_loss_status,bootstrap_draws,bootstrap_seed,bootstrap_valid_draws,bootstrap_null_draws,mean_r_ci_low,mean_r_ci_high,bootstrap_probability_mean_above_zero,bootstrap_status,bootstrap_unit
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,39,164,164,170,6,814,1479,0,0.35499345835150457915394679459223724378543392935019624945486262538159616223288269,1.9773710073710073710073710073710073710073710073710073710073710073710073710073710,-0.99717376605814739688979039891818796484110885733603786342123056118999323867478026,0.058770170082860880941997383340601831661578717836894897514173571740078499781945050,-1.00000000000,1.0913738625730597632253427536919759699488751169634260452122970938826433056237371,AVAILABLE,1609.5800000000,-1474.8200000000,55.0000000000,21,6,3,0,0,2026-08,-0.23846153846153846153846153846153846153846153846153846153846153846153846153846154,0.041219143576826196473551637279596977329974811083123425692695214105793450881612091,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.014083060334609428985024790553865863684738803899909714971678746702578923741936134,0.13044925373134328358208955223880597014925373134328358208955223880597014925373134,0.943,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.01,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,39,164,164,170,6,775,1518,0,0.33798517226341037941561273440907108591365023986044483209768861753161796772786742,1.9362322580645161290322580645161290322580645161290322580645161290322580645161290,-1.0372463768115942028985507246376811594202898550724637681159420289855072463768116,-0.032254688181421718273004797208896641953772350632359354557348451809856083733100741,-1.04000000000,0.95302755090375601763054606424733572980044965513737345510434793654019586672933047,AVAILABLE,1500.5800000000,-1574.5400000000,121.9800000000,21,4,5,0,0,2026-08,-0.27846153846153846153846153846153846153846153846153846153846153846153846153846154,-0.044120906801007556675062972292191435768261964735516372795969773299748110831234257,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.097992741251325556733828207847295864262990455991516436903499469777306468716861082,0.034265114843251612658652223900261670167646210402716962833279991028225746741265600,0.1677,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.01,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,39,164,164,170,6,814,1479,0,0.35499345835150457915394679459223724378543392935019624945486262538159616223288269,1.9373710073710073710073710073710073710073710073710073710073710073710073710073710,-1.0371737660581473968897903989181879648411088573360378634212305611899932386747803,0.018770170082860880941997383340601831661578717836894897514173571740078499781945050,-1.04000000000,1.0280577321738223444894979074042686345323928604023520515260955162388036349887221,AVAILABLE,1577.0200000000,-1533.9800000000,83.0000000000,21,6,3,0,0,2026-08,-0.27846153846153846153846153846153846153846153846153846153846153846153846153846154,0.0012191435768261964735516372795969773299748110831234256926952141057934508816120907,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.054083060334609428985024790553865863684738803899909714971678746702578923741936134,0.090449253731343283582089552238805970149253731343283582089552238805970149253731343,0.6907,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.02,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,39,164,164,170,6,775,1518,0,0.33798517226341037941561273440907108591365023986044483209768861753161796772786742,1.8962322580645161290322580645161290322580645161290322580645161290322580645161290,-1.0772463768115942028985507246376811594202898550724637681159420289855072463768116,-0.072254688181421718273004797208896641953772350632359354557348451809856083733100741,-1.08000000000,0.89868277827379132370387583625845431307559654122280249012389467118378728764844734,AVAILABLE,1469.5800000000,-1635.2600000000,181.8800000000,21,3,6,0,0,2026-08,-0.31846153846153846153846153846153846153846153846153846153846153846153846153846154,-0.084120906801007556675062972292191435768261964735516372795969773299748110831234257,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.13799274125132555673382820784729586426299045599151643690349946977730646871686109,-0.0057348851567483873413477760997383298323537895972830371667200089717742532587343993,0.016,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.02,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,39,164,164,170,6,814,1479,0,0.35499345835150457915394679459223724378543392935019624945486262538159616223288269,1.8973710073710073710073710073710073710073710073710073710073710073710073710073710,-1.0771737660581473968897903989181879648411088573360378634212305611899932386747803,-0.021229829917139119058002616659398168338421282163105102485826428259921500218054950,-1.08000000000,0.96944399111189223797029765117943181390210527637244686593770792271865623862309653,AVAILABLE,1544.4600000000,-1593.1400000000,114.8200000000,21,5,4,0,0,2026-08,-0.31846153846153846153846153846153846153846153846153846153846153846153846153846154,-0.038780856423173803526448362720403022670025188916876574307304785894206549118387909,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.094083060334609428985024790553865863684738803899909714971678746702578923741936134,0.050449253731343283582089552238805970149253731343283582089552238805970149253731343,0.2843,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,19,164,164,170,6,770,1523,0,0.33580462276493676406454426515481901439162668992586131705189707806367204535542957,1.9600865800865800865800865800865800865800865800865800865800865800865800865800864,-0.99619172685489166119500984898227183191070256073539067629678266579120157583716349,-0.0034598052042448030236953045500799534816106992295391772059892426224741968309347296,-1.00000000000,0.99477106951401704894981984357149134370331312066086650848053431760260128306529561,AVAILABLE,1509.2666666666666666666666666666666666666666666666666666666666666666666666666665,-1517.2000000000000000000000000000000000000000000000000000000000000000000000000000,110.96666666666666666666666666666666666666666666666666666666666666666666666666667,29,5,4,0,0,2026-07,-0.14431739431739431739431739431739431739431739431739431739431739431739431739431740,-0.017556675062972292191435768261964735516372795969773299748110831234256926952141058,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.074401990425799949609473418997228521038044847568657092466616276140085663895187705,0.070894525013184158995913818572253427982212380560799853773857073629139997409569985,0.4575,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,19,164,164,170,6,789,1504,0,0.34409071085913650239860444832097688617531617967727867422590492804186655037069341,1.9610477397549640895648500211237853823405154203633291085762568652302492606675113,-0.99614361702127659574468085106382978723404255319148936170212765957446808510638298,0.021398459078354411978485244948393661869457770024712894316034307312109318214856809,-1.00000000000,1.0327504116050371556979486494904997107640279446446847327904596627063587416010322,AVAILABLE,1547.2666666666666666666666666666666666666666666666666666666666666666666666666664,-1498.2000000000000000000000000000000000000000000000000000000000000000000000000000,81.783333333333333333333333333333333333333333333333333333333333333333333333333338,29,7,2,0,0,2026-08,-0.12589743589743589743589743589743589743589743589743589743589743589743589743589744,0.0081360201511335012594458438287153652392947103274559193954659949622166246851385385,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.051422489783052910743011173427242293813312464675448893526368418764401547758793095,0.098542665454345070810602303411032126522290185705626274315313825976745467570397310,0.7083,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.01,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,19,164,164,170,6,770,1523,0,0.33580462276493676406454426515481901439162668992586131705189707806367204535542957,1.9267532467532467532467532467532467532467532467532467532467532467532467532467660,-1.0295250601882249945283431823156051652440358940687240096301159991245349091704829,-0.036793138537578136357028637883413286814944032562872510539322575955807530164267812,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.94619358404727991666489508705542209655817513127404919322264503922277259295480123,AVAILABLE,1483.6000000000000000000000000000000000000000000000000000000000000000000000000098,-1567.9666666666666666666666666666666666666666666666666666666666666666666666666455,142.76666666666666666666666666666666666666666666666666666666666666666666666666636,29,4,5,0,0,2026-07,-0.17765072765072765072765072765072765072765072765072765072765072765072765072765043,-0.050890008396305625524769101595298068849706129303106633081444164567590260285473990,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.10773532375913328294280675233056185437137818090199042579994960947341899722852103,0.037561191679850825662580485238920094648879047227466520440523740295806664076236657,0.1587,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.01,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,19,164,164,170,6,789,1504,0,0.34409071085913650239860444832097688617531617967727867422590492804186655037069341,1.9277144064216307562315166877904520490071820870299957752429235318969159273341915,-1.0294769503546099290780141843971631205673758865248226950354609929078014184397027,-0.011934874254978921354848088384939671463875563308620439017299026021224015118476270,-1.0333333333333333333333333333333333333333333333333333333333333333333333333333333,0.98232508073196986006458557588805166846071044133476856835306781485468245425190351,AVAILABLE,1520.9666666666666666666666666666666666666666666666666666666666666666666666666771,-1548.3333333333333333333333333333333333333333333333333333333333333333333333333128,106.76666666666666666666666666666666666666666666666666666666666666666666666666638,29,5,4,0,0,2026-08,-0.15923076923076923076923076923076923076923076923076923076923076923076923076923061,-0.025197313182199832073887489504617968094038623005877413937867338371116708648194540,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.084755823116386244076344506760575627146645798008782226859701752097734881092126424,0.065209332121011737477268970077698793188956852372292940981980492643412134237063982,0.3741,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.02,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,19,164,164,170,6,770,1523,0,0.33580462276493676406454426515481901439162668992586131705189707806367204535542957,1.8934199134199134199134199134199134199134199134199134199134199134199134199134078,-1.0628583935215583278616765156489384985773692274020573429634493324578682425038447,-0.070126471870911469690361971216746620148277365896205843872655909289140863497602202,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.90066306989003747786334994440097195337918537127795395576788435402166302870555416,AVAILABLE,1457.9333333333333333333333333333333333333333333333333333333333333333333333333240,-1618.7333333333333333333333333333333333333333333333333333333333333333333333333555,183.46666666666666666666666666666666666666666666666666666666666666666666666666845,29,3,6,0,0,2026-07,-0.21098406098406098406098406098406098406098406098406098406098406098406098406098439,-0.084223341729638958858102434928631402183039462636439966414777497900923593618808630,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.14106865709246661627614008566389518770471151423532375913328294280675233056185436,0.0042278583465174923292471519055867613155457138941331871071904069624733307429033277,0.0317,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD030_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.02,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,19,164,164,170,6,789,1504,0,0.34409071085913650239860444832097688617531617967727867422590492804186655037069341,1.8943810730882974228981833544571187156738487536966624419095901985635825940008323,-1.0628102836879432624113475177304964539007092198581560283687943262411347517730640,-0.045268207588312254688181421718273004797208896641953772350632359354557348451810240,-1.0666666666666666666666666666666666666666666666666666666666666666666666666666667,0.93506276848646619677190641030988030195604120615589940359511198231638653709803347,AVAILABLE,1494.6666666666666666666666666666666666666666666666666666666666666666666666666567,-1598.4666666666666666666666666666666666666666666666666666666666666666666666666882,140.80000000000000000000000000000000000000000000000000000000000000000000000000052,29,4,5,0,0,2026-08,-0.19256410256410256410256410256410256410256410256410256410256410256410256410256429,-0.058530646515533165407220822837951301427371956339210747271200671704450041981528700,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.11808915644971957740967784009390896047997913134211556019303508543106821442545975,0.031875998787678404143935636744365459855623519038959607648647159310078800903730655,0.1176,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,3,164,164,170,6,786,1507,0,0.34278238116005233318796336676842564326210204971652856519843000436109899694723070,1.9120852417302798982188295165394402035623409669211195928753180661577608142493639,-0.98967319177173191771731917717319177173191771731917717319177173191771731917717319,0.0049984736153510684692542520715220235499345835150457915394679459223724378543392935,-1.00000000000,1.0076848677869505091564346477810836860411515735657712777102627498638058919666429,AVAILABLE,1502.8990000000,-1491.4375000000,110.6885000000,22,6,3,0,0,2026-07,-0.19893659043659043659043659043659043659043659043659043659043659043659043659043659,-0.019365585486531061022539857064321055525013743815283122594832325453545904343045629,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.070560139641362191670406770656823323593797228353957335336197184388653287780393306,0.083631981590771913352558513848836429481590771913352558513848836429481590771913353,0.5501,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,3,164,164,170,6,789,1504,0,0.34409071085913650239860444832097688617531617967727867422590492804186655037069341,1.9124195183776932826362484157160963244613434727503168567807351077313054499366286,-0.98965259308510638297872340425531914893617021276595744680851063829787234042553191,0.0089234627126035761011774967291757522895769733972961186218927169646750981247274313,-1.00000000000,1.0137469661977745118622716775141717404996850724333403317237035481839176989292463,AVAILABLE,1508.8990000000,-1488.4375000000,110.6885000000,22,6,3,0,0,2026-07,-0.19893659043659043659043659043659043659043659043659043659043659043659043659043659,-0.014417811984606926882902693787795492028587135788894997251236943375481033534909291,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.067829013369800075503827401463489080058154011743254857546768195217555443103046660,0.088392850420164894087591083377027461489829517379474332666593303686058228629255862,0.5884,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.01,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,3,164,164,170,6,785,1507,1,0.34234627126035761011774967291757522895769733972961186218927169646750981247274313,1.8894891719745222929936305732484076433121019108280254777070063694267515923566879,-1.0146731917717319177173191771731917717319177173191771731917717319177173191771732,-0.020001526384648931530745747928477976450065416484954208460532054077627562145660706,-1.02500000000,0.97000645799442487063574459040783460994531141430077904666922806529931577957802320,AVAILABLE,1483.2490000000,-1529.1125000000,123.5385000000,22,5,4,0,0,2026-07,-0.22393659043659043659043659043659043659043659043659043659043659043659043659043659,-0.044365585486531061022539857064321055525013743815283122594832325453545904343045629,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.095560139641362191670406770656823323593797228353957335336197184388653287780393306,0.058631981590771913352558513848836429481590771913352558513848836429481590771913353,0.3047,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.01,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,3,164,164,170,6,788,1504,1,0.34365460095944177932839075447012647187091146969036197121674662014827736589620584,1.8898147208121827411167512690355329949238578680203045685279187817258883248730964,-1.0146525930851063829787234042553191489361702127659574468085106382978723404255319,-0.016076537287396423898822503270824247710423026602703881378107283035324901875272569,-1.02500000000,0.97584364735466854517008920160874159383370330021378897962861332044592613222152142,AVAILABLE,1489.1740000000,-1526.0375000000,123.5385000000,22,5,4,0,0,2026-07,-0.22393659043659043659043659043659043659043659043659043659043659043659043659043659,-0.039417811984606926882902693787795492028587135788894997251236943375481033534909291,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.092829013369800075503827401463489080058154011743254857546768195217555443103046660,0.063392850420164894087591083377027461489829517379474332666593303686058228629255862,0.3411,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.02,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,3,164,164,170,6,784,1509,0,0.34191016136066288704753597906672481465329262974269515918011338857392062799825556,1.8668832908163265306122448979591836734693877551020408163265306122448979591836735,-1.0383200795228628230616302186878727634194831013916500994035785288270377733598410,-0.045001526384648931530745747928477976450065416484954208460532054077627562145660706,-1.05000000000,0.93414165589647854738084980773219727793467681457725017152521819603337960525266064,AVAILABLE,1463.6365000000,-1566.8250000000,145.7510000000,22,4,5,0,0,2026-07,-0.24893659043659043659043659043659043659043659043659043659043659043659043659043659,-0.069365585486531061022539857064321055525013743815283122594832325453545904343045629,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.12056013964136219167040677065682332359379722835395733533619718438865328778039330,0.033631981590771913352558513848836429481590771913352558513848836429481590771913353,0.1302,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD040_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.02,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,3,164,164,170,6,787,1506,0,0.34321849105974705625817706061927605756650675970344526820758831225468818142171827,1.8672001270648030495552731893265565438373570520965692503176620076238881829733164,-1.0382968127490039840637450199203187250996015936254980079681274900398406374501992,-0.041076537287396423898822503270824247710423026602703881378107283035324901875272569,-1.05000000000,0.93976465697795257966009560810270676451308615920827537691655874782163812812764801,AVAILABLE,1469.4865000000,-1563.6750000000,137.8885000000,22,4,5,0,0,2026-07,-0.24893659043659043659043659043659043659043659043659043659043659043659043659043659,-0.064417811984606926882902693787795492028587135788894997251236943375481033534909291,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.11782901336980007550382740146348908005815401174325485754676819521755544310304666,0.038392850420164894087591083377027461489829517379474332666593303686058228629255862,0.1538,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,1,164,164,170,6,754,1539,0,0.32882686436982119494112516354121238552115133013519406890536415176624509376362843,1.9804966153498170299413907559931366673818533324407822084845219044890055770837117,-0.99649049538933572634200609165140341124651037794674859672133708783135892879193262,-0.017577158495606472858499234641380201789124317051764633736069891926625026729029984,-1.0,0.97371905707830801740302751496109098716294100622650421902461358700607405918135918,AVAILABLE,1493.2944479737620405758086300188250472059174126603497851973295159847102051211186,-1533.5988724041876828403473750515098499083794716600460903541377781724613914107843,125.39258811739630401967797528685748687438278692832560046253018835152284814889718,21,5,4,0,0,2026-07,-0.18999748185259980958411300245014401033439301739365741434802039488257175612465985,-0.032040826383273959775785541779130166706325799550284137440517896556474166490064667,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.088788738479621105627548703798573766863648178609129288380669589763237011509121748,0.054158773495805721621488503201529823502610321180908167697207375190167627210230504,0.3115,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,1,164,164,170,6,755,1538,0,0.32926297426951591801133885739206279982555604012211077191452245965983427823811601,1.9805224476473669411600114304885099962992283611395361393342112794499472915511505,-0.99648821352678002785458216843401160592222332357610278956705967371421416866761008,-0.016268828796522303647858153088828958875910187091014524708594968245857473305567272,-1.0,0.97565936847395287733896032118994031382589328276381329405753989443434108574871008,AVAILABLE,1495.2944479737620405758086300188250472059174126603497851973295159847102051211186,-1532.5988724041876828403473750515098499083794716600460903541377781724613914107843,125.39258811739630401967797528685748687438278692832560046253018835152284814889718,21,5,4,0,0,2026-07,-0.18999748185259980958411300245014401033439301739365741434802039488257175612465985,-0.032040826383273959775785541779130166706325799550284137440517896556474166490064667,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.087063183424092656410450359565042464101236824032945783706293607312107520980382116,0.055582270914618013658306234642916843147032537558328910644173510139026253777622641,0.324,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.01,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,1,164,164,170,6,754,1539,0,0.32882686436982119494112516354121238552115133013519406890536415176624509376362843,1.9534714886555016667954239101829043893797011532686763522838192531427169869883662,-1.0241096026320135279910425869449648140406354129034904630462003933196527248623921,-0.045000948977069586923011300929084578812142708632311318362888219995349731955513284,-1.0181590455847177085267782826460525038917912513172451851701919400807307442056221,0.93453025207319675958844578852161993731116156166762947874547327659917665862501654,AVAILABLE,1472.9175024462482567637496282779099095922946695645819696219997168696086081892281,-1576.1046784506688195782145413083008488085379004584718226281024053189455435632214,147.17153549130355639098184270100672297637134646179839066798275124766487467821481,21,5,4,0,0,2026-07,-0.21780838088749607126989280003457439729550029850934296404191849178627715921400649,-0.060551228638136533449148943112078444318817631702123558403657007549149120798714228,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.11632032770833399335445157576396211118060034086356257160209868900160660968976420,0.026720882456191840688768874947294962435906864017748049395209875402769633133099523,0.1092,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.01,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,1,164,164,170,6,755,1538,0,0.32926297426951591801133885739206279982555604012211077191452245965983427823811601,1.9534697433981176145505486054088469960599644740771312267342629894067282485696441,-1.0240941692262674654097068336242330437201016962432535300328161543897378173238456,-0.043692619277985417712370219376533335898928578671561209335413296314582178532050576,-1.0181156027145021154524409728779746956441207839309501473488709752045023668875827,0.93639138985224484987372328271725435840138100575491621652238375857462498079574286,AVAILABLE,1474.8696562655787989856641970836794820252731779282340761843685570020798276700813,-1575.0568322699993618001291101140704212415164088221239291904712454514167630440746,147.17153549130355639098184270100672297637134646179839066798275124766487467821481,21,5,4,0,0,2026-07,-0.21780838088749607126989280003457439729550029850934296404191849178627715921400649,-0.060551228638136533449148943112078444318817631702123558403657007549149120798714228,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.11473782196436963644082991790731508009587686224184237149396528012053492633988957,0.028257429545870444900630542954638590610989792578844095345184431277545727617063163,0.1159,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.02,stop_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,1,164,164,170,6,754,1539,0,0.32882686436982119494112516354121238552115133013519406890536415176624509376362843,1.9264463619611863036494570643726721113775489740965704960831166017964283968930221,-1.0517287098746913296400790822385262168347604478602323293710636988079465209328504,-0.072424739458532700987523367216788955835161100212858002989706548064074437181996572,-1.0363180911694354170535565652921050077835825026344903703403838801614614884112443,0.89739969611650696142982859332051734447063666476108092738757411460238826014722207,AVAILABLE,1452.5405569187344729516906265369947719786719264688141540466699177545070112573387,-1618.6104844971499563160817075650918477086963292568975549020670324654296957156567,185.41199995427597280452018209301405732607040313341437406608347794252118030154530,21,3,6,0,0,2026-08,-0.25022408449886889597981796337479703724051479225706564238957691696193773852280528,-0.089061630892999107122512344445026721931309463853962979366796118541824075107363744,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.14397172948414997668258790763141896062504133639180159213997722540828962163271209,-0.00035915386312509028082054710666601009430022546006056162818387785183589137189757435,0.0242,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,ATR050_TARGET_2R,COMMON_AVAILABLE_ATR_IDENTITIES,0.02,target_first,ATR050_TARGET_2R,2293,2293,0,0,0,0,0,1,164,164,170,6,755,1538,0,0.32926297426951591801133885739206279982555604012211077191452245965983427823811601,1.9264170391488682879410857803291839958207005870147263141343146993635092055881391,-1.0517001249257549029648314988144544815179800689104042704985726350652614659800799,-0.071116409759448531776882285664237712921946970252107893962231624383306883758533860,-1.0362312054290042309048819457559493912882415678619002946977419504090047337751654,0.89918489254549971454191613286500588252067336356409481060012085357834343006132657,AVAILABLE,1454.4448645573955573955197641485339168446289431961183671714075980194494502190450,-1617.5147921358110407599108451766309925746533459842017680268047127303721346773629,185.41199995427597280452018209301405732607040313341437406608347794252118030154530,21,3,6,0,0,2026-08,-0.25022408449886889597981796337479703724051479225706564238957691696193773852280528,-0.089061630892999107122512344445026721931309463853962979366796118541824075107363744,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.14203705347218844951157034983364103328893458525824587471876004300115337925850602,0.00089873270024633308695640221040252446937556140066149863420597966226217778597183040,0.0267,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R_BE1R,COMMON_AVAILABLE_ATR_IDENTITIES,0,stop_first,ATR050_TARGET_2R_BE1R,2293,2293,0,0,0,0,0,55,164,164,170,6,608,1205,480,0.26515481901439162668992586131705189707806367204535542956825119930222416048844309,1.9848026315789473684210526315789473684210526315789473684210526315789473684210526,-0.97287136929460580912863070539419087136929460580912863070539419087136929460580913,0.015023986044483209768861753161796772786742259049280418665503706934147405146096816,-1.00000000000,1.0293864250923390570753469645400960496796922315769719613412834489170953075551689,AVAILABLE,1206.7600000000,-1172.3100000000,58.8996000000,19,5,4,0,0,2026-08,-0.15569230769230769230769230769230769230769230769230769230769230769230769230769231,0.0029572427572427572427572427572427572427572427572427572427572427572427572427572428,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,-0.043621160090858542240940764489453074165651212038756846924651294852532326948785595,0.076626650245181890751511004675561637586954042650245181890751511004675561637586954,0.6855,AVAILABLE,WHOLE_SESSION
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R_BE1R,COMMON_AVAILABLE_ATR_IDENTITIES,0,target_first,ATR050_TARGET_2R_BE1R,2293,2293,0,0,0,0,0,55,164,164,170,6,663,1168,462,0.28914086349760139555167902311382468382032272132577409507195813344962930658525949,1.9860633484162895927601809954751131221719457013574660633484162895927601809954751,-0.97201198630136986301369863013698630136986301369863013698630136986301369863013699,0.079132141299607501090274749236807675534234627126035761011774967291757522895769734,-0.20000000000,1.1598241889880297011388959843566955280936484308250609965560067294395363380926795,AVAILABLE,1316.7600000000,-1135.3100000000,43.5996000000,19,7,2,0,0,2026-08,-0.14030769230769230769230769230769230769230769230769230769230769230769230769230769,0.061898301698301698301698301698301698301698301698301698301698301698301698301698302,AVAILABLE,AVAILABLE,AVAILABLE,10000,20260908,10000,0,0.010882433533455119789862491248444756638370131929334057219084228011681327408156353,0.14866448049025836509953409572215163066497246929267259635747564591274883523930538,0.9888,AVAILABLE,WHOLE_SESSION
