entry_variant,model,population,cost_per_share_roundtrip,ambiguity_sensitivity,context_field,context_value,evidence_label,eligible_entries,executable_outcomes,unavailable_outcomes,atr_unavailable,path_unavailable,entry_unavailable,invalid_risk,ambiguous_outcomes,eligible_sessions,contributing_sessions,calendar_sessions,zero_outcome_sessions,wins,losses,zero_r_outcomes,win_rate,average_win_r,average_loss_r,mean_r,median_r,profit_factor,profit_factor_status,sum_positive_r,sum_negative_r,event_order_max_drawdown_r,longest_losing_streak,positive_months,negative_months,zero_months,empty_months,worst_month,worst_month_mean_r,lomo_minimum_mean_r,numeric_status,average_win_status,average_loss_status
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,same_session_touch,REPEATED,DESCRIPTIVE_ONLY,2116,2116,0,0,0,0,0,53,164,164,170,6,860,1256,0,0.40642722117202268431001890359168241965973534971644612476370510396975425330812854,1.4156046511627906976744186046511627906976744186046511627906976744186046511627907,-1.0787738853503184713375796178343949044585987261146496815286624203821656050955414,-0.064990548204158790170132325141776937618147448015122873345935727788279773156899811,-1.08000000000,0.89850473083678982095148124640205470352930757081494383515137201647305415737966257,AVAILABLE,1217.4200000000,-1354.9400000000,165.4200000000,19,3,6,0,0,2026-08,-0.20313432835820895522388059701492537313432835820895522388059701492537313432835821,-0.082033713974986405655247417074497009244154431756389342033713974986405655247417074,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,time_of_day,09:30-10:00,DESCRIPTIVE_ONLY,558,558,0,0,0,0,0,38,150,150,170,20,196,362,0,0.35125448028673835125448028673835125448028673835125448028673835125448028673835125,1.4200000000,-1.0800000000,-0.20186379928315412186379928315412186379928315412186379928315412186379928315412186,-1.08000000000,0.71188868426437487210967873951299365664006547984448536934724780028647431962349089,AVAILABLE,278.3200000000,-390.9600000000,118.6000000000,19,1,8,0,0,2026-09,-0.52444444444444444444444444444444444444444444444444444444444444444444444444444444,-0.23142276422764227642276422764227642276422764227642276422764227642276422764227642,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,time_of_day,10:00-11:00,DESCRIPTIVE_ONLY,660,660,0,0,0,0,0,27,146,146,170,24,262,398,0,0.39696969696969696969696969696969696969696969696969696969696969696969696969696970,1.4200000000,-1.0800000000,-0.087575757575757575757575757575757575757575757575757575757575757575757575757575758,-1.08000000000,0.86553136050623487809417457658663688814442583286804392332030522985296854643588312,AVAILABLE,372.0400000000,-429.8400000000,69.8600000000,14,3,6,0,0,2026-01,-0.2800000000,-0.11305785123966942148760330578512396694214876033057851239669421487603305785123967,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,time_of_day,11:00-12:00,DESCRIPTIVE_ONLY,475,475,0,0,0,0,0,6,143,143,170,27,185,290,0,0.38947368421052631578947368421052631578947368421052631578947368421052631578947368,1.4200000000,-1.0800000000,-0.10631578947368421052631578947368421052631578947368421052631578947368421052631579,-1.08000000000,0.83876117496807151979565772669220945083014048531289910600255427841634738186462324,AVAILABLE,262.7000000000,-313.2000000000,68.0400000000,13,2,7,0,0,2026-08,-0.31913043478260869565217391304347826086956521739130434782608695652173913043478261,-0.12534606205250596658711217183770883054892601431980906921241050119331742243436754,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,time_of_day,12:00-14:00,DESCRIPTIVE_ONLY,758,758,0,0,0,0,0,17,140,140,170,30,316,442,0,0.41688654353562005277044854881266490765171503957783641160949868073878627968337731,1.4200000000,-1.0800000000,-0.037783641160949868073878627968337730870712401055408970976253298153034300791556728,-1.08000000000,0.94000335176805765041059158706217529746941511647394000335176805765041059158706218,AVAILABLE,448.7200000000,-477.3600000000,62.4800000000,13,4,5,0,0,2026-05,-0.27642857142857142857142857142857142857142857142857142857142857142857142857142857,-0.058293413173652694610778443113772455089820359281437125748502994011976047904191617,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,time_of_day,14:00-15:00,DESCRIPTIVE_ONLY,417,417,0,0,0,0,0,22,120,120,170,50,176,241,0,0.42206235011990407673860911270983213429256594724220623501199040767386091127098321,1.4200000000,-1.0800000000,-0.024844124700239808153477218225419664268585131894484412470023980815347721822541966,-1.08000000000,0.96019671123405563239588135853696019671123405563239588135853696019671123405563240,AVAILABLE,249.9200000000,-260.2800000000,33.0200000000,11,4,5,0,0,2026-08,-0.48476190476190476190476190476190476190476190476190476190476190476190476190476190,-0.072957746478873239436619718309859154929577464788732394366197183098591549295774648,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,stop_first,time_of_day,15:00-close,DESCRIPTIVE_ONLY,443,443,0,0,0,0,0,6,120,120,170,50,169,274,0,0.38148984198645598194130925507900677200902934537246049661399548532731376975169300,1.3930177514792899408284023668639053254437869822485207100591715976331360946745562,-1.0743795620437956204379562043795620437956204379562043795620437956204379562043796,-0.13309255079006772009029345372460496613995485327313769751693002257336343115124153,-1.08000000000,0.79971465452816088049459881785447380936204905224539710578164277464501664515252395,AVAILABLE,235.4200000000,-294.3800000000,80.9800000000,18,2,7,0,0,2026-08,-0.55916666666666666666666666666666666666666666666666666666666666666666666666666667,-0.20087403598971722365038560411311053984575835475578406169665809768637532133676093,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,approach_side,ABOVE,DESCRIPTIVE_ONLY,1667,1667,0,0,0,0,0,59,163,163,170,7,735,932,0,0.44091181763647270545890821835632873425314937012597480503899220155968806238752250,1.4177142857142857142857142857142857142857142857142857142857142857142857142857143,-1.0800000000,0.021271745650869826034793041391721655668866226754649070185962807438512297540491902,-1.08000000000,1.0352288984263233190271816881258941344778254649499284692417739628040057224606581,AVAILABLE,1042.0200000000,-1006.5600000000,81.0400000000,21,6,3,0,0,2026-03,-0.14084656084656084656084656084656084656084656084656084656084656084656084656084656,0.0043226212980466288594833018273471959672337744171392564587271581600504095778197858,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,approach_side,BELOW,DESCRIPTIVE_ONLY,1644,1644,0,0,0,0,0,57,163,163,170,7,685,959,0,0.41666666666666666666666666666666666666666666666666666666666666666666666666666667,1.4157956204379562043795620437956204379562043795620437956204379562043795620437956,-1.0783941605839416058394160583941605839416058394160583941605839416058394160583942,-0.039148418491484184914841849148418491484184914841849148418491484184914841849148418,-1.08000000000,0.93776711984374093484693186872691407685315902454118238604498249821114312788876211,AVAILABLE,969.8200000000,-1034.1800000000,136.3800000000,20,4,5,0,0,2026-09,-0.54428571428571428571428571428571428571428571428571428571428571428571428571428571,-0.067984555984555984555984555984555984555984555984555984555984555984555984555984556,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,breach_history,COMPLETED_CLOSE_THROUGH,DESCRIPTIVE_ONLY,2991,2991,0,0,0,0,0,101,164,164,170,6,1280,1711,0,0.42795051822133065864259445001671681711802072885322634570377800066867268472082915,1.4164375000,-1.0790999415546464056107539450613676212741087083576855639976621858562244301578025,-0.011133400200601805416248746238716148445336008024072216649949849548645937813440321,-1.08000000000,0.98196431859787471429964145282017396579178266191492357853916396763326364591570350,AVAILABLE,1813.0400000000,-1846.3400000000,112.3800000000,18,5,4,0,0,2026-08,-0.15303370786516853932584269662921348314606741573033707865168539325842696629213483,-0.028354525056095736724008975317875841436050860134629768137621540762902019446522064,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,breach_history,NEVER_BREACHED,DESCRIPTIVE_ONLY,300,300,0,0,0,0,0,14,142,142,170,28,134,166,0,0.44666666666666666666666666666666666666666666666666666666666666666666666666666667,1.4200000000,-1.0800000000,0.036666666666666666666666666666666666666666666666666666666666666666666666666666667,-1.08000000000,1.0613565372601517179830432842481035252119589468987059348505131637661758143685855,AVAILABLE,190.2800000000,-179.2800000000,22.3200000000,12,4,5,0,0,2026-08,-0.24666666666666666666666666666666666666666666666666666666666666666666666666666667,-0.030381679389312977099236641221374045801526717557251908396946564885496183206106870,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,breach_history,PENETRATED_NO_CLOSE_THROUGH,DESCRIPTIVE_ONLY,20,20,0,0,0,0,0,1,17,17,170,153,6,14,0,0.3,1.4200000000,-1.0800000000,-0.3300000000,-1.08000000000,0.56349206349206349206349206349206349206349206349206349206349206349206349206349206,AVAILABLE,8.5200000000,-15.1200000000,9.7800000000,6,3,3,0,3,2026-01,-1.0800000000,-0.49176470588235294117647058823529411764705882352941176470588235294117647058823529,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,confluence,ISOLATED,DESCRIPTIVE_ONLY,1023,1023,0,0,0,0,0,33,164,164,170,6,431,592,0,0.42130987292277614858260019550342130987292277614858260019550342130987292277614858,1.4178190255220417633410672853828306264501160092807424593967517401392111368909513,-1.0784121621621621621621621621621621621621621621621621621621621621621621621621622,-0.026725317693059628543499511241446725317693059628543499511241446725317693059628543,-1.08000000000,0.95717552708248488455875442498668588076814636132953228282321982394035274584129570,AVAILABLE,611.0800000000,-638.4200000000,80.5000000000,12,3,6,0,0,2026-08,-0.22772727272727272727272727272727272727272727272727272727272727272727272727272727,-0.067236403995560488346281908990011098779134295227524972253052164261931187569367370,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,confluence,THREE_PLUS_IDENTITIES,DESCRIPTIVE_ONLY,1238,1238,0,0,0,0,0,48,98,98,170,72,526,712,0,0.42487883683360258481421647819063004846526655896607431340872374798061389337641357,1.4131178707224334600760456273764258555133079847908745247148288973384030418250951,-1.0791573033707865168539325842696629213483146067415730337078651685393258426966292,-0.020242326332794830371567043618739903069466882067851373182552504038772213247172859,-1.08000000000,0.96738507991045863917955125201728356499557499088968712582643552501431620594512989,AVAILABLE,743.3000000000,-768.3600000000,81.1600000000,22,3,6,0,0,2026-05,-0.41333333333333333333333333333333333333333333333333333333333333333333333333333333,-0.047304147465437788018433179723502304147465437788018433179723502304147465437788018,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,confluence,TWO_IDENTITIES,DESCRIPTIVE_ONLY,1050,1050,0,0,0,0,0,35,135,135,170,35,463,587,0,0.44095238095238095238095238095238095238095238095238095238095238095238095238095238,1.4200000000,-1.0800000000,0.022380952380952380952380952380952380952380952380952380952380952380952380952380952,-1.08000000000,1.0370685847687551265064041895387721622815319578522304246324689254842576818726734,AVAILABLE,657.4600000000,-633.9600000000,57.3800000000,12,6,3,0,0,2026-04,-0.19504424778761061946902654867256637168141592920353982300884955752212389380530973,-0.018100320170757737459978655282817502668089647812166488794023479188900747065101387,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,creation_first_touch,False,DESCRIPTIVE_ONLY,2960,2960,0,0,0,0,0,102,164,164,170,6,1269,1691,0,0.42871621621621621621621621621621621621621621621621621621621621621621621621621622,1.4164066193853427895981087470449172576832151300236406619385342789598108747044917,-1.0790892962743938497930218805440567711413364872856298048492016558249556475458309,-0.0092297297297297297297297297297297297297297297297297297297297297297297297297297297,-1.08000000000,0.98502800398960947861065138047064239288884991834453127568859125135635761807161568,AVAILABLE,1797.4200000000,-1824.7400000000,104.7600000000,18,6,3,0,0,2026-08,-0.16959537572254335260115606936416184971098265895953757225433526011560693641618497,-0.024784580498866213151927437641723356009070294784580498866213151927437641723356009,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,creation_first_touch,True,DESCRIPTIVE_ONLY,351,351,0,0,0,0,0,14,149,149,170,21,151,200,0,0.43019943019943019943019943019943019943019943019943019943019943019943019943019943,1.4200000000,-1.0800000000,-0.0045014245014245014245014245014245014245014245014245014245014245014245014245014245,-1.08000000000,0.99268518518518518518518518518518518518518518518518518518518518518518518518518519,AVAILABLE,214.4200000000,-216.0000000000,28.9000000000,16,2,7,0,0,2026-09,-0.31076923076923076923076923076923076923076923076923076923076923076923076923076923,-0.069028213166144200626959247648902821316614420062695924764890282131661442006269592,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,level_family,1H_HIGH,DESCRIPTIVE_ONLY,1234,1234,0,0,0,0,0,42,133,133,170,37,521,713,0,0.42220421393841166936790923824959481361426256077795786061588330632090761750405186,1.4133973128598848368522072936660268714011516314779270633397312859884836852207294,-1.0800000000,-0.027277147487844408427876823338735818476499189627228525121555915721231766612641815,-1.08000000000,0.95628798503973819541841982234689107059373539036933146330060776063581112669471716,AVAILABLE,736.3800000000,-770.0400000000,60.9400000000,13,3,6,0,0,2026-08,-0.28634920634920634920634920634920634920634920634920634920634920634920634920634921,-0.058934426229508196721311475409836065573770491803278688524590163934426229508196721,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,level_family,1H_LOW,DESCRIPTIVE_ONLY,1324,1324,0,0,0,0,0,56,130,130,170,40,573,751,0,0.43277945619335347432024169184290030211480362537764350453172205438066465256797583,1.4200000000,-1.0779494007989347536617842876165113182423435419440745672436750998668442077230360,0.0031117824773413897280966767371601208459214501510574018126888217522658610271903323,-1.08000000000,1.0050893099785063122266966425377374805445067569236850557106504928724954912666453,AVAILABLE,813.6600000000,-809.5400000000,54.7000000000,17,5,4,0,0,2026-09,-0.13172413793103448275862068965517241379310344827586206896551724137931034482758621,-0.023433835845896147403685092127303182579564489112227805695142378559463986599664992,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,level_family,ORH5,DESCRIPTIVE_ONLY,207,207,0,0,0,0,0,7,111,111,170,59,85,122,0,0.41062801932367149758454106280193236714975845410628019323671497584541062801932367,1.4200000000,-1.0800000000,-0.053429951690821256038647342995169082125603864734299516908212560386473429951690821,-1.08000000000,0.91605950212507589556769884638737097753491196114146933819064966605950212507589557,AVAILABLE,120.7000000000,-131.7600000000,15.2000000000,9,4,5,0,0,2026-08,-0.31913043478260869565217391304347826086956521739130434782608695652173913043478261,-0.087936507936507936507936507936507936507936507936507936507936507936507936507936508,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,level_family,ORL5,DESCRIPTIVE_ONLY,220,220,0,0,0,0,0,7,106,106,170,64,101,119,0,0.45909090909090909090909090909090909090909090909090909090909090909090909090909091,1.4200000000,-1.0800000000,0.067727272727272727272727272727272727272727272727272727272727272727272727272727273,-1.08000000000,1.1159352629940865234982882041705571117335823218176159352629940865234982882041706,AVAILABLE,143.4200000000,-128.5200000000,14.9600000000,6,5,4,0,0,2026-02,-0.29052631578947368421052631578947368421052631578947368421052631578947368421052632,0.0024742268041237113402061855670103092783505154639175257731958762886597938144329897,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,level_family,PDH,DESCRIPTIVE_ONLY,120,120,0,0,0,0,0,0,63,63,170,107,49,71,0,0.40833333333333333333333333333333333333333333333333333333333333333333333333333333,1.4085714285714285714285714285714285714285714285714285714285714285714285714285714,-1.0800000000,-0.063833333333333333333333333333333333333333333333333333333333333333333333333333333,-1.08000000000,0.90010432968179447052686489306207616066770996348461137193531559728742827334376630,AVAILABLE,69.0200000000,-76.6800000000,13.4400000000,8,5,4,0,0,2026-07,-0.66333333333333333333333333333333333333333333333333333333333333333333333333333333,-0.12606060606060606060606060606060606060606060606060606060606060606060606060606061,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,level_family,PDL,DESCRIPTIVE_ONLY,111,111,0,0,0,0,0,4,55,55,170,115,46,65,0,0.41441441441441441441441441441441441441441441441441441441441441441441441441441441,1.4200000000,-1.0800000000,-0.043963963963963963963963963963963963963963963963963963963963963963963963963963964,-1.08000000000,0.93048433048433048433048433048433048433048433048433048433048433048433048433048433,AVAILABLE,65.3200000000,-70.2000000000,15.9200000000,7,4,4,0,1,2026-02,-0.39818181818181818181818181818181818181818181818181818181818181818181818181818182,-0.11645833333333333333333333333333333333333333333333333333333333333333333333333333,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,level_family,PMH,SPARSE_INSUFFICIENT,1,1,0,0,0,0,0,0,1,1,170,169,1,0,0,1,1.4200000000,,1.4200000000,1.42000000000,,NO_LOSSES,1.4200000000,0,0,0,1,0,0,8,2026-03,1.4200000000,1.4200000000,AVAILABLE,AVAILABLE,NO_LOSSES
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,level_family,PML,SPARSE_INSUFFICIENT,4,4,0,0,0,0,0,0,2,2,170,168,1,3,0,0.25,1.4200000000,-1.0800000000,-0.4550000000,-1.08000000000,0.43827160493827160493827160493827160493827160493827160493827160493827160493827160,AVAILABLE,1.4200000000,-3.2400000000,2.1600000000,2,0,2,0,7,2026-03,-1.0800000000,-1.0800000000,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,level_family,PWH,DESCRIPTIVE_ONLY,59,59,0,0,0,0,0,0,29,29,170,141,30,29,0,0.50847457627118644067796610169491525423728813559322033898305084745762711864406780,1.4013333333333333333333333333333333333333333333333333333333333333333333333333333,-1.0800000000,0.18169491525423728813559322033898305084745762711864406779661016949152542372881356,0.86000000000,1.3422733077905491698595146871008939974457215836526181353767560664112388250319285,AVAILABLE,42.0400000000,-31.3200000000,6.4800000000,6,5,2,0,2,2026-05,-0.24666666666666666666666666666666666666666666666666666666666666666666666666666667,0.12108108108108108108108108108108108108108108108108108108108108108108108108108108,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,level_family,PWL,DESCRIPTIVE_ONLY,31,31,0,0,0,0,0,0,25,25,170,145,13,18,0,0.41935483870967741935483870967741935483870967741935483870967741935483870967741935,1.4200000000,-1.0800000000,-0.031612903225806451612903225806451612903225806451612903225806451612903225806451613,-1.08000000000,0.94958847736625514403292181069958847736625514403292181069958847736625514403292181,AVAILABLE,18.4600000000,-19.4400000000,7.9600000000,7,3,5,0,1,2026-02,-1.0800000000,-0.1800000000,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,same_session_touch,1,DESCRIPTIVE_ONLY,1195,1195,0,0,0,0,0,63,165,165,170,5,507,688,0,0.42426778242677824267782426778242677824267782426778242677824267782426778242677824,1.4184615384615384615384615384615384615384615384615384615384615384615384615384615,-1.0800000000,-0.019983263598326359832635983263598326359832635983263598326359832635983263598326360,-1.08000000000,0.96786175710594315245478036175710594315245478036175710594315245478036175710594315,AVAILABLE,719.1600000000,-743.0400000000,68.9200000000,18,2,7,0,0,2026-09,-0.1800000000,-0.054069223573433115060804490177736202057998129092609915809167446211412535079513564,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,same_session_touch,REPEATED,DESCRIPTIVE_ONLY,2116,2116,0,0,0,0,0,53,164,164,170,6,913,1203,0,0.43147448015122873345935727788279773156899810964083175803402646502835538752362949,1.4158598028477546549835706462212486308871851040525739320920043811610076670317634,-1.0787198669991687448046550290939318370739817123857024106400665004156275976724855,-0.0023724007561436672967863894139886578449905482041587901701323251417769376181474480,-1.08000000000,0.99613161747707482468983586345072050550974801572012021268397934807736765045850351,AVAILABLE,1292.6800000000,-1297.7000000000,65.8400000000,19,6,3,0,0,2026-08,-0.20313432835820895522388059701492537313432835820895522388059701492537313432835821,-0.016780859162588363240891789015769439912996193583469276780859162588363240891789016,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,time_of_day,09:30-10:00,DESCRIPTIVE_ONLY,558,558,0,0,0,0,0,38,150,150,170,20,234,324,0,0.41935483870967741935483870967741935483870967741935483870967741935483870967741935,1.4200000000,-1.0800000000,-0.031612903225806451612903225806451612903225806451612903225806451612903225806451613,-1.08000000000,0.94958847736625514403292181069958847736625514403292181069958847736625514403292181,AVAILABLE,332.2800000000,-349.9200000000,54.6000000000,19,3,6,0,0,2026-09,-0.52444444444444444444444444444444444444444444444444444444444444444444444444444444,-0.094227642276422764227642276422764227642276422764227642276422764227642276422764228,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,time_of_day,10:00-11:00,DESCRIPTIVE_ONLY,660,660,0,0,0,0,0,27,146,146,170,24,289,371,0,0.43787878787878787878787878787878787878787878787878787878787878787878787878787879,1.4200000000,-1.0800000000,0.014696969696969696969696969696969696969696969696969696969696969696969696969696970,-1.08000000000,1.0242088449635619446940201657182789258260956374163921333732654487371468503543975,AVAILABLE,410.3800000000,-400.6800000000,40.9200000000,14,4,5,0,0,2026-01,-0.2800000000,-0.023965517241379310344827586206896551724137931034482758620689655172413793103448276,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,time_of_day,11:00-12:00,DESCRIPTIVE_ONLY,475,475,0,0,0,0,0,6,143,143,170,27,191,284,0,0.40210526315789473684210526315789473684210526315789473684210526315789473684210526,1.4200000000,-1.0800000000,-0.074736842105263157894736842105263157894736842105263157894736842105263157894736842,-1.08000000000,0.88425925925925925925925925925925925925925925925925925925925925925925925925925926,AVAILABLE,271.2200000000,-306.7200000000,53.0400000000,13,3,6,0,0,2026-08,-0.31913043478260869565217391304347826086956521739130434782608695652173913043478261,-0.089546539379474940334128878281622911694510739856801909307875894988066825775656325,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,time_of_day,12:00-14:00,DESCRIPTIVE_ONLY,758,758,0,0,0,0,0,17,140,140,170,30,333,425,0,0.43931398416886543535620052770448548812664907651715039577836411609498680738786280,1.4200000000,-1.0800000000,0.018284960422163588390501319261213720316622691292875989445910290237467018469656992,-1.08000000000,1.0301960784313725490196078431372549019607843137254901960784313725490196078431373,AVAILABLE,472.8600000000,-459.0000000000,49.9800000000,13,5,4,0,0,2026-05,-0.18714285714285714285714285714285714285714285714285714285714285714285714285714286,-0.0049146757679180887372013651877133105802047781569965870307167235494880546075085324,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,time_of_day,14:00-15:00,DESCRIPTIVE_ONLY,417,417,0,0,0,0,0,22,120,120,170,50,198,219,0,0.47482014388489208633093525179856115107913669064748201438848920863309352517985612,1.4200000000,-1.0800000000,0.10705035971223021582733812949640287769784172661870503597122302158273381294964029,-1.08000000000,1.1887366818873668188736681887366818873668188736681887366818873668188736681887367,AVAILABLE,281.1600000000,-236.5200000000,27.2000000000,11,6,3,0,0,2026-08,-0.48476190476190476190476190476190476190476190476190476190476190476190476190476190,0.039718309859154929577464788732394366197183098591549295774647887323943661971830986,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_1.5R,NATURAL,0.02,target_first,time_of_day,15:00-close,DESCRIPTIVE_ONLY,443,443,0,0,0,0,0,6,120,120,170,50,175,268,0,0.39503386004514672686230248306997742663656884875846501128668171557562076749435666,1.3939428571428571428571428571428571428571428571428571428571428571428571428571429,-1.0742537313432835820895522388059701492537313432835820895522388059701492537313433,-0.099232505643340857787810383747178329571106094808126410835214446952595936794582393,-1.08000000000,0.84730809308787773532476554359152483501215699895797151788815560958666203542896839,AVAILABLE,243.9400000000,-287.9000000000,65.9800000000,18,2,7,0,0,2026-08,-0.55916666666666666666666666666666666666666666666666666666666666666666666666666667,-0.16231362467866323907455012853470437017994858611825192802056555269922879177377892,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0,stop_first,approach_side,ABOVE,DESCRIPTIVE_ONLY,1667,1667,0,0,0,0,0,40,163,163,170,7,562,1105,0,0.33713257348530293941211757648470305938812237552489502099580083983203359328134373,1.9787188612099644128113879003558718861209964412811387900355871886120996441281139,-0.99761085972850678733031674208144796380090497737556561085972850678733031674208145,0.0058068386322735452909418116376724655068986202759448110377924415116976604679064187,-1.00000000000,1.0087811604194636960702492833557095685619942668456765484959541347654123879676331,AVAILABLE,1112.0400000000,-1102.3600000000,86.0000000000,23,5,4,0,0,2026-08,-0.17948717948717948717948717948717948717948717948717948717948717948717948717948718,-0.027933993399339933993399339933993399339933993399339933993399339933993399339933993,AVAILABLE,AVAILABLE,AVAILABLE
IMMEDIATE_CLOSE_BACK_1M,USD025_TARGET_2R,NATURAL,0,stop_first,approach_side,BELOW,DESCRIPTIVE_ONLY,1644,1644,0,0,0,0,0,38,163,163,170,7,537,1107,0,0.32664233576642335766423357664233576642335766423357664233576642335766423357664234,1.9879702048417132216014897579143389199255121042830540037243947858472998137802607,-0.99860885275519421860885275519421860885275519421860885275519421860885275519421861,-0.023065693430656934306569343065693430656934306569343065693430656934306569343065693,-1.00000000000,0.96569753767662330613500262334231903461002659526351021294302824163696560707759666,AVAILABLE,1067.5400000000,-1105.4600000000,147.4600000000,24,4,5,0,0,2026-09,-0.67857142857142857142857142857142857142857142857142857142857142857142857142857143,-0.067697740112994350282485875706214689265536723163841807909604519774011299435028249,AVAILABLE,AVAILABLE,AVAILABLE
