family,distance,horizon,draws,seed,contributing_sessions,resampling_sessions,undefined_draws,REJECTION_FIRST_lower_pct,REJECTION_FIRST_upper_pct,CONTINUATION_FIRST_lower_pct,CONTINUATION_FIRST_upper_pct,AMBIGUOUS_lower_pct,AMBIGUOUS_upper_pct,UNRESOLVED_lower_pct,UNRESOLVED_upper_pct,CENSORED_lower_pct,CENSORED_upper_pct
ORL5,1.00,5,2000,20260907,145,170,0,6.4285714285714285714285714285714285714285714285714,11.917098445595854922279792746113989637305699481865,5.5944055944055944055944055944055944055944055944056,10.755148741418764302059496567505720823798627002288,3.2710280373831775700934579439252336448598130841121,7.7114427860696517412935323383084577114427860696517,71.219512195121951219512195121951219512195121951220,81.343283582089552238805970149253731343283582089552,0.22321428571428571428571428571428571428571428571429,1.9464720194647201946472019464720194647201946472019
ORL5,1.00,15,2000,20260907,145,170,0,22.972972972972972972972972972972972972972972972973,32.142857142857142857142857142857142857142857142857,21.179039301310043668122270742358078602620087336245,29.729729729729729729729729729729729729729729729730,3.2710280373831775700934579439252336448598130841121,7.7114427860696517412935323383084577114427860696517,32.935560859188544152744630071599045346062052505967,46.013667425968109339407744874715261958997722095672,0.92165898617511520737327188940092165898617511520737,3.5971223021582733812949640287769784172661870503597
ORL5,1.00,30,2000,20260907,145,170,0,29.503916449086161879895561357702349869451697127937,38.873994638069705093833780160857908847184986595174,27.816091954022988505747126436781609195402298850575,36.473429951690821256038647342995169082125603864734,3.2710280373831775700934579439252336448598130841121,7.7114427860696517412935323383084577114427860696517,19.794344473007712082262210796915167095115681233933,31.072210065645514223194748358862144420131291028446,1.6470588235294117647058823529411764705882352941176,4.7169811320754716981132075471698113207547169811321
PWH,0.25,5,2000,20260907,39,170,0,12.00,26.470588235294117647058823529411764705882352941176,5.7692307692307692307692307692307692307692307692308,16.541353383458646616541353383458646616541353383459,41.525423728813559322033898305084745762711864406780,65.277777777777777777777777777777777777777777777778,6.4285714285714285714285714285714285714285714285714,26.618705035971223021582733812949640287769784172662,0,3.2967032967032967032967032967032967032967032967033
PWH,0.25,15,2000,20260907,39,170,0,20.175438596491228070175438596491228070175438596491,36.363636363636363636363636363636363636363636363636,9.5890410958904109589041095890410958904109589041096,22.689075630252100840336134453781512605042016806723,41.525423728813559322033898305084745762711864406780,65.277777777777777777777777777777777777777777777778,0,4.9382716049382716049382716049382716049382716049383,0,3.2967032967032967032967032967032967032967032967033
PWH,0.25,30,2000,20260907,39,170,0,20.175438596491228070175438596491228070175438596491,36.363636363636363636363636363636363636363636363636,9.5890410958904109589041095890410958904109589041096,22.689075630252100840336134453781512605042016806723,41.525423728813559322033898305084745762711864406780,65.277777777777777777777777777777777777777777777778,0,4.9382716049382716049382716049382716049382716049383,0,3.2967032967032967032967032967032967032967032967033
PWH,0.50,5,2000,20260907,39,170,0,9.8214285714285714285714285714285714285714285714286,23.529411764705882352941176470588235294117647058824,3.8095238095238095238095238095238095238095238095238,18.518518518518518518518518518518518518518518518519,13.7500,32.978723404255319148936170212765957446808510638298,33.980582524271844660194174757281553398058252427184,60.396039603960396039603960396039603960396039603960,0,6.4516129032258064516129032258064516129032258064516
PWH,0.50,15,2000,20260907,39,170,0,18.348623853211009174311926605504587155963302752294,35.714285714285714285714285714285714285714285714286,15.789473684210526315789473684210526315789473684211,32.142857142857142857142857142857142857142857142857,13.7500,32.978723404255319148936170212765957446808510638298,15.384615384615384615384615384615384615384615384615,33.766233766233766233766233766233766233766233766234,0,6.4516129032258064516129032258064516129032258064516
PWH,0.50,30,2000,20260907,39,170,0,24.324324324324324324324324324324324324324324324324,41.481481481481481481481481481481481481481481481481,21.348314606741573033707865168539325842696629213483,39.130434782608695652173913043478260869565217391304,13.7500,32.978723404255319148936170212765957446808510638298,4.4117647058823529411764705882352941176470588235294,17.741935483870967741935483870967741935483870967742,0.86206896551724137931034482758620689655172413793103,7.812500
PWH,1.00,5,2000,20260907,39,170,0,0,6.7796610169491525423728813559322033898305084745763,2.1052631578947368421052631578947368421052631578947,9.5238095238095238095238095238095238095238095238095,1.1627906976744186046511627906976744186046511627907,12.371134020618556701030927835051546391752577319588,73.611111111111111111111111111111111111111111111111,89.820359281437125748502994011976047904191616766467,0,6.4516129032258064516129032258064516129032258064516
