family,confluence,distance,horizon,contributing_sessions,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
PWL,False,1.00,30,8,17,10,3,1,1,2,58.82,17.65,5.88,5.88,11.76,2,1.640000000000,0.335000000000,1.640000000000,0.335000000000,2,20.00,2,0,270
1H_HIGH,True,0.25,5,68,260,40,32,152,35,1,15.38,12.31,58.46,13.46,0.38,4,0.255000000000,0.285000000000,0.377500000000,0.292550000000,8,20.00,8,0,120
1H_HIGH,True,0.25,15,68,260,56,46,152,5,1,21.54,17.69,58.46,1.92,0.38,12,0.432500000000,0.535000000000,0.520000000000,0.535000000000,25,44.64,18,7,300
1H_HIGH,True,0.25,30,68,260,58,47,152,2,1,22.31,18.08,58.46,0.77,0.38,23,0.570000000000,0.715000000000,0.649900000000,0.715000000000,39,67.24,19,20,360
1H_HIGH,True,0.50,5,68,260,41,45,65,105,4,15.77,17.31,25.00,40.38,1.54,4,0.255000000000,0.285000000000,0.377500000000,0.292550000000,3,7.32,3,0,120
1H_HIGH,True,0.50,15,68,260,71,77,65,41,6,27.31,29.62,25.00,15.77,2.31,12,0.432500000000,0.535000000000,0.520000000000,0.535000000000,19,26.76,15,4,240
1H_HIGH,True,0.50,30,68,260,80,88,65,20,7,30.77,33.85,25.00,7.69,2.69,23,0.570000000000,0.715000000000,0.649900000000,0.715000000000,34,42.50,16,18,390
1H_HIGH,True,1.00,5,68,260,10,19,13,214,4,3.85,7.31,5.00,82.31,1.54,4,0.255000000000,0.285000000000,0.377500000000,0.292550000000,1,10.00,1,0,120
1H_HIGH,True,1.00,15,68,260,41,64,13,133,9,15.77,24.62,5.00,51.15,3.46,12,0.432500000000,0.535000000000,0.520000000000,0.535000000000,4,9.76,3,1,240
1H_HIGH,True,1.00,30,68,260,68,82,13,86,11,26.15,31.54,5.00,33.08,4.23,23,0.570000000000,0.715000000000,0.649900000000,0.715000000000,13,19.12,4,9,600
1H_HIGH,False,0.25,5,134,2038,460,200,1207,170,1,22.57,9.81,59.22,8.34,0.05,44,0.320000000000,0.290000000000,0.455000000000,0.310000000000,120,26.09,120,0,120
1H_HIGH,False,0.25,15,134,2038,539,275,1207,16,1,26.45,13.49,59.22,0.79,0.05,100,0.570000000000,0.530000000000,0.645000000000,0.545000000000,267,49.54,183,84,180
1H_HIGH,False,0.25,30,134,2038,548,281,1207,1,1,26.89,13.79,59.22,0.05,0.05,170,0.760000000000,0.720000000000,0.810000000000,0.730000000000,353,64.42,190,163,300
1H_HIGH,False,0.50,5,134,2038,402,313,557,751,15,19.73,15.36,27.33,36.85,0.74,44,0.320000000000,0.290000000000,0.455000000000,0.310000000000,47,11.69,47,0,120
1H_HIGH,False,0.50,15,134,2038,644,557,557,257,23,31.60,27.33,27.33,12.61,1.13,100,0.570000000000,0.530000000000,0.645000000000,0.545000000000,204,31.68,133,71,240
1H_HIGH,False,0.50,30,134,2038,717,634,557,105,25,35.18,31.11,27.33,5.15,1.23,170,0.760000000000,0.720000000000,0.810000000000,0.730000000000,336,46.86,148,188,360
1H_HIGH,False,1.00,5,134,2038,191,163,116,1531,37,9.37,8.00,5.69,75.12,1.82,44,0.320000000000,0.290000000000,0.455000000000,0.310000000000,9,4.71,9,0,120
1H_HIGH,False,1.00,15,134,2038,493,464,116,895,70,24.19,22.77,5.69,43.92,3.43,100,0.570000000000,0.530000000000,0.645000000000,0.545000000000,94,19.07,52,42,300
1H_HIGH,False,1.00,30,134,2038,678,623,116,527,94,33.27,30.57,5.69,25.86,4.61,170,0.760000000000,0.720000000000,0.810000000000,0.730000000000,182,26.84,57,125,480
1H_LOW,True,0.25,5,59,252,48,24,176,4,0,19.05,9.52,69.84,1.59,0.00,5,0.400000000000,0.422000000000,0.560000000000,0.452500000000,14,29.17,14,0,120
1H_LOW,True,0.25,15,59,252,51,25,176,0,0,20.24,9.92,69.84,0.00,0.00,11,0.730000000000,0.690000000000,0.800000000000,0.720000000000,29,56.86,23,6,180
1H_LOW,True,0.25,30,59,252,51,25,176,0,0,20.24,9.92,69.84,0.00,0.00,16,0.940000000000,0.990000000000,0.977500000000,1.000000000000,35,68.63,23,12,240
1H_LOW,True,0.50,5,59,252,56,52,94,49,1,22.22,20.63,37.30,19.44,0.40,5,0.400000000000,0.422000000000,0.560000000000,0.452500000000,5,8.93,5,0,120
1H_LOW,True,0.50,15,59,252,77,66,95,13,1,30.56,26.19,37.70,5.16,0.40,11,0.730000000000,0.690000000000,0.800000000000,0.720000000000,25,32.47,17,8,180
1H_LOW,True,0.50,30,59,252,85,69,95,2,1,33.73,27.38,37.70,0.79,0.40,16,0.940000000000,0.990000000000,0.977500000000,1.000000000000,40,47.06,18,22,420
1H_LOW,True,1.00,5,59,252,22,26,23,179,2,8.73,10.32,9.13,71.03,0.79,5,0.400000000000,0.422000000000,0.560000000000,0.452500000000,0,0.00,0,0,
1H_LOW,True,1.00,15,59,252,64,79,23,79,7,25.40,31.35,9.13,31.35,2.78,11,0.730000000000,0.690000000000,0.800000000000,0.720000000000,13,20.31,8,5,300
1H_LOW,True,1.00,30,59,252,87,105,23,29,8,34.52,41.67,9.13,11.51,3.17,16,0.940000000000,0.990000000000,0.977500000000,1.000000000000,23,26.44,8,15,420
1H_LOW,False,0.25,5,137,2308,430,222,1559,97,0,18.63,9.62,67.55,4.20,0.00,50,0.360000000000,0.350000000000,0.502150000000,0.360000000000,132,30.70,132,0,120
1H_LOW,False,0.25,15,137,2308,472,267,1559,10,0,20.45,11.57,67.55,0.43,0.00,124,0.610000000000,0.640000000000,0.700000000000,0.640000000000,262,55.51,184,78,180
1H_LOW,False,0.25,30,137,2308,477,270,1559,2,0,20.67,11.70,67.55,0.09,0.00,188,0.850000000000,0.850000000000,0.920000000000,0.856300000000,319,66.88,189,130,240
1H_LOW,False,0.50,5,137,2308,503,394,719,675,17,21.79,17.07,31.15,29.25,0.74,50,0.360000000000,0.350000000000,0.502150000000,0.360000000000,71,14.12,71,0,60
1H_LOW,False,0.50,15,137,2308,717,639,719,206,27,31.07,27.69,31.15,8.93,1.17,124,0.610000000000,0.640000000000,0.700000000000,0.640000000000,280,39.05,192,88,240
1H_LOW,False,0.50,30,137,2308,788,702,719,71,28,34.14,30.42,31.15,3.08,1.21,188,0.850000000000,0.850000000000,0.920000000000,0.856300000000,402,51.02,202,200,300
1H_LOW,False,1.00,5,137,2308,233,213,163,1665,34,10.10,9.23,7.06,72.14,1.47,50,0.360000000000,0.350000000000,0.502150000000,0.360000000000,11,4.72,11,0,120
1H_LOW,False,1.00,15,137,2308,604,610,163,854,77,26.17,26.43,7.06,37.00,3.34,124,0.610000000000,0.640000000000,0.700000000000,0.640000000000,120,19.87,71,49,300
1H_LOW,False,1.00,30,137,2308,822,801,163,435,87,35.62,34.71,7.06,18.85,3.77,188,0.850000000000,0.850000000000,0.920000000000,0.856300000000,240,29.20,88,152,420
