family,confluence,distance,horizon,contributing_sessions,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
ALL,False,0.50,15,170,5483,1742,1536,1568,575,62,31.77,28.01,28.60,10.49,1.13,261,0.590000000000,0.570000000000,0.670000000000,0.580000000000,626,35.94,416,210,240
ALL,False,0.50,30,170,5483,1920,1722,1568,207,66,35.02,31.41,28.60,3.78,1.20,412,0.795000000000,0.770000000000,0.860000000000,0.780000000000,947,49.32,446,501,360
ALL,False,1.00,5,170,5483,534,462,334,4071,82,9.74,8.43,6.09,74.25,1.50,107,0.340000000000,0.310000000000,0.480000000000,0.330000000000,28,5.24,28,0,120
ALL,False,1.00,15,170,5483,1386,1326,334,2259,178,25.28,24.18,6.09,41.20,3.25,261,0.590000000000,0.570000000000,0.670000000000,0.580000000000,261,18.83,149,112,300
ALL,False,1.00,30,170,5483,1893,1783,334,1253,220,34.52,32.52,6.09,22.85,4.01,412,0.795000000000,0.770000000000,0.860000000000,0.780000000000,531,28.05,183,348,420
PDH,True,0.25,5,47,117,17,14,65,20,1,14.53,11.97,55.56,17.09,0.85,2,0.235000000000,0.335000000000,0.330000000000,0.335000000000,6,35.29,6,0,90
PDH,True,0.25,15,47,117,26,21,65,4,1,22.22,17.95,55.56,3.42,0.85,5,0.350000000000,0.550000000000,0.460000000000,0.550000000000,10,38.46,8,2,150
PDH,True,0.25,30,47,117,28,22,65,1,1,23.93,18.80,55.56,0.85,0.85,7,0.480000000000,0.650000000000,0.589900000000,0.650000000000,13,46.43,9,4,180
PDH,True,0.50,5,47,117,18,22,27,48,2,15.38,18.80,23.08,41.03,1.71,2,0.235000000000,0.335000000000,0.330000000000,0.335000000000,2,11.11,2,0,120
PDH,True,0.50,15,47,117,24,38,27,25,3,20.51,32.48,23.08,21.37,2.56,5,0.350000000000,0.550000000000,0.460000000000,0.550000000000,2,8.33,2,0,120
PDH,True,0.50,30,47,117,31,43,27,13,3,26.50,36.75,23.08,11.11,2.56,7,0.480000000000,0.650000000000,0.589900000000,0.650000000000,5,16.13,2,3,480
PDH,True,1.00,5,47,117,4,10,9,92,2,3.42,8.55,7.69,78.63,1.71,2,0.235000000000,0.335000000000,0.330000000000,0.335000000000,1,25.00,1,0,120
PDH,True,1.00,15,47,117,13,30,9,60,5,11.11,25.64,7.69,51.28,4.27,5,0.350000000000,0.550000000000,0.460000000000,0.550000000000,2,15.38,1,1,240
PDH,True,1.00,30,47,117,27,39,9,36,6,23.08,33.33,7.69,30.77,5.13,7,0.480000000000,0.650000000000,0.589900000000,0.650000000000,4,14.81,2,2,300
PDH,False,0.25,5,39,116,23,11,77,5,0,19.83,9.48,66.38,4.31,0.00,0,0.355000000000,0.330000000000,0.534500000000,0.335000000000,6,26.09,6,0,120
PDH,False,0.25,15,39,116,24,15,77,0,0,20.69,12.93,66.38,0.00,0.00,4,0.555000000000,0.555000000000,0.625000000000,0.560000000000,14,58.33,8,6,240
PDH,False,0.25,30,39,116,24,15,77,0,0,20.69,12.93,66.38,0.00,0.00,7,0.660000000000,0.718550000000,0.772500000000,0.748550000000,15,62.50,8,7,240
PDH,False,0.50,5,39,116,29,14,38,35,0,25.00,12.07,32.76,30.17,0.00,0,0.355000000000,0.330000000000,0.534500000000,0.335000000000,6,20.69,6,0,90
PDH,False,0.50,15,39,116,36,30,38,11,1,31.03,25.86,32.76,9.48,0.86,4,0.555000000000,0.555000000000,0.625000000000,0.560000000000,18,50.00,13,5,180
PDH,False,0.50,30,39,116,43,33,38,1,1,37.07,28.45,32.76,0.86,0.86,7,0.660000000000,0.718550000000,0.772500000000,0.748550000000,24,55.81,14,10,270
PDH,False,1.00,5,39,116,10,7,10,89,0,8.62,6.03,8.62,76.72,0.00,0,0.355000000000,0.330000000000,0.534500000000,0.335000000000,1,10.00,1,0,60
PDH,False,1.00,15,39,116,29,21,10,53,3,25.00,18.10,8.62,45.69,2.59,4,0.555000000000,0.555000000000,0.625000000000,0.560000000000,8,27.59,5,3,270
PDH,False,1.00,30,39,116,39,35,10,29,3,33.62,30.17,8.62,25.00,2.59,7,0.660000000000,0.718550000000,0.772500000000,0.748550000000,10,25.64,6,4,300
PDL,True,0.25,5,33,93,24,9,60,0,0,25.81,9.68,64.52,0.00,0.00,2,0.390000000000,0.440000000000,0.540000000000,0.442800000000,5,20.83,5,0,60
PDL,True,0.25,15,33,93,24,9,60,0,0,25.81,9.68,64.52,0.00,0.00,4,0.650000000000,0.585000000000,0.780000000000,0.630000000000,11,45.83,8,3,240
PDL,True,0.25,30,33,93,24,9,60,0,0,25.81,9.68,64.52,0.00,0.00,7,0.850000000000,0.880000000000,0.977500000000,0.965000000000,16,66.67,8,8,420
PDL,True,0.50,5,33,93,22,26,29,16,0,23.66,27.96,31.18,17.20,0.00,2,0.390000000000,0.440000000000,0.540000000000,0.442800000000,2,9.09,2,0,120
PDL,True,0.50,15,33,93,33,27,29,4,0,35.48,29.03,31.18,4.30,0.00,4,0.650000000000,0.585000000000,0.780000000000,0.630000000000,8,24.24,4,4,300
PDL,True,0.50,30,33,93,34,29,29,1,0,36.56,31.18,31.18,1.08,0.00,7,0.850000000000,0.880000000000,0.977500000000,0.965000000000,15,44.12,5,10,480
PDL,True,1.00,5,33,93,9,11,9,64,0,9.68,11.83,9.68,68.82,0.00,2,0.390000000000,0.440000000000,0.540000000000,0.442800000000,0,0.00,0,0,
PDL,True,1.00,15,33,93,24,26,9,32,2,25.81,27.96,9.68,34.41,2.15,4,0.650000000000,0.585000000000,0.780000000000,0.630000000000,4,16.67,3,1,240
PDL,True,1.00,30,33,93,33,36,9,13,2,35.48,38.71,9.68,13.98,2.15,7,0.850000000000,0.880000000000,0.977500000000,0.965000000000,10,30.30,3,7,450
PDL,False,0.25,5,33,120,27,17,71,5,0,22.50,14.17,59.17,4.17,0.00,0,0.300000000000,0.325000000000,0.460000000000,0.340050000000,7,25.93,7,0,60
PDL,False,0.25,15,33,120,29,19,71,1,0,24.17,15.83,59.17,0.83,0.00,6,0.534500000000,0.525000000000,0.595000000000,0.525000000000,21,72.41,11,10,300
PDL,False,0.25,30,33,120,30,19,71,0,0,25.00,15.83,59.17,0.00,0.00,7,0.692500000000,0.715050000000,0.775000000000,0.715050000000,22,73.33,11,11,330
PDL,False,0.50,5,33,120,24,27,32,37,0,20.00,22.50,26.67,30.83,0.00,0,0.300000000000,0.325000000000,0.460000000000,0.340050000000,1,4.17,1,0,180
PDL,False,0.50,15,33,120,37,39,32,11,1,30.83,32.50,26.67,9.17,0.83,6,0.534500000000,0.525000000000,0.595000000000,0.525000000000,10,27.03,5,5,330
PDL,False,0.50,30,33,120,41,43,32,3,1,34.17,35.83,26.67,2.50,0.83,7,0.692500000000,0.715050000000,0.775000000000,0.715050000000,18,43.90,6,12,570
PDL,False,1.00,5,33,120,14,10,5,91,0,11.67,8.33,4.17,75.83,0.00,0,0.300000000000,0.325000000000,0.460000000000,0.340050000000,2,14.29,2,0,150
PDL,False,1.00,15,33,120,27,25,5,57,6,22.50,20.83,4.17,47.50,5.00,6,0.534500000000,0.525000000000,0.595000000000,0.525000000000,6,22.22,3,3,300
PDL,False,1.00,30,33,120,38,41,5,30,6,31.67,34.17,4.17,25.00,5.00,7,0.692500000000,0.715050000000,0.775000000000,0.715050000000,10,26.32,3,7,570
PMH,True,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,True,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,True,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,True,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,True,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,True,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,True,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,True,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,True,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,False,0.25,5,2,3,1,0,2,0,0,33.33,0.00,66.67,0.00,0.00,0,0.630000000000,0.690000000000,0.630000000000,0.690000000000,0,0.00,0,0,
PMH,False,0.25,15,2,3,1,0,2,0,0,33.33,0.00,66.67,0.00,0.00,0,1.200000000000,0.740000000000,1.200000000000,0.740000000000,0,0.00,0,0,
PMH,False,0.25,30,2,3,1,0,2,0,0,33.33,0.00,66.67,0.00,0.00,0,2.160000000000,0.740000000000,2.160000000000,0.740000000000,0,0.00,0,0,
PMH,False,0.50,5,2,3,2,1,0,0,0,66.67,33.33,0.00,0.00,0.00,0,0.630000000000,0.690000000000,0.630000000000,0.690000000000,1,50.00,1,0,60
PMH,False,0.50,15,2,3,2,1,0,0,0,66.67,33.33,0.00,0.00,0.00,0,1.200000000000,0.740000000000,1.200000000000,0.740000000000,1,50.00,1,0,60
PMH,False,0.50,30,2,3,2,1,0,0,0,66.67,33.33,0.00,0.00,0.00,0,2.160000000000,0.740000000000,2.160000000000,0.740000000000,1,50.00,1,0,60
PMH,False,1.00,5,2,3,1,0,0,2,0,33.33,0.00,0.00,66.67,0.00,0,0.630000000000,0.690000000000,0.630000000000,0.690000000000,0,0.00,0,0,
PMH,False,1.00,15,2,3,2,0,0,1,0,66.67,0.00,0.00,33.33,0.00,0,1.200000000000,0.740000000000,1.200000000000,0.740000000000,0,0.00,0,0,
PMH,False,1.00,30,2,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.160000000000,0.740000000000,2.160000000000,0.740000000000,0,0.00,0,0,
PML,True,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,True,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,True,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,True,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,True,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,True,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,True,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,True,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,True,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,False,0.25,5,2,8,2,1,5,0,0,25.00,12.50,62.50,0.00,0.00,0,0.350000000000,0.280000000000,0.660000000000,0.315000000000,0,0.00,0,0,
PML,False,0.25,15,2,8,2,1,5,0,0,25.00,12.50,62.50,0.00,0.00,0,0.526250000000,0.470000000000,0.741250000000,0.470000000000,0,0.00,0,0,
PML,False,0.25,30,2,8,2,1,5,0,0,25.00,12.50,62.50,0.00,0.00,1,0.925000000000,1.192500000000,1.105000000000,1.192500000000,1,50.00,0,1,1620
PML,False,0.50,5,2,8,0,1,4,3,0,0.00,12.50,50.00,37.50,0.00,0,0.350000000000,0.280000000000,0.660000000000,0.315000000000,0,,0,0,
PML,False,0.50,15,2,8,1,2,4,1,0,12.50,25.00,50.00,12.50,0.00,0,0.526250000000,0.470000000000,0.741250000000,0.470000000000,1,100.00,1,0,180
PML,False,0.50,30,2,8,2,2,4,0,0,25.00,25.00,50.00,0.00,0.00,1,0.925000000000,1.192500000000,1.105000000000,1.192500000000,1,50.00,1,0,180
PML,False,1.00,5,2,8,2,0,1,5,0,25.00,0.00,12.50,62.50,0.00,0,0.350000000000,0.280000000000,0.660000000000,0.315000000000,0,0.00,0,0,
PML,False,1.00,15,2,8,2,1,1,4,0,25.00,12.50,12.50,50.00,0.00,0,0.526250000000,0.470000000000,0.741250000000,0.470000000000,1,50.00,1,0,240
PML,False,1.00,30,2,8,3,2,1,2,0,37.50,25.00,12.50,25.00,0.00,1,0.925000000000,1.192500000000,1.105000000000,1.192500000000,2,66.67,1,1,690
ORH5,True,0.25,5,1,3,1,1,0,1,0,33.33,33.33,0.00,33.33,0.00,0,0.241000000000,0.129000000000,0.241000000000,0.129000000000,0,0.00,0,0,
ORH5,True,0.25,15,1,3,2,1,0,0,0,66.67,33.33,0.00,0.00,0.00,0,0.551000000000,0.199000000000,0.551000000000,0.199000000000,0,0.00,0,0,
ORH5,True,0.25,30,1,3,2,1,0,0,0,66.67,33.33,0.00,0.00,0.00,0,1.111000000000,0.239000000000,1.111000000000,0.239000000000,1,50.00,0,1,1440
ORH5,True,0.50,5,1,3,0,0,0,3,0,0.00,0.00,0.00,100.00,0.00,0,0.241000000000,0.129000000000,0.241000000000,0.129000000000,0,,0,0,
ORH5,True,0.50,15,1,3,2,1,0,0,0,66.67,33.33,0.00,0.00,0.00,0,0.551000000000,0.199000000000,0.551000000000,0.199000000000,0,0.00,0,0,
ORH5,True,0.50,30,1,3,2,1,0,0,0,66.67,33.33,0.00,0.00,0.00,0,1.111000000000,0.239000000000,1.111000000000,0.239000000000,1,50.00,0,1,840
ORH5,True,1.00,5,1,3,0,0,0,3,0,0.00,0.00,0.00,100.00,0.00,0,0.241000000000,0.129000000000,0.241000000000,0.129000000000,0,,0,0,
ORH5,True,1.00,15,1,3,0,0,0,3,0,0.00,0.00,0.00,100.00,0.00,0,0.551000000000,0.199000000000,0.551000000000,0.199000000000,0,,0,0,
ORH5,True,1.00,30,1,3,2,0,0,1,0,66.67,0.00,0.00,33.33,0.00,0,1.111000000000,0.239000000000,1.111000000000,0.239000000000,0,0.00,0,0,
ORH5,False,0.25,5,153,436,84,52,272,28,0,19.27,11.93,62.39,6.42,0.00,8,0.300000000000,0.300000000000,0.440000000000,0.310000000000,24,28.57,24,0,120
ORH5,False,0.25,15,153,436,98,64,272,2,0,22.48,14.68,62.39,0.46,0.00,15,0.560000000000,0.559000000000,0.655000000000,0.560000000000,53,54.08,34,19,180
ORH5,False,0.25,30,153,436,99,65,272,0,0,22.71,14.91,62.39,0.00,0.00,20,0.790000000000,0.732500000000,0.840000000000,0.747500000000,68,68.69,35,33,240
ORH5,False,0.50,5,153,436,94,83,100,157,2,21.56,19.04,22.94,36.01,0.46,8,0.300000000000,0.300000000000,0.440000000000,0.310000000000,11,11.70,11,0,60
ORH5,False,0.50,15,153,436,143,143,100,45,5,32.80,32.80,22.94,10.32,1.15,15,0.560000000000,0.559000000000,0.655000000000,0.560000000000,55,38.46,32,23,300
ORH5,False,0.50,30,153,436,154,162,100,14,6,35.32,37.16,22.94,3.21,1.38,20,0.790000000000,0.732500000000,0.840000000000,0.747500000000,88,57.14,33,55,480
ORH5,False,1.00,5,153,436,41,34,16,339,6,9.40,7.80,3.67,77.75,1.38,8,0.300000000000,0.300000000000,0.440000000000,0.310000000000,1,2.44,1,0,60
ORH5,False,1.00,15,153,436,104,95,16,210,11,23.85,21.79,3.67,48.17,2.52,15,0.560000000000,0.559000000000,0.655000000000,0.560000000000,21,20.19,8,13,420
ORH5,False,1.00,30,153,436,152,143,16,110,15,34.86,32.80,3.67,25.23,3.44,20,0.790000000000,0.732500000000,0.840000000000,0.747500000000,51,33.55,14,37,540
ORL5,True,0.25,5,4,8,1,3,4,0,0,12.50,37.50,50.00,0.00,0.00,1,0.319750000000,0.215000000000,0.375000000000,0.365000000000,0,0.00,0,0,
ORL5,True,0.25,15,4,8,1,3,4,0,0,12.50,37.50,50.00,0.00,0.00,1,0.379750000000,0.357500000000,0.555000000000,0.595000000000,1,100.00,0,1,360
ORL5,True,0.25,30,4,8,1,3,4,0,0,12.50,37.50,50.00,0.00,0.00,2,0.500000000000,0.515000000000,0.635000000000,0.670000000000,1,100.00,0,1,360
ORL5,True,0.50,5,4,8,0,1,3,4,0,0.00,12.50,37.50,50.00,0.00,1,0.319750000000,0.215000000000,0.375000000000,0.365000000000,0,,0,0,
ORL5,True,0.50,15,4,8,1,2,3,2,0,12.50,25.00,37.50,25.00,0.00,1,0.379750000000,0.357500000000,0.555000000000,0.595000000000,0,0.00,0,0,
ORL5,True,0.50,30,4,8,2,2,3,1,0,25.00,25.00,37.50,12.50,0.00,2,0.500000000000,0.515000000000,0.635000000000,0.670000000000,1,50.00,1,0,300
ORL5,True,1.00,5,4,8,0,0,1,7,0,0.00,0.00,12.50,87.50,0.00,1,0.319750000000,0.215000000000,0.375000000000,0.365000000000,0,,0,0,
ORL5,True,1.00,15,4,8,2,2,1,3,0,25.00,25.00,12.50,37.50,0.00,1,0.379750000000,0.357500000000,0.555000000000,0.595000000000,0,0.00,0,0,
ORL5,True,1.00,30,4,8,2,2,1,2,1,25.00,25.00,12.50,25.00,12.50,2,0.500000000000,0.515000000000,0.635000000000,0.670000000000,0,0.00,0,0,
ORL5,False,0.25,5,142,414,93,26,264,31,0,22.46,6.28,63.77,7.49,0.00,4,0.380000000000,0.270000000000,0.486850000000,0.285000000000,27,29.03,27,0,120
ORL5,False,0.25,15,142,414,102,46,264,2,0,24.64,11.11,63.77,0.48,0.00,10,0.650000000000,0.530000000000,0.702500000000,0.545000000000,50,49.02,37,13,180
ORL5,False,0.25,30,142,414,103,46,264,1,0,24.88,11.11,63.77,0.24,0.00,16,0.802500000000,0.745000000000,0.830000000000,0.751050000000,60,58.25,37,23,240
ORL5,False,0.50,5,142,414,100,58,109,144,3,24.15,14.01,26.33,34.78,0.72,4,0.380000000000,0.270000000000,0.486850000000,0.285000000000,20,20.00,20,0,120
ORL5,False,0.50,15,142,414,148,112,110,40,4,35.75,27.05,26.57,9.66,0.97,10,0.650000000000,0.530000000000,0.702500000000,0.545000000000,55,37.16,39,16,240
ORL5,False,0.50,30,142,414,158,129,110,13,4,38.16,31.16,26.57,3.14,0.97,16,0.802500000000,0.745000000000,0.830000000000,0.751050000000,74,46.84,41,33,300
ORL5,False,1.00,5,142,414,38,34,22,316,4,9.18,8.21,5.31,76.33,0.97,4,0.380000000000,0.270000000000,0.486850000000,0.285000000000,4,10.53,4,0,150
ORL5,False,1.00,15,142,414,114,105,22,164,9,27.54,25.36,5.31,39.61,2.17,10,0.650000000000,0.530000000000,0.702500000000,0.545000000000,11,9.65,9,2,180
ORL5,False,1.00,30,142,414,142,133,22,105,12,34.30,32.13,5.31,25.36,2.90,16,0.802500000000,0.745000000000,0.830000000000,0.751050000000,33,23.24,12,21,480
PWH,True,0.25,5,31,81,14,7,44,15,1,17.28,8.64,54.32,18.52,1.23,3,0.250000000000,0.200000000000,0.410000000000,0.210000000000,1,7.14,1,0,120
PWH,True,0.25,15,31,81,22,12,44,2,1,27.16,14.81,54.32,2.47,1.23,4,0.435000000000,0.405000000000,0.495000000000,0.405000000000,7,31.82,4,3,300
PWH,True,0.25,30,31,81,22,12,44,2,1,27.16,14.81,54.32,2.47,1.23,9,0.555000000000,0.570000000000,0.589900000000,0.570000000000,13,59.09,4,9,600
PWH,True,0.50,5,31,81,14,6,20,38,3,17.28,7.41,24.69,46.91,3.70,3,0.250000000000,0.200000000000,0.410000000000,0.210000000000,1,7.14,1,0,120
PWH,True,0.50,15,31,81,21,16,20,21,3,25.93,19.75,24.69,25.93,3.70,4,0.435000000000,0.405000000000,0.495000000000,0.405000000000,4,19.05,3,1,270
PWH,True,0.50,30,31,81,26,20,20,11,4,32.10,24.69,24.69,13.58,4.94,9,0.555000000000,0.570000000000,0.589900000000,0.570000000000,10,38.46,4,6,720
PWH,True,1.00,5,31,81,1,6,6,65,3,1.23,7.41,7.41,80.25,3.70,3,0.250000000000,0.200000000000,0.410000000000,0.210000000000,0,0.00,0,0,
PWH,True,1.00,15,31,81,10,18,6,43,4,12.35,22.22,7.41,53.09,4.94,4,0.435000000000,0.405000000000,0.495000000000,0.405000000000,1,10.00,0,1,360
PWH,True,1.00,30,31,81,17,22,6,31,5,20.99,27.16,7.41,38.27,6.17,9,0.555000000000,0.570000000000,0.589900000000,0.570000000000,3,17.65,1,2,360
PWH,False,0.25,5,8,23,6,5,11,1,0,26.09,21.74,47.83,4.35,0.00,0,0.170000000000,0.350000000000,0.315000000000,0.350000000000,1,16.67,1,0,60
PWH,False,0.25,15,8,23,7,5,11,0,0,30.43,21.74,47.83,0.00,0.00,1,0.400000000000,0.410000000000,0.418000000000,0.410000000000,1,14.29,1,0,60
PWH,False,0.25,30,8,23,7,5,11,0,0,30.43,21.74,47.83,0.00,0.00,1,0.400000000000,0.690000000000,0.526500000000,0.690000000000,1,14.29,1,0,60
PWH,False,0.50,5,8,23,3,5,3,12,0,13.04,21.74,13.04,52.17,0.00,0,0.170000000000,0.350000000000,0.315000000000,0.350000000000,0,0.00,0,0,
PWH,False,0.50,15,8,23,7,9,3,4,0,30.43,39.13,13.04,17.39,0.00,1,0.400000000000,0.410000000000,0.418000000000,0.410000000000,1,14.29,0,1,360
PWH,False,0.50,30,8,23,8,12,3,0,0,34.78,52.17,13.04,0.00,0.00,1,0.400000000000,0.690000000000,0.526500000000,0.690000000000,2,25.00,0,2,750
PWH,False,1.00,5,8,23,2,0,0,21,0,8.70,0.00,0.00,91.30,0.00,0,0.170000000000,0.350000000000,0.315000000000,0.350000000000,0,0.00,0,0,
PWH,False,1.00,15,8,23,4,2,0,16,1,17.39,8.70,0.00,69.57,4.35,1,0.400000000000,0.410000000000,0.418000000000,0.410000000000,0,0.00,0,0,
PWH,False,1.00,30,8,23,6,2,0,14,1,26.09,8.70,0.00,60.87,4.35,1,0.400000000000,0.690000000000,0.526500000000,0.690000000000,1,16.67,0,1,780
PWL,True,0.25,5,26,73,11,5,55,2,0,15.07,6.85,75.34,2.74,0.00,0,0.440000000000,0.495000000000,0.580000000000,0.500000000000,3,27.27,3,0,120
PWL,True,0.25,15,26,73,13,5,55,0,0,17.81,6.85,75.34,0.00,0.00,2,0.830000000000,0.680000000000,0.888000000000,0.680000000000,8,61.54,6,2,240
PWL,True,0.25,30,26,73,13,5,55,0,0,17.81,6.85,75.34,0.00,0.00,3,0.960000000000,1.095000000000,0.960000000000,1.095000000000,8,61.54,6,2,240
PWL,True,0.50,5,26,73,14,12,33,14,0,19.18,16.44,45.21,19.18,0.00,0,0.440000000000,0.495000000000,0.580000000000,0.500000000000,1,7.14,1,0,120
PWL,True,0.50,15,26,73,22,16,33,2,0,30.14,21.92,45.21,2.74,0.00,2,0.830000000000,0.680000000000,0.888000000000,0.680000000000,6,27.27,4,2,180
PWL,True,0.50,30,26,73,23,17,33,0,0,31.51,23.29,45.21,0.00,0.00,3,0.960000000000,1.095000000000,0.960000000000,1.095000000000,12,52.17,5,7,510
PWL,True,1.00,5,26,73,7,9,5,52,0,9.59,12.33,6.85,71.23,0.00,0,0.440000000000,0.495000000000,0.580000000000,0.500000000000,0,0.00,0,0,
PWL,True,1.00,15,26,73,24,25,5,18,1,32.88,34.25,6.85,24.66,1.37,2,0.830000000000,0.680000000000,0.888000000000,0.680000000000,5,20.83,2,3,420
PWL,True,1.00,30,26,73,25,32,5,10,1,34.25,43.84,6.85,13.70,1.37,3,0.960000000000,1.095000000000,0.960000000000,1.095000000000,9,36.00,2,7,480
PWL,False,0.25,5,8,17,3,3,11,0,0,17.65,17.65,64.71,0.00,0.00,1,0.394400000000,0.245000000000,0.410000000000,0.245000000000,0,0.00,0,0,
PWL,False,0.25,15,8,17,3,3,11,0,0,17.65,17.65,64.71,0.00,0.00,1,0.970000000000,0.245000000000,0.970000000000,0.245000000000,1,33.33,0,1,540
PWL,False,0.25,30,8,17,3,3,11,0,0,17.65,17.65,64.71,0.00,0.00,2,1.640000000000,0.335000000000,1.640000000000,0.335000000000,1,33.33,0,1,540
PWL,False,0.50,5,8,17,4,2,5,5,1,23.53,11.76,29.41,29.41,5.88,1,0.394400000000,0.245000000000,0.410000000000,0.245000000000,0,0.00,0,0,
PWL,False,0.50,15,8,17,7,4,5,0,1,41.18,23.53,29.41,0.00,5.88,1,0.970000000000,0.245000000000,0.970000000000,0.245000000000,1,14.29,0,1,420
PWL,False,0.50,30,8,17,7,4,5,0,1,41.18,23.53,29.41,0.00,5.88,2,1.640000000000,0.335000000000,1.640000000000,0.335000000000,1,14.29,0,1,420
PWL,False,1.00,5,8,17,2,1,1,12,1,11.76,5.88,5.88,70.59,5.88,1,0.394400000000,0.245000000000,0.410000000000,0.245000000000,0,0.00,0,0,
PWL,False,1.00,15,8,17,7,3,1,5,1,41.18,17.65,5.88,29.41,5.88,1,0.970000000000,0.245000000000,0.970000000000,0.245000000000,0,0.00,0,0,
