family,time_of_day,distance,horizon,contributing_sessions,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
PDL,12:00-14:00,0.25,5,34,58,11,14,31,2,0,18.97,24.14,53.45,3.45,0.00,0,0.255000000000,0.442500000000,0.385000000000,0.442500000000,2,18.18,2,0,60
PDL,12:00-14:00,0.25,15,34,58,12,14,31,1,0,20.69,24.14,53.45,1.72,0.00,0,0.587500000000,0.580000000000,0.635000000000,0.580000000000,6,50.00,4,2,150
PDL,12:00-14:00,0.25,30,34,58,13,14,31,0,0,22.41,24.14,53.45,0.00,0.00,0,0.835000000000,0.867500000000,0.945000000000,0.867500000000,8,61.54,4,4,300
PDL,12:00-14:00,0.50,5,34,58,6,17,13,22,0,10.34,29.31,22.41,37.93,0.00,0,0.255000000000,0.442500000000,0.385000000000,0.442500000000,0,0.00,0,0,
PDL,12:00-14:00,0.50,15,34,58,20,21,13,4,0,34.48,36.21,22.41,6.90,0.00,0,0.587500000000,0.580000000000,0.635000000000,0.580000000000,1,5.00,0,1,540
PDL,12:00-14:00,0.50,30,34,58,21,22,13,2,0,36.21,37.93,22.41,3.45,0.00,0,0.835000000000,0.867500000000,0.945000000000,0.867500000000,4,19.05,0,4,720
PDL,12:00-14:00,1.00,5,34,58,2,5,2,49,0,3.45,8.62,3.45,84.48,0.00,0,0.255000000000,0.442500000000,0.385000000000,0.442500000000,0,0.00,0,0,
PDL,12:00-14:00,1.00,15,34,58,12,15,2,29,0,20.69,25.86,3.45,50.00,0.00,0,0.587500000000,0.580000000000,0.635000000000,0.580000000000,1,8.33,1,0,300
PDL,12:00-14:00,1.00,30,34,58,21,25,2,10,0,36.21,43.10,3.45,17.24,0.00,0,0.835000000000,0.867500000000,0.945000000000,0.867500000000,3,14.29,1,2,660
PDL,14:00-15:00,0.25,5,25,34,10,5,18,1,0,29.41,14.71,52.94,2.94,0.00,0,0.305000000000,0.195000000000,0.432500000000,0.230000000000,0,0.00,0,0,
PDL,14:00-15:00,0.25,15,25,34,10,6,18,0,0,29.41,17.65,52.94,0.00,0.00,0,0.565000000000,0.365000000000,0.615050000000,0.365000000000,5,50.00,1,4,600
PDL,14:00-15:00,0.25,30,25,34,10,6,18,0,0,29.41,17.65,52.94,0.00,0.00,0,0.705000000000,0.650000000000,0.730050000000,0.650000000000,6,60.00,1,5,600
PDL,14:00-15:00,0.50,5,25,34,7,8,9,10,0,20.59,23.53,26.47,29.41,0.00,0,0.305000000000,0.195000000000,0.432500000000,0.230000000000,0,0.00,0,0,
PDL,14:00-15:00,0.50,15,25,34,11,11,9,3,0,32.35,32.35,26.47,8.82,0.00,0,0.565000000000,0.365000000000,0.615050000000,0.365000000000,4,36.36,1,3,480
PDL,14:00-15:00,0.50,30,25,34,11,13,9,1,0,32.35,38.24,26.47,2.94,0.00,0,0.705000000000,0.650000000000,0.730050000000,0.650000000000,7,63.64,2,5,480
PDL,14:00-15:00,1.00,5,25,34,2,1,4,27,0,5.88,2.94,11.76,79.41,0.00,0,0.305000000000,0.195000000000,0.432500000000,0.230000000000,0,0.00,0,0,
PDL,14:00-15:00,1.00,15,25,34,4,4,4,22,0,11.76,11.76,11.76,64.71,0.00,0,0.565000000000,0.365000000000,0.615050000000,0.365000000000,2,50.00,0,2,450
PDL,14:00-15:00,1.00,30,25,34,7,8,4,15,0,20.59,23.53,11.76,44.12,0.00,0,0.705000000000,0.650000000000,0.730050000000,0.650000000000,3,42.86,0,3,480
PDL,15:00-close,0.25,5,28,33,11,2,18,2,0,33.33,6.06,54.55,6.06,0.00,2,0.240000000000,0.350000000000,0.420000000000,0.360000000000,4,36.36,4,0,120
PDL,15:00-close,0.25,15,28,33,12,3,18,0,0,36.36,9.09,54.55,0.00,0.00,10,0.420000000000,0.560000000000,0.470000000000,0.560000000000,8,66.67,6,2,120
PDL,15:00-close,0.25,30,28,33,12,3,18,0,0,36.36,9.09,54.55,0.00,0.00,14,0.470000000000,0.740000000000,0.550000000000,0.790000000000,9,75.00,6,3,120
PDL,15:00-close,0.50,5,28,33,7,11,5,10,0,21.21,33.33,15.15,30.30,0.00,2,0.240000000000,0.350000000000,0.420000000000,0.360000000000,0,0.00,0,0,
PDL,15:00-close,0.50,15,28,33,8,14,5,5,1,24.24,42.42,15.15,15.15,3.03,10,0.420000000000,0.560000000000,0.470000000000,0.560000000000,2,25.00,1,1,270
PDL,15:00-close,0.50,30,28,33,11,16,5,0,1,33.33,48.48,15.15,0.00,3.03,14,0.470000000000,0.740000000000,0.550000000000,0.790000000000,3,27.27,1,2,360
PDL,15:00-close,1.00,5,28,33,2,4,1,26,0,6.06,12.12,3.03,78.79,0.00,2,0.240000000000,0.350000000000,0.420000000000,0.360000000000,0,0.00,0,0,
PDL,15:00-close,1.00,15,28,33,4,6,1,14,8,12.12,18.18,3.03,42.42,24.24,10,0.420000000000,0.560000000000,0.470000000000,0.560000000000,0,0.00,0,0,
PDL,15:00-close,1.00,30,28,33,8,11,1,5,8,24.24,33.33,3.03,15.15,24.24,14,0.470000000000,0.740000000000,0.550000000000,0.790000000000,1,12.50,0,1,540
PMH,09:30-10:00,0.25,5,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.200000000000,0.690000000000,0.260000000000,0.690000000000,0,,0,0,
PMH,09:30-10:00,0.25,15,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.200000000000,0.780000000000,0.260000000000,0.780000000000,0,,0,0,
PMH,09:30-10:00,0.25,30,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,2.660000000000,0.780000000000,2.660000000000,0.780000000000,0,,0,0,
PMH,09:30-10:00,0.50,5,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.200000000000,0.690000000000,0.260000000000,0.690000000000,0,,0,0,
PMH,09:30-10:00,0.50,15,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.200000000000,0.780000000000,0.260000000000,0.780000000000,0,,0,0,
PMH,09:30-10:00,0.50,30,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,2.660000000000,0.780000000000,2.660000000000,0.780000000000,0,,0,0,
PMH,09:30-10:00,1.00,5,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.200000000000,0.690000000000,0.260000000000,0.690000000000,0,,0,0,
PMH,09:30-10:00,1.00,15,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.200000000000,0.780000000000,0.260000000000,0.780000000000,0,,0,0,
PMH,09:30-10:00,1.00,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.660000000000,0.780000000000,2.660000000000,0.780000000000,0,0.00,0,0,
PMH,10:00-11:00,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,10:00-11:00,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,10:00-11:00,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,10:00-11:00,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,10:00-11:00,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,10:00-11:00,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,10:00-11:00,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,10:00-11:00,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,10:00-11:00,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,11:00-12:00,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,11:00-12:00,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,11:00-12:00,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,11:00-12:00,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,11:00-12:00,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,11:00-12:00,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,11:00-12:00,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,11:00-12:00,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,11:00-12:00,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,12:00-14:00,0.25,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.220000000000,0,1.220000000000,0,0,0.00,0,0,
PMH,12:00-14:00,0.25,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.420000000000,0.040000000000,1.420000000000,0.040000000000,0,0.00,0,0,
PMH,12:00-14:00,0.25,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.160000000000,0.040000000000,2.160000000000,0.040000000000,0,0.00,0,0,
PMH,12:00-14:00,0.50,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.220000000000,0,1.220000000000,0,0,0.00,0,0,
PMH,12:00-14:00,0.50,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.420000000000,0.040000000000,1.420000000000,0.040000000000,0,0.00,0,0,
PMH,12:00-14:00,0.50,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.160000000000,0.040000000000,2.160000000000,0.040000000000,0,0.00,0,0,
PMH,12:00-14:00,1.00,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.220000000000,0,1.220000000000,0,0,0.00,0,0,
PMH,12:00-14:00,1.00,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.420000000000,0.040000000000,1.420000000000,0.040000000000,0,0.00,0,0,
PMH,12:00-14:00,1.00,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.160000000000,0.040000000000,2.160000000000,0.040000000000,0,0.00,0,0,
PMH,14:00-15:00,0.25,5,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.630000000000,0.740000000000,0.630000000000,0.740000000000,0,,0,0,
PMH,14:00-15:00,0.25,15,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.200000000000,0.740000000000,1.200000000000,0.740000000000,0,,0,0,
PMH,14:00-15:00,0.25,30,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.200000000000,0.740000000000,1.200000000000,0.740000000000,0,,0,0,
PMH,14:00-15:00,0.50,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.630000000000,0.740000000000,0.630000000000,0.740000000000,1,100.00,1,0,60
PMH,14:00-15:00,0.50,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.200000000000,0.740000000000,1.200000000000,0.740000000000,1,100.00,1,0,60
PMH,14:00-15:00,0.50,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.200000000000,0.740000000000,1.200000000000,0.740000000000,1,100.00,1,0,60
PMH,14:00-15:00,1.00,5,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.630000000000,0.740000000000,0.630000000000,0.740000000000,0,,0,0,
PMH,14:00-15:00,1.00,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.200000000000,0.740000000000,1.200000000000,0.740000000000,0,0.00,0,0,
PMH,14:00-15:00,1.00,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.200000000000,0.740000000000,1.200000000000,0.740000000000,0,0.00,0,0,
PMH,15:00-close,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,15:00-close,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,15:00-close,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,15:00-close,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,15:00-close,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,15:00-close,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,15:00-close,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,15:00-close,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,15:00-close,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,09:30-10:00,0.25,5,2,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.955000000000,0.445000000000,1.340000000000,0.480000000000,0,,0,0,
PML,09:30-10:00,0.25,15,2,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,1.125000000000,0.640000000000,1.340000000000,0.640000000000,0,,0,0,
PML,09:30-10:00,0.25,30,2,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,1.160000000000,1.625000000000,1.340000000000,1.625000000000,0,,0,0,
PML,09:30-10:00,0.50,5,2,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.955000000000,0.445000000000,1.340000000000,0.480000000000,0,,0,0,
PML,09:30-10:00,0.50,15,2,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,1.125000000000,0.640000000000,1.340000000000,0.640000000000,0,,0,0,
PML,09:30-10:00,0.50,30,2,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,1.160000000000,1.625000000000,1.340000000000,1.625000000000,0,,0,0,
PML,09:30-10:00,1.00,5,2,2,1,0,0,1,0,50.00,0.00,0.00,50.00,0.00,0,0.955000000000,0.445000000000,1.340000000000,0.480000000000,0,0.00,0,0,
PML,09:30-10:00,1.00,15,2,2,1,0,0,1,0,50.00,0.00,0.00,50.00,0.00,0,1.125000000000,0.640000000000,1.340000000000,0.640000000000,1,100.00,1,0,240
PML,09:30-10:00,1.00,30,2,2,1,0,0,1,0,50.00,0.00,0.00,50.00,0.00,0,1.160000000000,1.625000000000,1.340000000000,1.625000000000,1,100.00,1,0,240
PML,10:00-11:00,0.25,5,2,2,1,0,1,0,0,50.00,0.00,50.00,0.00,0.00,0,0.477500000000,0.465000000000,0.725000000000,0.465000000000,0,0.00,0,0,
PML,10:00-11:00,0.25,15,2,2,1,0,1,0,0,50.00,0.00,50.00,0.00,0.00,0,0.957500000000,0.900000000000,0.965000000000,0.900000000000,0,0.00,0,0,
PML,10:00-11:00,0.25,30,2,2,1,0,1,0,0,50.00,0.00,50.00,0.00,0.00,0,0.957500000000,2.022500000000,0.965000000000,2.022500000000,1,100.00,0,1,1620
PML,10:00-11:00,0.50,5,2,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,0.477500000000,0.465000000000,0.725000000000,0.465000000000,0,,0,0,
PML,10:00-11:00,0.50,15,2,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,0.957500000000,0.900000000000,0.965000000000,0.900000000000,0,,0,0,
PML,10:00-11:00,0.50,30,2,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,0.957500000000,2.022500000000,0.965000000000,2.022500000000,0,,0,0,
PML,10:00-11:00,1.00,5,2,2,0,0,1,1,0,0.00,0.00,50.00,50.00,0.00,0,0.477500000000,0.465000000000,0.725000000000,0.465000000000,0,,0,0,
PML,10:00-11:00,1.00,15,2,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,0.957500000000,0.900000000000,0.965000000000,0.900000000000,0,,0,0,
PML,10:00-11:00,1.00,30,2,2,0,1,1,0,0,0.00,50.00,50.00,0.00,0.00,0,0.957500000000,2.022500000000,0.965000000000,2.022500000000,0,,0,0,
PML,11:00-12:00,0.25,5,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.150000000000,0.270000000000,0.330000000000,0.270000000000,0,,0,0,
PML,11:00-12:00,0.25,15,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.150000000000,0.520000000000,0.330000000000,0.520000000000,0,,0,0,
PML,11:00-12:00,0.25,30,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.150000000000,0.995000000000,0.330000000000,0.995000000000,0,,0,0,
PML,11:00-12:00,0.50,5,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.150000000000,0.270000000000,0.330000000000,0.270000000000,0,,0,0,
PML,11:00-12:00,0.50,15,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.150000000000,0.520000000000,0.330000000000,0.520000000000,0,,0,0,
PML,11:00-12:00,0.50,30,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.150000000000,0.995000000000,0.330000000000,0.995000000000,0,,0,0,
PML,11:00-12:00,1.00,5,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.150000000000,0.270000000000,0.330000000000,0.270000000000,0,,0,0,
PML,11:00-12:00,1.00,15,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.150000000000,0.520000000000,0.330000000000,0.520000000000,0,,0,0,
PML,11:00-12:00,1.00,30,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.150000000000,0.995000000000,0.330000000000,0.995000000000,0,,0,0,
PML,12:00-14:00,0.25,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.370000000000,0.200000000000,0.370000000000,0.200000000000,0,0.00,0,0,
PML,12:00-14:00,0.25,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.460000000000,0.200000000000,0.460000000000,0.200000000000,0,0.00,0,0,
PML,12:00-14:00,0.25,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.401300000000,0.200000000000,1.401300000000,0.200000000000,0,0.00,0,0,
PML,12:00-14:00,0.50,5,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.370000000000,0.200000000000,0.370000000000,0.200000000000,0,,0,0,
PML,12:00-14:00,0.50,15,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.460000000000,0.200000000000,0.460000000000,0.200000000000,0,,0,0,
PML,12:00-14:00,0.50,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.401300000000,0.200000000000,1.401300000000,0.200000000000,0,0.00,0,0,
PML,12:00-14:00,1.00,5,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.370000000000,0.200000000000,0.370000000000,0.200000000000,0,,0,0,
PML,12:00-14:00,1.00,15,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.460000000000,0.200000000000,0.460000000000,0.200000000000,0,,0,0,
PML,12:00-14:00,1.00,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.401300000000,0.200000000000,1.401300000000,0.200000000000,0,0.00,0,0,
PML,14:00-15:00,0.25,5,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.260000000000,0.090000000000,1.260000000000,0.340000000000,0,,0,0,
PML,14:00-15:00,0.25,15,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.260000000000,0.090000000000,1.260000000000,0.340000000000,0,,0,0,
PML,14:00-15:00,0.25,30,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.260000000000,0.825000000000,1.260000000000,0.825000000000,0,,0,0,
PML,14:00-15:00,0.50,5,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.260000000000,0.090000000000,1.260000000000,0.340000000000,0,,0,0,
PML,14:00-15:00,0.50,15,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.260000000000,0.090000000000,1.260000000000,0.340000000000,0,,0,0,
PML,14:00-15:00,0.50,30,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.260000000000,0.825000000000,1.260000000000,0.825000000000,0,,0,0,
PML,14:00-15:00,1.00,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.260000000000,0.090000000000,1.260000000000,0.340000000000,0,0.00,0,0,
PML,14:00-15:00,1.00,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.260000000000,0.090000000000,1.260000000000,0.340000000000,0,0.00,0,0,
PML,14:00-15:00,1.00,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.260000000000,0.825000000000,1.260000000000,0.825000000000,1,100.00,0,1,1140
PML,15:00-close,0.25,5,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.330000000000,0.360000000000,0.330000000000,0.360000000000,0,,0,0,
PML,15:00-close,0.25,15,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.532500000000,0.420000000000,0.532500000000,0.420000000000,0,,0,0,
PML,15:00-close,0.25,30,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,1,0.532500000000,1.390000000000,0.532500000000,1.390000000000,0,,0,0,
PML,15:00-close,0.50,5,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.330000000000,0.360000000000,0.330000000000,0.360000000000,0,,0,0,
PML,15:00-close,0.50,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.532500000000,0.420000000000,0.532500000000,0.420000000000,1,100.00,1,0,180
PML,15:00-close,0.50,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.532500000000,1.390000000000,0.532500000000,1.390000000000,1,100.00,1,0,180
PML,15:00-close,1.00,5,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.330000000000,0.360000000000,0.330000000000,0.360000000000,0,,0,0,
PML,15:00-close,1.00,15,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.532500000000,0.420000000000,0.532500000000,0.420000000000,0,,0,0,
PML,15:00-close,1.00,30,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,1,0.532500000000,1.390000000000,0.532500000000,1.390000000000,0,,0,0,
ORH5,09:30-10:00,0.25,5,122,122,22,11,89,0,0,18.03,9.02,72.95,0.00,0.00,0,0.395000000000,0.440000000000,0.535000000000,0.460000000000,6,27.27,6,0,120
ORH5,09:30-10:00,0.25,15,122,122,22,11,89,0,0,18.03,9.02,72.95,0.00,0.00,0,0.745000000000,0.740000000000,0.785000000000,0.750000000000,15,68.18,7,8,360
ORH5,09:30-10:00,0.25,30,122,122,22,11,89,0,0,18.03,9.02,72.95,0.00,0.00,0,1.095650000000,1.000000000000,1.110000000000,1.000000000000,16,72.73,7,9,390
ORH5,09:30-10:00,0.50,5,122,122,29,28,39,26,0,23.77,22.95,31.97,21.31,0.00,0,0.395000000000,0.440000000000,0.535000000000,0.460000000000,5,17.24,5,0,60
ORH5,09:30-10:00,0.50,15,122,122,39,41,39,3,0,31.97,33.61,31.97,2.46,0.00,0,0.745000000000,0.740000000000,0.785000000000,0.750000000000,21,53.85,12,9,240
ORH5,09:30-10:00,0.50,30,122,122,40,43,39,0,0,32.79,35.25,31.97,0.00,0.00,0,1.095650000000,1.000000000000,1.110000000000,1.000000000000,29,72.50,13,16,480
ORH5,09:30-10:00,1.00,5,122,122,20,13,7,82,0,16.39,10.66,5.74,67.21,0.00,0,0.395000000000,0.440000000000,0.535000000000,0.460000000000,1,5.00,1,0,60
ORH5,09:30-10:00,1.00,15,122,122,42,36,7,37,0,34.43,29.51,5.74,30.33,0.00,0,0.745000000000,0.740000000000,0.785000000000,0.750000000000,13,30.95,5,8,420
ORH5,09:30-10:00,1.00,30,122,122,53,47,7,15,0,43.44,38.52,5.74,12.30,0.00,0,1.095650000000,1.000000000000,1.110000000000,1.000000000000,24,45.28,6,18,510
ORH5,10:00-11:00,0.25,5,84,103,14,12,74,3,0,13.59,11.65,71.84,2.91,0.00,0,0.330000000000,0.380000000000,0.470000000000,0.390000000000,6,42.86,6,0,60
ORH5,10:00-11:00,0.25,15,84,103,15,14,74,0,0,14.56,13.59,71.84,0.00,0.00,0,0.640000000000,0.670000000000,0.680000000000,0.670000000000,11,73.33,8,3,120
ORH5,10:00-11:00,0.25,30,84,103,15,14,74,0,0,14.56,13.59,71.84,0.00,0.00,0,0.860000000000,0.960000000000,0.920000000000,0.960000000000,12,80.00,8,4,120
ORH5,10:00-11:00,0.50,5,84,103,24,28,22,29,0,23.30,27.18,21.36,28.16,0.00,0,0.330000000000,0.380000000000,0.470000000000,0.390000000000,4,16.67,4,0,90
ORH5,10:00-11:00,0.50,15,84,103,35,40,22,6,0,33.98,38.83,21.36,5.83,0.00,0,0.640000000000,0.670000000000,0.680000000000,0.670000000000,15,42.86,9,6,300
ORH5,10:00-11:00,0.50,30,84,103,37,44,22,0,0,35.92,42.72,21.36,0.00,0.00,0,0.860000000000,0.960000000000,0.920000000000,0.960000000000,23,62.16,9,14,420
ORH5,10:00-11:00,1.00,5,84,103,14,14,2,73,0,13.59,13.59,1.94,70.87,0.00,0,0.330000000000,0.380000000000,0.470000000000,0.390000000000,0,0.00,0,0,
ORH5,10:00-11:00,1.00,15,84,103,30,31,2,40,0,29.13,30.10,1.94,38.83,0.00,0,0.640000000000,0.670000000000,0.680000000000,0.670000000000,5,16.67,0,5,420
ORH5,10:00-11:00,1.00,30,84,103,39,45,2,17,0,37.86,43.69,1.94,16.50,0.00,0,0.860000000000,0.960000000000,0.920000000000,0.960000000000,14,35.90,3,11,510
ORH5,11:00-12:00,0.25,5,45,56,17,3,31,5,0,30.36,5.36,55.36,8.93,0.00,0,0.400000000000,0.190000000000,0.474950000000,0.220000000000,5,29.41,5,0,60
ORH5,11:00-12:00,0.25,15,45,56,22,3,31,0,0,39.29,5.36,55.36,0.00,0.00,0,0.645000000000,0.370000000000,0.645000000000,0.375000000000,11,50.00,8,3,120
ORH5,11:00-12:00,0.25,30,45,56,22,3,31,0,0,39.29,5.36,55.36,0.00,0.00,0,0.812500000000,0.597500000000,0.812500000000,0.597500000000,16,72.73,8,8,270
ORH5,11:00-12:00,0.50,5,45,56,21,4,6,25,0,37.50,7.14,10.71,44.64,0.00,0,0.400000000000,0.190000000000,0.474950000000,0.220000000000,1,4.76,1,0,180
ORH5,11:00-12:00,0.50,15,45,56,28,14,6,8,0,50.00,25.00,10.71,14.29,0.00,0,0.645000000000,0.370000000000,0.645000000000,0.375000000000,9,32.14,8,1,240
ORH5,11:00-12:00,0.50,30,45,56,31,17,6,2,0,55.36,30.36,10.71,3.57,0.00,0,0.812500000000,0.597500000000,0.812500000000,0.597500000000,17,54.84,8,9,480
ORH5,11:00-12:00,1.00,5,45,56,3,1,0,52,0,5.36,1.79,0.00,92.86,0.00,0,0.400000000000,0.190000000000,0.474950000000,0.220000000000,0,0.00,0,0,
ORH5,11:00-12:00,1.00,15,45,56,13,11,0,32,0,23.21,19.64,0.00,57.14,0.00,0,0.645000000000,0.370000000000,0.645000000000,0.375000000000,0,0.00,0,0,
ORH5,11:00-12:00,1.00,30,45,56,20,17,0,19,0,35.71,30.36,0.00,33.93,0.00,0,0.812500000000,0.597500000000,0.812500000000,0.597500000000,5,25.00,1,4,780
