family,same_session_touch,distance,horizon,contributing_sessions,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
PML,3+,0.50,15,2,6,1,2,2,1,0,16.67,33.33,33.33,16.67,0.00,0,0.496250000000,0.360000000000,0.496250000000,0.380000000000,1,100.00,1,0,180
PML,3+,0.50,30,2,6,2,2,2,0,0,33.33,33.33,33.33,0.00,0.00,1,0.896250000000,1.192500000000,0.896250000000,1.192500000000,1,50.00,1,0,180
PML,3+,1.00,5,2,6,1,0,1,4,0,16.67,0.00,16.67,66.67,0.00,0,0.350000000000,0.280000000000,0.350000000000,0.315000000000,0,0.00,0,0,
PML,3+,1.00,15,2,6,1,1,1,3,0,16.67,16.67,16.67,50.00,0.00,0,0.496250000000,0.360000000000,0.496250000000,0.380000000000,0,0.00,0,0,
PML,3+,1.00,30,2,6,2,2,1,1,0,33.33,33.33,16.67,16.67,0.00,1,0.896250000000,1.192500000000,0.896250000000,1.192500000000,1,50.00,0,1,1140
PML,UNAVAILABLE,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,UNAVAILABLE,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,UNAVAILABLE,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,UNAVAILABLE,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,UNAVAILABLE,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,UNAVAILABLE,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,UNAVAILABLE,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,UNAVAILABLE,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,UNAVAILABLE,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,1,0.25,5,154,154,29,13,108,4,0,18.83,8.44,70.13,2.60,0.00,1,0.380000000000,0.360000000000,0.522500000000,0.385000000000,9,31.03,9,0,120
ORH5,1,0.25,15,154,154,31,15,108,0,0,20.13,9.74,70.13,0.00,0.00,2,0.730000000000,0.660000000000,0.745000000000,0.670000000000,19,61.29,11,8,120
ORH5,1,0.25,30,154,154,31,15,108,0,0,20.13,9.74,70.13,0.00,0.00,2,1.050000000000,0.882500000000,1.090500000000,0.882500000000,22,70.97,11,11,300
ORH5,1,0.50,5,154,154,38,34,43,39,0,24.68,22.08,27.92,25.32,0.00,1,0.380000000000,0.360000000000,0.522500000000,0.385000000000,7,18.42,7,0,60
ORH5,1,0.50,15,154,154,53,50,43,8,0,34.42,32.47,27.92,5.19,0.00,2,0.730000000000,0.660000000000,0.745000000000,0.670000000000,25,47.17,15,10,180
ORH5,1,0.50,30,154,154,55,55,43,1,0,35.71,35.71,27.92,0.65,0.00,2,1.050000000000,0.882500000000,1.090500000000,0.882500000000,38,69.09,16,22,510
ORH5,1,1.00,5,154,154,25,14,7,108,0,16.23,9.09,4.55,70.13,0.00,1,0.380000000000,0.360000000000,0.522500000000,0.385000000000,1,4.00,1,0,60
ORH5,1,1.00,15,154,154,53,41,7,53,0,34.42,26.62,4.55,34.42,0.00,2,0.730000000000,0.660000000000,0.745000000000,0.670000000000,14,26.42,5,9,420
ORH5,1,1.00,30,154,154,65,58,7,24,0,42.21,37.66,4.55,15.58,0.00,2,1.050000000000,0.882500000000,1.090500000000,0.882500000000,28,43.08,7,21,510
ORH5,2,0.25,5,9,9,3,2,4,0,0,33.33,22.22,44.44,0.00,0.00,0,0.250000000000,0.450000000000,0.445000000000,0.450000000000,1,33.33,1,0,60
ORH5,2,0.25,15,9,9,3,2,4,0,0,33.33,22.22,44.44,0.00,0.00,0,0.670000000000,0.590100000000,0.670000000000,0.590100000000,1,33.33,1,0,60
ORH5,2,0.25,30,9,9,3,2,4,0,0,33.33,22.22,44.44,0.00,0.00,0,0.790000000000,0.685000000000,0.790000000000,0.685000000000,1,33.33,1,0,60
ORH5,2,0.50,5,9,9,2,2,1,4,0,22.22,22.22,11.11,44.44,0.00,0,0.250000000000,0.450000000000,0.445000000000,0.450000000000,0,0.00,0,0,
ORH5,2,0.50,15,9,9,3,4,1,1,0,33.33,44.44,11.11,11.11,0.00,0,0.670000000000,0.590100000000,0.670000000000,0.590100000000,1,33.33,1,0,180
ORH5,2,0.50,30,9,9,4,4,1,0,0,44.44,44.44,11.11,0.00,0.00,0,0.790000000000,0.685000000000,0.790000000000,0.685000000000,1,25.00,1,0,180
ORH5,2,1.00,5,9,9,0,1,0,8,0,0.00,11.11,0.00,88.89,0.00,0,0.250000000000,0.450000000000,0.445000000000,0.450000000000,0,,0,0,
ORH5,2,1.00,15,9,9,2,2,0,5,0,22.22,22.22,0.00,55.56,0.00,0,0.670000000000,0.590100000000,0.670000000000,0.590100000000,0,0.00,0,0,
ORH5,2,1.00,30,9,9,3,3,0,3,0,33.33,33.33,0.00,33.33,0.00,0,0.790000000000,0.685000000000,0.790000000000,0.685000000000,1,33.33,0,1,840
ORH5,3+,0.25,5,101,276,53,38,160,25,0,19.20,13.77,57.97,9.06,0.00,7,0.277500000000,0.270000000000,0.390000000000,0.288000000000,14,26.42,14,0,120
ORH5,3+,0.25,15,101,276,66,48,160,2,0,23.91,17.39,57.97,0.72,0.00,13,0.499750000000,0.510000000000,0.605000000000,0.510000000000,33,50.00,22,11,180
ORH5,3+,0.25,30,101,276,67,49,160,0,0,24.28,17.75,57.97,0.00,0.00,18,0.705050000000,0.660000000000,0.770000000000,0.660000000000,46,68.66,23,23,300
ORH5,3+,0.50,5,101,276,54,47,56,117,2,19.57,17.03,20.29,42.39,0.72,7,0.277500000000,0.270000000000,0.390000000000,0.288000000000,4,7.41,4,0,120
ORH5,3+,0.50,15,101,276,89,90,56,36,5,32.25,32.61,20.29,13.04,1.81,13,0.499750000000,0.510000000000,0.605000000000,0.510000000000,29,32.58,16,13,300
ORH5,3+,0.50,30,101,276,97,104,56,13,6,35.14,37.68,20.29,4.71,2.17,18,0.705050000000,0.660000000000,0.770000000000,0.660000000000,50,51.55,16,34,480
ORH5,3+,1.00,5,101,276,16,19,9,226,6,5.80,6.88,3.26,81.88,2.17,7,0.277500000000,0.270000000000,0.390000000000,0.288000000000,0,0.00,0,0,
ORH5,3+,1.00,15,101,276,49,52,9,155,11,17.75,18.84,3.26,56.16,3.99,13,0.499750000000,0.510000000000,0.605000000000,0.510000000000,7,14.29,3,4,360
ORH5,3+,1.00,30,101,276,86,82,9,84,15,31.16,29.71,3.26,30.43,5.43,18,0.705050000000,0.660000000000,0.770000000000,0.660000000000,22,25.58,7,15,480
ORH5,UNAVAILABLE,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,UNAVAILABLE,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,UNAVAILABLE,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,UNAVAILABLE,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,UNAVAILABLE,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,UNAVAILABLE,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,UNAVAILABLE,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,UNAVAILABLE,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,UNAVAILABLE,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,1,0.25,5,145,145,27,7,110,1,0,18.62,4.83,75.86,0.69,0.00,2,0.430000000000,0.380000000000,0.570000000000,0.406300000000,9,33.33,9,0,180
ORL5,1,0.25,15,145,145,27,8,110,0,0,18.62,5.52,75.86,0.00,0.00,2,0.789900000000,0.732500000000,0.830000000000,0.755000000000,13,48.15,9,4,180
ORL5,1,0.25,30,145,145,27,8,110,0,0,18.62,5.52,75.86,0.00,0.00,2,1.220000000000,0.940000000000,1.260000000000,0.990000000000,16,59.26,9,7,180
ORL5,1,0.50,5,145,145,46,26,47,25,1,31.72,17.93,32.41,17.24,0.69,2,0.430000000000,0.380000000000,0.570000000000,0.406300000000,13,28.26,13,0,120
ORL5,1,0.50,15,145,145,58,36,48,2,1,40.00,24.83,33.10,1.38,0.69,2,0.789900000000,0.732500000000,0.830000000000,0.755000000000,27,46.55,23,4,180
ORL5,1,0.50,30,145,145,59,37,48,0,1,40.69,25.52,33.10,0.00,0.69,2,1.220000000000,0.940000000000,1.260000000000,0.990000000000,30,50.85,23,7,180
ORL5,1,1.00,5,145,145,22,18,7,97,1,15.17,12.41,4.83,66.90,0.69,2,0.430000000000,0.380000000000,0.570000000000,0.406300000000,4,18.18,4,0,150
ORL5,1,1.00,15,145,145,52,49,7,36,1,35.86,33.79,4.83,24.83,0.69,2,0.789900000000,0.732500000000,0.830000000000,0.755000000000,7,13.46,5,2,180
ORL5,1,1.00,30,145,145,61,58,7,18,1,42.07,40.00,4.83,12.41,0.69,2,1.220000000000,0.940000000000,1.260000000000,0.990000000000,13,21.31,6,7,360
ORL5,2,0.25,5,12,12,4,1,6,1,0,33.33,8.33,50.00,8.33,0.00,0,0.420000000000,0.274950000000,0.655000000000,0.274950000000,2,50.00,2,0,90
ORL5,2,0.25,15,12,12,5,1,6,0,0,41.67,8.33,50.00,0.00,0.00,0,1.055050000000,0.514900000000,1.150050000000,0.514900000000,3,60.00,2,1,120
ORL5,2,0.25,30,12,12,5,1,6,0,0,41.67,8.33,50.00,0.00,0.00,0,1.310050000000,0.922150000000,1.310050000000,0.922150000000,4,80.00,2,2,300
ORL5,2,0.50,5,12,12,2,1,5,4,0,16.67,8.33,41.67,33.33,0.00,0,0.420000000000,0.274950000000,0.655000000000,0.274950000000,0,0.00,0,0,
ORL5,2,0.50,15,12,12,2,2,5,3,0,16.67,16.67,41.67,25.00,0.00,0,1.055050000000,0.514900000000,1.150050000000,0.514900000000,1,50.00,0,1,420
ORL5,2,0.50,30,12,12,4,3,5,0,0,33.33,25.00,41.67,0.00,0.00,0,1.310050000000,0.922150000000,1.310050000000,0.922150000000,2,50.00,1,1,240
ORL5,2,1.00,5,12,12,2,1,1,8,0,16.67,8.33,8.33,66.67,0.00,0,0.420000000000,0.274950000000,0.655000000000,0.274950000000,0,0.00,0,0,
ORL5,2,1.00,15,12,12,5,3,1,3,0,41.67,25.00,8.33,25.00,0.00,0,1.055050000000,0.514900000000,1.150050000000,0.514900000000,1,20.00,1,0,180
ORL5,2,1.00,30,12,12,6,4,1,1,0,50.00,33.33,8.33,8.33,0.00,0,1.310050000000,0.922150000000,1.310050000000,0.922150000000,2,33.33,1,1,600
ORL5,3+,0.25,5,95,265,63,21,152,29,0,23.77,7.92,57.36,10.94,0.00,3,0.350000000000,0.230000000000,0.440000000000,0.240000000000,16,25.40,16,0,120
ORL5,3+,0.25,15,95,265,71,40,152,2,0,26.79,15.09,57.36,0.75,0.00,9,0.550000000000,0.460000000000,0.620000000000,0.465000000000,35,49.30,26,9,180
ORL5,3+,0.25,30,95,265,72,40,152,1,0,27.17,15.09,57.36,0.38,0.00,16,0.690000000000,0.660000000000,0.760000000000,0.670100000000,41,56.94,26,15,240
ORL5,3+,0.50,5,95,265,52,32,60,119,2,19.62,12.08,22.64,44.91,0.75,3,0.350000000000,0.230000000000,0.440000000000,0.240000000000,7,13.46,7,0,120
ORL5,3+,0.50,15,95,265,89,76,60,37,3,33.58,28.68,22.64,13.96,1.13,9,0.550000000000,0.460000000000,0.620000000000,0.465000000000,27,30.34,16,11,300
ORL5,3+,0.50,30,95,265,97,91,60,14,3,36.60,34.34,22.64,5.28,1.13,16,0.690000000000,0.660000000000,0.760000000000,0.670100000000,43,44.33,18,25,420
ORL5,3+,1.00,5,95,265,14,15,15,218,3,5.28,5.66,5.66,82.26,1.13,3,0.350000000000,0.230000000000,0.440000000000,0.240000000000,0,0.00,0,0,
ORL5,3+,1.00,15,95,265,59,55,15,128,8,22.26,20.75,5.66,48.30,3.02,9,0.550000000000,0.460000000000,0.620000000000,0.465000000000,3,5.08,3,0,120
ORL5,3+,1.00,30,95,265,77,73,15,88,12,29.06,27.55,5.66,33.21,4.53,16,0.690000000000,0.660000000000,0.760000000000,0.670100000000,18,23.38,5,13,570
ORL5,UNAVAILABLE,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,UNAVAILABLE,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,UNAVAILABLE,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,UNAVAILABLE,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,UNAVAILABLE,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,UNAVAILABLE,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,UNAVAILABLE,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,UNAVAILABLE,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,UNAVAILABLE,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,1,0.25,5,39,39,9,1,24,5,0,23.08,2.56,61.54,12.82,0.00,0,0.270000000000,0.210000000000,0.550000000000,0.235000000000,2,22.22,2,0,90
PWH,1,0.25,15,39,39,13,2,24,0,0,33.33,5.13,61.54,0.00,0.00,1,0.480000000000,0.570000000000,0.579000000000,0.570000000000,6,46.15,4,2,270
PWH,1,0.25,30,39,39,13,2,24,0,0,33.33,5.13,61.54,0.00,0.00,2,0.590000000000,0.760000000000,0.610000000000,0.760000000000,8,61.54,4,4,420
PWH,1,0.50,5,39,39,8,4,15,12,0,20.51,10.26,38.46,30.77,0.00,0,0.270000000000,0.210000000000,0.550000000000,0.235000000000,0,0.00,0,0,
PWH,1,0.50,15,39,39,9,7,15,8,0,23.08,17.95,38.46,20.51,0.00,1,0.480000000000,0.570000000000,0.579000000000,0.570000000000,3,33.33,2,1,300
PWH,1,0.50,30,39,39,13,8,15,3,0,33.33,20.51,38.46,7.69,0.00,2,0.590000000000,0.760000000000,0.610000000000,0.760000000000,6,46.15,3,3,540
PWH,1,1.00,5,39,39,2,4,5,28,0,5.13,10.26,12.82,71.79,0.00,0,0.270000000000,0.210000000000,0.550000000000,0.235000000000,0,0.00,0,0,
PWH,1,1.00,15,39,39,8,13,5,12,1,20.51,33.33,12.82,30.77,2.56,1,0.480000000000,0.570000000000,0.579000000000,0.570000000000,1,12.50,0,1,360
PWH,1,1.00,30,39,39,9,14,5,10,1,23.08,35.90,12.82,25.64,2.56,2,0.590000000000,0.760000000000,0.610000000000,0.760000000000,2,22.22,0,2,570
PWH,2,0.25,5,6,6,3,0,3,0,0,50.00,0.00,50.00,0.00,0.00,0,0.492500000000,0.362500000000,0.492500000000,0.362500000000,0,0.00,0,0,
PWH,2,0.25,15,6,6,3,0,3,0,0,50.00,0.00,50.00,0.00,0.00,0,0.547500000000,0.362500000000,0.547500000000,0.362500000000,1,33.33,1,0,300
PWH,2,0.25,30,6,6,3,0,3,0,0,50.00,0.00,50.00,0.00,0.00,0,1.042500000000,0.520000000000,1.042500000000,0.520000000000,3,100.00,1,2,1080
PWH,2,0.50,5,6,6,3,2,0,1,0,50.00,33.33,0.00,16.67,0.00,0,0.492500000000,0.362500000000,0.492500000000,0.362500000000,0,0.00,0,0,
PWH,2,0.50,15,6,6,3,2,0,1,0,50.00,33.33,0.00,16.67,0.00,0,0.547500000000,0.362500000000,0.547500000000,0.362500000000,0,0.00,0,0,
PWH,2,0.50,30,6,6,3,3,0,0,0,50.00,50.00,0.00,0.00,0.00,0,1.042500000000,0.520000000000,1.042500000000,0.520000000000,2,66.67,0,2,1200
PWH,2,1.00,5,6,6,1,0,0,5,0,16.67,0.00,0.00,83.33,0.00,0,0.492500000000,0.362500000000,0.492500000000,0.362500000000,0,0.00,0,0,
PWH,2,1.00,15,6,6,2,0,0,4,0,33.33,0.00,0.00,66.67,0.00,0,0.547500000000,0.362500000000,0.547500000000,0.362500000000,0,0.00,0,0,
PWH,2,1.00,30,6,6,3,0,0,3,0,50.00,0.00,0.00,50.00,0.00,0,1.042500000000,0.520000000000,1.042500000000,0.520000000000,1,33.33,0,1,1260
PWH,3+,0.25,5,21,59,8,11,28,11,1,13.56,18.64,47.46,18.64,1.69,3,0.220000000000,0.210000000000,0.310000000000,0.220000000000,0,0.00,0,0,
PWH,3+,0.25,15,21,59,13,15,28,2,1,22.03,25.42,47.46,3.39,1.69,4,0.410000000000,0.400000000000,0.430000000000,0.400000000000,1,7.69,0,1,360
PWH,3+,0.25,30,21,59,13,15,28,2,1,22.03,25.42,47.46,3.39,1.69,8,0.480000000000,0.540000000000,0.526500000000,0.540000000000,3,23.08,0,3,600
PWH,3+,0.50,5,21,59,6,5,8,37,3,10.17,8.47,13.56,62.71,5.08,3,0.220000000000,0.210000000000,0.310000000000,0.220000000000,1,16.67,1,0,120
PWH,3+,0.50,15,21,59,16,16,8,16,3,27.12,27.12,13.56,27.12,5.08,4,0.410000000000,0.400000000000,0.430000000000,0.400000000000,2,12.50,1,1,240
PWH,3+,0.50,30,21,59,18,21,8,8,4,30.51,35.59,13.56,13.56,6.78,8,0.480000000000,0.540000000000,0.526500000000,0.540000000000,4,22.22,1,3,510
PWH,3+,1.00,5,21,59,0,2,1,53,3,0.00,3.39,1.69,89.83,5.08,3,0.220000000000,0.210000000000,0.310000000000,0.220000000000,0,,0,0,
PWH,3+,1.00,15,21,59,4,7,1,43,4,6.78,11.86,1.69,72.88,6.78,4,0.410000000000,0.400000000000,0.430000000000,0.400000000000,0,0.00,0,0,
PWH,3+,1.00,30,21,59,11,10,1,32,5,18.64,16.95,1.69,54.24,8.47,8,0.480000000000,0.540000000000,0.526500000000,0.540000000000,1,9.09,1,0,180
PWH,UNAVAILABLE,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,UNAVAILABLE,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,UNAVAILABLE,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,UNAVAILABLE,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,UNAVAILABLE,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,UNAVAILABLE,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,UNAVAILABLE,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,UNAVAILABLE,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,UNAVAILABLE,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,1,0.25,5,34,34,3,2,29,0,0,8.82,5.88,85.29,0.00,0.00,1,0.345000000000,0.452500000000,0.585000000000,0.452500000000,1,33.33,1,0,120
PWL,1,0.25,15,34,34,3,2,29,0,0,8.82,5.88,85.29,0.00,0.00,1,1.225000000000,0.762500000000,1.225000000000,0.762500000000,3,100.00,2,1,240
PWL,1,0.25,30,34,34,3,2,29,0,0,8.82,5.88,85.29,0.00,0.00,1,1.475000000000,0.837500000000,1.475000000000,0.837500000000,3,100.00,2,1,240
PWL,1,0.50,5,34,34,4,5,18,6,1,11.76,14.71,52.94,17.65,2.94,1,0.345000000000,0.452500000000,0.585000000000,0.452500000000,0,0.00,0,0,
PWL,1,0.50,15,34,34,9,6,18,0,1,26.47,17.65,52.94,0.00,2.94,1,1.225000000000,0.762500000000,1.225000000000,0.762500000000,2,22.22,1,1,300
PWL,1,0.50,30,34,34,9,6,18,0,1,26.47,17.65,52.94,0.00,2.94,1,1.475000000000,0.837500000000,1.475000000000,0.837500000000,5,55.56,1,4,540
PWL,1,1.00,5,34,34,3,6,4,20,1,8.82,17.65,11.76,58.82,2.94,1,0.345000000000,0.452500000000,0.585000000000,0.452500000000,0,0.00,0,0,
PWL,1,1.00,15,34,34,14,11,4,4,1,41.18,32.35,11.76,11.76,2.94,1,1.225000000000,0.762500000000,1.225000000000,0.762500000000,4,28.57,2,2,270
PWL,1,1.00,30,34,34,14,12,4,3,1,41.18,35.29,11.76,8.82,2.94,1,1.475000000000,0.837500000000,1.475000000000,0.837500000000,6,42.86,3,3,360
PWL,2,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,2,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,3+,0.25,5,24,56,11,6,37,2,0,19.64,10.71,66.07,3.57,0.00,0,0.452500000000,0.431000000000,0.555000000000,0.450000000000,2,18.18,2,0,180
PWL,3+,0.25,15,24,56,13,6,37,0,0,23.21,10.71,66.07,0.00,0.00,2,0.655000000000,0.610000000000,0.685000000000,0.610000000000,6,46.15,4,2,240
PWL,3+,0.25,30,24,56,13,6,37,0,0,23.21,10.71,66.07,0.00,0.00,4,0.825000000000,0.817500000000,0.825000000000,0.817500000000,6,46.15,4,2,240
PWL,3+,0.50,5,24,56,14,9,20,13,0,25.00,16.07,35.71,23.21,0.00,0,0.452500000000,0.431000000000,0.555000000000,0.450000000000,1,7.14,1,0,120
PWL,3+,0.50,15,24,56,20,14,20,2,0,35.71,25.00,35.71,3.57,0.00,2,0.655000000000,0.610000000000,0.685000000000,0.610000000000,5,25.00,3,2,180
PWL,3+,0.50,30,24,56,21,15,20,0,0,37.50,26.79,35.71,0.00,0.00,4,0.825000000000,0.817500000000,0.825000000000,0.817500000000,8,38.10,4,4,300
PWL,3+,1.00,5,24,56,6,4,2,44,0,10.71,7.14,3.57,78.57,0.00,0,0.452500000000,0.431000000000,0.555000000000,0.450000000000,0,0.00,0,0,
PWL,3+,1.00,15,24,56,17,17,2,19,1,30.36,30.36,3.57,33.93,1.79,2,0.655000000000,0.610000000000,0.685000000000,0.610000000000,1,5.88,0,1,480
PWL,3+,1.00,30,24,56,21,23,2,8,2,37.50,41.07,3.57,14.29,3.57,4,0.825000000000,0.817500000000,0.825000000000,0.817500000000,5,23.81,1,4,480
PWL,UNAVAILABLE,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,UNAVAILABLE,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,UNAVAILABLE,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,UNAVAILABLE,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,UNAVAILABLE,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,UNAVAILABLE,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,UNAVAILABLE,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,UNAVAILABLE,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,UNAVAILABLE,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,1,0.25,5,140,894,184,52,620,38,0,20.58,5.82,69.35,4.25,0.00,8,0.370000000000,0.370000000000,0.580000000000,0.410000000000,60,32.61,60,0,120
1H_HIGH,1,0.25,15,140,894,203,64,620,7,0,22.71,7.16,69.35,0.78,0.00,24,0.640000000000,0.710000000000,0.770000000000,0.740000000000,108,53.20,82,26,180
1H_HIGH,1,0.25,30,140,894,206,67,620,1,0,23.04,7.49,69.35,0.11,0.00,40,0.859900000000,0.920000000000,0.961300000000,0.940000000000,136,66.02,85,51,240
1H_HIGH,1,0.50,5,140,894,174,137,361,220,2,19.46,15.32,40.38,24.61,0.22,8,0.370000000000,0.370000000000,0.580000000000,0.410000000000,26,14.94,26,0,120
1H_HIGH,1,0.50,15,140,894,244,211,361,72,6,27.29,23.60,40.38,8.05,0.67,24,0.640000000000,0.710000000000,0.770000000000,0.740000000000,87,35.66,62,25,240
1H_HIGH,1,0.50,30,140,894,259,232,361,36,6,28.97,25.95,40.38,4.03,0.67,40,0.859900000000,0.920000000000,0.961300000000,0.940000000000,127,49.03,65,62,300
1H_HIGH,1,1.00,5,140,894,108,93,79,609,5,12.08,10.40,8.84,68.12,0.56,8,0.370000000000,0.370000000000,0.580000000000,0.410000000000,5,4.63,5,0,120
1H_HIGH,1,1.00,15,140,894,243,274,79,285,13,27.18,30.65,8.84,31.88,1.45,24,0.640000000000,0.710000000000,0.770000000000,0.740000000000,52,21.40,30,22,300
1H_HIGH,1,1.00,30,140,894,311,337,79,153,14,34.79,37.70,8.84,17.11,1.57,40,0.859900000000,0.920000000000,0.961300000000,0.940000000000,85,27.33,33,52,420
1H_HIGH,2,0.25,5,41,59,16,7,33,3,0,27.12,11.86,55.93,5.08,0.00,1,0.350000000000,0.310000000000,0.440000000000,0.335000000000,4,25.00,4,0,120
1H_HIGH,2,0.25,15,41,59,18,8,33,0,0,30.51,13.56,55.93,0.00,0.00,1,0.600000000000,0.480000000000,0.660000000000,0.480000000000,10,55.56,7,3,210
1H_HIGH,2,0.25,30,41,59,18,8,33,0,0,30.51,13.56,55.93,0.00,0.00,3,0.890000000000,0.640000000000,1.130000000000,0.640000000000,14,77.78,8,6,300
1H_HIGH,2,0.50,5,41,59,14,11,12,22,0,23.73,18.64,20.34,37.29,0.00,1,0.350000000000,0.310000000000,0.440000000000,0.335000000000,0,0.00,0,0,
1H_HIGH,2,0.50,15,41,59,23,19,12,5,0,38.98,32.20,20.34,8.47,0.00,1,0.600000000000,0.480000000000,0.660000000000,0.480000000000,4,17.39,3,1,270
1H_HIGH,2,0.50,30,41,59,25,21,12,1,0,42.37,35.59,20.34,1.69,0.00,3,0.890000000000,0.640000000000,1.130000000000,0.640000000000,12,48.00,6,6,360
1H_HIGH,2,1.00,5,41,59,6,5,5,43,0,10.17,8.47,8.47,72.88,0.00,1,0.350000000000,0.310000000000,0.440000000000,0.335000000000,0,0.00,0,0,
1H_HIGH,2,1.00,15,41,59,16,6,5,32,0,27.12,10.17,8.47,54.24,0.00,1,0.600000000000,0.480000000000,0.660000000000,0.480000000000,1,6.25,0,1,540
1H_HIGH,2,1.00,30,41,59,27,10,5,17,0,45.76,16.95,8.47,28.81,0.00,3,0.890000000000,0.640000000000,1.130000000000,0.640000000000,3,11.11,0,3,540
