family,rejection_path,distance,horizon,contributing_sessions,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
ORL5,SINGLE_TOUCH_LATER,1.00,5,32,35,35,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.360000000000,0,1.360000000000,0.200000000000,2,5.71,2,0,120
ORL5,SINGLE_TOUCH_LATER,1.00,15,67,86,86,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.680000000000,0.182500000000,1.680000000000,0.232500000000,6,6.98,4,2,210
ORL5,SINGLE_TOUCH_LATER,1.00,30,69,91,91,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,2.100000000000,0.230000000000,2.100000000000,0.270000000000,17,18.68,6,11,480
ORL5,ONE_RETEST,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,ONE_RETEST,0.25,15,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.515000000000,0.135000000000,0.515000000000,0.135000000000,0,0.00,0,0,
ORL5,ONE_RETEST,0.25,30,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.885000000000,0.135000000000,0.885000000000,0.135000000000,0,0.00,0,0,
ORL5,ONE_RETEST,0.50,5,4,4,4,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.690000000000,0.059850000000,0.690000000000,0.094850000000,0,0.00,0,0,
ORL5,ONE_RETEST,0.50,15,18,19,19,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.967600000000,0.220000000000,0.967600000000,0.220000000000,6,31.58,3,3,330
ORL5,ONE_RETEST,0.50,30,21,22,22,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.125000000000,0.255000000000,1.125000000000,0.255000000000,8,36.36,3,5,390
ORL5,ONE_RETEST,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,ONE_RETEST,1.00,15,24,24,24,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.340000000000,0.361250000000,1.340000000000,0.361250000000,3,12.50,3,0,120
ORL5,ONE_RETEST,1.00,30,37,40,40,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.435000000000,0.430000000000,1.435000000000,0.430000000000,12,30.00,4,8,450
ORL5,MULTIPLE_TESTS,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,MULTIPLE_TESTS,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,MULTIPLE_TESTS,0.25,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.380000000000,0.230000000000,0.380000000000,0.230000000000,0,0.00,0,0,
ORL5,MULTIPLE_TESTS,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,MULTIPLE_TESTS,0.50,15,4,4,4,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.570000000000,0.187500000000,0.570000000000,0.195000000000,1,25.00,1,0,180
ORL5,MULTIPLE_TESTS,0.50,30,7,7,7,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.590000000000,0.442100000000,0.590000000000,0.442100000000,4,57.14,3,1,240
ORL5,MULTIPLE_TESTS,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORL5,MULTIPLE_TESTS,1.00,15,3,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.190000000000,0.180000000000,1.190000000000,0.205300000000,0,0.00,0,0,
ORL5,MULTIPLE_TESTS,1.00,30,10,10,10,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.487500000000,0.420000000000,1.487500000000,0.420000000000,2,20.00,0,2,570
ORL5,NO_CONFIRMED_REJECTION,0.25,5,136,328,0,29,268,31,0,0.00,8.84,81.71,9.45,0.00,5,0.300000000000,0.340000000000,0.460000000000,0.365000000000,0,,0,0,
ORL5,NO_CONFIRMED_REJECTION,0.25,15,136,319,0,49,268,2,0,0.00,15.36,84.01,0.63,0.00,11,0.560000000000,0.640000000000,0.680000000000,0.650000000000,0,,0,0,
ORL5,NO_CONFIRMED_REJECTION,0.25,30,136,318,0,49,268,1,0,0.00,15.41,84.28,0.31,0.00,15,0.764950000000,0.810000000000,0.808100000000,0.850000000000,0,,0,0,
ORL5,NO_CONFIRMED_REJECTION,0.50,5,129,322,0,59,112,148,3,0.00,18.32,34.78,45.96,0.93,5,0.280000000000,0.340000000000,0.400000000000,0.365000000000,0,,0,0,
ORL5,NO_CONFIRMED_REJECTION,0.50,15,121,273,0,114,113,42,4,0.00,41.76,41.39,15.38,1.47,10,0.380000000000,0.770000000000,0.480000000000,0.790000000000,0,,0,0,
ORL5,NO_CONFIRMED_REJECTION,0.50,30,120,262,0,131,113,14,4,0.00,50.00,43.13,5.34,1.53,13,0.472500000000,0.990000000000,0.610000000000,1.005000000000,0,,0,0,
ORL5,NO_CONFIRMED_REJECTION,1.00,5,140,384,0,34,23,323,4,0.00,8.85,5.99,84.11,1.04,5,0.337500000000,0.290000000000,0.450000000000,0.302550000000,0,,0,0,
ORL5,NO_CONFIRMED_REJECTION,1.00,15,125,306,0,107,23,167,9,0.00,34.97,7.52,54.58,2.94,11,0.415350000000,0.720050000000,0.530000000000,0.750000000000,0,,0,0,
ORL5,NO_CONFIRMED_REJECTION,1.00,30,118,278,0,135,23,107,13,0.00,48.56,8.27,38.49,4.68,17,0.505000000000,1.035000000000,0.586750000000,1.056300000000,0,,0,0,
PWH,IMMEDIATE_SINGLE_TOUCH,0.25,5,7,7,7,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.595000000000,0,1.595000000000,0.088000000000,1,14.29,1,0,60
PWH,IMMEDIATE_SINGLE_TOUCH,0.25,15,7,7,7,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.470000000000,0.060000000000,2.470000000000,0.100000000000,3,42.86,2,1,300
PWH,IMMEDIATE_SINGLE_TOUCH,0.25,30,7,7,7,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.470000000000,0.120000000000,2.470000000000,0.120000000000,4,57.14,2,2,540
PWH,IMMEDIATE_SINGLE_TOUCH,0.50,5,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.512500000000,0,1.512500000000,0.052500000000,0,0.00,0,0,
PWH,IMMEDIATE_SINGLE_TOUCH,0.50,15,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.912500000000,0.205000000000,1.912500000000,0.252500000000,1,50.00,0,1,780
PWH,IMMEDIATE_SINGLE_TOUCH,0.50,30,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.761850000000,0.540000000000,2.761850000000,0.587500000000,1,50.00,0,1,780
PWH,IMMEDIATE_SINGLE_TOUCH,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,IMMEDIATE_SINGLE_TOUCH,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,IMMEDIATE_SINGLE_TOUCH,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,SINGLE_TOUCH_LATER,0.25,5,11,13,13,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.415000000000,0.075000000000,0.415000000000,0.090000000000,1,7.69,1,0,120
PWH,SINGLE_TOUCH_LATER,0.25,15,15,18,18,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.457500000000,0.135000000000,0.457500000000,0.140000000000,5,27.78,3,2,300
PWH,SINGLE_TOUCH_LATER,0.25,30,15,18,18,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.620000000000,0.180000000000,0.620000000000,0.180000000000,9,50.00,3,6,540
PWH,SINGLE_TOUCH_LATER,0.50,5,12,15,15,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.658000000000,0.080000000000,0.658000000000,0.100000000000,1,6.67,1,0,120
PWH,SINGLE_TOUCH_LATER,0.50,15,15,23,23,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.790000000000,0.100000000000,0.790000000000,0.130000000000,4,17.39,3,1,270
PWH,SINGLE_TOUCH_LATER,0.50,30,17,25,25,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.790000000000,0.210000000000,0.790000000000,0.230000000000,10,40.00,3,7,840
PWH,SINGLE_TOUCH_LATER,1.00,5,3,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.620000000000,0,1.620000000000,0.020000000000,0,0.00,0,0,
PWH,SINGLE_TOUCH_LATER,1.00,15,9,13,13,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.815000000000,0.120000000000,1.815000000000,0.140000000000,1,7.69,0,1,360
PWH,SINGLE_TOUCH_LATER,1.00,30,11,15,15,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.860000000000,0.160000000000,1.860000000000,0.180000000000,3,20.00,0,3,780
PWH,ONE_RETEST,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,ONE_RETEST,0.25,15,3,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.320000000000,0.159900000000,0.320000000000,0.159900000000,0,0.00,0,0,
PWH,ONE_RETEST,0.25,30,3,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.589900000000,0.159900000000,0.589900000000,0.159900000000,1,33.33,0,1,900
PWH,ONE_RETEST,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,ONE_RETEST,0.50,15,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.805000000000,0.280000000000,0.805000000000,0.285000000000,0,0.00,0,0,
PWH,ONE_RETEST,0.50,30,6,6,6,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.835000000000,0.185000000000,0.835000000000,0.190000000000,1,16.67,1,0,240
PWH,ONE_RETEST,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,ONE_RETEST,1.00,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.710000000000,0.060000000000,1.710000000000,0.100000000000,0,0.00,0,0,
PWH,ONE_RETEST,1.00,30,6,7,7,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.305000000000,0.550000000000,1.305000000000,0.550000000000,1,14.29,1,0,180
PWH,MULTIPLE_TESTS,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,MULTIPLE_TESTS,0.25,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.555000000000,0.015000000000,0.555000000000,0.015000000000,0,0.00,0,0,
PWH,MULTIPLE_TESTS,0.25,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.555000000000,0.015000000000,0.555000000000,0.015000000000,0,0.00,0,0,
PWH,MULTIPLE_TESTS,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,MULTIPLE_TESTS,0.50,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.555000000000,0.015000000000,0.555000000000,0.015000000000,0,0.00,0,0,
PWH,MULTIPLE_TESTS,0.50,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.555000000000,0.015000000000,0.555000000000,0.015000000000,0,0.00,0,0,
PWH,MULTIPLE_TESTS,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,MULTIPLE_TESTS,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWH,MULTIPLE_TESTS,1.00,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.550000000000,0.350000000000,1.550000000000,0.350000000000,0,0.00,0,0,
PWH,NO_CONFIRMED_REJECTION,0.25,5,33,84,0,12,55,16,1,0.00,14.29,65.48,19.05,1.19,2,0.170000000000,0.317500000000,0.330000000000,0.340000000000,0,,0,0,
PWH,NO_CONFIRMED_REJECTION,0.25,15,31,75,0,17,55,2,1,0.00,22.67,73.33,2.67,1.33,4,0.365000000000,0.550000000000,0.464900000000,0.550000000000,0,,0,0,
PWH,NO_CONFIRMED_REJECTION,0.25,30,31,75,0,17,55,2,1,0.00,22.67,73.33,2.67,1.33,9,0.400000000000,0.760000000000,0.540000000000,0.760000000000,0,,0,0,
PWH,NO_CONFIRMED_REJECTION,0.50,5,34,87,0,11,23,50,3,0.00,12.64,26.44,57.47,3.45,3,0.180000000000,0.280000000000,0.320500000000,0.290000000000,0,,0,0,
PWH,NO_CONFIRMED_REJECTION,0.50,15,34,76,0,25,23,25,3,0.00,32.89,30.26,32.89,3.95,5,0.345000000000,0.545000000000,0.400000000000,0.545000000000,0,,0,0,
PWH,NO_CONFIRMED_REJECTION,0.50,30,31,70,0,32,23,11,4,0.00,45.71,32.86,15.71,5.71,10,0.362500000000,0.780000000000,0.407500000000,0.780000000000,0,,0,0,
PWH,NO_CONFIRMED_REJECTION,1.00,5,37,101,0,6,6,86,3,0.00,5.94,5.94,85.15,2.97,3,0.225000000000,0.230000000000,0.330000000000,0.250000000000,0,,0,0,
PWH,NO_CONFIRMED_REJECTION,1.00,15,35,90,0,20,6,59,5,0.00,22.22,6.67,65.56,5.56,5,0.400000000000,0.485000000000,0.432500000000,0.485000000000,0,,0,0,
PWH,NO_CONFIRMED_REJECTION,1.00,30,35,81,0,24,6,45,6,0.00,29.63,7.41,55.56,7.41,10,0.405000000000,0.740000000000,0.480000000000,0.740000000000,0,,0,0,
PWL,IMMEDIATE_SINGLE_TOUCH,0.25,5,7,8,8,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.712500000000,0.125000000000,0.787500000000,0.185000000000,3,37.50,3,0,120
PWL,IMMEDIATE_SINGLE_TOUCH,0.25,15,7,8,8,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.275000000000,0.164950000000,1.275000000000,0.224950000000,4,50.00,3,1,180
PWL,IMMEDIATE_SINGLE_TOUCH,0.25,30,7,8,8,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.675000000000,0.265000000000,1.675000000000,0.305000000000,4,50.00,3,1,180
PWL,IMMEDIATE_SINGLE_TOUCH,0.50,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.930000000000,0,0.930000000000,0.005000000000,0,0.00,0,0,
PWL,IMMEDIATE_SINGLE_TOUCH,0.50,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.260000000000,0,1.260000000000,0.005000000000,0,0.00,0,0,
PWL,IMMEDIATE_SINGLE_TOUCH,0.50,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.110000000000,0,2.110000000000,0.005000000000,0,0.00,0,0,
PWL,IMMEDIATE_SINGLE_TOUCH,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,IMMEDIATE_SINGLE_TOUCH,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,IMMEDIATE_SINGLE_TOUCH,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,SINGLE_TOUCH_LATER,0.25,5,5,6,6,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.507500000000,0.065000000000,0.507500000000,0.112500000000,0,0.00,0,0,
PWL,SINGLE_TOUCH_LATER,0.25,15,6,8,8,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.712450000000,0.165000000000,0.712450000000,0.165000000000,5,62.50,3,2,240
PWL,SINGLE_TOUCH_LATER,0.25,30,6,8,8,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.790000000000,0.165000000000,0.790000000000,0.165000000000,5,62.50,3,2,240
PWL,SINGLE_TOUCH_LATER,0.50,5,12,16,16,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.747500000000,0.062500000000,0.747500000000,0.125450000000,1,6.25,1,0,120
PWL,SINGLE_TOUCH_LATER,0.50,15,15,23,23,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.220000000000,0.120000000000,1.220000000000,0.140000000000,7,30.43,4,3,180
PWL,SINGLE_TOUCH_LATER,0.50,30,15,23,23,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.525000000000,0.135000000000,1.525000000000,0.240000000000,10,43.48,5,5,300
PWL,SINGLE_TOUCH_LATER,1.00,5,8,8,8,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.219800000000,0.095000000000,1.219800000000,0.205000000000,0,0.00,0,0,
PWL,SINGLE_TOUCH_LATER,1.00,15,18,26,26,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.367500000000,0.347500000000,1.367500000000,0.387500000000,5,19.23,2,3,420
PWL,SINGLE_TOUCH_LATER,1.00,30,18,28,28,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.822500000000,0.300000000000,1.822500000000,0.340000000000,8,28.57,3,5,420
PWL,ONE_RETEST,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,ONE_RETEST,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,ONE_RETEST,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,ONE_RETEST,0.50,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.020000000000,0.180000000000,1.020000000000,0.180000000000,0,0.00,0,0,
PWL,ONE_RETEST,0.50,15,5,5,5,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.755000000000,0.245000000000,0.755000000000,0.245000000000,0,0.00,0,0,
PWL,ONE_RETEST,0.50,30,5,5,5,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.985000000000,0.350000000000,0.985000000000,0.350000000000,3,60.00,0,3,720
PWL,ONE_RETEST,1.00,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.020000000000,0.180000000000,1.020000000000,0.180000000000,0,0.00,0,0,
PWL,ONE_RETEST,1.00,15,5,5,5,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.570000000000,0.245000000000,1.570000000000,0.245000000000,0,0.00,0,0,
PWL,ONE_RETEST,1.00,30,5,5,5,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.725000000000,0.370000000000,1.725000000000,0.370000000000,2,40.00,0,2,900
PWL,MULTIPLE_TESTS,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,MULTIPLE_TESTS,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,MULTIPLE_TESTS,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,MULTIPLE_TESTS,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,MULTIPLE_TESTS,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,MULTIPLE_TESTS,0.50,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.600000000000,0.180000000000,0.600000000000,0.180000000000,0,0.00,0,0,
PWL,MULTIPLE_TESTS,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,MULTIPLE_TESTS,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PWL,MULTIPLE_TESTS,1.00,30,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.162500000000,0.377500000000,1.162500000000,0.377500000000,1,50.00,1,0,240
PWL,NO_CONFIRMED_REJECTION,0.25,5,33,76,0,8,66,2,0,0.00,10.53,86.84,2.63,0.00,1,0.335000000000,0.497500000000,0.535000000000,0.505000000000,0,,0,0,
PWL,NO_CONFIRMED_REJECTION,0.25,15,33,74,0,8,66,0,0,0.00,10.81,89.19,0.00,0.00,2,0.900000000000,0.772500000000,0.932500000000,0.772500000000,0,,0,0,
PWL,NO_CONFIRMED_REJECTION,0.25,30,33,74,0,8,66,0,0,0.00,10.81,89.19,0.00,0.00,4,1.222500000000,1.097500000000,1.222500000000,1.097500000000,0,,0,0,
PWL,NO_CONFIRMED_REJECTION,0.50,5,31,72,0,14,38,19,1,0.00,19.44,52.78,26.39,1.39,1,0.300000000000,0.560000000000,0.479750000000,0.615000000000,0,,0,0,
PWL,NO_CONFIRMED_REJECTION,0.50,15,28,61,0,20,38,2,1,0.00,32.79,62.30,3.28,1.64,2,0.690000000000,1.020000000000,0.700000000000,1.020000000000,0,,0,0,
PWL,NO_CONFIRMED_REJECTION,0.50,30,28,60,0,21,38,0,1,0.00,35.00,63.33,0.00,1.67,4,0.915500000000,1.370000000000,0.932500000000,1.370000000000,0,,0,0,
PWL,NO_CONFIRMED_REJECTION,1.00,5,32,81,0,10,6,64,1,0.00,12.35,7.41,79.01,1.23,1,0.340000000000,0.495000000000,0.510000000000,0.495000000000,0,,0,0,
PWL,NO_CONFIRMED_REJECTION,1.00,15,28,59,0,28,6,23,2,0.00,47.46,10.17,38.98,3.39,3,0.530000000000,1.020000000000,0.580000000000,1.020000000000,0,,0,0,
PWL,NO_CONFIRMED_REJECTION,1.00,30,28,55,0,35,6,11,3,0.00,63.64,10.91,20.00,5.45,5,0.640000000000,1.430000000000,0.650000000000,1.430000000000,0,,0,0,
1H_HIGH,IMMEDIATE_SINGLE_TOUCH,0.25,5,87,234,234,0,0,0,0,100.00,0.00,0.00,0.00,0.00,4,0.815000000000,0,0.855000000000,0.137450000000,80,34.19,80,0,120
1H_HIGH,IMMEDIATE_SINGLE_TOUCH,0.25,15,87,234,234,0,0,0,0,100.00,0.00,0.00,0.00,0.00,16,1.082500000000,0.345000000000,1.120000000000,0.345000000000,135,57.69,94,41,180
1H_HIGH,IMMEDIATE_SINGLE_TOUCH,0.25,30,87,234,234,0,0,0,0,100.00,0.00,0.00,0.00,0.00,20,1.390050000000,0.575000000000,1.410000000000,0.575000000000,155,66.24,94,61,240
1H_HIGH,IMMEDIATE_SINGLE_TOUCH,0.50,5,39,74,74,0,0,0,0,100.00,0.00,0.00,0.00,0.00,3,1.205000000000,0,1.320000000000,0.115000000000,13,17.57,13,0,180
1H_HIGH,IMMEDIATE_SINGLE_TOUCH,0.50,15,39,74,74,0,0,0,0,100.00,0.00,0.00,0.00,0.00,3,1.740000000000,0,1.790000000000,0.225000000000,24,32.43,14,10,240
1H_HIGH,IMMEDIATE_SINGLE_TOUCH,0.50,30,39,74,74,0,0,0,0,100.00,0.00,0.00,0.00,0.00,3,2.060000000000,0,2.090000000000,0.260000000000,32,43.24,14,18,360
1H_HIGH,IMMEDIATE_SINGLE_TOUCH,1.00,5,13,17,17,0,0,0,0,100.00,0.00,0.00,0.00,0.00,2,2.070000000000,0,2.070000000000,0.070000000000,0,0.00,0,0,
1H_HIGH,IMMEDIATE_SINGLE_TOUCH,1.00,15,13,17,17,0,0,0,0,100.00,0.00,0.00,0.00,0.00,2,2.110000000000,0,2.110000000000,0.100000000000,5,29.41,0,5,420
1H_HIGH,IMMEDIATE_SINGLE_TOUCH,1.00,30,13,17,17,0,0,0,0,100.00,0.00,0.00,0.00,0.00,2,2.110000000000,0,2.110000000000,0.100000000000,5,29.41,0,5,420
1H_HIGH,SINGLE_TOUCH_LATER,0.25,5,91,257,257,0,0,0,0,100.00,0.00,0.00,0.00,0.00,4,0.415000000000,0.070000000000,0.415000000000,0.100000000000,46,17.90,46,0,120
1H_HIGH,SINGLE_TOUCH_LATER,0.25,15,96,311,311,0,0,0,0,100.00,0.00,0.00,0.00,0.00,9,0.590000000000,0.170000000000,0.590000000000,0.179900000000,145,46.62,97,48,240
1H_HIGH,SINGLE_TOUCH_LATER,0.25,30,96,313,313,0,0,0,0,100.00,0.00,0.00,0.00,0.00,27,0.750000000000,0.250000000000,0.750000000000,0.250000000000,202,64.54,101,101,330
1H_HIGH,SINGLE_TOUCH_LATER,0.50,5,100,361,361,0,0,0,0,100.00,0.00,0.00,0.00,0.00,4,0.750000000000,0.070000000000,0.750000000000,0.140000000000,35,9.70,35,0,60
1H_HIGH,SINGLE_TOUCH_LATER,0.50,15,115,549,549,0,0,0,0,100.00,0.00,0.00,0.00,0.00,22,0.920000000000,0.220000000000,0.920000000000,0.230000000000,182,33.15,121,61,240
1H_HIGH,SINGLE_TOUCH_LATER,0.50,30,115,570,570,0,0,0,0,100.00,0.00,0.00,0.00,0.00,45,1.100000000000,0.330000000000,1.100000000000,0.334950000000,284,49.82,125,159,420
1H_HIGH,SINGLE_TOUCH_LATER,1.00,5,68,181,181,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.304000000000,0.010000000000,1.304000000000,0.180000000000,9,4.97,9,0,120
1H_HIGH,SINGLE_TOUCH_LATER,1.00,15,105,439,439,0,0,0,0,100.00,0.00,0.00,0.00,0.00,9,1.540000000000,0.220000000000,1.540000000000,0.270000000000,84,19.13,49,35,300
1H_HIGH,SINGLE_TOUCH_LATER,1.00,30,116,514,514,0,0,0,0,100.00,0.00,0.00,0.00,0.00,30,1.725000000000,0.325000000000,1.725000000000,0.360000000000,159,30.93,51,108,480
1H_HIGH,ONE_RETEST,0.25,5,9,9,9,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.310000000000,0.060000000000,0.310000000000,0.085000000000,2,22.22,2,0,90
1H_HIGH,ONE_RETEST,0.25,15,36,45,45,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.430000000000,0.170000000000,0.430000000000,0.170000000000,12,26.67,10,2,150
1H_HIGH,ONE_RETEST,0.25,30,36,48,48,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.543000000000,0.220050000000,0.543000000000,0.220050000000,29,60.42,11,18,540
1H_HIGH,ONE_RETEST,0.50,5,7,8,8,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.562500000000,0.195000000000,0.562500000000,0.195000000000,2,25.00,2,0,60
1H_HIGH,ONE_RETEST,0.50,15,55,81,81,0,0,0,0,100.00,0.00,0.00,0.00,0.00,4,0.720000000000,0.225000000000,0.720000000000,0.230000000000,17,20.99,13,4,120
1H_HIGH,ONE_RETEST,0.50,30,65,116,116,0,0,0,0,100.00,0.00,0.00,0.00,0.00,12,0.877500000000,0.255000000000,0.877500000000,0.260000000000,46,39.66,19,27,360
1H_HIGH,ONE_RETEST,1.00,5,3,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.380000000000,0.340000000000,1.380000000000,0.360000000000,1,33.33,1,0,60
1H_HIGH,ONE_RETEST,1.00,15,40,69,69,0,0,0,0,100.00,0.00,0.00,0.00,0.00,4,1.410000000000,0.330000000000,1.410000000000,0.340000000000,9,13.04,6,3,240
1H_HIGH,ONE_RETEST,1.00,30,70,159,159,0,0,0,0,100.00,0.00,0.00,0.00,0.00,11,1.475000000000,0.470000000000,1.475000000000,0.470000000000,26,16.35,9,17,420
1H_HIGH,MULTIPLE_TESTS,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
1H_HIGH,MULTIPLE_TESTS,0.25,15,5,5,5,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.270000000000,0.040000000000,0.270000000000,0.040000000000,0,0.00,0,0,
