family,rejection_path,distance,horizon,contributing_sessions,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
PDL,MULTIPLE_TESTS,1.00,30,5,5,5,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.250000000000,0.330000000000,1.250000000000,0.330000000000,0,0.00,0,0,
PDL,NO_CONFIRMED_REJECTION,0.25,5,63,162,0,26,131,5,0,0.00,16.05,80.86,3.09,0.00,1,0.230000000000,0.500000000000,0.438500000000,0.520000000000,0,,0,0,
PDL,NO_CONFIRMED_REJECTION,0.25,15,63,160,0,28,131,1,0,0.00,17.50,81.88,0.62,0.00,5,0.510000000000,0.750000000000,0.689950000000,0.755000000000,0,,0,0,
PDL,NO_CONFIRMED_REJECTION,0.25,30,63,159,0,28,131,0,0,0.00,17.61,82.39,0.00,0.00,9,0.810000000000,1.010000000000,0.870000000000,1.020000000000,0,,0,0,
PDL,NO_CONFIRMED_REJECTION,0.50,5,62,167,0,53,61,53,0,0.00,31.74,36.53,31.74,0.00,1,0.230000000000,0.510000000000,0.400000000000,0.520000000000,0,,0,0,
PDL,NO_CONFIRMED_REJECTION,0.50,15,58,143,0,66,61,15,1,0.00,46.15,42.66,10.49,0.70,8,0.406500000000,0.840000000000,0.530000000000,0.850000000000,0,,0,0,
PDL,NO_CONFIRMED_REJECTION,0.50,30,57,138,0,72,61,4,1,0.00,52.17,44.20,2.90,0.72,10,0.534500000000,1.130000000000,0.745000000000,1.145000000000,0,,0,0,
PDL,NO_CONFIRMED_REJECTION,1.00,5,63,190,0,21,14,155,0,0.00,11.05,7.37,81.58,0.00,1,0.270000000000,0.440000000000,0.454950000000,0.447500000000,0,,0,0,
PDL,NO_CONFIRMED_REJECTION,1.00,15,60,162,0,51,14,89,8,0.00,31.48,8.64,54.94,4.94,9,0.451150000000,0.760000000000,0.550000000000,0.770000000000,0,,0,0,
PDL,NO_CONFIRMED_REJECTION,1.00,30,57,142,0,77,14,43,8,0.00,54.23,9.86,30.28,5.63,12,0.539550000000,1.130000000000,0.610000000000,1.145000000000,0,,0,0,
PMH,IMMEDIATE_SINGLE_TOUCH,0.25,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.220000000000,0,1.220000000000,0,0,0.00,0,0,
PMH,IMMEDIATE_SINGLE_TOUCH,0.25,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.420000000000,0.040000000000,1.420000000000,0.040000000000,0,0.00,0,0,
PMH,IMMEDIATE_SINGLE_TOUCH,0.25,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.160000000000,0.040000000000,2.160000000000,0.040000000000,0,0.00,0,0,
PMH,IMMEDIATE_SINGLE_TOUCH,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,IMMEDIATE_SINGLE_TOUCH,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,IMMEDIATE_SINGLE_TOUCH,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,IMMEDIATE_SINGLE_TOUCH,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,IMMEDIATE_SINGLE_TOUCH,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,IMMEDIATE_SINGLE_TOUCH,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,SINGLE_TOUCH_LATER,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,SINGLE_TOUCH_LATER,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,SINGLE_TOUCH_LATER,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,SINGLE_TOUCH_LATER,0.50,5,1,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.925000000000,0.370000000000,0.925000000000,0.370000000000,1,50.00,1,0,60
PMH,SINGLE_TOUCH_LATER,0.50,15,1,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.310000000000,0.390000000000,1.310000000000,0.390000000000,1,50.00,1,0,60
PMH,SINGLE_TOUCH_LATER,0.50,30,1,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.680000000000,0.390000000000,1.680000000000,0.390000000000,1,50.00,1,0,60
PMH,SINGLE_TOUCH_LATER,1.00,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.220000000000,0,1.220000000000,0,0,0.00,0,0,
PMH,SINGLE_TOUCH_LATER,1.00,15,1,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.310000000000,0.390000000000,1.310000000000,0.390000000000,0,0.00,0,0,
PMH,SINGLE_TOUCH_LATER,1.00,30,2,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,2.160000000000,0.740000000000,2.160000000000,0.740000000000,0,0.00,0,0,
PMH,ONE_RETEST,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,ONE_RETEST,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,ONE_RETEST,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,ONE_RETEST,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,ONE_RETEST,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,ONE_RETEST,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,ONE_RETEST,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,ONE_RETEST,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,ONE_RETEST,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,MULTIPLE_TESTS,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,MULTIPLE_TESTS,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,MULTIPLE_TESTS,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,MULTIPLE_TESTS,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,MULTIPLE_TESTS,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,MULTIPLE_TESTS,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,MULTIPLE_TESTS,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,MULTIPLE_TESTS,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,MULTIPLE_TESTS,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PMH,NO_CONFIRMED_REJECTION,0.25,5,2,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.415000000000,0.715000000000,0.445000000000,0.715000000000,0,,0,0,
PMH,NO_CONFIRMED_REJECTION,0.25,15,2,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,0.700000000000,0.760000000000,0.730000000000,0.760000000000,0,,0,0,
PMH,NO_CONFIRMED_REJECTION,0.25,30,2,2,0,0,2,0,0,0.00,0.00,100.00,0.00,0.00,0,1.930000000000,0.760000000000,1.930000000000,0.760000000000,0,,0,0,
PMH,NO_CONFIRMED_REJECTION,0.50,5,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.200000000000,0.690000000000,0.260000000000,0.690000000000,0,,0,0,
PMH,NO_CONFIRMED_REJECTION,0.50,15,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,0.200000000000,0.780000000000,0.260000000000,0.780000000000,0,,0,0,
PMH,NO_CONFIRMED_REJECTION,0.50,30,1,1,0,1,0,0,0,0.00,100.00,0.00,0.00,0.00,0,2.660000000000,0.780000000000,2.660000000000,0.780000000000,0,,0,0,
PMH,NO_CONFIRMED_REJECTION,1.00,5,2,2,0,0,0,2,0,0.00,0.00,0.00,100.00,0.00,0,0.415000000000,0.715000000000,0.445000000000,0.715000000000,0,,0,0,
PMH,NO_CONFIRMED_REJECTION,1.00,15,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.200000000000,0.780000000000,0.260000000000,0.780000000000,0,,0,0,
PMH,NO_CONFIRMED_REJECTION,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,IMMEDIATE_SINGLE_TOUCH,0.25,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.900000000000,0.290000000000,1.380000000000,0.290000000000,0,0.00,0,0,
PML,IMMEDIATE_SINGLE_TOUCH,0.25,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.860000000000,0.300000000000,1.860000000000,0.300000000000,0,0.00,0,0,
PML,IMMEDIATE_SINGLE_TOUCH,0.25,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.860000000000,2.035000000000,1.860000000000,2.035000000000,1,100.00,0,1,1620
PML,IMMEDIATE_SINGLE_TOUCH,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,IMMEDIATE_SINGLE_TOUCH,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,IMMEDIATE_SINGLE_TOUCH,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,IMMEDIATE_SINGLE_TOUCH,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,IMMEDIATE_SINGLE_TOUCH,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,IMMEDIATE_SINGLE_TOUCH,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,SINGLE_TOUCH_LATER,0.25,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.370000000000,0.200000000000,0.370000000000,0.200000000000,0,0.00,0,0,
PML,SINGLE_TOUCH_LATER,0.25,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.460000000000,0.200000000000,0.460000000000,0.200000000000,0,0.00,0,0,
PML,SINGLE_TOUCH_LATER,0.25,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.401300000000,0.200000000000,1.401300000000,0.200000000000,0,0.00,0,0,
PML,SINGLE_TOUCH_LATER,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,SINGLE_TOUCH_LATER,0.50,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.532500000000,0.420000000000,0.532500000000,0.420000000000,1,100.00,1,0,180
PML,SINGLE_TOUCH_LATER,0.50,30,1,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.966900000000,0.795000000000,0.966900000000,0.795000000000,1,50.00,1,0,180
PML,SINGLE_TOUCH_LATER,1.00,5,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.495000000000,0.135000000000,1.495000000000,0.295000000000,0,0.00,0,0,
PML,SINGLE_TOUCH_LATER,1.00,15,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.495000000000,0.330000000000,1.495000000000,0.455000000000,1,50.00,1,0,240
PML,SINGLE_TOUCH_LATER,1.00,30,2,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.401300000000,0.825000000000,1.401300000000,0.825000000000,2,66.67,1,1,690
PML,ONE_RETEST,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,ONE_RETEST,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,ONE_RETEST,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,ONE_RETEST,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,ONE_RETEST,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,ONE_RETEST,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,ONE_RETEST,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,ONE_RETEST,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,ONE_RETEST,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,MULTIPLE_TESTS,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,MULTIPLE_TESTS,0.25,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,MULTIPLE_TESTS,0.25,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,MULTIPLE_TESTS,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,MULTIPLE_TESTS,0.50,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,MULTIPLE_TESTS,0.50,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,MULTIPLE_TESTS,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,MULTIPLE_TESTS,1.00,15,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,MULTIPLE_TESTS,1.00,30,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
PML,NO_CONFIRMED_REJECTION,0.25,5,2,6,0,1,5,0,0,0.00,16.67,83.33,0.00,0.00,0,0.255000000000,0.315000000000,0.640000000000,0.350000000000,0,,0,0,
PML,NO_CONFIRMED_REJECTION,0.25,15,2,6,0,1,5,0,0,0.00,16.67,83.33,0.00,0.00,0,0.526250000000,0.545000000000,0.741250000000,0.545000000000,0,,0,0,
PML,NO_CONFIRMED_REJECTION,0.25,30,2,6,0,1,5,0,0,0.00,16.67,83.33,0.00,0.00,1,0.561250000000,1.192500000000,0.741250000000,1.192500000000,0,,0,0,
PML,NO_CONFIRMED_REJECTION,0.50,5,2,8,0,1,4,3,0,0.00,12.50,50.00,37.50,0.00,0,0.350000000000,0.280000000000,0.660000000000,0.315000000000,0,,0,0,
PML,NO_CONFIRMED_REJECTION,0.50,15,2,7,0,2,4,1,0,0.00,28.57,57.14,14.29,0.00,0,0.520000000000,0.520000000000,0.950000000000,0.520000000000,0,,0,0,
PML,NO_CONFIRMED_REJECTION,0.50,30,2,6,0,2,4,0,0,0.00,33.33,66.67,0.00,0.00,0,0.925000000000,1.502500000000,1.105000000000,1.502500000000,0,,0,0,
PML,NO_CONFIRMED_REJECTION,1.00,5,2,6,0,0,1,5,0,0.00,0.00,16.67,83.33,0.00,0,0.255000000000,0.325000000000,0.350000000000,0.325000000000,0,,0,0,
PML,NO_CONFIRMED_REJECTION,1.00,15,2,6,0,1,1,4,0,0.00,16.67,16.67,66.67,0.00,0,0.490000000000,0.470000000000,0.496250000000,0.470000000000,0,,0,0,
PML,NO_CONFIRMED_REJECTION,1.00,30,2,5,0,2,1,2,0,0.00,40.00,20.00,40.00,0.00,1,0.532500000000,1.390000000000,0.532500000000,1.390000000000,0,,0,0,
ORH5,IMMEDIATE_SINGLE_TOUCH,0.25,5,26,30,30,0,0,0,0,100.00,0.00,0.00,0.00,0.00,3,0.895000000000,0.055000000000,0.940000000000,0.122500000000,12,40.00,12,0,120
ORH5,IMMEDIATE_SINGLE_TOUCH,0.25,15,26,30,30,0,0,0,0,100.00,0.00,0.00,0.00,0.00,4,1.155000000000,0.535000000000,1.155000000000,0.535000000000,17,56.67,12,5,120
ORH5,IMMEDIATE_SINGLE_TOUCH,0.25,30,26,30,30,0,0,0,0,100.00,0.00,0.00,0.00,0.00,4,1.257500000000,0.597500000000,1.317500000000,0.597500000000,19,63.33,12,7,120
ORH5,IMMEDIATE_SINGLE_TOUCH,0.50,5,5,5,5,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.230000000000,0.210000000000,1.640000000000,0.250000000000,2,40.00,2,0,120
ORH5,IMMEDIATE_SINGLE_TOUCH,0.50,15,5,5,5,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.230000000000,0.560000000000,1.640000000000,0.560000000000,3,60.00,2,1,120
ORH5,IMMEDIATE_SINGLE_TOUCH,0.50,30,5,5,5,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.510000000000,0.600000000000,1.640000000000,0.600000000000,3,60.00,2,1,120
ORH5,IMMEDIATE_SINGLE_TOUCH,1.00,5,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,2.225000000000,0,2.332500000000,0.140000000000,0,0.00,0,0,
ORH5,IMMEDIATE_SINGLE_TOUCH,1.00,15,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,2.225000000000,0,2.332500000000,0.140000000000,0,0.00,0,0,
ORH5,IMMEDIATE_SINGLE_TOUCH,1.00,30,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,2.225000000000,0,2.332500000000,0.140000000000,0,0.00,0,0,
ORH5,SINGLE_TOUCH_LATER,0.25,5,43,54,54,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.405000000000,0.124550000000,0.405000000000,0.140000000000,12,22.22,12,0,120
ORH5,SINGLE_TOUCH_LATER,0.25,15,48,63,63,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.551000000000,0.220000000000,0.551000000000,0.230000000000,35,55.56,21,14,180
ORH5,SINGLE_TOUCH_LATER,0.25,30,48,64,64,0,0,0,0,100.00,0.00,0.00,0.00,0.00,2,0.727500000000,0.470000000000,0.727500000000,0.470000000000,45,70.31,22,23,360
ORH5,SINGLE_TOUCH_LATER,0.50,5,69,85,85,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.730000000000,0.110000000000,0.730000000000,0.160000000000,9,10.59,9,0,60
ORH5,SINGLE_TOUCH_LATER,0.50,15,86,121,121,0,0,0,0,100.00,0.00,0.00,0.00,0.00,2,0.880000000000,0.220000000000,0.880000000000,0.240000000000,47,38.84,25,22,300
ORH5,SINGLE_TOUCH_LATER,0.50,30,86,124,124,0,0,0,0,100.00,0.00,0.00,0.00,0.00,3,1.160000000000,0.370000000000,1.160000000000,0.370000000000,75,60.48,25,50,540
ORH5,SINGLE_TOUCH_LATER,1.00,5,37,37,37,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.270000000000,0.050000000000,1.270000000000,0.140000000000,1,2.70,1,0,60
ORH5,SINGLE_TOUCH_LATER,1.00,15,68,84,84,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.542500000000,0.305000000000,1.542500000000,0.330000000000,20,23.81,7,13,420
ORH5,SINGLE_TOUCH_LATER,1.00,30,82,105,105,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.640000000000,0.490000000000,1.640000000000,0.510000000000,43,40.95,11,32,540
ORH5,ONE_RETEST,0.25,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.470000000000,0.010000000000,1.470000000000,0.090000000000,0,0.00,0,0,
ORH5,ONE_RETEST,0.25,15,6,6,6,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.464500000000,0.165000000000,0.464500000000,0.165000000000,0,0.00,0,0,
ORH5,ONE_RETEST,0.25,30,6,6,6,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.657500000000,0.207000000000,0.657500000000,0.207000000000,4,66.67,0,4,780
ORH5,ONE_RETEST,0.50,5,4,4,4,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.920000000000,0.035000000000,0.920000000000,0.075000000000,0,0.00,0,0,
ORH5,ONE_RETEST,0.50,15,17,17,17,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.940000000000,0.170000000000,0.940000000000,0.199000000000,5,29.41,5,0,180
ORH5,ONE_RETEST,0.50,30,20,21,21,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.075000000000,0.320000000000,1.075000000000,0.320000000000,10,47.62,6,4,240
ORH5,ONE_RETEST,1.00,5,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.400000000000,0.135000000000,1.400000000000,0.175000000000,0,0.00,0,0,
ORH5,ONE_RETEST,1.00,15,17,17,17,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,1.370000000000,0.340000000000,1.370000000000,0.340000000000,1,5.88,1,0,240
ORH5,ONE_RETEST,1.00,30,31,35,35,0,0,0,0,100.00,0.00,0.00,0.00,0.00,2,1.470000000000,0.380000000000,1.470000000000,0.380000000000,6,17.14,2,4,510
ORH5,MULTIPLE_TESTS,0.25,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,MULTIPLE_TESTS,0.25,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.290000000000,0.280000000000,0.290000000000,0.280000000000,1,100.00,1,0,60
ORH5,MULTIPLE_TESTS,0.25,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.290000000000,2.010000000000,0.290000000000,2.010000000000,1,100.00,1,0,60
ORH5,MULTIPLE_TESTS,0.50,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,MULTIPLE_TESTS,0.50,15,2,2,2,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.619750000000,0.290250000000,0.619750000000,0.290250000000,0,0.00,0,0,
ORH5,MULTIPLE_TESTS,0.50,30,6,6,6,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.850000000000,0.340000000000,0.850000000000,0.340000000000,1,16.67,0,1,600
ORH5,MULTIPLE_TESTS,1.00,5,0,0,0,0,0,0,0,,,,,,0,,,,,0,,0,0,
ORH5,MULTIPLE_TESTS,1.00,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.380000000000,0.470000000000,1.380000000000,0.470000000000,0,0.00,0,0,
ORH5,MULTIPLE_TESTS,1.00,30,12,12,12,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.275000000000,0.554950000000,1.275000000000,0.560000000000,2,16.67,1,1,360
ORH5,NO_CONFIRMED_REJECTION,0.25,5,139,354,0,53,272,29,0,0.00,14.97,76.84,8.19,0.00,5,0.240000000000,0.350000000000,0.420000000000,0.370000000000,0,,0,0,
ORH5,NO_CONFIRMED_REJECTION,0.25,15,138,339,0,65,272,2,0,0.00,19.17,80.24,0.59,0.00,10,0.515000000000,0.620000000000,0.650000000000,0.620000000000,0,,0,0,
ORH5,NO_CONFIRMED_REJECTION,0.25,30,138,338,0,66,272,0,0,0.00,19.53,80.47,0.00,0.00,14,0.780000000000,0.870000000000,0.840000000000,0.875000000000,0,,0,0,
ORH5,NO_CONFIRMED_REJECTION,0.50,5,137,345,0,83,100,160,2,0.00,24.06,28.99,46.38,0.58,6,0.230000000000,0.370000000000,0.370000000000,0.390000000000,0,,0,0,
ORH5,NO_CONFIRMED_REJECTION,0.50,15,129,294,0,144,100,45,5,0.00,48.98,34.01,15.31,1.70,11,0.350000000000,0.727850000000,0.445000000000,0.730000000000,0,,0,0,
ORH5,NO_CONFIRMED_REJECTION,0.50,30,127,283,0,163,100,14,6,0.00,57.60,35.34,4.95,2.12,15,0.490000000000,0.960000000000,0.660000000000,0.980000000000,0,,0,0,
ORH5,NO_CONFIRMED_REJECTION,1.00,5,147,398,0,34,16,342,6,0.00,8.54,4.02,85.93,1.51,7,0.270000000000,0.320000000000,0.395000000000,0.335000000000,0,,0,0,
ORH5,NO_CONFIRMED_REJECTION,1.00,15,134,335,0,95,16,213,11,0.00,28.36,4.78,63.58,3.28,12,0.400000000000,0.655000000000,0.490000000000,0.660000000000,0,,0,0,
ORH5,NO_CONFIRMED_REJECTION,1.00,30,126,285,0,143,16,111,15,0.00,50.18,5.61,38.95,5.26,16,0.490000000000,1.050000000000,0.580000000000,1.060000000000,0,,0,0,
ORL5,IMMEDIATE_SINGLE_TOUCH,0.25,5,38,43,43,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.750000000000,0.060000000000,0.850000000000,0.200000000000,19,44.19,19,0,120
ORL5,IMMEDIATE_SINGLE_TOUCH,0.25,15,38,43,43,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.279300000000,0.190000000000,1.279300000000,0.240000000000,21,48.84,19,2,180
ORL5,IMMEDIATE_SINGLE_TOUCH,0.25,30,38,43,43,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.550000000000,0.930000000000,1.660000000000,0.930000000000,26,60.47,19,7,180
ORL5,IMMEDIATE_SINGLE_TOUCH,0.50,5,15,16,16,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.309650000000,0,1.314650000000,0.250000000000,7,43.75,7,0,120
ORL5,IMMEDIATE_SINGLE_TOUCH,0.50,15,15,16,16,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.540000000000,0,1.625000000000,0.340000000000,7,43.75,7,0,120
ORL5,IMMEDIATE_SINGLE_TOUCH,0.50,30,15,16,16,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.855000000000,0,1.855000000000,0.340000000000,7,43.75,7,0,120
ORL5,IMMEDIATE_SINGLE_TOUCH,1.00,5,3,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.405000000000,0.220000000000,1.660000000000,0.280000000000,2,66.67,2,0,180
ORL5,IMMEDIATE_SINGLE_TOUCH,1.00,15,3,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.405000000000,1.700000000000,1.660000000000,1.700000000000,2,66.67,2,0,180
ORL5,IMMEDIATE_SINGLE_TOUCH,1.00,30,3,3,3,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.405000000000,1.700000000000,1.660000000000,1.700000000000,2,66.67,2,0,180
ORL5,SINGLE_TOUCH_LATER,0.25,5,41,51,51,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.435000000000,0.060000000000,0.435000000000,0.110000000000,8,15.69,8,0,60
ORL5,SINGLE_TOUCH_LATER,0.25,15,43,58,58,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.590000000000,0.192500000000,0.590000000000,0.200000000000,30,51.72,18,12,240
ORL5,SINGLE_TOUCH_LATER,0.25,30,43,58,58,0,0,0,0,100.00,0.00,0.00,0.00,0.00,3,0.745000000000,0.283950000000,0.745000000000,0.283950000000,35,60.34,18,17,300
ORL5,SINGLE_TOUCH_LATER,0.50,5,67,80,80,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.687500000000,0.090000000000,0.687500000000,0.194950000000,13,16.25,13,0,120
ORL5,SINGLE_TOUCH_LATER,0.50,15,80,110,110,0,0,0,0,100.00,0.00,0.00,0.00,0.00,1,0.915000000000,0.224500000000,0.915000000000,0.240000000000,41,37.27,28,13,240
ORL5,SINGLE_TOUCH_LATER,0.50,30,80,115,115,0,0,0,0,100.00,0.00,0.00,0.00,0.00,4,1.220000000000,0.320000000000,1.220000000000,0.340000000000,56,48.70,29,27,300
