family,month,validated_sessions,partial_month,distance,horizon,contributing_sessions,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
ALL,2026-02,19,False,1.00,5,19,1345,161,138,89,940,17,11.97,10.26,6.62,69.89,1.26,19,0.380000000000,0.370000000000,0.530000000000,0.390000000000,11,6.83,11,0,60
ALL,2026-02,19,False,1.00,15,19,1345,365,380,89,476,35,27.14,28.25,6.62,35.39,2.60,60,0.644250000000,0.650000000000,0.730000000000,0.652500000000,81,22.19,51,30,300
ALL,2026-02,19,False,1.00,30,19,1345,467,490,89,255,44,34.72,36.43,6.62,18.96,3.27,91,0.870000000000,0.880000000000,0.940000000000,0.880000000000,149,31.91,58,91,420
ALL,2026-03,22,False,0.25,5,22,843,134,74,610,25,0,15.90,8.78,72.36,2.97,0.00,10,0.380000000000,0.390000000000,0.540000000000,0.400000000000,42,31.34,42,0,120
ALL,2026-03,22,False,0.25,15,22,843,143,90,610,0,0,16.96,10.68,72.36,0.00,0.00,31,0.717500000000,0.660000000000,0.800000000000,0.680000000000,76,53.15,58,18,180
ALL,2026-03,22,False,0.25,30,22,843,143,90,610,0,0,16.96,10.68,72.36,0.00,0.00,55,1.020000000000,0.900000000000,1.040000000000,0.908000000000,100,69.93,59,41,240
ALL,2026-03,22,False,0.50,5,22,843,188,161,295,195,4,22.30,19.10,34.99,23.13,0.47,10,0.380000000000,0.390000000000,0.540000000000,0.400000000000,30,15.96,30,0,90
ALL,2026-03,22,False,0.50,15,22,843,273,236,295,33,6,32.38,28.00,34.99,3.91,0.71,31,0.717500000000,0.660000000000,0.800000000000,0.680000000000,92,33.70,68,24,180
ALL,2026-03,22,False,0.50,30,22,843,287,244,295,11,6,34.05,28.94,34.99,1.30,0.71,55,1.020000000000,0.900000000000,1.040000000000,0.908000000000,146,50.87,73,73,330
ALL,2026-03,22,False,1.00,5,22,843,92,81,68,592,10,10.91,9.61,8.07,70.23,1.19,10,0.380000000000,0.390000000000,0.540000000000,0.400000000000,6,6.52,6,0,120
ALL,2026-03,22,False,1.00,15,22,843,259,235,68,254,27,30.72,27.88,8.07,30.13,3.20,31,0.717500000000,0.660000000000,0.800000000000,0.680000000000,47,18.15,31,16,240
ALL,2026-03,22,False,1.00,30,22,843,338,297,68,109,31,40.09,35.23,8.07,12.93,3.68,55,1.020000000000,0.900000000000,1.040000000000,0.908000000000,106,31.36,39,67,420
ALL,2026-04,21,False,0.25,5,21,615,128,77,355,54,1,20.81,12.52,57.72,8.78,0.16,11,0.310000000000,0.260000000000,0.420000000000,0.290000000000,31,24.22,31,0,120
ALL,2026-04,21,False,0.25,15,21,615,152,101,355,6,1,24.72,16.42,57.72,0.98,0.16,30,0.510000000000,0.480000000000,0.625000000000,0.490000000000,66,43.42,46,20,180
ALL,2026-04,21,False,0.25,30,21,615,155,103,355,1,1,25.20,16.75,57.72,0.16,0.16,54,0.740000000000,0.700000000000,0.810000000000,0.710000000000,90,58.06,48,42,300
ALL,2026-04,21,False,0.50,5,21,615,101,71,168,267,8,16.42,11.54,27.32,43.41,1.30,11,0.310000000000,0.260000000000,0.420000000000,0.290000000000,7,6.93,7,0,180
ALL,2026-04,21,False,0.50,15,21,615,183,166,168,82,16,29.76,26.99,27.32,13.33,2.60,30,0.510000000000,0.480000000000,0.625000000000,0.490000000000,43,23.50,26,17,300
ALL,2026-04,21,False,0.50,30,21,615,207,198,168,24,18,33.66,32.20,27.32,3.90,2.93,54,0.740000000000,0.700000000000,0.810000000000,0.710000000000,69,33.33,26,43,480
ALL,2026-04,21,False,1.00,5,21,615,40,35,49,480,11,6.50,5.69,7.97,78.05,1.79,11,0.310000000000,0.260000000000,0.420000000000,0.290000000000,3,7.50,3,0,120
ALL,2026-04,21,False,1.00,15,21,615,133,114,49,291,28,21.63,18.54,7.97,47.32,4.55,30,0.510000000000,0.480000000000,0.625000000000,0.490000000000,24,18.05,12,12,330
ALL,2026-04,21,False,1.00,30,21,615,200,171,49,158,37,32.52,27.80,7.97,25.69,6.02,54,0.740000000000,0.700000000000,0.810000000000,0.710000000000,52,26.00,14,38,480
ALL,2026-05,20,False,0.25,5,20,288,55,33,170,30,0,19.10,11.46,59.03,10.42,0.00,4,0.300000000000,0.250000000000,0.425000000000,0.285000000000,22,40.00,22,0,120
ALL,2026-05,20,False,0.25,15,20,288,64,54,170,0,0,22.22,18.75,59.03,0.00,0.00,10,0.610000000000,0.470000000000,0.735050000000,0.475000000000,31,48.44,28,3,120
ALL,2026-05,20,False,0.25,30,20,288,64,54,170,0,0,22.22,18.75,59.03,0.00,0.00,14,0.865000000000,0.660000000000,0.914150000000,0.660000000000,36,56.25,28,8,120
ALL,2026-05,20,False,0.50,5,20,288,74,44,65,104,1,25.69,15.28,22.57,36.11,0.35,4,0.300000000000,0.250000000000,0.425000000000,0.285000000000,10,13.51,10,0,120
ALL,2026-05,20,False,0.50,15,20,288,103,78,65,41,1,35.76,27.08,22.57,14.24,0.35,10,0.610000000000,0.470000000000,0.735050000000,0.475000000000,30,29.13,21,9,210
ALL,2026-05,20,False,0.50,30,20,288,115,93,65,13,2,39.93,32.29,22.57,4.51,0.69,14,0.865000000000,0.660000000000,0.914150000000,0.660000000000,45,39.13,24,21,300
ALL,2026-05,20,False,1.00,5,20,288,17,20,12,235,4,5.90,6.94,4.17,81.60,1.39,4,0.300000000000,0.250000000000,0.425000000000,0.285000000000,1,5.88,1,0,180
ALL,2026-05,20,False,1.00,15,20,288,78,50,12,138,10,27.08,17.36,4.17,47.92,3.47,10,0.610000000000,0.470000000000,0.735050000000,0.475000000000,6,7.69,3,3,330
ALL,2026-05,20,False,1.00,30,20,288,119,75,12,71,11,41.32,26.04,4.17,24.65,3.82,14,0.865000000000,0.660000000000,0.914150000000,0.660000000000,19,15.97,5,14,780
ALL,2026-06,21,False,0.25,5,21,740,149,36,529,26,0,20.14,4.86,71.49,3.51,0.00,33,0.390000000000,0.380000000000,0.620000000000,0.407500000000,39,26.17,39,0,120
ALL,2026-06,21,False,0.25,15,21,740,159,48,529,4,0,21.49,6.49,71.49,0.54,0.00,47,0.777500000000,0.710000000000,0.929950000000,0.750000000000,78,49.06,50,28,240
ALL,2026-06,21,False,0.25,30,21,740,162,48,529,1,0,21.89,6.49,71.49,0.14,0.00,68,1.060000000000,1.000000000000,1.150000000000,1.020000000000,105,64.81,52,53,360
ALL,2026-06,21,False,0.50,5,21,740,138,113,325,159,5,18.65,15.27,43.92,21.49,0.68,33,0.390000000000,0.380000000000,0.620000000000,0.407500000000,20,14.49,20,0,120
ALL,2026-06,21,False,0.50,15,21,740,203,171,325,36,5,27.43,23.11,43.92,4.86,0.68,47,0.777500000000,0.710000000000,0.929950000000,0.750000000000,82,40.39,63,19,240
ALL,2026-06,21,False,0.50,30,21,740,212,182,325,16,5,28.65,24.59,43.92,2.16,0.68,68,1.060000000000,1.000000000000,1.150000000000,1.020000000000,119,56.13,67,52,300
ALL,2026-06,21,False,1.00,5,21,740,105,101,87,437,10,14.19,13.65,11.76,59.05,1.35,33,0.390000000000,0.380000000000,0.620000000000,0.407500000000,4,3.81,4,0,90
ALL,2026-06,21,False,1.00,15,21,740,229,216,87,195,13,30.95,29.19,11.76,26.35,1.76,47,0.777500000000,0.710000000000,0.929950000000,0.750000000000,48,20.96,29,19,300
ALL,2026-06,21,False,1.00,30,21,740,278,271,87,89,15,37.57,36.62,11.76,12.03,2.03,68,1.060000000000,1.000000000000,1.150000000000,1.020000000000,104,37.41,34,70,420
ALL,2026-07,22,False,0.25,5,22,1267,263,122,794,88,0,20.76,9.63,62.67,6.95,0.00,32,0.329700000000,0.299200000000,0.460000000000,0.310000000000,71,27.00,71,0,120
ALL,2026-07,22,False,0.25,15,22,1267,312,148,794,13,0,24.63,11.68,62.67,1.03,0.00,76,0.520000000000,0.599000000000,0.620000000000,0.620000000000,179,57.37,120,59,240
ALL,2026-07,22,False,0.25,30,22,1267,320,152,794,1,0,25.26,12.00,62.67,0.08,0.00,113,0.710000000000,0.800000000000,0.770000000000,0.810000000000,219,68.44,122,97,300
ALL,2026-07,22,False,0.50,5,22,1267,273,209,334,437,14,21.55,16.50,26.36,34.49,1.10,32,0.329700000000,0.299200000000,0.460000000000,0.310000000000,29,10.62,29,0,120
ALL,2026-07,22,False,0.50,15,22,1267,408,360,334,148,17,32.20,28.41,26.36,11.68,1.34,76,0.520000000000,0.599000000000,0.620000000000,0.620000000000,178,43.63,117,61,240
ALL,2026-07,22,False,0.50,30,22,1267,439,407,334,70,17,34.65,32.12,26.36,5.52,1.34,113,0.710000000000,0.800000000000,0.770000000000,0.810000000000,243,55.35,124,119,300
ALL,2026-07,22,False,1.00,5,22,1267,88,107,65,979,28,6.95,8.45,5.13,77.27,2.21,32,0.329700000000,0.299200000000,0.460000000000,0.310000000000,1,1.14,1,0,120
ALL,2026-07,22,False,1.00,15,22,1267,264,335,65,548,55,20.84,26.44,5.13,43.25,4.34,76,0.520000000000,0.599000000000,0.620000000000,0.620000000000,52,19.70,25,27,360
ALL,2026-07,22,False,1.00,30,22,1267,393,455,65,290,64,31.02,35.91,5.13,22.89,5.05,113,0.710000000000,0.800000000000,0.770000000000,0.810000000000,92,23.41,32,60,420
ALL,2026-08,21,False,0.25,5,21,394,98,64,157,75,0,24.87,16.24,39.85,19.04,0.00,3,0.220000000000,0.220000000000,0.329900000000,0.240000000000,26,26.53,26,0,120
ALL,2026-08,21,False,0.25,15,21,394,129,98,157,10,0,32.74,24.87,39.85,2.54,0.00,19,0.390000000000,0.390000000000,0.470000000000,0.400000000000,64,49.61,47,17,180
ALL,2026-08,21,False,0.25,30,21,394,134,101,157,2,0,34.01,25.63,39.85,0.51,0.00,29,0.540000000000,0.548000000000,0.572100000000,0.550000000000,83,61.94,51,32,240
ALL,2026-08,21,False,0.50,5,21,394,68,36,59,230,1,17.26,9.14,14.97,58.38,0.25,3,0.220000000000,0.220000000000,0.329900000000,0.240000000000,11,16.18,11,0,120
ALL,2026-08,21,False,0.50,15,21,394,116,105,61,105,7,29.44,26.65,15.48,26.65,1.78,19,0.390000000000,0.390000000000,0.470000000000,0.400000000000,36,31.03,24,12,240
ALL,2026-08,21,False,0.50,30,21,394,143,145,61,38,7,36.29,36.80,15.48,9.64,1.78,29,0.540000000000,0.548000000000,0.572100000000,0.550000000000,58,40.56,25,33,450
ALL,2026-08,21,False,1.00,5,21,394,17,13,12,351,1,4.31,3.30,3.05,89.09,0.25,3,0.220000000000,0.220000000000,0.329900000000,0.240000000000,2,11.76,2,0,180
ALL,2026-08,21,False,1.00,15,21,394,54,54,12,259,15,13.71,13.71,3.05,65.74,3.81,19,0.390000000000,0.390000000000,0.470000000000,0.400000000000,11,20.37,6,5,240
ALL,2026-08,21,False,1.00,30,21,394,86,93,12,184,19,21.83,23.60,3.05,46.70,4.82,29,0.540000000000,0.548000000000,0.572100000000,0.550000000000,15,17.44,6,9,420
ALL,2026-09,4,True,0.25,5,4,118,26,27,52,13,0,22.03,22.88,44.07,11.02,0.00,0,0.185000000000,0.285000000000,0.300000000000,0.310000000000,4,15.38,4,0,90
ALL,2026-09,4,True,0.25,15,4,118,33,31,52,2,0,27.97,26.27,44.07,1.69,0.00,0,0.295000000000,0.395000000000,0.342500000000,0.440000000000,16,48.48,10,6,210
ALL,2026-09,4,True,0.25,30,4,118,34,32,52,0,0,28.81,27.12,44.07,0.00,0.00,4,0.480000000000,0.490000000000,0.542500000000,0.490000000000,19,55.88,10,9,240
ALL,2026-09,4,True,0.50,5,4,118,10,27,8,73,0,8.47,22.88,6.78,61.86,0.00,0,0.185000000000,0.285000000000,0.300000000000,0.310000000000,0,0.00,0,0,
ALL,2026-09,4,True,0.50,15,4,118,29,49,8,32,0,24.58,41.53,6.78,27.12,0.00,0,0.295000000000,0.395000000000,0.342500000000,0.440000000000,2,6.90,0,2,660
ALL,2026-09,4,True,0.50,30,4,118,46,50,8,13,1,38.98,42.37,6.78,11.02,0.85,4,0.480000000000,0.490000000000,0.542500000000,0.490000000000,14,30.43,4,10,540
ALL,2026-09,4,True,1.00,5,4,118,3,1,2,112,0,2.54,0.85,1.69,94.92,0.00,0,0.185000000000,0.285000000000,0.300000000000,0.310000000000,0,0.00,0,0,
ALL,2026-09,4,True,1.00,15,4,118,9,17,2,90,0,7.63,14.41,1.69,76.27,0.00,0,0.295000000000,0.395000000000,0.342500000000,0.440000000000,0,0.00,0,0,
ALL,2026-09,4,True,1.00,30,4,118,18,30,2,64,4,15.25,25.42,1.69,54.24,3.39,4,0.480000000000,0.490000000000,0.542500000000,0.490000000000,0,0.00,0,0,
PDH,2026-01,20,False,0.25,5,12,32,6,4,15,6,1,18.75,12.50,46.88,18.75,3.12,1,0.202500000000,0.207500000000,0.372500000000,0.225000000000,0,0.00,0,0,
PDH,2026-01,20,False,0.25,15,12,32,8,7,15,1,1,25.00,21.88,46.88,3.12,3.12,3,0.272500000000,0.454650000000,0.457500000000,0.454650000000,3,37.50,1,2,540
PDH,2026-01,20,False,0.25,30,12,32,8,7,15,1,1,25.00,21.88,46.88,3.12,3.12,4,0.485000000000,0.510000000000,0.562500000000,0.510000000000,4,50.00,1,3,600
PDH,2026-01,20,False,0.50,5,12,32,7,4,5,15,1,21.88,12.50,15.62,46.88,3.12,1,0.202500000000,0.207500000000,0.372500000000,0.225000000000,0,0.00,0,0,
PDH,2026-01,20,False,0.50,15,12,32,8,9,5,8,2,25.00,28.12,15.62,25.00,6.25,3,0.272500000000,0.454650000000,0.457500000000,0.454650000000,2,25.00,0,2,540
PDH,2026-01,20,False,0.50,30,12,32,13,10,5,2,2,40.62,31.25,15.62,6.25,6.25,4,0.485000000000,0.510000000000,0.562500000000,0.510000000000,5,38.46,1,4,420
PDH,2026-01,20,False,1.00,5,12,32,4,2,0,25,1,12.50,6.25,0.00,78.12,3.12,1,0.202500000000,0.207500000000,0.372500000000,0.225000000000,0,0.00,0,0,
PDH,2026-01,20,False,1.00,15,12,32,5,5,0,19,3,15.62,15.62,0.00,59.38,9.38,3,0.272500000000,0.454650000000,0.457500000000,0.454650000000,1,20.00,0,1,660
PDH,2026-01,20,False,1.00,30,12,32,7,9,0,13,3,21.88,28.12,0.00,40.62,9.38,4,0.485000000000,0.510000000000,0.562500000000,0.510000000000,1,14.29,0,1,660
PDH,2026-02,19,False,0.25,5,8,18,4,3,11,0,0,22.22,16.67,61.11,0.00,0.00,0,0.450000000000,0.491250000000,0.545000000000,0.491250000000,3,75.00,3,0,60
PDH,2026-02,19,False,0.25,15,8,18,4,3,11,0,0,22.22,16.67,61.11,0.00,0.00,0,0.902500000000,0.610000000000,0.902500000000,0.610000000000,3,75.00,3,0,60
PDH,2026-02,19,False,0.25,30,8,18,4,3,11,0,0,22.22,16.67,61.11,0.00,0.00,1,1.270000000000,0.925000000000,1.270000000000,0.925000000000,3,75.00,3,0,60
PDH,2026-02,19,False,0.50,5,8,18,4,3,7,4,0,22.22,16.67,38.89,22.22,0.00,0,0.450000000000,0.491250000000,0.545000000000,0.491250000000,1,25.00,1,0,60
PDH,2026-02,19,False,0.50,15,8,18,5,6,7,0,0,27.78,33.33,38.89,0.00,0.00,0,0.902500000000,0.610000000000,0.902500000000,0.610000000000,1,20.00,1,0,60
PDH,2026-02,19,False,0.50,30,8,18,5,6,7,0,0,27.78,33.33,38.89,0.00,0.00,1,1.270000000000,0.925000000000,1.270000000000,0.925000000000,2,40.00,1,1,420
PDH,2026-02,19,False,1.00,5,8,18,3,1,2,12,0,16.67,5.56,11.11,66.67,0.00,0,0.450000000000,0.491250000000,0.545000000000,0.491250000000,1,33.33,1,0,60
PDH,2026-02,19,False,1.00,15,8,18,6,4,2,6,0,33.33,22.22,11.11,33.33,0.00,0,0.902500000000,0.610000000000,0.902500000000,0.610000000000,2,33.33,1,1,210
PDH,2026-02,19,False,1.00,30,8,18,8,6,2,2,0,44.44,33.33,11.11,11.11,0.00,1,1.270000000000,0.925000000000,1.270000000000,0.925000000000,3,37.50,2,1,300
PDH,2026-03,22,False,0.25,5,9,36,8,2,25,1,0,22.22,5.56,69.44,2.78,0.00,0,0.475000000000,0.420000000000,0.677500000000,0.420000000000,2,25.00,2,0,60
PDH,2026-03,22,False,0.25,15,9,36,8,3,25,0,0,22.22,8.33,69.44,0.00,0.00,3,0.690000000000,0.652500000000,0.890000000000,0.732500000000,3,37.50,2,1,60
PDH,2026-03,22,False,0.25,30,9,36,8,3,25,0,0,22.22,8.33,69.44,0.00,0.00,3,0.980000000000,0.769900000000,1.137550000000,0.844000000000,4,50.00,2,2,270
PDH,2026-03,22,False,0.50,5,9,36,8,6,13,9,0,22.22,16.67,36.11,25.00,0.00,0,0.475000000000,0.420000000000,0.677500000000,0.420000000000,2,25.00,2,0,60
PDH,2026-03,22,False,0.50,15,9,36,13,9,13,1,0,36.11,25.00,36.11,2.78,0.00,3,0.690000000000,0.652500000000,0.890000000000,0.732500000000,3,23.08,3,0,60
PDH,2026-03,22,False,0.50,30,9,36,14,9,13,0,0,38.89,25.00,36.11,0.00,0.00,3,0.980000000000,0.769900000000,1.137550000000,0.844000000000,7,50.00,3,4,660
PDH,2026-03,22,False,1.00,5,9,36,2,3,7,24,0,5.56,8.33,19.44,66.67,0.00,0,0.475000000000,0.420000000000,0.677500000000,0.420000000000,1,50.00,1,0,120
PDH,2026-03,22,False,1.00,15,9,36,6,10,7,11,2,16.67,27.78,19.44,30.56,5.56,3,0.690000000000,0.652500000000,0.890000000000,0.732500000000,2,33.33,2,0,180
PDH,2026-03,22,False,1.00,30,9,36,12,12,7,3,2,33.33,33.33,19.44,8.33,5.56,3,0.980000000000,0.769900000000,1.137550000000,0.844000000000,3,25.00,2,1,240
PDH,2026-04,21,False,0.25,5,12,29,2,4,20,3,0,6.90,13.79,68.97,10.34,0.00,0,0.260000000000,0.230000000000,0.450000000000,0.300000000000,0,0.00,0,0,
PDH,2026-04,21,False,0.25,15,12,29,4,5,20,0,0,13.79,17.24,68.97,0.00,0.00,1,0.350000000000,0.640000000000,0.470000000000,0.640000000000,3,75.00,2,1,180
PDH,2026-04,21,False,0.25,30,12,29,4,5,20,0,0,13.79,17.24,68.97,0.00,0.00,2,0.520000000000,0.780000000000,0.649800000000,0.780000000000,3,75.00,2,1,180
PDH,2026-04,21,False,0.50,5,12,29,4,4,10,11,0,13.79,13.79,34.48,37.93,0.00,0,0.260000000000,0.230000000000,0.450000000000,0.300000000000,0,0.00,0,0,
PDH,2026-04,21,False,0.50,15,12,29,4,9,10,5,1,13.79,31.03,34.48,17.24,3.45,1,0.350000000000,0.640000000000,0.470000000000,0.640000000000,4,100.00,3,1,210
PDH,2026-04,21,False,0.50,30,12,29,6,10,10,2,1,20.69,34.48,34.48,6.90,3.45,2,0.520000000000,0.780000000000,0.649800000000,0.780000000000,4,66.67,3,1,210
PDH,2026-04,21,False,1.00,5,12,29,0,2,3,24,0,0.00,6.90,10.34,82.76,0.00,0,0.260000000000,0.230000000000,0.450000000000,0.300000000000,0,,0,0,
PDH,2026-04,21,False,1.00,15,12,29,2,7,3,16,1,6.90,24.14,10.34,55.17,3.45,1,0.350000000000,0.640000000000,0.470000000000,0.640000000000,1,50.00,0,1,360
PDH,2026-04,21,False,1.00,30,12,29,4,10,3,10,2,13.79,34.48,10.34,34.48,6.90,2,0.520000000000,0.780000000000,0.649800000000,0.780000000000,2,50.00,0,2,360
PDH,2026-05,20,False,0.25,5,12,27,6,3,16,2,0,22.22,11.11,59.26,7.41,0.00,0,0.330000000000,0.250000000000,0.585000000000,0.290000000000,3,50.00,3,0,120
PDH,2026-05,20,False,0.25,15,12,27,7,4,16,0,0,25.93,14.81,59.26,0.00,0.00,0,0.630200000000,0.390000000000,0.840000000000,0.390000000000,3,42.86,3,0,120
PDH,2026-05,20,False,0.25,30,12,27,7,4,16,0,0,25.93,14.81,59.26,0.00,0.00,0,1.010000000000,0.460000000000,1.050000000000,0.460000000000,3,42.86,3,0,120
PDH,2026-05,20,False,0.50,5,12,27,10,2,7,8,0,37.04,7.41,25.93,29.63,0.00,0,0.330000000000,0.250000000000,0.585000000000,0.290000000000,2,20.00,2,0,90
PDH,2026-05,20,False,0.50,15,12,27,12,5,7,3,0,44.44,18.52,25.93,11.11,0.00,0,0.630200000000,0.390000000000,0.840000000000,0.390000000000,3,25.00,3,0,120
PDH,2026-05,20,False,0.50,30,12,27,13,5,7,2,0,48.15,18.52,25.93,7.41,0.00,0,1.010000000000,0.460000000000,1.050000000000,0.460000000000,3,23.08,3,0,120
PDH,2026-05,20,False,1.00,5,12,27,0,1,3,23,0,0.00,3.70,11.11,85.19,0.00,0,0.330000000000,0.250000000000,0.585000000000,0.290000000000,0,,0,0,
PDH,2026-05,20,False,1.00,15,12,27,7,3,3,14,0,25.93,11.11,11.11,51.85,0.00,0,0.630200000000,0.390000000000,0.840000000000,0.390000000000,0,0.00,0,0,
PDH,2026-05,20,False,1.00,30,12,27,12,4,3,8,0,44.44,14.81,11.11,29.63,0.00,0,1.010000000000,0.460000000000,1.050000000000,0.460000000000,0,0.00,0,0,
PDH,2026-06,21,False,0.25,5,9,18,2,0,15,1,0,11.11,0.00,83.33,5.56,0.00,1,0.325000000000,0.750000000000,0.635000000000,0.750000000000,0,0.00,0,0,
PDH,2026-06,21,False,0.25,15,9,18,3,0,15,0,0,16.67,0.00,83.33,0.00,0.00,1,0.777500000000,1.215000000000,0.887500000000,1.255000000000,0,0.00,0,0,
PDH,2026-06,21,False,0.25,30,9,18,3,0,15,0,0,16.67,0.00,83.33,0.00,0.00,1,1.135000000000,1.590000000000,1.135000000000,1.590000000000,0,0.00,0,0,
PDH,2026-06,21,False,0.50,5,9,18,1,2,12,2,1,5.56,11.11,66.67,11.11,5.56,1,0.325000000000,0.750000000000,0.635000000000,0.750000000000,0,0.00,0,0,
PDH,2026-06,21,False,0.50,15,9,18,3,2,12,0,1,16.67,11.11,66.67,0.00,5.56,1,0.777500000000,1.215000000000,0.887500000000,1.255000000000,0,0.00,0,0,
PDH,2026-06,21,False,0.50,30,9,18,3,2,12,0,1,16.67,11.11,66.67,0.00,5.56,1,1.135000000000,1.590000000000,1.135000000000,1.590000000000,0,0.00,0,0,
PDH,2026-06,21,False,1.00,5,9,18,3,5,2,7,1,16.67,27.78,11.11,38.89,5.56,1,0.325000000000,0.750000000000,0.635000000000,0.750000000000,0,0.00,0,0,
PDH,2026-06,21,False,1.00,15,9,18,6,7,2,2,1,33.33,38.89,11.11,11.11,5.56,1,0.777500000000,1.215000000000,0.887500000000,1.255000000000,2,33.33,2,0,240
PDH,2026-06,21,False,1.00,30,9,18,6,8,2,1,1,33.33,44.44,11.11,5.56,5.56,1,1.135000000000,1.590000000000,1.135000000000,1.590000000000,2,33.33,2,0,240
PDH,2026-07,22,False,0.25,5,12,35,3,3,23,6,0,8.57,8.57,65.71,17.14,0.00,0,0.230000000000,0.340000000000,0.365000000000,0.340000000000,1,33.33,1,0,240
PDH,2026-07,22,False,0.25,15,12,35,5,5,23,2,0,14.29,14.29,65.71,5.71,0.00,1,0.350000000000,0.570000000000,0.390000000000,0.570000000000,3,60.00,2,1,240
PDH,2026-07,22,False,0.25,30,12,35,6,6,23,0,0,17.14,17.14,65.71,0.00,0.00,2,0.470000000000,0.650000000000,0.520000000000,0.650000000000,4,66.67,2,2,300
PDH,2026-07,22,False,0.50,5,12,35,6,9,7,13,0,17.14,25.71,20.00,37.14,0.00,0,0.230000000000,0.340000000000,0.365000000000,0.340000000000,1,16.67,1,0,180
PDH,2026-07,22,False,0.50,15,12,35,6,14,7,8,0,17.14,40.00,20.00,22.86,0.00,1,0.350000000000,0.570000000000,0.390000000000,0.570000000000,3,50.00,2,1,180
PDH,2026-07,22,False,0.50,30,12,35,8,15,7,5,0,22.86,42.86,20.00,14.29,0.00,2,0.470000000000,0.650000000000,0.520000000000,0.650000000000,4,50.00,2,2,270
PDH,2026-07,22,False,1.00,5,12,35,2,2,1,30,0,5.71,5.71,2.86,85.71,0.00,0,0.230000000000,0.340000000000,0.365000000000,0.340000000000,0,0.00,0,0,
PDH,2026-07,22,False,1.00,15,12,35,6,8,1,19,1,17.14,22.86,2.86,54.29,2.86,1,0.350000000000,0.570000000000,0.390000000000,0.570000000000,1,16.67,0,1,360
PDH,2026-07,22,False,1.00,30,12,35,10,13,1,10,1,28.57,37.14,2.86,28.57,2.86,2,0.470000000000,0.650000000000,0.520000000000,0.650000000000,2,20.00,1,1,300
PDH,2026-08,21,False,0.25,5,11,34,8,6,15,5,0,23.53,17.65,44.12,14.71,0.00,0,0.217500000000,0.287500000000,0.307500000000,0.287500000000,3,37.50,3,0,120
PDH,2026-08,21,False,0.25,15,11,34,9,9,15,1,0,26.47,26.47,44.12,2.94,0.00,0,0.305000000000,0.530000000000,0.355000000000,0.530000000000,5,55.56,3,2,180
PDH,2026-08,21,False,0.25,30,11,34,10,9,15,0,0,29.41,26.47,44.12,0.00,0.00,1,0.492500000000,0.630000000000,0.492500000000,0.630000000000,6,60.00,4,2,180
PDH,2026-08,21,False,0.50,5,11,34,7,4,4,19,0,20.59,11.76,11.76,55.88,0.00,0,0.217500000000,0.287500000000,0.307500000000,0.287500000000,2,28.57,2,0,150
PDH,2026-08,21,False,0.50,15,11,34,9,12,4,9,0,26.47,35.29,11.76,26.47,0.00,0,0.305000000000,0.530000000000,0.355000000000,0.530000000000,4,44.44,3,1,240
PDH,2026-08,21,False,0.50,30,11,34,11,17,4,2,0,32.35,50.00,11.76,5.88,0.00,1,0.492500000000,0.630000000000,0.492500000000,0.630000000000,4,36.36,3,1,240
PDH,2026-08,21,False,1.00,5,11,34,0,1,1,32,0,0.00,2.94,2.94,94.12,0.00,0,0.217500000000,0.287500000000,0.307500000000,0.287500000000,0,,0,0,
PDH,2026-08,21,False,1.00,15,11,34,4,7,1,22,0,11.76,20.59,2.94,64.71,0.00,0,0.305000000000,0.530000000000,0.355000000000,0.530000000000,1,25.00,1,0,180
PDH,2026-08,21,False,1.00,30,11,34,7,11,1,15,0,20.59,32.35,2.94,44.12,0.00,1,0.492500000000,0.630000000000,0.492500000000,0.630000000000,1,14.29,1,0,180
PDH,2026-09,4,True,0.25,5,1,4,1,0,2,1,0,25.00,0.00,50.00,25.00,0.00,0,0.145000000000,0.315000000000,0.260000000000,0.330000000000,0,0.00,0,0,
PDH,2026-09,4,True,0.25,15,1,4,2,0,2,0,0,50.00,0.00,50.00,0.00,0.00,0,0.195000000000,0.405000000000,0.290000000000,0.405000000000,1,50.00,0,1,360
PDH,2026-09,4,True,0.25,30,1,4,2,0,2,0,0,50.00,0.00,50.00,0.00,0.00,0,0.230000000000,0.520000000000,0.325000000000,0.520000000000,1,50.00,0,1,360
