family,observed_lifetime_touch,distance,horizon,contributing_sessions,episodes,REJECTION_FIRST_n,CONTINUATION_FIRST_n,AMBIGUOUS_n,UNRESOLVED_n,CENSORED_n,REJECTION_FIRST_pct,CONTINUATION_FIRST_pct,AMBIGUOUS_pct,UNRESOLVED_pct,CENSORED_pct,horizon_censored_flag_n,median_mfe_lower_bound,median_mae_lower_bound,median_mfe_envelope_upper,median_mae_envelope_upper,reclaim_n,reclaim_pct_of_rejection_first,quick_reclaim_n,later_reclaim_n,median_time_to_reclaim_seconds
PWH,1,0.25,30,19,19,6,1,12,0,0,31.58,5.26,63.16,0.00,0.00,0,0.579000000000,0.800000000000,0.670000000000,0.800000000000,3,50.00,2,1,240
PWH,1,0.50,5,19,19,3,2,8,6,0,15.79,10.53,42.11,31.58,0.00,0,0.250000000000,0.230000000000,0.550000000000,0.285000000000,0,0.00,0,0,
PWH,1,0.50,15,19,19,3,4,8,4,0,15.79,21.05,42.11,21.05,0.00,0,0.418000000000,0.740000000000,0.579000000000,0.740000000000,1,33.33,1,0,300
PWH,1,0.50,30,19,19,5,4,8,2,0,26.32,21.05,42.11,10.53,0.00,0,0.579000000000,0.800000000000,0.670000000000,0.800000000000,1,20.00,1,0,300
PWH,1,1.00,5,19,19,0,1,3,15,0,0.00,5.26,15.79,78.95,0.00,0,0.250000000000,0.230000000000,0.550000000000,0.285000000000,0,,0,0,
PWH,1,1.00,15,19,19,3,7,3,6,0,15.79,36.84,15.79,31.58,0.00,0,0.418000000000,0.740000000000,0.579000000000,0.740000000000,1,33.33,0,1,360
PWH,1,1.00,30,19,19,4,7,3,5,0,21.05,36.84,15.79,26.32,0.00,0,0.579000000000,0.800000000000,0.670000000000,0.800000000000,1,25.00,0,1,360
PWH,2,0.25,5,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.585000000000,0.490000000000,0.585000000000,0.490000000000,0,,0,0,
PWH,2,0.25,15,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.100000000000,0.490000000000,1.100000000000,0.490000000000,0,,0,0,
PWH,2,0.25,30,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,1.860000000000,0.490000000000,1.860000000000,0.490000000000,0,,0,0,
PWH,2,0.50,5,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,0.585000000000,0.490000000000,0.585000000000,0.490000000000,0,0.00,0,0,
PWH,2,0.50,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.100000000000,0.490000000000,1.100000000000,0.490000000000,0,0.00,0,0,
PWH,2,0.50,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.860000000000,0.490000000000,1.860000000000,0.490000000000,0,0.00,0,0,
PWH,2,1.00,5,1,1,0,0,0,1,0,0.00,0.00,0.00,100.00,0.00,0,0.585000000000,0.490000000000,0.585000000000,0.490000000000,0,,0,0,
PWH,2,1.00,15,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.100000000000,0.490000000000,1.100000000000,0.490000000000,0,0.00,0,0,
PWH,2,1.00,30,1,1,1,0,0,0,0,100.00,0.00,0.00,0.00,0.00,0,1.860000000000,0.490000000000,1.860000000000,0.490000000000,0,0.00,0,0,
PWH,3-5,0.25,5,7,9,3,0,6,0,0,33.33,0.00,66.67,0.00,0.00,1,0.042000000000,0.490000000000,0.325000000000,0.490000000000,0,0.00,0,0,
PWH,3-5,0.25,15,7,9,3,0,6,0,0,33.33,0.00,66.67,0.00,0.00,2,0.210000000000,0.760000000000,0.325000000000,0.760000000000,0,0.00,0,0,
PWH,3-5,0.25,30,7,9,3,0,6,0,0,33.33,0.00,66.67,0.00,0.00,2,0.230000000000,0.760000000000,0.415000000000,0.760000000000,1,33.33,0,1,1080
PWH,3-5,0.50,5,7,9,2,2,2,2,1,22.22,22.22,22.22,22.22,11.11,1,0.042000000000,0.490000000000,0.325000000000,0.490000000000,0,0.00,0,0,
PWH,3-5,0.50,15,7,9,2,3,2,1,1,22.22,33.33,22.22,11.11,11.11,2,0.210000000000,0.760000000000,0.325000000000,0.760000000000,0,0.00,0,0,
PWH,3-5,0.50,30,7,9,3,3,2,0,1,33.33,33.33,22.22,0.00,11.11,2,0.230000000000,0.760000000000,0.415000000000,0.760000000000,2,66.67,1,1,630
PWH,3-5,1.00,5,7,9,0,2,0,6,1,0.00,22.22,0.00,66.67,11.11,1,0.042000000000,0.490000000000,0.325000000000,0.490000000000,0,,0,0,
PWH,3-5,1.00,15,7,9,1,3,0,3,2,11.11,33.33,0.00,33.33,22.22,2,0.210000000000,0.760000000000,0.325000000000,0.760000000000,0,0.00,0,0,
PWH,3-5,1.00,30,7,9,1,3,0,3,2,11.11,33.33,0.00,33.33,22.22,2,0.230000000000,0.760000000000,0.415000000000,0.760000000000,0,0.00,0,0,
PWH,6-10,0.25,5,8,8,2,1,2,3,0,25.00,12.50,25.00,37.50,0.00,0,0.185000000000,0.172500000000,0.310000000000,0.222500000000,0,0.00,0,0,
PWH,6-10,0.25,15,8,8,4,2,2,0,0,50.00,25.00,25.00,0.00,0.00,0,0.345350000000,0.348200000000,0.400000000000,0.348200000000,2,50.00,1,1,330
PWH,6-10,0.25,30,8,8,4,2,2,0,0,50.00,25.00,25.00,0.00,0.00,0,0.482500000000,0.565000000000,0.482500000000,0.565000000000,2,50.00,1,1,330
PWH,6-10,0.50,5,8,8,0,1,1,6,0,0.00,12.50,12.50,75.00,0.00,0,0.185000000000,0.172500000000,0.310000000000,0.222500000000,0,,0,0,
PWH,6-10,0.50,15,8,8,1,2,1,4,0,12.50,25.00,12.50,50.00,0.00,0,0.345350000000,0.348200000000,0.400000000000,0.348200000000,0,0.00,0,0,
PWH,6-10,0.50,30,8,8,2,4,1,1,0,25.00,50.00,12.50,12.50,0.00,0,0.482500000000,0.565000000000,0.482500000000,0.565000000000,0,0.00,0,0,
PWH,6-10,1.00,5,8,8,0,0,0,8,0,0.00,0.00,0.00,100.00,0.00,0,0.185000000000,0.172500000000,0.310000000000,0.222500000000,0,,0,0,
PWH,6-10,1.00,15,8,8,0,2,0,6,0,0.00,25.00,0.00,75.00,0.00,0,0.345350000000,0.348200000000,0.400000000000,0.348200000000,0,,0,0,
PWH,6-10,1.00,30,8,8,1,3,0,4,0,12.50,37.50,0.00,50.00,0.00,0,0.482500000000,0.565000000000,0.482500000000,0.565000000000,0,0.00,0,0,
PWH,11+,0.25,5,24,67,13,10,34,9,1,19.40,14.93,50.75,13.43,1.49,2,0.250000000000,0.207300000000,0.330000000000,0.210000000000,1,7.69,1,0,60
PWH,11+,0.25,15,24,67,16,14,34,2,1,23.88,20.90,50.75,2.99,1.49,3,0.460000000000,0.400000000000,0.510000000000,0.400000000000,4,25.00,2,2,420
PWH,11+,0.25,30,24,67,16,14,34,2,1,23.88,20.90,50.75,2.99,1.49,8,0.590000000000,0.570000000000,0.610000000000,0.570000000000,8,50.00,2,6,630
PWH,11+,0.50,5,24,67,11,6,12,36,2,16.42,8.96,17.91,53.73,2.99,2,0.250000000000,0.207300000000,0.330000000000,0.210000000000,1,9.09,1,0,120
PWH,11+,0.50,15,24,67,21,16,12,16,2,31.34,23.88,17.91,23.88,2.99,3,0.460000000000,0.400000000000,0.510000000000,0.400000000000,4,19.05,2,2,300
PWH,11+,0.50,30,24,67,23,21,12,8,3,34.33,31.34,17.91,11.94,4.48,8,0.590000000000,0.570000000000,0.610000000000,0.570000000000,9,39.13,2,7,780
PWH,11+,1.00,5,24,67,3,3,3,56,2,4.48,4.48,4.48,83.58,2.99,2,0.250000000000,0.207300000000,0.330000000000,0.210000000000,0,0.00,0,0,
PWH,11+,1.00,15,24,67,9,8,3,44,3,13.43,11.94,4.48,65.67,4.48,3,0.460000000000,0.400000000000,0.510000000000,0.400000000000,0,0.00,0,0,
PWH,11+,1.00,30,24,67,16,11,3,33,4,23.88,16.42,4.48,49.25,5.97,8,0.590000000000,0.570000000000,0.610000000000,0.570000000000,3,18.75,1,2,780
PWL,1,0.25,5,16,16,2,1,13,0,0,12.50,6.25,81.25,0.00,0.00,1,0.325000000000,0.357450000000,0.454750000000,0.357450000000,1,50.00,1,0,120
PWL,1,0.25,15,16,16,2,1,13,0,0,12.50,6.25,81.25,0.00,0.00,1,1.135000000000,0.545000000000,1.135000000000,0.545000000000,2,100.00,2,0,180
PWL,1,0.25,30,16,16,2,1,13,0,0,12.50,6.25,81.25,0.00,0.00,1,1.275000000000,0.640000000000,1.275000000000,0.640000000000,2,100.00,2,0,180
PWL,1,0.50,5,16,16,2,3,6,4,1,12.50,18.75,37.50,25.00,6.25,1,0.325000000000,0.357450000000,0.454750000000,0.357450000000,0,0.00,0,0,
PWL,1,0.50,15,16,16,6,3,6,0,1,37.50,18.75,37.50,0.00,6.25,1,1.135000000000,0.545000000000,1.135000000000,0.545000000000,1,16.67,1,0,60
PWL,1,0.50,30,16,16,6,3,6,0,1,37.50,18.75,37.50,0.00,6.25,1,1.275000000000,0.640000000000,1.275000000000,0.640000000000,3,50.00,1,2,480
PWL,1,1.00,5,16,16,1,3,1,10,1,6.25,18.75,6.25,62.50,6.25,1,0.325000000000,0.357450000000,0.454750000000,0.357450000000,0,0.00,0,0,
PWL,1,1.00,15,16,16,7,4,1,3,1,43.75,25.00,6.25,18.75,6.25,1,1.135000000000,0.545000000000,1.135000000000,0.545000000000,2,28.57,0,2,420
PWL,1,1.00,30,16,16,7,5,1,2,1,43.75,31.25,6.25,12.50,6.25,1,1.275000000000,0.640000000000,1.275000000000,0.640000000000,3,42.86,0,3,420
PWL,2,0.25,5,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.292800000000,1.620000000000,0.410000000000,1.620000000000,0,,0,0,
PWL,2,0.25,15,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.690000000000,1.620000000000,0.690000000000,1.620000000000,0,,0,0,
PWL,2,0.25,30,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,2.390000000000,1.620000000000,2.390000000000,1.620000000000,0,,0,0,
PWL,2,0.50,5,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.292800000000,1.620000000000,0.410000000000,1.620000000000,0,,0,0,
PWL,2,0.50,15,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.690000000000,1.620000000000,0.690000000000,1.620000000000,0,,0,0,
PWL,2,0.50,30,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,2.390000000000,1.620000000000,2.390000000000,1.620000000000,0,,0,0,
PWL,2,1.00,5,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.292800000000,1.620000000000,0.410000000000,1.620000000000,0,,0,0,
PWL,2,1.00,15,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,0.690000000000,1.620000000000,0.690000000000,1.620000000000,0,,0,0,
PWL,2,1.00,30,1,1,0,0,1,0,0,0.00,0.00,100.00,0.00,0.00,0,2.390000000000,1.620000000000,2.390000000000,1.620000000000,0,,0,0,
PWL,3-5,0.25,5,5,5,0,1,4,0,0,0.00,20.00,80.00,0.00,0.00,0,0.330000000000,0.290000000000,0.400000000000,0.290000000000,0,,0,0,
PWL,3-5,0.25,15,5,5,0,1,4,0,0,0.00,20.00,80.00,0.00,0.00,0,0.515000000000,0.725000000000,0.515000000000,0.725000000000,0,,0,0,
PWL,3-5,0.25,30,5,5,0,1,4,0,0,0.00,20.00,80.00,0.00,0.00,0,0.565000000000,0.845000000000,0.565000000000,0.845000000000,0,,0,0,
PWL,3-5,0.50,5,5,5,0,1,1,3,0,0.00,20.00,20.00,60.00,0.00,0,0.330000000000,0.290000000000,0.400000000000,0.290000000000,0,,0,0,
PWL,3-5,0.50,15,5,5,1,3,1,0,0,20.00,60.00,20.00,0.00,0.00,0,0.515000000000,0.725000000000,0.515000000000,0.725000000000,0,0.00,0,0,
PWL,3-5,0.50,30,5,5,1,3,1,0,0,20.00,60.00,20.00,0.00,0.00,0,0.565000000000,0.845000000000,0.565000000000,0.845000000000,1,100.00,1,0,180
PWL,3-5,1.00,5,5,5,0,0,0,5,0,0.00,0.00,0.00,100.00,0.00,0,0.330000000000,0.290000000000,0.400000000000,0.290000000000,0,,0,0,
PWL,3-5,1.00,15,5,5,2,2,0,1,0,40.00,40.00,0.00,20.00,0.00,0,0.515000000000,0.725000000000,0.515000000000,0.725000000000,0,0.00,0,0,
PWL,3-5,1.00,30,5,5,2,2,0,1,0,40.00,40.00,0.00,20.00,0.00,0,0.565000000000,0.845000000000,0.565000000000,0.845000000000,1,50.00,1,0,300
PWL,6-10,0.25,5,7,8,3,0,5,0,0,37.50,0.00,62.50,0.00,0.00,0,0.637500000000,0.247500000000,0.665000000000,0.247500000000,0,0.00,0,0,
PWL,6-10,0.25,15,7,8,3,0,5,0,0,37.50,0.00,62.50,0.00,0.00,0,1.372500000000,0.540000000000,1.372500000000,0.540000000000,0,0.00,0,0,
PWL,6-10,0.25,30,7,8,3,0,5,0,0,37.50,0.00,62.50,0.00,0.00,0,1.397500000000,1.165000000000,1.397500000000,1.165000000000,0,0.00,0,0,
PWL,6-10,0.50,5,7,8,4,0,3,1,0,50.00,0.00,37.50,12.50,0.00,0,0.637500000000,0.247500000000,0.665000000000,0.247500000000,0,0.00,0,0,
PWL,6-10,0.50,15,7,8,5,0,3,0,0,62.50,0.00,37.50,0.00,0.00,0,1.372500000000,0.540000000000,1.372500000000,0.540000000000,1,20.00,0,1,540
PWL,6-10,0.50,30,7,8,5,0,3,0,0,62.50,0.00,37.50,0.00,0.00,0,1.397500000000,1.165000000000,1.397500000000,1.165000000000,2,40.00,0,2,840
PWL,6-10,1.00,5,7,8,1,1,1,5,0,12.50,12.50,12.50,62.50,0.00,0,0.637500000000,0.247500000000,0.665000000000,0.247500000000,0,0.00,0,0,
PWL,6-10,1.00,15,7,8,6,1,1,0,0,75.00,12.50,12.50,0.00,0.00,0,1.372500000000,0.540000000000,1.372500000000,0.540000000000,1,16.67,1,0,120
PWL,6-10,1.00,30,7,8,6,1,1,0,0,75.00,12.50,12.50,0.00,0.00,0,1.397500000000,1.165000000000,1.397500000000,1.165000000000,3,50.00,1,2,480
PWL,11+,0.25,5,25,60,9,6,43,2,0,15.00,10.00,71.67,3.33,0.00,0,0.452500000000,0.497500000000,0.575000000000,0.500000000000,2,22.22,2,0,180
PWL,11+,0.25,15,25,60,11,6,43,0,0,18.33,10.00,71.67,0.00,0.00,2,0.845000000000,0.634950000000,0.872450000000,0.634950000000,7,63.64,4,3,240
PWL,11+,0.25,30,25,60,11,6,43,0,0,18.33,10.00,71.67,0.00,0.00,4,0.957500000000,0.890000000000,0.957500000000,0.890000000000,7,63.64,4,3,240
PWL,11+,0.50,5,25,60,12,10,27,11,0,20.00,16.67,45.00,18.33,0.00,0,0.452500000000,0.497500000000,0.575000000000,0.500000000000,1,8.33,1,0,120
PWL,11+,0.50,15,25,60,17,14,27,2,0,28.33,23.33,45.00,3.33,0.00,2,0.845000000000,0.634950000000,0.872450000000,0.634950000000,5,29.41,3,2,180
PWL,11+,0.50,30,25,60,18,15,27,0,0,30.00,25.00,45.00,0.00,0.00,4,0.957500000000,0.890000000000,0.957500000000,0.890000000000,7,38.89,3,4,420
PWL,11+,1.00,5,25,60,7,6,3,44,0,11.67,10.00,5.00,73.33,0.00,0,0.452500000000,0.497500000000,0.575000000000,0.500000000000,0,0.00,0,0,
PWL,11+,1.00,15,25,60,16,21,3,19,1,26.67,35.00,5.00,31.67,1.67,2,0.845000000000,0.634950000000,0.872450000000,0.634950000000,2,12.50,1,1,300
PWL,11+,1.00,30,25,60,20,27,3,8,2,33.33,45.00,5.00,13.33,3.33,4,0.957500000000,0.890000000000,0.957500000000,0.890000000000,4,20.00,2,2,360
1H_HIGH,1,0.25,5,77,128,18,11,84,15,0,14.06,8.59,65.62,11.72,0.00,2,0.295000000000,0.350000000000,0.490000000000,0.365000000000,6,33.33,6,0,120
1H_HIGH,1,0.25,15,77,128,26,15,84,3,0,20.31,11.72,65.62,2.34,0.00,7,0.460000000000,0.640000000000,0.631300000000,0.665000000000,11,42.31,9,2,180
1H_HIGH,1,0.25,30,77,128,27,17,84,0,0,21.09,13.28,65.62,0.00,0.00,9,0.617500000000,0.790000000000,0.794500000000,0.790000000000,17,62.96,10,7,300
1H_HIGH,1,0.50,5,77,128,15,10,50,53,0,11.72,7.81,39.06,41.41,0.00,2,0.295000000000,0.350000000000,0.490000000000,0.365000000000,2,13.33,2,0,180
1H_HIGH,1,0.50,15,77,128,27,25,50,24,2,21.09,19.53,39.06,18.75,1.56,7,0.460000000000,0.640000000000,0.631300000000,0.665000000000,4,14.81,4,0,180
1H_HIGH,1,0.50,30,77,128,29,33,50,14,2,22.66,25.78,39.06,10.94,1.56,9,0.617500000000,0.790000000000,0.794500000000,0.790000000000,11,37.93,4,7,600
1H_HIGH,1,1.00,5,77,128,11,6,18,92,1,8.59,4.69,14.06,71.88,0.78,2,0.295000000000,0.350000000000,0.490000000000,0.365000000000,2,18.18,2,0,150
1H_HIGH,1,1.00,15,77,128,24,29,18,51,6,18.75,22.66,14.06,39.84,4.69,7,0.460000000000,0.640000000000,0.631300000000,0.665000000000,6,25.00,4,2,180
1H_HIGH,1,1.00,30,77,128,31,35,18,38,6,24.22,27.34,14.06,29.69,4.69,9,0.617500000000,0.790000000000,0.794500000000,0.790000000000,8,25.81,4,4,270
1H_HIGH,2,0.25,5,15,17,4,1,12,0,0,23.53,5.88,70.59,0.00,0.00,1,0.310000000000,0.260000000000,0.395200000000,0.260000000000,1,25.00,1,0,60
1H_HIGH,2,0.25,15,15,17,4,1,12,0,0,23.53,5.88,70.59,0.00,0.00,1,0.585000000000,0.335000000000,0.849000000000,0.499000000000,2,50.00,1,1,210
1H_HIGH,2,0.25,30,15,17,4,1,12,0,0,23.53,5.88,70.59,0.00,0.00,1,0.995000000000,0.395000000000,0.995000000000,0.499000000000,2,50.00,1,1,210
1H_HIGH,2,0.50,5,15,17,3,4,5,5,0,17.65,23.53,29.41,29.41,0.00,1,0.310000000000,0.260000000000,0.395200000000,0.260000000000,0,0.00,0,0,
1H_HIGH,2,0.50,15,15,17,6,5,5,1,0,35.29,29.41,29.41,5.88,0.00,1,0.585000000000,0.335000000000,0.849000000000,0.499000000000,0,0.00,0,0,
1H_HIGH,2,0.50,30,15,17,6,5,5,1,0,35.29,29.41,29.41,5.88,0.00,1,0.995000000000,0.395000000000,0.995000000000,0.499000000000,0,0.00,0,0,
1H_HIGH,2,1.00,5,15,17,1,3,0,12,1,5.88,17.65,0.00,70.59,5.88,1,0.310000000000,0.260000000000,0.395200000000,0.260000000000,0,0.00,0,0,
1H_HIGH,2,1.00,15,15,17,5,4,0,7,1,29.41,23.53,0.00,41.18,5.88,1,0.585000000000,0.335000000000,0.849000000000,0.499000000000,0,0.00,0,0,
1H_HIGH,2,1.00,30,15,17,8,4,0,4,1,47.06,23.53,0.00,23.53,5.88,1,0.995000000000,0.395000000000,0.995000000000,0.499000000000,0,0.00,0,0,
1H_HIGH,3-5,0.25,5,32,49,15,4,26,4,0,30.61,8.16,53.06,8.16,0.00,1,0.215000000000,0.300000000000,0.385000000000,0.320000000000,3,20.00,3,0,120
1H_HIGH,3-5,0.25,15,32,49,17,4,26,2,0,34.69,8.16,53.06,4.08,0.00,1,0.490000000000,0.435000000000,0.515000000000,0.435000000000,5,29.41,3,2,180
1H_HIGH,3-5,0.25,30,32,49,17,6,26,0,0,34.69,12.24,53.06,0.00,0.00,1,0.670000000000,0.585000000000,0.680000000000,0.585000000000,8,47.06,3,5,660
1H_HIGH,3-5,0.50,5,32,49,10,7,9,22,1,20.41,14.29,18.37,44.90,2.04,1,0.215000000000,0.300000000000,0.385000000000,0.320000000000,0,0.00,0,0,
1H_HIGH,3-5,0.50,15,32,49,18,14,9,7,1,36.73,28.57,18.37,14.29,2.04,1,0.490000000000,0.435000000000,0.515000000000,0.435000000000,1,5.56,0,1,780
1H_HIGH,3-5,0.50,30,32,49,19,16,9,4,1,38.78,32.65,18.37,8.16,2.04,1,0.670000000000,0.585000000000,0.680000000000,0.585000000000,6,31.58,1,5,870
1H_HIGH,3-5,1.00,5,32,49,2,6,0,40,1,4.08,12.24,0.00,81.63,2.04,1,0.215000000000,0.300000000000,0.385000000000,0.320000000000,0,0.00,0,0,
1H_HIGH,3-5,1.00,15,32,49,13,8,0,27,1,26.53,16.33,0.00,55.10,2.04,1,0.490000000000,0.435000000000,0.515000000000,0.435000000000,1,7.69,0,1,360
1H_HIGH,3-5,1.00,30,32,49,17,13,0,18,1,34.69,26.53,0.00,36.73,2.04,1,0.670000000000,0.585000000000,0.680000000000,0.585000000000,4,23.53,0,4,600
1H_HIGH,6-10,0.25,5,46,65,12,9,36,8,0,18.46,13.85,55.38,12.31,0.00,1,0.265000000000,0.270000000000,0.410000000000,0.270000000000,1,8.33,1,0,180
1H_HIGH,6-10,0.25,15,46,65,15,14,36,0,0,23.08,21.54,55.38,0.00,0.00,1,0.455000000000,0.489900000000,0.490000000000,0.500000000000,7,46.67,3,4,360
1H_HIGH,6-10,0.25,30,46,65,15,14,36,0,0,23.08,21.54,55.38,0.00,0.00,2,0.630000000000,0.600000000000,0.630000000000,0.605000000000,9,60.00,3,6,480
1H_HIGH,6-10,0.50,5,46,65,12,7,15,31,0,18.46,10.77,23.08,47.69,0.00,1,0.265000000000,0.270000000000,0.410000000000,0.270000000000,1,8.33,1,0,120
1H_HIGH,6-10,0.50,15,46,65,19,18,15,13,0,29.23,27.69,23.08,20.00,0.00,1,0.455000000000,0.489900000000,0.490000000000,0.500000000000,6,31.58,4,2,270
1H_HIGH,6-10,0.50,30,46,65,22,23,15,5,0,33.85,35.38,23.08,7.69,0.00,2,0.630000000000,0.600000000000,0.630000000000,0.605000000000,9,40.91,4,5,480
1H_HIGH,6-10,1.00,5,46,65,6,3,6,50,0,9.23,4.62,9.23,76.92,0.00,1,0.265000000000,0.270000000000,0.410000000000,0.270000000000,0,0.00,0,0,
1H_HIGH,6-10,1.00,15,46,65,11,10,6,38,0,16.92,15.38,9.23,58.46,0.00,1,0.455000000000,0.489900000000,0.490000000000,0.500000000000,2,18.18,0,2,570
1H_HIGH,6-10,1.00,30,46,65,17,17,6,25,0,26.15,26.15,9.23,38.46,0.00,2,0.630000000000,0.600000000000,0.630000000000,0.605000000000,6,35.29,1,5,540
1H_HIGH,11+,0.25,5,129,2039,451,207,1201,178,2,22.12,10.15,58.90,8.73,0.10,43,0.315000000000,0.280000000000,0.450000000000,0.300050000000,117,25.94,117,0,120
1H_HIGH,11+,0.25,15,129,2039,533,287,1201,16,2,26.14,14.08,58.90,0.78,0.10,102,0.550000000000,0.530000000000,0.632550000000,0.550000000000,267,50.09,185,82,180
1H_HIGH,11+,0.25,30,129,2039,543,290,1201,3,2,26.63,14.22,58.90,0.15,0.10,180,0.750000000000,0.720000000000,0.800000000000,0.730000000000,356,65.56,192,164,300
1H_HIGH,11+,0.50,5,129,2039,403,330,543,745,18,19.76,16.18,26.63,36.54,0.88,43,0.315000000000,0.280000000000,0.450000000000,0.300050000000,47,11.66,47,0,120
1H_HIGH,11+,0.50,15,129,2039,645,572,543,253,26,31.63,28.05,26.63,12.41,1.28,102,0.550000000000,0.530000000000,0.632550000000,0.550000000000,212,32.87,140,72,240
1H_HIGH,11+,0.50,30,129,2039,721,645,543,101,29,35.36,31.63,26.63,4.95,1.42,180,0.750000000000,0.720000000000,0.800000000000,0.730000000000,344,47.71,155,189,360
1H_HIGH,11+,1.00,5,129,2039,181,164,105,1551,38,8.88,8.04,5.15,76.07,1.86,43,0.315000000000,0.280000000000,0.450000000000,0.300050000000,8,4.42,8,0,90
1H_HIGH,11+,1.00,15,129,2039,481,477,105,905,71,23.59,23.39,5.15,44.38,3.48,102,0.550000000000,0.530000000000,0.632550000000,0.550000000000,89,18.50,51,38,300
1H_HIGH,11+,1.00,30,129,2039,673,636,105,528,97,33.01,31.19,5.15,25.90,4.76,180,0.750000000000,0.720000000000,0.800000000000,0.730000000000,177,26.30,56,121,480
1H_LOW,1,0.25,5,67,119,21,6,90,2,0,17.65,5.04,75.63,1.68,0.00,4,0.394500000000,0.400000000000,0.570000000000,0.445000000000,5,23.81,5,0,120
1H_LOW,1,0.25,15,67,119,21,8,90,0,0,17.65,6.72,75.63,0.00,0.00,7,0.730000000000,0.780000000000,0.840000000000,0.800000000000,11,52.38,9,2,240
1H_LOW,1,0.25,30,67,119,21,8,90,0,0,17.65,6.72,75.63,0.00,0.00,13,0.977500000000,1.049700000000,1.040000000000,1.140000000000,14,66.67,9,5,270
1H_LOW,1,0.50,5,67,119,24,26,46,23,0,20.17,21.85,38.66,19.33,0.00,4,0.394500000000,0.400000000000,0.570000000000,0.445000000000,4,16.67,4,0,120
1H_LOW,1,0.50,15,67,119,29,38,46,5,1,24.37,31.93,38.66,4.20,0.84,7,0.730000000000,0.780000000000,0.840000000000,0.800000000000,8,27.59,8,0,150
1H_LOW,1,0.50,30,67,119,31,40,46,1,1,26.05,33.61,38.66,0.84,0.84,13,0.977500000000,1.049700000000,1.040000000000,1.140000000000,16,51.61,8,8,390
1H_LOW,1,1.00,5,67,119,13,12,14,80,0,10.92,10.08,11.76,67.23,0.00,4,0.394500000000,0.400000000000,0.570000000000,0.445000000000,0,0.00,0,0,
1H_LOW,1,1.00,15,67,119,33,34,14,37,1,27.73,28.57,11.76,31.09,0.84,7,0.730000000000,0.780000000000,0.840000000000,0.800000000000,9,27.27,4,5,360
1H_LOW,1,1.00,30,67,119,41,46,14,16,2,34.45,38.66,11.76,13.45,1.68,13,0.977500000000,1.049700000000,1.040000000000,1.140000000000,15,36.59,5,10,420
1H_LOW,2,0.25,5,15,15,3,2,10,0,0,20.00,13.33,66.67,0.00,0.00,0,0.380000000000,0.430000000000,0.560000000000,0.430000000000,0,0.00,0,0,
1H_LOW,2,0.25,15,15,15,3,2,10,0,0,20.00,13.33,66.67,0.00,0.00,1,0.660000000000,0.852400000000,0.660000000000,0.852400000000,0,0.00,0,0,
1H_LOW,2,0.25,30,15,15,3,2,10,0,0,20.00,13.33,66.67,0.00,0.00,2,1.060000000000,0.880000000000,1.060000000000,0.880000000000,1,33.33,0,1,780
1H_LOW,2,0.50,5,15,15,2,2,7,4,0,13.33,13.33,46.67,26.67,0.00,0,0.380000000000,0.430000000000,0.560000000000,0.430000000000,0,0.00,0,0,
1H_LOW,2,0.50,15,15,15,3,4,7,1,0,20.00,26.67,46.67,6.67,0.00,1,0.660000000000,0.852400000000,0.660000000000,0.852400000000,0,0.00,0,0,
1H_LOW,2,0.50,30,15,15,3,5,7,0,0,20.00,33.33,46.67,0.00,0.00,2,1.060000000000,0.880000000000,1.060000000000,0.880000000000,1,33.33,0,1,720
1H_LOW,2,1.00,5,15,15,2,1,1,11,0,13.33,6.67,6.67,73.33,0.00,0,0.380000000000,0.430000000000,0.560000000000,0.430000000000,0,0.00,0,0,
1H_LOW,2,1.00,15,15,15,4,5,1,5,0,26.67,33.33,6.67,33.33,0.00,1,0.660000000000,0.852400000000,0.660000000000,0.852400000000,0,0.00,0,0,
1H_LOW,2,1.00,30,15,15,5,6,1,3,0,33.33,40.00,6.67,20.00,0.00,2,1.060000000000,0.880000000000,1.060000000000,0.880000000000,0,0.00,0,0,
1H_LOW,3-5,0.25,5,26,37,10,4,23,0,0,27.03,10.81,62.16,0.00,0.00,0,0.330000000000,0.337600000000,0.440000000000,0.337600000000,5,50.00,5,0,60
1H_LOW,3-5,0.25,15,26,37,10,4,23,0,0,27.03,10.81,62.16,0.00,0.00,0,0.630000000000,0.560000000000,0.671000000000,0.560000000000,7,70.00,6,1,60
